id	page	section_number	section_title	class	suffix_headword	label	footnote_marker	description	references
de-goede-2014-suffix-050	20	2.3.2	(*)-m(n̥)-	B. Not (directly) reconstructable to PIE	-em	(OI)		"Rare Old Irish suffix deriving agent nouns. Generally reconstructed as the PIE
deverbal suffix *-mō(n). However, in Old Irish the oldest formations are
desubstantival o-stems. Also, Ogam *-iamo- is problematic as an intermediate
stage. The origin may be *-i-sm̥ Ho-s, originally used in comparative-like
compounds. (NWI 391-3; VGKS II 61-2)"	NWI 391-3; VGKS II 61-2
de-goede-2014-suffix-051	20	2.3.2	(*)-m(n̥)-	B. Not (directly) reconstructable to PIE	*-īmā	(Proto-Britt.)		"W -i (OW -im) derives masculine verbal nouns and deadjectival abstracts.
(SWW 390-3)"	SWW 390-3
de-goede-2014-suffix-052	20	2.4.1	. Suffixes with (*)-t-	A. Reconstructable to PIE	*-ti-		15	"This PIE suffix derived feminine nomina actionis and verbal abstracts.
In Old Irish16, this suffix formed masculine verbal abstracts, nomina
actionis and sometimes nomina agentis (a relatively young function).
Originally the suffix was feminine, but the gender shifted to masculine in Old

Irish. Deverbal adjectives occur, but are rare and often actually go back to *-
to-. Nomina rei actae are even less frequent. On the whole, there are
significantly fewer occurrences of *-ti- than *-tu- in Celtic. Eventually, *-ti-
was replaced by *-tā (feminine of *-to-) and *-tiō(n) in Insular Celtic.
Latin -ti- derived feminine verbal abstracts. It was only marginally
productive, at an early stage.
(BG 276-90; HCGL 316; NWI 283-95; NWIG 14)

*-to-
This PIE suffix derived participles and participial adjectives. Its feminine
counterpart *-teh2 was engaged in the derivation of desubstantival and
deadjectival abstracts.
This PIE suffix survived in Celtic to some extent, but is almost absent
from Old Irish, since most of the original participle suffixes (including *-to-)
were discarded in favour of the new Goidelic suffix *-ti̯o-/-ti̯ā (> OI -the) and
*towei (> OI -(th)i). The latter specifically formed participles of necessity and
was derived from the DAT.SG of *tu-verbal nouns.
The Latin reflex -tus was regularly employed in the derivation of
verbal nouns and perfect passive participles. In addition it derived
desubstantival possessive adjectives and ordinals. L -tā was not common and
used to function as a suffix deriving desubstantival and/or deadjectival
abstracts.
(BG 205-28; GOU 189; HCGL 292; LG 333-5; NWI 431-46; SWW 345,
488)."	
de-goede-2014-suffix-053	21	2.4.1	. Suffixes with (*)-t-	A. Reconstructable to PIE	*-tu-			"In PIE this suffix derived masculine verbal abstracts and nomina actionis.
In the Celtic languages, the suffix formed masculine (rarely neuter)
verbal abstracts and nomina actionis. It was fairly productive.
The Latin reflex is -tus. It has the same functions as in Celtic (though
in addition it could derive desubstantival adjectives). The suffix was fairly
productive.
(BG 304-12; GOU 185; HCGL 322-3; LG 353-5; NWI 287-95; NWIG 6)"	BG 304-12; GOU 185; HCGL 322-3; LG 353-5; NWI 287-95; NWIG 6
de-goede-2014-suffix-054	21	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	-adwy	(W)		"This suffix forms deverbal adjectives (gerunds). It is an expanded tu-formation
with generalized -a- (SWW 461-4).17"	
de-goede-2014-suffix-055	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-(i̯ )ak-tā	(PC)		"OI -acht/-echt (mostly feminine); W -(i)aeth. Originally a conglomerate of *-
tā to suffixes in *-ak(V)- (> OI -ach) or a derivation of the verbal root *ag- ‘to
drive’. This Proto-Celtic suffix derives desubstantival abstracts and
collectives. (HWV 208-9; NWI 334-6; SWW 553, 576; VGKS II 32)"	HWV 208-9; NWI 334-6; SWW 553, 576; VGKS II 32
de-goede-2014-suffix-056	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-(i̯ )a-ti-	(Insular Celt.)		"OI -(th)id; W -iad is a productive Insular Celtic suffix that derives masculine
agent nouns. Also, there are some desubstantival formations. It goes back to
agentive *-ti- with connecting vowels. Not unproblematic: is i̯part of the
base? It is possibly connected with Continental Celtic -atis/-ates, which
among other things derives ethnics (and may be connected to L *-āti-). W -iad
is derived from both *-i̯a-tu- (forming abstracts) and *-i̯a-ti- (forming agent
nouns). See chapter 3 for  a discussion. (NWI 294, 375-80; SWW 551)"	NWI 294, 375-80; SWW 551
de-goede-2014-suffix-057	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-āti-	(PIt.)		"This suffix derives masculine and feminine desubstantival ethnics and the
words cuiās ‘of what country?’ and nostrās ‘of our country’ from pronominal
stems. Its origin is disputed: borrowing from Etruscan (NWIG 72); Italo-Celtic
because of the connection with Continental Celtic ethnics in -atis/-ates
(HCGL 316-7) or borrowed by Latin from Continental Celtic (NWI 378)?  See
chapter 3 for a discussion. (GOU 189-90; HCGL 316-7; NWI 378; NWIG 72)"	GOU 189-90; HCGL 316-7; NWI 378; NWIG 72
de-goede-2014-suffix-058	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-a-ti-on	(Proto-Britt.)		"W -aid (MW -eid/-eit)18 derives desubstantival nouns of the type ‘a X-ful, a
full X’. A Brittonic conglomerate *-a-ti-on (*-ti- with a thematic vowel,
inflected as a neuter) is a possibility (SWW 291-4). Another possibility is *-
ati̯os/-ati̯ā, cf. the suffix -aid for adjectives above (WG 143), see also HWV
89, 110. It is possibly related to OI -tiu/-siu, see below (cf. HWV 89)."	
de-goede-2014-suffix-059	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	-(h)ed/-(h)et	(W)		"W -ed (MW -et) should be distinguished from W -(h)ed (MW -(h)ed). The
former derives deverbal and desubstantival feminine abstracts and includes
some old participles from Proto-Celtic *-Vto-. The latter derives regular
equatives, possibly going back to PC *-is-e-ti/-tu- containing the comparative
formative *-is-.  The equative formation requires a prefix cyn-. (GOI 237-8;

SWW 345-54, 455, 488-96)"	"GOI 237-8;

SWW 345-54, 455, 488-96"
de-goede-2014-suffix-060	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	-iet- and -et-/-it-	(L)		"Desubstantival formations (masculine and feminine). Rare. (LG 373; NWIG
48-9)"	"LG 373; NWIG
48-9"
de-goede-2014-suffix-061	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	-ithir/-idir	(OI)		"This suffix derives equatives. The connection with the W equative -(h)et/-
(h)ed is problematic. Both may have been derived from PC *-is-et-. The r is
hard to explain. (GOI 237-8; VGKS II18-9)"	GOI 237-8; VGKS II18-9
de-goede-2014-suffix-062	22	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-V/V̅ -t-V/V̅ -	(PC)		"W -id forms abstract nouns and adjectives (rare). It goes back to PC *-ī-to/ā/u.
W -od (MW -awd) for deverbal abstracts and collectives is derived from PC *-

āto- (old participles) and *-ātu- (verbal nouns). Also abstracted from Latin
loans containing -ātus, -ātu(m) or -ātio. The suffix -yd forms deverbal and
desubstantival abstracts and is derived from PC *-itV-. For W -ed < *-Vto- see
above. (SWW 412-20, 434-9, 443)"	SWW 412-20, 434-9, 443
de-goede-2014-suffix-063	23	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-X-tā-	(pre-OI)		"OI -V̅s forms adjectives and is derived from *-tā added to roots in a dental.
Also, there are some cases of verbal abstracts that go back to *-s-tā. A final
source are verbal adjectives ending in a dental + *-to-. The suffix was
productive. (NWI 336-7)"	NWI 336-7
de-goede-2014-suffix-064	23	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-Vtā	(PC)		"OI -ad forms desubstantival (and some deadjectival) abstracts. It originates
from PIE *-tā preceded by connecting vowels. (NWI 333-4)"	NWI 333-4
de-goede-2014-suffix-065	23	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-tāt-	(PIt.)	19	"L -tāt- derives feminine deadjectival and deadverbial nomina qualitatis and
abstracts, as well as desubstantival names of offices and social rank. It is the
most productive suffix for nomina qualitatis in Latin whatsoever. Welsh
probably abstracted -dod/-tod (MW -dawt) from Latin loans (< ACC.SG -tātem)
at an early stage. It derived deverbal and desubstantival abstracts in older
Welsh (and was used in genuinely Celtic formations as well). Later
occurrences are restricted to Latin borrowings, however. (GOU 185; HCGL
304; LG 373-5; NWIG 26-7; SWW 321-4)"	"GOU 185; HCGL
304; LG 373-5; NWIG 26-7; SWW 321-4"
de-goede-2014-suffix-066	23	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-(V)-ti-(H)ō̆n	(PIt./PC)		"OI -t(i)u forms feminine verbal nouns and is derived from PC *-tiōn, which
may be a conglomerate of PIE *-ti- (verbal abstracts) and some other element,
possibly the individualizing stem formant *-on- or the “Hoffmann suffix” *-
Hon-. The function of the suffix corresponds to PIE *-ti-. The suffix replaced
older *-ti- in Old Irish. W *-tīnV- for verbal nouns may be related, as a weak
stem of *-ti-Hon-. This could then be compared with O/U *-tiHn-.
L -tiō(n) derives feminine deverbal abstracts and may also be related
to OI -t(i)u. As in Old Irish, it replaced older *ti-formations. The variant -
ātiō(n) derives feminine deverbal and desubstantival abstracts, nomina
actionis and collectives. This subtype of -tiō(n) originates from ā-verbs.
Productive, not frequent. (GOU 182; HCGL 311-2; HWV 218; LG 366-7;
NWI 393-5; NWIG 5, 60) 20"	
de-goede-2014-suffix-067	23	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-V/V̅ -to-	(pre-L)		"The suffix -ūtus forms deadjectival adjectives (without semantic difference)
and is rare. The nominalized neuter -tum is employed for desubstantival
collectives and is not productive. A variant of this suffix is -(c)ētum (rarely
with -c-), predominantly denoting plants and trees (possibly originating from
participles to second conjugation ē-statives). Other to-variants: -itus (with ē-

verbs), -ātus (from ā-verbs) and -ītus, -ōtus, -ūtus (with plausible
deinstrumental origin). (HCGL 292-4, 442-3; LG 333-5; NWIG 65, 91, 97,
112)"	"HCGL 292-4, 442-3; LG 333-5; NWIG 65, 91, 97,
112"
de-goede-2014-suffix-068	24	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-X-tu-	(PIt.)		"A subtype of -tus (< *-tu-) is -ātus, originating from ā-verbs. It specifically
denominates offices and forms possessive adjectives and pronominals. Other
variants: -itus (after roots with structure CERH) and -ultus (from verbs in -
ulāre). (GOU 185; LG 353-5; NWIG 6, 59-60)"	GOU 185; LG 353-5; NWIG 6, 59-60
de-goede-2014-suffix-069	24	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-X-tu-(X)-	(pre-OI)		"OI -(i)us/-es derives deadjectival abstracts. Originally a conglomerate.
Possibly *-es-tu- (GOI 166), but there is little motivation for this. A
conglomerate of the feminine adjectival suffix for monosyllabic thematic
adjectives -as with *-tu- is also an option (NWI 389-90). In later forms -(u)s
serves as an extension of tu-abstracts.
OI -as/-es derives masculine nomina essendi. Its history is
problematic. The most plausible reconstruction would be < *-assu < *-ad-tu,
i.e. the collective suffix *-ad- with *-tu- for verbal abstracts. Younger forms
are confused with -us, another u-stem suffix (employed for the derivation of
adjectives). In Brittonic the suffix -as/-es (masculine in Breton, feminine in
Welsh) is also present and has roughly the same use and meaning. Specifically
Old Irish are the – rarer – deadjectival and deverbal derivations. (NWI 401-22)"	NWI 401-22
de-goede-2014-suffix-070	24	2.4.1	. Suffixes with (*)-t-	B. Not (directly) reconstructable to PIE	*-(V)tūt(V)-	(L, PC)	21	"OI -etu, -atu mainly forms masculine deadjectival nouns. The first part of the
suffix may be derived from PIE *-tu- (for verbal abstracts) preceded by some
vocalic element. The second part is problematic. It could be *-ō̆t-s of the
dental stems (NWI 396-9). SWW reconstructs the related weakly productive
Welsh suffix -did/-tid as PC *-tūto- or *-tūti- (319-20). The suffix is also
attested in Latin and Gothic. NWI states that is could have arisen in IC and
was taken over by Germanic afterwards (which, in view of other isoglosses,
would not be uncommon) (396).
L -tūt- formed feminine desubstantival (and maybe deadjectival)
abstracts. It had nearly the same function as -tāt- and was not productive.
(HCGL 304; LG 375; NWI 396-9; NWIG 66; SWW 319-20)"	HCGL 304; LG 375; NWI 396-9; NWIG 66; SWW 319-20
de-goede-2014-suffix-071	24	2.4.2	(*)-d(h)-	A. Reconstructable to PIE	*-d(h)-			"OI -d. Unclear origins and properties. The same applies to Latin reflexes of *-
d(h)-. (BG 382-4; HCGL 304-5; NWI 295-6)."	
de-goede-2014-suffix-072	25	2.4.2	(*)-d(h)-	A. Reconstructable to PIE	*-do-			"Possibly inherited. Cf. L crūdus ‘harsh’, OI cruaid ‘hard’. Also see section

2.1.1 for *-od-(i)i̯o-, a *i̯o-extension of this suffix, and section 3 for a more
detailed discussion of the *(V)d(h)(o)-suffixes. (BG 382-4; NWI 296-8)."	
de-goede-2014-suffix-073	25	2.4.2	(*)-d(h)-	B. Not (directly) reconstructable to PIE	*-id(h)o-	(PIt.)		"L -idus derives deverbal, deadjectival and desubstantival adjectives. It is not
attested in other PIE languages. Old formations, synchronically mostly non-
derived. (HCGL 291-2; LG 329-30; NWIG 82-3, 127)"	HCGL 291-2; LG 329-30; NWIG 82-3, 127
de-goede-2014-suffix-074	25	2.4.2	(*)-d(h)-	B. Not (directly) reconstructable to PIE	*-X-dō(n)-	(pre-L)	22	"The suffix -ēdō occurs in feminine deverbal and deadjectival formations and
denotes conditions of physical or mental discomfort. Derived from verbal
stems in -ed. Not productive. -īdō (n-stem to original verbal stem) forms
feminine verbal abstracts. Not productive. -tūdō forms feminine deadjectival
abstracts. Origin unclear, possibly an extension of -tūt-. Productive in older
Latin. The suffix -ūdō has an unclear function and origin. (HCGL 312-3; LG
367-8; NWIG 14, 30-1, 32, 38-9)."	
de-goede-2014-suffix-075	25	2.4.3	. Suffixes with (*)-s-	A. Reconstructable to PIE	*-is, -i̯ōs			"Inherited comparative. OI -iu; L -ior. *-is originally an allomorph in
monosyllables and yields OI -a. OI -a for polysyllables developed within OI.
The inherited comparative is productive in both languages. (BG 399-410;
HCGL 355-8; LG 495-9; NWI 423-4; NWIG 102)"	"BG 399-410;
HCGL 355-8; LG 495-9; NWI 423-4; NWIG 102"
de-goede-2014-suffix-076	25	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	*-ās(i)a	(Proto-Britt.)		"W -os forms collectives and diminutives. It may be a genuine Brittonic
formation, or a borrowing from Latin -āsia (see section 2.1.1). (SWW 444-5)"	SWW 444-5
de-goede-2014-suffix-077	25	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	*-assā	(PC)		W -as derives abstract nouns. Early loss of productivity. (SWW 302-3)	SWW 302-3
de-goede-2014-suffix-078	25	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	-ēs	(L)		"This suffix derives feminine verbal abstracts. Origin unclear, diachronically
several origins. (NWIG 12)."	
de-goede-2014-suffix-079	25	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	*-issā	(Cont. Celt.?)		"OI -es derives feminines from masculine nouns. Not productive. W -es (with
equal function, but very productive) may have been the source of OI -es. It can
be traced back to Proto-Britt. *-issā. The same suffix seems to occur in Gaul. -
issa (feminine of -issus), used in personal names. OI -es and/or W -es may
both be borrowings from Continental Celtic. Can Gaul. (*)-issa only be traced

back to *-issā, feminine of *-isso, or further back to *-istā, feminine of *-isto
(superlative)? The suffix may also be of Latin origin, which in turn borrowed
it from Gr. -ισσα. (NWI 337-41; NWIG 59; SWW 363-9)"	NWI 337-41; NWIG 59; SWW 363-9
de-goede-2014-suffix-080	26	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	-nes	(L)		"An s-stem of the suffix *-no-. Mainly employed for nouns involving exchange
and commerce. (HCGL 307)"	HCGL 307
de-goede-2014-suffix-081	26	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	*-ōs	(PIE)		"L -or/ōr/ōs forms masculine verbal abstracts, nomina actionis and deadjectival
nomina qualitatis. Processes of shortening and analogy yield the given
variants. (HCGL 307-8; LG 377-81; NWIG 7, 34-5)"	HCGL 307-8; LG 377-81; NWIG 7, 34-5
de-goede-2014-suffix-082	26	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	*-so-	(PC)		"Rare suffix, occurring in a few Proto-Celtic formations (with some PIE
connections). It seems to have been active as an adjectival suffix in Old Irish
at some point. In many cases s is the result of assimilations, however. The
suffix is probably not of PIE origin (cf. BG, where such a suffix is not
mentioned) (NWI 260-2)."	
de-goede-2014-suffix-083	26	2.4.3	. Suffixes with (*)-s-	B. Not (directly) reconstructable to PIE	-us	(W)		"This suffix forms adjectives and is derived from L -ōsus23 and -usus. No
Proto-Celtic etymology is known. (SWW 534-49)"	SWW 534-49
de-goede-2014-suffix-084	26	2.5.1	(*)-k-	A. Reconstructable to PIE	*-ko-			"This PIE suffix was engaged in the derivation of deadjectival and
desubstantival adjectives (sometimes with appurtenance value, or adding a
meaning ‘something like the referent’) and probably also in the formation of
deverbal adjectives. The velar suffixes are common in the Indo-European
dialects, but differ greatly in their productivity.24
OI -c < *-ko- is attested in deverbal adjectives (including
nominalizations thereof) and some deadjectival adjectives, although the
derivational bases are not always clear. Bare *-ko- was not productive in the
stage of Proto-Celtic.
The Latin reflex -cus forms desubstantival and deadjectival adjectives,
as well as ethnics. The formations without extensions were not productive.
(BG 236-60; CWF 8; HCGL 294-5; LG 336-41; NWI 311-3; NWIG 107, 119)"	BG 236-60; CWF 8; HCGL 294-5; LG 336-41; NWI 311-3; NWIG 107, 119
de-goede-2014-suffix-085	27	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	-ach	(W)		"This suffix has four different origins and several functions: it forms
diminutives and pejorative nouns and adjectives (< PC *-akko-),
desubstantival abstracts (< PC *-akso-) and comparatives (< PC *-a-k-is-o-)
and has been abstracted from loans from Old Irish ending in -ach (for its
origins see below). (NWI 520-1; SWW 274-5, 460)"	NWI 520-1; SWW 274-5, 460
de-goede-2014-suffix-086	27	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	*-k(u) (OI, L?)			"OI -c; L -cu. Occurs in words such as OI losc ‘lame’, trosc ‘leprosy’ and L
raucus ‘hoarse’, plancus ‘flat-footed’ and mancus ‘having a maimed hand’. Its
origin is unclear.25 (HCGL 295)"	HCGL 295
de-goede-2014-suffix-087	27	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	*-(tr)-īk-	(pre-L)		"L -trīx is the feminine variant of the agent noun suffix -tor. It consists of -tr-
and the PIE devī́-suffix *-ih2 with *k-extension (so *-trih2-k-s). -īx (with an
extended form -īceus) is basically an allomorph of -trīx, though is also found
in some loanwords. For -tor see section 2.7. (HCGL 305-6; LG 375-6; NWIG
15, 45, 50-1 58)."	
de-goede-2014-suffix-088	27	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	*-V/V̅ -k-	(PC, PIt.)	26	"In Celtic, *-ik- was not infrequent and derived nouns. *-āk- is attested in
Celtic as well, but was not as common.
L *-āk- mainly derives deverbal (agentive) adjectives and some
desubstantival adjectives. It has an extended form in -āceus (cf. -īx and -īceus)
< *-āk-ei̯o-. The suffix -ācus occurs in several deadjectival adjectives and is
possibly a thematization of *-āk- (i.e. *-āko-). Not productive. *-ek- mainly
forms pejorative nouns. It is hardly possible to determine what the pre-
weakened vowels of this suffix were due to analogical remodeling on the basis
of nouns of the artifex, artificis type. (GOU 188; HCGL 274, 295, 305-7; LG
376; NWIG 88-9, 107, 112-3; VGKS II 98-100)."	
de-goede-2014-suffix-089	27	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	*-V/V̅ -ko-	(PC, PIt.)		"OI -ach, -ech < PC *-ā̆ko-, *-ī̆ko-27 originally and mainly derived
desubstantival possessional adjectives and adjectives of appurtenance, as well
as some nouns from various bases. W -og (< *-āko-), -ig28 (< *-īko-) and the
rare suffix -yg (< PC *-iko- and L -icus/-icius) correspond functionally to the
Old Irish suffix. Welsh also has a feminine suffix -eg (< PC *-ikā and/or L *-
icā) which mostly forms nouns (and may be nominalizations of original

adjectives). The *V/V̅ ko-formations are very productive in Celtic as a whole.
Celtib. -aiko- is derived from PC *-ak(o)-i̯o-. The Old Irish diminutive and
hypocoristic feminine suffix -óc is borrowed from Britt. *-ōg(o-/-ā) < PC *-
āko-/-ākā. Later it came in use for deriving appellatives, probably under the
influence of the homophonous Old Irish word óëc ‘young’. OI -uc is a rarer
diminutive (and appellative) suffix, mostly – not always – combined with -án
to -ucán. It could very well be a loan29. For a separate suffix -ac and -ic there
is hardly any evidence.
There are several correspondences in Latin. The Latin suffix -īcus and

-ūcus (neither of which were particularly productive) form deverbal adjectives
(for -ācus s.v. *-V/V̅ -k-) -īcus may be deinstrumental in origin in some
desubstantival forms (HCGL 296).30 -ūcus appears to have been agentive in
origin (NWIG 96). -icus31 forms desubstantival (genitival) adjectives,
especially pertaining to the socio-political sphere. It also derives adjectives of
appurtenance. According to NWIG many forms are analogical after Greek,
which has a suffix -ικος (123). (CWF 98; HCGL 294-6; LG 336-41; NWI
327-33, 457, 463-4; NWIG 57, 96, 123; SWW 448-9, 497-505, 506-15;
VGKS II 29-31; WG 231-3, 256-7)"	"CWF 98; HCGL 294-6; LG 336-41; NWI
327-33, 457, 463-4; NWIG 57, 96, 123; SWW 448-9, 497-505, 506-15;
VGKS II 29-31; WG 231-3, 256-7"
de-goede-2014-suffix-090	28	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	*-ti-ko-?	(pre-L)	32	"L -ticus derives desubstantival and deverbal adjectives. It may originate from

*-ti-ko- (or *-t-iko-?) and could be an allomorph of -icus. It is often preceded
by -ā- (generalized from ā-stems), yielding -āticus. It is most probably not
formed analogically after Greek -τικος (NWIG 124). See also chapter 3. The
neuter nominalization -āticum is used to denote fees and charges. (HCGL 295;
LG 336-42; NWIG  66, 92, 124)"	"HCGL 295;
LG 336-42; NWIG  66, 92, 124"
de-goede-2014-suffix-091	28	2.5.1	(*)-k-	B. Not (directly) reconstructable to PIE	*-(V)t-īk(ii̯ )o- (?)			OI -thach/-thech; W -etic/-edig. Cf. L -(t)īcius.33	
de-goede-2014-suffix-092	29	2.5.2	(*)-g-	B. Not (directly) reconstructable to PIE	*-gā	(pre-OI)		"Very few examples, hardly reconstructable. There are no inherited suffixes
with original *-gw which it may be traced back to. (NWI 314)"	NWI 314
de-goede-2014-suffix-093	29	2.5.2	(*)-g-	B. Not (directly) reconstructable to PIE	-gō/āgō/ūgō/īgō	(L)		"Feminine deverbal, desubstantival and deadjectival nouns. Origin unknown.
Denotes plants, diseases, growths or deposits on surfaces and forms nomina
qualitatis, depending on the variant used (also, some are rather deverbal than
desubstantival or vice versa). (HCGL 313; LG 368; NWIG 13, 32, 39, 55)"	HCGL 313; LG 368; NWIG 13, 32, 39, 55
de-goede-2014-suffix-094	29	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	A. Reconstructable to PIE	*-isko-			"This PIE suffix probably derived nominals of appurtenance and is probably
connected to *-sk(o)- (see below).
OI -sc; W -wch. Not particularly productive in Old Irish. An Old Irish
example would be óisc ‘young ewe’ < oí ‘sheep’. W -wch is a regular suffix
deriving deadjectival masculine nouns.
There is no conclusive evidence for this suffix in Latin.
(BG 258-60; NWI 278; SWW 427-33; VGKS II 19)"	BG 258-60; NWI 278; SWW 427-33; VGKS II 19
de-goede-2014-suffix-095	29	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	A. Reconstructable to PIE	*-nt-			"This is a PIE suffix that derived present participles. It is represented in Old
Irish by -Vt, though only in archaic formations and rarely as an actual
participle suffix. W -iant (*-nt- to stems in *-i̯ -) is a productive suffix that
derives verbal abstracts and nomina actionis.
In Latin, -nt- is the regular present participle suffix.
(BG 370-9; HCGL 436, 534; NWI 259, 431-46; SWW 394-404)"	BG 370-9; HCGL 436, 534; NWI 259, 431-46; SWW 394-404
de-goede-2014-suffix-096	29	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	A. Reconstructable to PIE	*-tlo-/-dhlo-			"This PIE suffix derived instrument nouns.
OI -Vl or -Cl (sometimes feminine, otherwise neuter); W -dr < *-tro-.
In Old Irish *-tro- is probably mostly thematicized *-tor-/-tér-, but some
others are indeed allomorphs35 of *-tlo-.
There are a number of Latin reflexes. L -trom/-strom (neuter, rarely
feminine and masculine), deriving deverbal instrument nouns, goes back to *-
tlo(m)-, of which -strom is an allomorph (with s-extended bases or final
dentals). It only survives in old forms. -c(u)lum/-crum derives neuter deverbal

instrument nouns and place names and also goes back to PIE *-tlo-.
Productive. -bulum, -brum < *-dhlo(m)- has the same function as -culum, but
may also occur in desubstantival formations. Infrequent. The feminine -(bu)la
is rare. Finally, the suffix -bilis, -bile (engaging in deverbal formations) may
be derived from *-blo- (< *-dhlo-). Uncertain though.
(BG 200-3; HCGL 281-4, 318; NWI 298-31; NWIG 21-3, 51-2, 84-5; SWW
441)"	"BG 200-3; HCGL 281-4, 318; NWI 298-31; NWIG 21-3, 51-2, 84-5; SWW
441"
de-goede-2014-suffix-097	30	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	A. Reconstructable to PIE	*-sk(o)-			"This PIE verbal suffix (deriving iteratives) also occurs in some nominal
formations.
It is respresented in Old Irish -sc. It is also used for the derivation of
(predominantly deverbal) adjectives (often pejoratives), which is an
innovation.
The Latin reflex -scus is rare.
(BG 258-60; NWI 275-8)"	BG 258-60; NWI 275-8
de-goede-2014-suffix-098	30	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	B. Not (directly) reconstructable to PIE	-ēnsis	(L)		"This suffix derives desubstantival adjectives (mostly from place names). No
plausible PIE or Proto-Italic source. Productive. Variant: -iēnsis. (HCGL 320-
1; LG 352-3; NWIG 128-9)"	"HCGL 320-
1; LG 352-3; NWIG 128-9"
de-goede-2014-suffix-099	30	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	B. Not (directly) reconstructable to PIE	*-X-nd-V-	(L)		"L -ndus mostly derives gerundives (originally < *-dno-). Variant: -cundus,
where the -c- is synchronically an epenthetic linking consonant (originally <
se-cundus?). Other variants: -undus, -endus. L -bundus derived imperfective
deverbal adjectives It is probably a gerundive added to the b of the imperfect
or future. It is very improbable that the cluster -nd- in OI cruind ‘round’ is
related to L -nd- in rotundus ‘round’. (HCGL 299; LG 330-3; NWI 258;
NWIG 83-4)"	"HCGL 299; LG 330-3; NWI 258;
NWIG 83-4"
de-goede-2014-suffix-100	30	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	B. Not (directly) reconstructable to PIE	*-nt-	(PIE)	36	"OI -(n/th)at/et forms diminutives (-that only with inanimate referents, -nat in
plant names), originating from inherited *nt-participles that went over into ā-
stems. OI -et (-at, -it) is also a rare archaic suffix for neuter adjectival
abstracts.
L -ānt forms deadjectival (without semantic difference) and
desubstantival adjectives. (LG 583; NWI 341-3; 399-400; NWIG 97, 117)"	LG 583; NWI 341-3; 399-400; NWIG 97, 117
