id	page	section_number	section_title	class	suffix_headword	label	footnote_marker	description	references
de-goede-2014-suffix-101	30	2.6	. Suffixes containing a consonant cluster (inseparable): *-tlo-/-dhlo-, *-nt- etc.	B. Not (directly) reconstructable to PIE	-(ā)ster/-stri-	(L)		"The suffixes -(ā)ster, deriving desubstantival pejorative nouns, and -ster/-stri-,
forming deadjectival and desubstantival adjectives (for places) synchronically

partially overlap. -ster/-stri- is possibly a misanalysis of -tris added to bases
ending in -s or a dental. Originally both may be related to the contrastive
suffix *-t(e)ro-. The two forms -(ā)ster and -stri- may also not be connected.
(HCGL 286, 320; LG 318-9, 351-2; NWIG 76-7, 107, 126-7)"	HCGL 286, 320; LG 318-9, 351-2; NWIG 76-7, 107, 126-7
de-goede-2014-suffix-102	31	2.7	. Other suffixes	A. Reconstructable to PIE	*-(t)m̥ mo-			"This suffix occurs in PIE formations with elative meaning. Originally there
was possibly an opposition between contrastive *-tero- vs. superlative *-m̥ mo-
(which explains the respective allomorphs *-ero- and *-tm̥ mo-). Then, *-
(t)m̥ mo- may have been a part of the Proto-Celtic and Proto-Italic superlative

*-is-m̥ mo- (see the discussion below, and in chapter 3). In both Italic and
Celtic there are several older formations with *-tm̥ mo- or *-m̥ mo. (BG 156-9,
166-9; NWI 429-30)"	"BG 156-9,
166-9; NWI 429-30"
de-goede-2014-suffix-103	31	2.7	. Other suffixes	A. Reconstructable to PIE	*-(t)ero-			"This PIE suffix had contrastive value.
OI -tar, -ter; W -der. In Celtic often still a contrastive suffix.
Generally derives deadjectival abstracts in Welsh. In Old Irish it has more
specific functions, e.g., denoting place or position. In Old Irish there are some
attestations of *-is-tero- > OI -ser/sar. There are also some Celtic
desubstantival formations in *-tero- (which are supposedly of PIE date), e.g.
muinter ‘household’, cf. L mātertera ‘maternal aunt’.
The rare Latin desubstantival suffix -ter-, -tera is probably derived
from *-ter(o)-.
(BG 177-86; NWI 304-10, 425-6; NWIG 49; SWW 304-18)."	
de-goede-2014-suffix-104	31	2.7	. Other suffixes	A. Reconstructable to PIE	*h3okw-			"Some original Old Irish compounds contain *-kw < *(h3)okw- ‘eye’, sometimes
suffixoid.
L *-ōk- has the same origin and derives deadjectival adjectives (e.g.
ātrōx ‘fierce’ < āter ‘black’). L -inquus occurs in two Latin adjectives derived
from locational adverbs. It continues PIE *-(e)nkwo-.
(HCGL 296, 306; LG 340; NWI 314-5; NWIG 107)"	HCGL 296, 306; LG 340; NWI 314-5; NWIG 107
de-goede-2014-suffix-105	31	2.7	. Other suffixes	A. Reconstructable to PIE	*-o-u̯ent-o-			"L -(u)lentus forms desubstantival adjectives. Most probably derived from the
PIE possessional adjectival suffix *-u̯ent- with dissimilation after a stem

containing a rounded segment, resulting in the l. (HCGL 297; LG 336; NWIG
111)"	"HCGL 297; LG 336; NWIG
111"
de-goede-2014-suffix-106	32	2.7	. Other suffixes	A. Reconstructable to PIE	*-tor-/-tér-			"This PIE suffix derived agent nouns.
In Celtic there are only few attestations of this suffix. However, a
thematicized form *-tr-o- did exist in at least Welsh and Old Irish.
L -tor/sor derives masculine agent nouns. Secondarily, some
desubstantival formations occur. For the feminine -trīx see section 2.5.1.
(BG 353-65; HCGL 305; NWI 129, 304-10; NWIG 15, 45, 58)."	
de-goede-2014-suffix-107	32	2.7	. Other suffixes	A. Reconstructable to PIE	*-u̯ō̆s/t-			A PIE participle suffix, scarcely attested in Old Irish and Welsh. (NWI 438-9)	NWI 438-9
de-goede-2014-suffix-108	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-aeus	(L)		"This suffix derives desubstantival adjectives. It is a Greek loan (< -αῖος).
(NWIG 130-1)"	NWIG 130-1
de-goede-2014-suffix-109	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-ain(t)	(W)		"This suffix forms desubstantival abstract nouns. Origins: PC *-an-ī (feminine
of n-stems), *-ant-ī, *-ant(i)i̯o- and possibly *-enios. (SWW 295-301)"	SWW 295-301
de-goede-2014-suffix-110	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-á(i)l	(OI)		"This suffix derived nomina actionis. It was particularly productive in Middle
Irish. Several sources: PC *g(h)ab(h)-ag(h)lā (which is comprised of the root ‘to
take, hold’ twice, but the second part is derived from the corresponding verbal
noun), which replaced original *g(h)ab(h)-lo-. Other sources: OI dál (< PIE
*dheh1- ‘to put’ or *deh2- ‘to separate’), PC *-i̯ā-lo- and L -ālis. (NWI 383-6)"	NWI 383-6
de-goede-2014-suffix-111	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-ālis	(L)		"This suffix derives deverbal and desubstantival adjectives. It also forms
adjectives from prepositional phrases. Borrowed from the Etruscan genitive -
āl according to HCGL, although this entails separation of this suffix from
other suffixes in -li- (318-9). Productive in some uses. Variant: -āris. Neuter
plurals in -ālia are employed for names of festivals derived from divine
names. (HCGL 318-9; LG 350-1; NWIG 96, 122, 141)"	HCGL 318-9; LG 350-1; NWIG 96, 122, 141
de-goede-2014-suffix-112	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-awdwr/-adur	(W)		"This suffix is borrowed from L -ātor (NOM.SG) and -atōrem (ACC.SG)
respectively. (SWW 282-6)"	SWW 282-6
de-goede-2014-suffix-113	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-b(e)	(OI)		"Probably derived possessive adjectives and is possibly derived from *-bhe2-o-
< PIE *bhe2- ‘to shine, seem’. OI -be (-b(a)(e)) is derived from PIE *-bh-i̯o-
Meaning unclear. Other origin: verbal root ben- ‘to be’. (NWI 280-2)"	NWI 280-2
de-goede-2014-suffix-114	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-bad	(OI)		"Forms feminine abstracts and collectives and is connected to the verb ‘to be’
(PIE *bhHu-), reflected in e.g. the Old Irish verbal noun both. Also in W -fod?
(NWI 475-6)"	NWI 475-6
de-goede-2014-suffix-115	32	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-caill	(OI)		This suffix occurs in plant names, derived from caill ‘forest’. (NWI 474)	NWI 474
de-goede-2014-suffix-116	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-cinium	(L)		"Derives nouns denoting an activity or profession. Originates from the verbal
root *kan- ‘to sing’. (HCGL 269)"	HCGL 269
de-goede-2014-suffix-117	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-denmaid	(OI)		"Calqued after L -fex and -ficus, derived from the verbal noun dénum to do-gní
‘to do, make’. (NWI 476-7)"	NWI 476-7
de-goede-2014-suffix-118	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-dwr	(W)		Forms abstracts. Rare. Borrowed from L -tūra? (HWV 215; SWW 442)	HWV 215; SWW 442
de-goede-2014-suffix-119	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-eb	(W)		"Forms abstract nouns, only used in conglomerates with other suffixes (e.g. -d-
eb). Possibly < IE -h3kw (see above). There is also a fossilized compound
member -eb < PC *sekw- ‘to speak’. (SWW 325-44; WG 230)"	SWW 325-44; WG 230
de-goede-2014-suffix-120	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-erna	(L)		"Derives feminine desubstantival place names. Possibly borrowed from
Etruscan. Many bases are, however, Latin. Not productive. (HCGL 302; LG
322; NWIG 54)"	"HCGL 302; LG
322; NWIG 54"
de-goede-2014-suffix-121	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-ēus	(L)		"Derives desubstantival adjectives. Greek loan (< -ειος). (HCGL 274; NWIG
131)"	"HCGL 274; NWIG
131"
de-goede-2014-suffix-122	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-fa	(W)		"There are many abstracts and various local terms with this suffix. Possible
origins: PC *magos ‘field’ and Proto-Britt. *-man- < PIE *-mn̥ -. Some
parallels in Gaulish and Old Irish. (SWW 370-89)"	SWW 370-89
de-goede-2014-suffix-123	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-fedach, -fadach	(OI)		"Adds a sense of ‘making a noise’ to the base and is derived from the verb
fedid ‘bring, lead’. (NWI 468-9)"	NWI 468-9
de-goede-2014-suffix-124	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-fer, -ger	(L)		"These suffixes form desubstantival adjectives and are derived from fero- ‘to
carry, bring’ and gero- ‘to carry’ respectively. Created after Greek model.
Productive in poetry and jargon. (NWIG 113-4)"	NWIG 113-4
de-goede-2014-suffix-125	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-fex	(L)		"Derives masculine desubstantival agentives. Based on PIt. *fak- ‘to do, make’.

(NWIG 46)"	NWIG 46
de-goede-2014-suffix-126	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-ficus	(L)		"Derives deverbal, deadjectival and desubstantival (agentive) adjectives.
Originates from verbs in -ficere/facere. Functionally identical to -ficus is the
hardly productive suffix -ficābilis, mainly common in Old Latin. (HCGL 272;
NWIG 86, 108-9, 118-9, 137)"	"HCGL 272;
NWIG 86, 108-9, 118-9, 137"
de-goede-2014-suffix-127	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-gar	(OI)		"Derived from OI ga(i)r- ‘call’ (< PC *geh2r-), meaning bleached. (NWI 472-

3)"	"NWI 472-

3"
de-goede-2014-suffix-128	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-genus	(L)		"Forms desubstantival adjectives. Derived from PIE *-ǵenh1-o- ‘create, bring
forth’. Not productive, poetic. (LG 280; NWIG 136)"	LG 280; NWIG 136
de-goede-2014-suffix-129	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-gnīmu	(PC)		"‘Act of doing’, attested in Welsh as -ni, deriving deadjectival masculine
abstracts. (SWW 408-11)"	SWW 408-11
de-goede-2014-suffix-130	33	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-iēs	(L)		"Derives feminine deverbal nomina actionis, deadjectival abstracts, and occurs
in some desubstantival formations (the extension -itiēs for deadjectival nomina
qualitatis is very rare). Derived from pre-Proto-Italic *-i(i̯ )ēh2s? Not a PIE
formation. (HCGL 323; NWIG 3, 39, 36, 67)"	HCGL 323; NWIG 3, 39, 36, 67
de-goede-2014-suffix-131	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-V/V̅ -gno-	(Goid.)		"OI -én, -án, -ón37 (= -V̅ n) mostly form diminutives. -én < *-i-gno-s (< PIE
verbal root *ǵenh1- ‘to create, bring forth’). Later it acquired hypocoristic
meaning and came in use for deriving appellatives. -án < *-a-gno- forms
patronymics. In addition, it derived desubstantival nouns (of appurtenance),
deadjectival (individualizing) nouns and deadjectival and desubstantival
diminutives. Brittonic has -an (for nominals of appurtenance and diminutives),
but this suffix is not derived from PC *-a-gno-. Probably is is a borrowing
from L -ānus. OI -ón < *-u-gno- is very rare. (NWI 321-6; VGKS II 27)"	NWI 321-6; VGKS II 27
de-goede-2014-suffix-132	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-iō(n)	(L)	38	"This suffix mainly derives feminine deverbal abstracts and nomina actionis, as
well as some deadjectival and desubstantival abstracts. It may be derived from
PIE *-iHon, an n-stem derivative of instrumental *-ih1 (HCGL 311)?39
Possibly it cannot be traced back to PIE. Not productive. (HCGL 311; LG
365-7; NWIG 4, 35)."	
de-goede-2014-suffix-133	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-iō(n)	(L)		"This suffix derives masculine deadjectival personal names and appellatives
and occurs in some desubstantival formations. Probably borrowed from Gr. -
ίων, or originating from a combination of individualizing -n to stems in -io?
(LG 364-5; NWIG 37, 41, 43)"	LG 364-5; NWIG 37, 41, 43
de-goede-2014-suffix-134	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-is-m̥ mo-	(PIt., PC)	40	"OI -em; W -af; L -(s)imus (the latter with a couple of allomorphs) are
superlative formations. They can be safely derived from both Proto-Celtic and
Proto-Italic *-is-m̥ mo-. (HCGL 357-9; LG 497-9; NWI 429-30; NWIG 102-3;
SWW 457-9)"	"HCGL 357-9; LG 497-9; NWI 429-30; NWIG 102-3;
SWW 457-9"
de-goede-2014-suffix-135	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-ismus	(L)		Masculine desubstantival suffix. Borrowing from Greek -ισμος. (NWIG 67)	NWIG 67
de-goede-2014-suffix-136	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-karo-	(PC)		"OI -car originally derived desubstantival (later also deadjectival) adjectives. It
is also attested in Continental Celtic (Gaul. -caro, -carus) and Welsh (-gar). In
Welsh the suffix derived adjectives. All formations go back to PC *-karo-
‘loving’. (NWI 469-70; SWW 206-7)"	NWI 469-70; SWW 206-7
de-goede-2014-suffix-137	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-lito-	(Proto-Britt.)		"W -l(l)yd forms desubstantival and sometimes deverbal adjectives. This
Brittonic suffix is of unidentified origin. (SWW 524-33, 575)"	SWW 524-33, 575
de-goede-2014-suffix-138	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-mar	(OI)		"This suffix forms adjectives and is an old formation. In Old Irish it also occurs
in compounds, adding a notion of ‘a lot of X’ to the noun. Related to -māros,
an element occurring in Continental Celtic personal names. Also present in
Brittonic (cf. W -fawr). (NWI 464-5)"	NWI 464-5
de-goede-2014-suffix-139	34	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-óit	(OI)		Rare form. Only in borrowed nouns, < L -atio. (NWI 386)	NWI 386
de-goede-2014-suffix-140	35	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-ōsus	(L)		"Derives deadjectival and desubstantival adjectives. Possibly from PIt. *-ōdso-,
an externally suffixed second member of a compound derived from the PIE s-
stem noun *h3edos ‘odor’. (HCGL 296-7; LG 341-2; NWIG 101-2, 110)"	HCGL 296-7; LG 341-2; NWIG 101-2, 110
de-goede-2014-suffix-141	35	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-rēdo-	(PC)		"OI -rad forms feminine collectives. Cf. W -r(h)wydd, which forms masculine
nomina actionis. These suffixoids are derived from PC *rēdo- ‘act of riding’.
(GOI 104; NWI 473-4; SWW 266, 556)"	GOI 104; NWI 473-4; SWW 266, 556
de-goede-2014-suffix-142	35	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-reto-	(PC)		"OI -rad/-red (N); W -red (F) < PC *-reto- ‘to run’ or possibly < PC *-(V)r-
eto-m (if it goes back to a ‘real’ suffix). In Old Irish, it originally derived
(deadjectival or desubstantival) abstracts, later also collectives. In Welsh the
suffix derived abstracts. There are only a few occurrences of this suffix in
Welsh. In Old Irish the suffix was very common and productive. (NWI 470-2;
SWW 446)"	"NWI 470-2;
SWW 446"
de-goede-2014-suffix-143	35	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-samali/i̯o-	(PC)		"This suffix adds a meaning “-like” to a referent. The oldest formations are
based on nouns. It occurs in at least Goidelic (e.g. OI -(s)amail) and Brittonic
(e.g. OBret. -hamal). Directly related to L similis. Cognate with o-stem: Gr.
ὁμαλός ‘same’. (NWI 466-8; VGKS II 14)"	NWI 466-8; VGKS II 14
de-goede-2014-suffix-144	35	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	*-tino-/-tīno-	(PC)		"OI -t(h)en/-t(h)an is used in plant names, e.g. rostan ‘rose garden’, which is
semantically identical to L rosētum. Cognates are found in Gaul. -tinus and
OBret. -din/-thin. The original length of the vowel cannot be determined for
Old Irish, but Old Breton points to a long vowel. Further etymology disputed.
Something related to PIE *steh2- ‘to stand, put’? VGKS II assumes it is
suffixoid (14). (NWI 326-7, 474-5; VGKS II 14)"	NWI 326-7, 474-5; VGKS II 14
de-goede-2014-suffix-145	35	2.7	. Other suffixes	B. Not (directly) reconstructable to PIE	-tūra/sūra/ūra	(L)		"Derives feminine deverbal nomina actionis and secondarily deadjectival
abstracts. Unclear origin, several theories (which can be found in the
referenced literature). -sūra/-ūra are allomorphs. (HCGL 301-2; LG 315;
NWIG 9-10)"	"HCGL 301-2; LG 315;
NWIG 9-10"
