form	count
*uxs-isamo-	1
*uxsēlo-	1
*u̯el-es-	1
*u̯ela-i-mo-	1
*u̯elH-ís-m̥Ho-	1
*u̯olai̯s-ā	1
*u̯éni̯-iko-	1
*u̯éni̯ā	1
*u̯énīko-	1
*īssamo-	1
*ōk-isVmo-	1
*φare-busso-	1
*φelu-iko-	1
*φibēt-	1
*φlet-isamo-	1
*φlitu-	1
*φlitú-isto-	1
*φolu-isamo-	1
*φolu̯-ísamo-	1
*φolú-is-to-	1
*φost(i)-isamo-	1
*φólui̯samo-	1
-dijou̯	1
-dijọ̄	1
-diwọ̄	1
-di̯eu̯	1
-i/ī-mo-	1
-illo-/-īlo-	1
-i̯os	1
-ssī-	1
-sth2ó-	1
-tōr-	1
-u̯-o-	1
-u̯o-	1
-V̄́kjs-	1
-V͂d-es	1
-úi̯C-	1
-ā	1
-ī-mo-	1
-īno-	1
-οδ	1
/ae̯/	1
/eu̯/	1
/ou̯/	1
/ε:/	1
<ae>	1
<ai>	1
<enmanomeinom>	1
<ev>	1
<l>	1
<oi>	1
<p>	1
<st>	1
<u>	1
<ú>	1
ABBREVIATIONS	1
ad-sidēlus	1
aniṭ	1
Arheološki	1
barhiṣṭha-	1
Bergistanī	1
Caristī	1
CELTIC	1
Cl̥HC-	1
commūnis	1
COMPARATIVE	1
e)h2k-u-	1
eh2-n-k-o-	1
eh2-n-k-é-ti	1
eh2k-u-	1
einom>	1
eku̯-ro-	1
el(h2)-u-	1
EPHE	1
eśelsít	1
Études	1
F.E.R.C.A.N	1
FFI2012	1
FORMS	1
Fολος	1
G.-J	1
h)e/omō	1
INDO-EUROPEAN	1
ITALY	1
ku̯-u-	1
leu̯-s-	1
līveō	1
līvidissima	1
Līvius	1
līvēscō	1
m)einom>	1
mai̯ant-	1
meiðmar	1
MINECO	1
minuō.34	1
māi-/mii̯a-	1
mēta	1
mītis	1
mītissimus	1
mūnis	1
mūnus	1
m̥-	1
NAMES	1
nazdišta-	1
nediṣṭha-	1
Neviodūnum	1
NORICUM	1
NORTHERN	1
Ossismicī	1
Österr	1
PANNONIA	1
PERSONAL	1
PN/DN	1
prathiṣṭha-	1
prīmus	1
prīscus	1
pṛthu-	1
Pupunī	1
quamdiū	1
r̥-u̯o-	1
sinō	1
SOUTH-PICENE	1
SUPERLATIVE	1
sērus	1
THE	1
V.I.P	1
valeō	1
VENETIC	1
zišta-	1
āmen	1
ōcior	1
ōcissimus	1
ōxime	1
śidom	1
šakùs	1
šokùs	1
šánkus	1
Βελίσαμα	1
βηλησαμι	1
Κιντουμα	1
λευκός	1
μακρός	1
μείω	1
μοίτον	1
μοίτου	1
νοσηλός	1
νόστος	1
ουενικοι	1
πλατύς	1
ἀμαυρός	1
ἀντὶ	1
ἀΐδηλος	1
ἄνευ	1
Ἐρισάνη	1
Ἐρισάνην	1
Ὀσίσμιοι	1
Ὀστίμιοι	1
ὑψηλός	1
ὕψος	1
†Bonisama	1
†cancvsso	1
†meitistirúí	1
†múfqúlúm	1
†praistakalasa	1
†qolífítúr	1
†sesservs	1
†volaesvs	1
