form	count
olh1-eh2	1
olā	1
orku̯	1
OSTIALAE	1
OTIOVNA	1
ou̯	1
P.-Y	1
PAREN(TES	1
PEDVRTIA	1
PEREMVSTAE	1
PERVRDA	1
PETVRTIVS	1
PLETORIS	1
POSVIT	1
praestināre	1
PRAMION	1
PRICIONIS	1
PRICIVS	1
PRIMVS	1
PRITIONIS	1
PRITTILLIVS	1
PRITTIVS	1
PRITTO	1
PRITTVSA	1
PROMOM	1
PVBLICIAE	1
pūrva-	1
RAMVS	1
raoxšna-	1
RAVIA	1
RAVIVS	1
RAVONIVS	1
RIG	1
rit-(i)i̯	1
RIU	1
ROMAN	1
S(IBI	1
s-dheh1-	1
SATVRN(A)E	1
SEPTIMA	1
SISCIA	1
su-medhā-	1
t.i̯	1
temporālis	1
THE	1
ti.i̯os	1
TVRVS	1
un.ti.i̯os	1
untii̯os	1
u̯	1
V(IVVS	1
V.I.P	1
VALERIA	1
VE]NVSTAE	1
VENETIC	1
VENETVS	1
verbēna	1
VERI(VS	1
veterānus	1
VINDEI	1
VLP(IO	1
VO/LSES	1
WOU	1
yauž-dāh-	1
ā-presents	1
Šašel	1
βακτρο-φόρᾱς	1
Βονωνία	1
γένος	1
γένους	1
δεκμος	1
Δεκομο	1
δεως	1
Δορπανας	1
Δυρπαναις	1
δόρπον	1
θέσ-κελος	1
θέσ-φατος	1
θεσ-	1
θεσ-πέσιος	1
θεϊκός	1
θεῖος	1
λύχνος	1
πεζο-μάχας	1
πολύ-φορβος	1
πράμος	1
πρόμος	1
πρῷρα	1
φῡμα	1
ἄκρις	1
ἐγχεσί-μωρος	1
ἱππό-μαχος	1
†NOVANTIVS	1
