bib_id,cite_key,section,pdf_page_start,pdf_page_end,abbreviation,authors_raw,year,title,publication_or_container,urls,doi,pages,type_guess,parse_confidence,raw_reference
B0238,driessem-2005,print,448,448,,"Driessem, C. Michiel",2005,On the Etymology of Lat,"fulvus. In Meiser, Gerhard and Olav Hackstein (eds.). Sprachkontakt und Sprachwandel: Akten der XI. Fachtagung der Indogermanischen Gesellschaft, 17.-23. September 2000, Halle an der Saale, pp. 39-64. Wiesbaden: Dr. Ludwig Reichert Verlag. von Duhn, Friedrich. 1924. Italische Gräberkunde. Vol. 1. Heidelberg: Carl Winter.",,,,chapter_or_edited_volume,medium,"Driessem, C. Michiel. 2005. On the Etymology of Lat. fulvus. In Meiser, Gerhard and Olav Hackstein (eds.). Sprachkontakt und Sprachwandel: Akten der XI. Fachtagung der Indogermanischen Gesellschaft, 17.-23. September 2000, Halle an der Saale, pp. 39-64. Wiesbaden: Dr. Ludwig Reichert Verlag. von Duhn, Friedrich. 1924. Italische Gräberkunde. Vol. 1. Heidelberg: Carl Winter."
B0239,dv,print,448,448,DV,"de Vaan, Michiel",2008,Etymological Dictionary of Latin and the Other Italic Languages,Leiden: Brill.,,,,reference_work_or_database,medium,"[DV] de Vaan, Michiel. 2008. Etymological Dictionary of Latin and the Other Italic Languages. Leiden: Brill."
B0240,ebert-1927,print,448,448,,"Ebert, Max",1927,Reallexikon der Vorgeschichte,Vol. 9. Berlin: De Gruyter.,,,,book_or_monograph,medium,"Ebert, Max. 1927. Reallexikon der Vorgeschichte. Vol. 9. Berlin: De Gruyter."
B0241,edg,print,448,448,EDG,"Beekes, Robert S.P. and Lucien van Beek",2010,Etymological Dictionary of Greek,Leiden: Brill.,,,,reference_work_or_database,medium,"[EDG] Beekes, Robert S.P. and Lucien van Beek. 2010. Etymological Dictionary of Greek. Leiden: Brill."
B0242,edwards-1964,print,448,448,,"Edwards, Anthony W.F. and Luigi Luca Cavalli-Sforza",1964,Reconstruction of Evolutionary Trees,"In Heywood, V.H. and J. McNeil (eds.). Phenetic and Phylogenetic Classification, pp. 67-76. London: The Systematics Association.",,,,chapter_or_edited_volume,medium,"Edwards, Anthony W.F. and Luigi Luca Cavalli-Sforza. 1964. Reconstruction of Evolutionary Trees. In Heywood, V.H. and J. McNeil (eds.). Phenetic and Phylogenetic Classification, pp. 67-76. London: The Systematics Association."
B0243,edwards-1965,print,448,448,,"Edwards, Anthony W.F. and Luigi Luca Cavalli-Sforza",1965,A Method for Cluster Analysis,Biometrics 21(2): 362-75.,,,362-75,journal_article,medium,"Edwards, Anthony W.F. and Luigi Luca Cavalli-Sforza. 1965. A Method for Cluster Analysis. Biometrics 21(2): 362-75."
B0244,edwards-1967,print,448,448,,"Edwards, A.W.F. and L.L. Cavalli-Sforza",1967,Phylogenetic Analysis: Models and Estimation Procedures,Evolution 21(3): 550-70.,,,550-70,journal_article,medium,"Edwards, A.W.F. and L.L. Cavalli-Sforza. 1967. Phylogenetic Analysis: Models and Estimation Procedures. Evolution 21(3): 550-70."
B0245,egetmeyer-2010,print,448,448,,"Egetmeyer, Markus",2010,La dialecte grec ancient de Chypre,Berlin/New York: De Gruyter.,,,,book_or_monograph,medium,"Egetmeyer, Markus. 2010. La dialecte grec ancient de Chypre. Berlin/New York: De Gruyter."
B0246,eiec,print,448,448,EIEC,"Mallory, James P. and Douglas Q. Adams",1997,Encyclopedia of Indo-European Culture,London/Chicago: Fitzroy Dearborn.,,,,reference_work_or_database,medium,"[EIEC] Mallory, James P. and Douglas Q. Adams. 1997. Encyclopedia of Indo-European Culture. London/Chicago: Fitzroy Dearborn."
B0247,el-arifi-2014,print,449,449,,"El Arifi, Samir",2014,Tachelhit de l’Atlas blidéen,4th edition. Algiers: Haut Commissariat à l’Amazighité.,,,,book_or_monograph,medium,"El Arifi, Samir. 2014. Tachelhit de l’Atlas blidéen. 4th edition. Algiers: Haut Commissariat à l’Amazighité."
B0248,emery-2017,print,449,449,,"Emery, Matthew",2017,Assessing Migration and Demographic Change in pre-Roman and Roman Period Southern Italy Using Whole-Mitochondrial DNA and Stable Isotope Analysis,"(Doctoral dissertation, McMaster University) https://macsphere.mcmaster.ca/bitstream/11375/22810/2/PhD_Dissertation_Emery_Final .pdf",https://macsphere.mcmaster.ca/bitstream/11375/22810/2/PhD_Dissertation_Emery_Final,,,other,medium,"Emery, Matthew. 2017. Assessing Migration and Demographic Change in pre-Roman and Roman Period Southern Italy Using Whole-Mitochondrial DNA and Stable Isotope Analysis. (Doctoral dissertation, McMaster University) https://macsphere.mcmaster.ca/bitstream/11375/22810/2/PhD_Dissertation_Emery_Final .pdf"
B0249,emery-no-date,print,449,449,,"Emery, Matthew, Ana T",,"Duggan, Tyler J","Murchie, Robert J. Stark, Jennifer Klunk, Jessica Hider, Katherine Eaton, Emil Karpinski, Henry P. Schwarcz, Hendrik N. Poinar, and Tracy L. Prowse. Ancient Roman mitochondrial genomes and isotopes reveal relationships and geographic origins at the local and pan-Mediterranean scales. Journal of Archaeological Science: Reports. 20: 200-9.",,,200-9,journal_article,low,"Emery, Matthew, Ana T. Duggan, Tyler J. Murchie, Robert J. Stark, Jennifer Klunk, Jessica Hider, Katherine Eaton, Emil Karpinski, Henry P. Schwarcz, Hendrik N. Poinar, and Tracy L. Prowse. Ancient Roman mitochondrial genomes and isotopes reveal relationships and geographic origins at the local and pan-Mediterranean scales. Journal of Archaeological Science: Reports. 20: 200-9."
B0250,emmerick-1981,print,449,449,,"Emmerick, Ronald E",1981,The Consonant Phonemes of Khotanese,"In Monumentum Georg Morgenstierne (Acta Iranica 21-22), 185-209. Leiden: Brill.",,,,chapter_or_edited_volume,medium,"Emmerick, Ronald E. 1981. The Consonant Phonemes of Khotanese. In Monumentum Georg Morgenstierne (Acta Iranica 21-22), 185-209. Leiden: Brill."
B0251,em,print,449,449,EM,"Ernout, Alfred and Antoine Meillet",2001,Dictionnaire étymologique de la langue Latin,4th edition reprint. Paris: Klincksieck.,,,,reference_work_or_database,medium,"[EM] Ernout, Alfred and Antoine Meillet. 2001. Dictionnaire étymologique de la langue Latin. 4th edition reprint. Paris: Klincksieck."
B0252,ernault-1895,print,449,449,,"Ernault, Emile",1895,Glossaire Moyen-Breton,Prèmiere Partie (A-G). Second Edition. Paris: Librairie E. Bouillon.,,,,book_or_monograph,medium,"Ernault, Emile. 1895. Glossaire Moyen-Breton. Prèmiere Partie (A-G). Second Edition. Paris: Librairie E. Bouillon."
B0253,erichsen-1954,print,449,449,,"Erichsen, Wolja",1954,Demotisches Glossar,Copenhagen: Ejnar Munksgaard.,,,,book_or_monograph,medium,"Erichsen, Wolja. 1954. Demotisches Glossar. Copenhagen: Ejnar Munksgaard."
B0254,erman-1971,print,449,449,,"Erman, Adolf and Hermann Grapow",1971,Wörterbuch der Aegyptischen Sprache,Berlin: Akademi-Verlag.,,,,book_or_monograph,medium,"Erman, Adolf and Hermann Grapow. 1971. Wörterbuch der Aegyptischen Sprache. Berlin: Akademi-Verlag."
B0255,ernout-1909,print,449,449,,"Ernout, Alfred",1909,Les éléments dialectaux du vocabulaire latin,Paris: H. Champion.,,,,book_or_monograph,medium,"Ernout, Alfred. 1909. Les éléments dialectaux du vocabulaire latin. Paris: H. Champion."
B0256,ernout-1925,print,449,449,,"Ernout, Alfred",1925,Remarques sur l’étymologie latine,Revue des études latines 3: 101-29.,,,101-29,journal_article,medium,"Ernout, Alfred. 1925. Remarques sur l’étymologie latine. Revue des études latines 3: 101-29."
B0257,ernout-1946,print,449,449,,"Ernout, Alfred",1946,Philologica,Paris: Klincksieck.580,,,,other,medium,"Ernout, Alfred. 1946. Philologica. Paris: Klincksieck.580"
B0258,ernout-1954,print,449,449,,"Ernout, Alfred",1954,Aspects du vocabulaire latin,Paris: Klincksieck.,,,,book_or_monograph,medium,"Ernout, Alfred. 1954. Aspects du vocabulaire latin. Paris: Klincksieck."
B0259,ernout-1965,print,449,449,,"Ernout, Alfred",1965,Philologica III,Paris: Klincksieck.,,,,book_or_monograph,medium,"Ernout, Alfred. 1965. Philologica III. Paris: Klincksieck."
B0260,essja,print,449,449,ESSJa,"Trubachev, Oleg",1974-present,Etimologicheskiy slovar’ slavyanskikh yazykov,Moscow: Nauka.,,,,reference_work_or_database,medium,"[ESSJa] Trubachev, Oleg. 1974-present. Etimologicheskiy slovar’ slavyanskikh yazykov. Moscow: Nauka."
B0261,ettmayer-1926,print,449,449,,"Ettmayer, Karl",1926,Der Ortsname “Luzerne”,Indogermanische Forschungen 43: 10-39.,,,10-39,journal_article,medium,"Ettmayer, Karl. 1926. Der Ortsname “Luzerne”. Indogermanische Forschungen 43: 10-39."
B0262,ewa,print,449,450,EWA,,1988,-,Etymologisches Wörterbuch des Althochdeutschen. Göttingen: Vandenhoeck & Ruprecht.581,,,,reference_work_or_database,medium,[EWA] 1988-. Etymologisches Wörterbuch des Althochdeutschen. Göttingen: Vandenhoeck & Ruprecht.581
B0263,ewaia,print,450,450,EWAia,"Mayrhofer, Manfred",1992-2001,Etymologisches Wörterbuch des Altindoarischen,Heidelberg: Carl Winter.,,,,reference_work_or_database,medium,"[EWAia] Mayrhofer, Manfred. 1992-2001. Etymologisches Wörterbuch des Altindoarischen. Heidelberg: Carl Winter."
B0264,fahnrich-2007,print,450,450,,"Fähnrich, Heinz",2007,Kartwelisches Etymologisches Wörterbuch,Leiden/Boston: Brill.,,,,book_or_monograph,medium,"Fähnrich, Heinz. 2007. Kartwelisches Etymologisches Wörterbuch. Leiden/Boston: Brill."
B0265,falk-1960,print,450,450,,"Falk, Hjalmar and Alf Torp",1960,Norwegisch-dänisches etymologisches Wörterbuch,2. Aufl. Oslo/Bergen: Universitetsforlaget.,,,,book_or_monograph,medium,"Falk, Hjalmar and Alf Torp. 1960. Norwegisch-dänisches etymologisches Wörterbuch. 2. Aufl. Oslo/Bergen: Universitetsforlaget."
B0266,falkenstein-2012,print,450,450,,"Falkenstein, Frank",2012,The Development of Burial Rites from the Tumulus to the Urnfield Culture in Southern Central Europe,"In Borgna, Elisabetta and Sylvie Müller Celka (eds.). Ancestral Landscape. Burial mounds in the Copper and Bronze Ages (Central and Eastern Europe – Balkans – Adriatic – Aegean, 4th-2nd millennium B.C.), pp. 329-340. Lyon: Maison de l'Orient et de la Méditerranée.",,,,chapter_or_edited_volume,medium,"Falkenstein, Frank. 2012. The Development of Burial Rites from the Tumulus to the Urnfield Culture in Southern Central Europe. In Borgna, Elisabetta and Sylvie Müller Celka (eds.). Ancestral Landscape. Burial mounds in the Copper and Bronze Ages (Central and Eastern Europe – Balkans – Adriatic – Aegean, 4th-2nd millennium B.C.), pp. 329-340. Lyon: Maison de l'Orient et de la Méditerranée."
B0267,fasani-2002,print,450,450,,"Fasani, Leone",2002,Età del Bronzo,"In Aspes, Alessandra (ed.). Preistoria Veronese: Contributi e Aggiornamenti, pp. 107-153. Verona: Museo Civico di Storia Naturale.",,,,chapter_or_edited_volume,medium,"Fasani, Leone. 2002. Età del Bronzo. In Aspes, Alessandra (ed.). Preistoria Veronese: Contributi e Aggiornamenti, pp. 107-153. Verona: Museo Civico di Storia Naturale."
B0268,fay-1917,print,450,450,,"Fay, Edwin",1917,"Dreams, the Swelling Moon, the Sun",The Classical Quarterly 11(4): 212-17.,,,212-17,journal_article,medium,"Fay, Edwin. 1917. Dreams, the Swelling Moon, the Sun. The Classical Quarterly 11(4): 212-17."
B0269,feist-1910,print,450,450,,"Feist, Sigmund",1910,Die germanische und die hochdeutsche Lautverschiebung sprachlich und ethnographisch betrachtet,Beiträge zur Geschichte der deutschen Sprache und Literatur 36: 307-54.,,,307-54,journal_article,medium,"Feist, Sigmund. 1910. Die germanische und die hochdeutsche Lautverschiebung sprachlich und ethnographisch betrachtet. Beiträge zur Geschichte der deutschen Sprache und Literatur 36: 307-54."
B0270,feist-1932,print,450,450,,"Feist, Sigmund",1932,The Origin of the Germanic Languages and the Europeanization of North Europe,Language 8: 245-54.,,,245-54,journal_article,medium,"Feist, Sigmund. 1932. The Origin of the Germanic Languages and the Europeanization of North Europe. Language 8: 245-54."
B0271,fenwick-2016,print,450,450,,"Fenwick, Rhona S.H",2016,Descendants and Ancestry of a Proto-IndoEuropean Phytonym *meh₂l-,Journal of Indo-European Studies 44(3/4): 441-65.,,,441-65,other,medium,"Fenwick, Rhona S.H. 2016. Descendants and Ancestry of a Proto-IndoEuropean Phytonym *meh₂l-. Journal of Indo-European Studies 44(3/4): 441-65."
B0272,fernandez-2020,print,450,450,,"Fernandez, Daniel M., Alissa Mittnik, Iñigo Olalde, Iosif Lazaridis, Olivia Cheronet, Nadin Rohland, Swapan Mallick, Rebecca Bernardos, Nasreen Broomandkhoshbacht, Jens Carlsson, Brendan J. Culleton, Matthew Ferry, Beatriz Gamarra, Martina Lari, Matthew Mah, Megan Michel, Alessandra Modi, Mario Novak, Jonas Oppenheimer, Kendra A. Sirak, …David Reich",2020,The Spread of Steppe and Iranian-Related Ancestry in the Islands of the Western Mediterranean,Nature Ecology & Evolution 4: 334-45.,,,334-45,journal_article,medium,"Fernandez, Daniel M., Alissa Mittnik, Iñigo Olalde, Iosif Lazaridis, Olivia Cheronet, Nadin Rohland, Swapan Mallick, Rebecca Bernardos, Nasreen Broomandkhoshbacht, Jens Carlsson, Brendan J. Culleton, Matthew Ferry, Beatriz Gamarra, Martina Lari, Matthew Mah, Megan Michel, Alessandra Modi, Mario Novak, Jonas Oppenheimer, Kendra A. Sirak, …David Reich. 2020. The Spread of Steppe and Iranian-Related Ancestry in the Islands of the Western Mediterranean. Nature Ecology & Evolution 4: 334-45."
B0273,few,print,450,450,FEW,"Wartburg, Walther von",1928,- present,Französisches Etymologisches Wörterbuch. Bonn: Klopp.,,,,reference_work_or_database,medium,"[FEW] Wartburg, Walther von. 1928- present. Französisches Etymologisches Wörterbuch. Bonn: Klopp."
B0274,fick-1890-1909,print,450,450,,"Fick, August",1890-1909,Vergleichendes Wörterbuch der indogermanischen Sprachen,4. Aufl. Göttingen: Vandenhoeck & Ruprecht.,,,,book_or_monograph,medium,"Fick, August. 1890-1909. Vergleichendes Wörterbuch der indogermanischen Sprachen. 4. Aufl. Göttingen: Vandenhoeck & Ruprecht."
B0275,fiesel-1932,print,450,451,,"Fiesel, Eva and Paul-Max Groth",1932,Etruskisch tupi und Lateinisch tofus,Studi Etruschi 6: 261-72.,,,261-72,journal_article,medium,"Fiesel, Eva and Paul-Max Groth. 1932. Etruskisch tupi und Lateinisch tofus. Studi Etruschi 6: 261-72."
B0276,fiorito-2016,print,451,451,,"Fiorito, Giovanni, Cornelia Di Gaetano, Simonetta Guarrera, Fabio Rosa, Marcus W. Feldman, Alberto Piazza, and Giuseppe Matullo",2016,The Italian Genome Reflects the History of Europe and the Mediterranean Basin,European Journal of Human Genetics 24: 1056-62.,,,1056-62,journal_article,medium,"Fiorito, Giovanni, Cornelia Di Gaetano, Simonetta Guarrera, Fabio Rosa, Marcus W. Feldman, Alberto Piazza, and Giuseppe Matullo. 2016. The Italian Genome Reflects the History of Europe and the Mediterranean Basin. European Journal of Human Genetics 24: 1056-62."
B0277,finkelberg-2006,print,451,451,,"Finkelberg, Margalit",2006,Greeks and Pre-Greeks,Aegean Prehistory and Greek Heroic Tradition. Cambridge: Cambridge University Press.,,,,book_or_monograph,medium,"Finkelberg, Margalit. 2006. Greeks and Pre-Greeks. Aegean Prehistory and Greek Heroic Tradition. Cambridge: Cambridge University Press."
B0278,fischl-2013,print,451,451,,"Fischl, Klára P., Viktória Kiss, Gabriella Kulcsár, and Vajk Szeverényi",2013,Transformations in the Carpathian Basin around 1600 B.C,"In von Harald, Meller, François Berteme, Hans-Rudolf Bork, and Roberto Risch (eds.) 1600 - Kultureller Umbruch im Schatten des Thera-Ausbruchs? / 1600 – Cultural Change in the shadow of the Thera-Eruption?, pp. 255-371. Halle (Saale): Landesamt für Denkmalpflege und Archäologie Sachsen-Anhalt.",,,,chapter_or_edited_volume,medium,"Fischl, Klára P., Viktória Kiss, Gabriella Kulcsár, and Vajk Szeverényi. 2013. Transformations in the Carpathian Basin around 1600 B.C. In von Harald, Meller, François Berteme, Hans-Rudolf Bork, and Roberto Risch (eds.) 1600 - Kultureller Umbruch im Schatten des Thera-Ausbruchs? / 1600 – Cultural Change in the shadow of the Thera-Eruption?, pp. 255-371. Halle (Saale): Landesamt für Denkmalpflege und Archäologie Sachsen-Anhalt."
B0279,flemestad-2017,print,451,451,,"Flemestad, Peder and Birgit Anette Olsen",2017,Sabellic Textile Terminology,"In Gaspar, Salvatore, Cécile Michel, and Marie-Louise Nosch (eds.). Textile Terminologies from the Orient to the Mediterranean and Europe 1000 BC – 1000 AD, pp. 210-27. Lincoln, NE: University of Nebraska.",,,,chapter_or_edited_volume,medium,"Flemestad, Peder and Birgit Anette Olsen. 2017. Sabellic Textile Terminology. In Gaspar, Salvatore, Cécile Michel, and Marie-Louise Nosch (eds.). Textile Terminologies from the Orient to the Mediterranean and Europe 1000 BC – 1000 AD, pp. 210-27. Lincoln, NE: University of Nebraska."
B0280,fohalle-1925,print,451,451,,"Fohalle, René",1925,A propos de κυβερνᾶν gubernāre,"In Mélanges linguistiques offerts a M.J. Vendreyes par ses amis et ses élèves, 157-78. Paris: Librairie Ancienne Édouard Champion.",,,,chapter_or_edited_volume,medium,"Fohalle, René. 1925. A propos de κυβερνᾶν gubernāre. In Mélanges linguistiques offerts a M.J. Vendreyes par ses amis et ses élèves, 157-78. Paris: Librairie Ancienne Édouard Champion."
B0281,foy-1896,print,451,451,,"Foy, W",1896,Altindisch kápr̥ t : griech,κάπρος usw. Indogermanische Forschungen 8: 295-297.,,,295-297,journal_article,medium,"Foy, W. 1896. Altindisch kápr̥ t : griech. κάπρος usw. Indogermanische Forschungen 8: 295-297."
B0282,fraenkel-1886,print,451,451,,"Fraenkel, Siegmund",1886,Die Aramäischen Fremdwörter im Arabischen,Leiden: Brill.,,,,book_or_monograph,medium,"Fraenkel, Siegmund. 1886. Die Aramäischen Fremdwörter im Arabischen. Leiden: Brill."
B0283,fraenkel-1910-12,print,451,451,,"Fraenkel, Ernst",1910-12,"Geschichte der griechischen Nomina agentis auf -τήρ, -τωρ, -της (-τ-)",Strassburg: Karl J. Trübner.,,,,book_or_monograph,medium,"Fraenkel, Ernst. 1910-12. Geschichte der griechischen Nomina agentis auf -τήρ, -τωρ, -της (-τ-). Strassburg: Karl J. Trübner."
B0284,fraenkel-1962-5,print,451,451,,"Fraenkel, Ernst",1962-5,Lithauisches etymologisches Wörterbuch,Heidelberg: Winter.,,,,book_or_monograph,medium,"Fraenkel, Ernst. 1962-5. Lithauisches etymologisches Wörterbuch. Heidelberg: Winter."
B0285,freu-1989,print,451,451,,"Freu, Jacques",1989,L’arrivée des Indo-Européens en Europe,Bulletin de l’Association Guillaume Budé 1: 3-41.,,,3-41,journal_article,medium,"Freu, Jacques. 1989. L’arrivée des Indo-Européens en Europe. Bulletin de l’Association Guillaume Budé 1: 3-41."
B0286,friedrich-1970,print,451,451,,"Friedrich, Paul",1970,Proto-Indo-European Trees,Chicago/London: University of Chicago Press.,,,,book_or_monograph,medium,"Friedrich, Paul. 1970. Proto-Indo-European Trees. Chicago/London: University of Chicago Press."
B0287,frisk-1960-72,print,451,451,,"Frisk, Hjalmar",1960-72,Griechisches etymologisches Wörterbuch,Heidelberg: Carl Winter.,,,,book_or_monograph,medium,"Frisk, Hjalmar. 1960-72. Griechisches etymologisches Wörterbuch. Heidelberg: Carl Winter."
B0288,froehde-1889,print,451,451,,"Froehde, F",1889,Zur lateinischen Lautlehre,Beiträge zur Kunde der indogermanischen Sprachen 4: 80-116.,,,80-116,journal_article,medium,"Froehde, F. 1889. Zur lateinischen Lautlehre. Beiträge zur Kunde der indogermanischen Sprachen 4: 80-116."
B0289,fruyt-1986,print,451,452,,"Fruyt, Michèle",1986,Problèmes méthodologiques de dérivation à des suffixes latins en …cus,Paris: Klincksieck.,,,,book_or_monograph,medium,"Fruyt, Michèle. 1986. Problèmes méthodologiques de dérivation à des suffixes latins en …cus. Paris: Klincksieck."
B0290,fu-2016,print,452,452,,"Fu, Qiamei, Cosimo Posth, Mateja Hajdinjak, Martin Petr, Swapan Mallick, Daniel Fernandes, Anja Furtwängler, Wolfgang Haak, Matthias Meyer, Alissa Mittnik, Birgit Nickel, Alexander Peltzer, Nadin Rohland, Viviane Slon, Sahra Talamo, Iosif Lazaridis, Mark Lipson, Iain Mathieson, Stephan Schiffels, Pontus Skoglund, …David Reich",2016,The Genetic History of Ice Age Europe,Nature 534: 200-205.,,,200-205,journal_article,medium,"Fu, Qiamei, Cosimo Posth, Mateja Hajdinjak, Martin Petr, Swapan Mallick, Daniel Fernandes, Anja Furtwängler, Wolfgang Haak, Matthias Meyer, Alissa Mittnik, Birgit Nickel, Alexander Peltzer, Nadin Rohland, Viviane Slon, Sahra Talamo, Iosif Lazaridis, Mark Lipson, Iain Mathieson, Stephan Schiffels, Pontus Skoglund, …David Reich 2016. The Genetic History of Ice Age Europe. Nature 534: 200-205."
B0291,furnee-1972,print,452,452,,"Furnée, Edzard J",1972,Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen,The Hague/Paris: Mouton.,,,,book_or_monograph,medium,"Furnée, Edzard J. 1972. Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen. The Hague/Paris: Mouton."
B0292,furnee-1979,print,452,452,,"Furnée, Edzard J",1979,Vorgriechisch-Kartvelisches,Leuven: Editions Peeters.,,,,book_or_monograph,medium,"Furnée, Edzard J. 1979. Vorgriechisch-Kartvelisches. Leuven: Editions Peeters."
B0293,gallay-2001,print,452,452,,"Gallay, Alain",2001,L’énigme campaniforme,"In Nicolis, Franco (ed.). Bell Beakers Today. Pottery, People, Culture, Symbols in Prehistoric Europe. Vol. 1, pp. 41-57. Trento: Ufficio Beni Archeologici.",,,,chapter_or_edited_volume,medium,"Gallay, Alain. 2001. L’énigme campaniforme. In Nicolis, Franco (ed.). Bell Beakers Today. Pottery, People, Culture, Symbols in Prehistoric Europe. Vol. 1, pp. 41-57. Trento: Ufficio Beni Archeologici."
B0294,gamba-2014,print,452,452,,"Gamba, Cristina, Eppie R. Jones, Matthew D. Teasdale, Russell L. McLaughlin, Gloria Gonzalez-Fortes, Valeria Mattiangeli, László Domboróczki, Ivett Kővári, Ildikó Pap, Alexandra Anders, Alasdair Whittle, János Dani, Pál Raczky, Thomas F.G. Higham, Michael Hofreiter, Daniel G. Bradley, and Ron Pinhasi",2014,Genome Flux and Stasis in a Five Millennium Transect of European Prehistory,"Nature Communications 5, 5257.",,,,other,medium,"Gamba, Cristina, Eppie R. Jones, Matthew D. Teasdale, Russell L. McLaughlin, Gloria Gonzalez-Fortes, Valeria Mattiangeli, László Domboróczki, Ivett Kővári, Ildikó Pap, Alexandra Anders, Alasdair Whittle, János Dani, Pál Raczky, Thomas F.G. Higham, Michael Hofreiter, Daniel G. Bradley, and Ron Pinhasi. 2014. Genome Flux and Stasis in a Five Millennium Transect of European Prehistory. Nature Communications 5, 5257."
B0295,gamillscheg-1920,print,452,452,,"Gamillscheg, Ernst",1920,Französische Etymologien,Zeitschrift für Romanische Philologie 40(5): 513-42.,,,513-42,journal_article,medium,"Gamillscheg, Ernst. 1920. Französische Etymologien. Zeitschrift für Romanische Philologie 40(5): 513-42."
B0296,gamillscheg-1922,print,452,452,,"Gamillscheg, Ernst",1922,Zu Zs,"41, S. 583. Zeitschrift für Romanische Philologie 42(1): 86-9.",,,86-9,journal_article,medium,"Gamillscheg, Ernst. 1922. Zu Zs. 41, S. 583. Zeitschrift für Romanische Philologie 42(1): 86-9."
B0297,gamkrelidze-1973,print,452,452,,"Gamkrelidze, Thomas V. and Vjačeslav V. Ivanov",1973,Sprachtypologie und die Rekonstruction der gemeinindogermanischen Verschlüsse,Phonetica 27(3): 150-6.,,,150-6,journal_article,medium,"Gamkrelidze, Thomas V. and Vjačeslav V. Ivanov. 1973. Sprachtypologie und die Rekonstruction der gemeinindogermanischen Verschlüsse. Phonetica 27(3): 150-6."
B0298,gamkrelidze-1995,print,452,452,,"Gamkrelidze, Thomas V. and Vjačeslav V. Ivanov",1995,Indo-European and the Indo-Europeans,(Transl. by Johanna Nichols). Berlin/New York: Mouton de Gruyter.,,,,book_or_monograph,medium,"Gamkrelidze, Thomas V. and Vjačeslav V. Ivanov. 1995. Indo-European and the Indo-Europeans. (Transl. by Johanna Nichols). Berlin/New York: Mouton de Gruyter."
B0299,ganieva-2002,print,452,452,,"Ganieva, Faida A",2002,Xinalugsko-russkij slovar’ [Khinalug-Russian Dictionary],"Maxačkala: Rossijskaya Akademiya Nauk, Dagestanskij Nauchnyj Tsentr.",,,,book_or_monograph,medium,"Ganieva, Faida A. 2002. Xinalugsko-russkij slovar’ [Khinalug-Russian Dictionary]. Maxačkala: Rossijskaya Akademiya Nauk, Dagestanskij Nauchnyj Tsentr."
B0300,garnier-2006,print,452,452,,"Garnier, Romain",2006,Nouvelles réflexions autour de gr,ψάμαθος. Die Sprache 46(1): 81-93.,,,81-93,journal_article,medium,"Garnier, Romain. 2006. Nouvelles réflexions autour de gr. ψάμαθος. Die Sprache 46(1): 81-93."
B0301,garnier-2017a,print,452,452,,"Garnier, Romain",2017a,La dérivation inverse en latin,Innsbruck: IBS.,,,,book_or_monograph,medium,"Garnier, Romain. 2017a. La dérivation inverse en latin. Innsbruck: IBS."
B0302,garnier-2017b,print,452,452,,"Garnier, Romain",2017b,Une loi phonétique méconnue en latin : la lex hircus,Pallas 103: 53-8.,,,53-8,journal_article,medium,"Garnier, Romain. 2017b. Une loi phonétique méconnue en latin : la lex hircus. Pallas 103: 53-8."
B0303,garnier-2017c,print,452,452,,"Garnier, Romain",2017c,Étymologie du gr,χλαῖνα: un mot louvite en grec? Nouvelles Assyriologiques Brèves et Utilitaires 2017(2): 90-2.,,,90-2,journal_article,medium,"Garnier, Romain. 2017c. Étymologie du gr. χλαῖνα: un mot louvite en grec? Nouvelles Assyriologiques Brèves et Utilitaires 2017(2): 90-2."
B0304,garnier-2017,print,452,453,,"Garnier, Romain and Benoît Sagot",2017,A shared substrate between Greek and Italic,Indogermanische Forschungen 122(1): 29-60.,,,29-60,journal_article,medium,"Garnier, Romain and Benoît Sagot. 2017. A shared substrate between Greek and Italic. Indogermanische Forschungen 122(1): 29-60."
B0305,garnier-2020,print,453,453,,"Garnier, Romain and Benoît Sagot",2020,New results on a centum substratum in Greek: the Lydian connection,"In Garnier, Romain (ed.). Loanwords and Substrata: Proceedings of the Colloquium held in Limoges (5th-7th June, 2018), pp. 169-200. Innsbruck: IBS.",,,,chapter_or_edited_volume,medium,"Garnier, Romain and Benoît Sagot. 2020. New results on a centum substratum in Greek: the Lydian connection. In Garnier, Romain (ed.). Loanwords and Substrata: Proceedings of the Colloquium held in Limoges (5th-7th June, 2018), pp. 169-200. Innsbruck: IBS."
B0306,georgiev-1941,print,453,453,,"Georgiev, Vladimir",1941,Vorgriechische Sprachwissenschaft,Erste Lieferung. Annuaire de l’Université de Sofia. I. Faculté Historico-Philologique 37(6): 1-162.,,,1-162,journal_article,medium,"Georgiev, Vladimir. 1941. Vorgriechische Sprachwissenschaft. Erste Lieferung. Annuaire de l’Université de Sofia. I. Faculté Historico-Philologique 37(6): 1-162."
B0307,georgiev-1971,print,453,453,,"Georgiev, Vladimir",1971,[1973],"Furnée, Edzard J.: Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen. (Review). Kratylos 16: 164-67.",,,164-67,journal_article,medium,"Georgiev, Vladimir. 1971 [1973]. Furnée, Edzard J.: Die wichtigsten konsonantischen Erscheinungen des Vorgriechischen. (Review). Kratylos 16: 164-67."
