bib_id,cite_key,section,pdf_page_start,pdf_page_end,abbreviation,authors_raw,year,title,publication_or_container,urls,doi,pages,type_guess,parse_confidence,raw_reference
B0001,edil,electronic,433,433,EDIL,eDIL,2019,"An Electronic Dictionary of the Irish Language, based on the Contributions to a Dictionary of the Irish Language (Dublin: Royal Irish Academy, 1913-1976) (www.dil.ie)",,www.dil.ie,,,reference_work_or_database,medium,"[EDIL] eDIL. 2019. An Electronic Dictionary of the Irish Language, based on the Contributions to a Dictionary of the Irish Language (Dublin: Royal Irish Academy, 1913-1976) (www.dil.ie)."
B0002,ediana,electronic,433,433,eDiAna,Digital Philological-Etymological Dictionary of the Minor Ancient Anatolian Corpus Languages,,(https://www.ediana.gwi.uni-muenchen.de/index.php),,https://www.ediana.gwi.uni-muenchen.de/index.php,,,reference_work_or_database,low,[eDiAna] Digital Philological-Etymological Dictionary of the Minor Ancient Anatolian Corpus Languages. (https://www.ediana.gwi.uni-muenchen.de/index.php).
B0003,gpc,electronic,433,433,GPC,Geiriadur Prifysgol Cymru,,(https://welsh-dictionary.ac.uk/gpc/gpc.html),,https://welsh-dictionary.ac.uk/gpc/gpc.html,,,reference_work_or_database,low,[GPC] Geiriadur Prifysgol Cymru. (https://welsh-dictionary.ac.uk/gpc/gpc.html).
B0004,lkz,electronic,433,433,LKŽ,Lietuvių Kalbos Žodynas,,(http://www.lkz.lt/),,http://www.lkz.lt/,,,reference_work_or_database,low,[LKŽ] Lietuvių Kalbos Žodynas. (http://www.lkz.lt/).
B0005,navigais,electronic,433,433,NavigAIS,"Digital Database of Jaberg, K., Jakob Jud, and Paul Scheuermeier",1928,Sprach- und Sachatlas Italiens und der Südschweiz,(https://navigais-web.pd.istc.cnr.it/),https://navigais-web.pd.istc.cnr.it/,,,reference_work_or_database,medium,"[NavigAIS] Digital Database of Jaberg, K., Jakob Jud, and Paul Scheuermeier. 1928. Sprach- und Sachatlas Italiens und der Südschweiz. (https://navigais-web.pd.istc.cnr.it/)"
B0006,oed,electronic,433,433,OED,Oxford English Dictionary Online,,Oxford University Press,(https://www.oed.com/).,https://www.oed.com/,,,reference_work_or_database,low,[OED] Oxford English Dictionary Online. Oxford University Press. (https://www.oed.com/).
B0007,psd,electronic,433,433,PSD,The Pennsylvania Sumerian Dictionary. Completed,2006,(http://psd.museum.upenn.edu/nepsd-frame.html),,http://psd.museum.upenn.edu/nepsd-frame.html,,,reference_work_or_database,medium,[PSD] The Pennsylvania Sumerian Dictionary. Completed 2006. (http://psd.museum.upenn.edu/nepsd-frame.html).
B0008,tll,electronic,433,433,TLL,Thesaurus Linguae Latinae,,(https://tll.degruyter.com/),,https://tll.degruyter.com/,,,reference_work_or_database,low,[TLL] Thesaurus Linguae Latinae. (https://tll.degruyter.com/).
B0009,note-1852-1874,note,433,433,,Note on the journal KZ: This is the journal titled from,1852-1874,"Zeitschrift für vergleichende Sprachforschung auf dem Gebiete des Deutschen, Griechischen und Lateinischen, from 1877-1967 as Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen, from 1968-1987 as Zeitschrift für vergleichende Sprachforschung, and from 1988 until now as Historische Sprachforschung",,,,,book_or_monograph,medium,"Note on the journal KZ: This is the journal titled from 1852-1874 Zeitschrift für vergleichende Sprachforschung auf dem Gebiete des Deutschen, Griechischen und Lateinischen, from 1877-1967 as Zeitschrift für vergleichende Sprachforschung auf dem Gebiete der Indogermanischen Sprachen, from 1968-1987 as Zeitschrift für vergleichende Sprachforschung, and from 1988 until now as Historische Sprachforschung."
B0010,abaev-1958-99,print,433,433,,"Abaev, Vasily I",1958-99,Istoriko-etimologicheskij slovar’ osetinskogo jazyka [Historical-Etymological Dictionary of the Ossetian language],Moscow/Leningrad: Russian Academy of Science.,,,,book_or_monograph,medium,"Abaev, Vasily I. 1958-99. Istoriko-etimologicheskij slovar’ osetinskogo jazyka [Historical-Etymological Dictionary of the Ossetian language]. Moscow/Leningrad: Russian Academy of Science."
B0011,acaryan-1971-79,print,433,433,,"Ačaṙyan, Hračcya Hakobi",1971-79,Hayerēn armatakan baṙaran [Armenian Root Dictionary],Second edition. Yerevan: University Press.,,,,book_or_monograph,medium,"Ačaṙyan, Hračcya Hakobi. 1971-79. Hayerēn armatakan baṙaran [Armenian Root Dictionary]. Second edition. Yerevan: University Press."
B0012,achilli-2007,print,433,434,,"Achilli, Alessandro, Anna Olivieri, Maria Pala, Ene Metspalu, Simona Fornarino, Vincenza Battaglia, Matteo Accetturo, Ildus Kutuev, Elsa Khusnutdinova, Erwan Pennarun, Nicoletta Cerutti, Cornelia Di Gaetano, Francesca Crobu, Domeico Palli, Giuseppe Matullo, A. Silvana Santachiara-Benerecetti, Luigi Luca Cavalli-Sforza, Ornella Semino, Richard Villems, Hans-Jürgen Bandelt, Alberto Piazza, and Antonio Torroni",2007,Mitochondrial DNA Variation of Modern Tuscans Supports the Near Eastern Origin of Etruscans,American Journal of Human Genetics 80(4): 759-68.,,,759-68,journal_article,medium,"Achilli, Alessandro, Anna Olivieri, Maria Pala, Ene Metspalu, Simona Fornarino, Vincenza Battaglia, Matteo Accetturo, Ildus Kutuev, Elsa Khusnutdinova, Erwan Pennarun, Nicoletta Cerutti, Cornelia Di Gaetano, Francesca Crobu, Domeico Palli, Giuseppe Matullo, A. Silvana Santachiara-Benerecetti, Luigi Luca Cavalli-Sforza, Ornella Semino, Richard Villems, Hans-Jürgen Bandelt, Alberto Piazza, and Antonio Torroni. 2007. Mitochondrial DNA Variation of Modern Tuscans Supports the Near Eastern Origin of Etruscans. American Journal of Human Genetics 80(4): 759-68."
B0013,adams-1985,print,434,434,,"Adams, Douglas Q",1985,Latin mas and masturbari,Glotta 63(3/4): 241-7.,,,241-7,other,medium,"Adams, Douglas Q. 1985. Latin mas and masturbari. Glotta 63(3/4): 241-7."
B0014,adams-2013,print,434,434,,"Adams, Douglas Q",2013,A Dictionary of Tocharian B,Revised and Greatly Enlarged. Amsterdam/New York: Rodopi.,,,,book_or_monograph,medium,"Adams, Douglas Q. 2013. A Dictionary of Tocharian B. Revised and Greatly Enlarged. Amsterdam/New York: Rodopi."
B0015,adams-2007,print,434,434,,"Adams, James Noel",2007,The Regional Diversification of Latin 200 BCE - AD 600,Cambridge: Cambridge University Press.,,,,book_or_monograph,medium,"Adams, James Noel. 2007. The Regional Diversification of Latin 200 BCE - AD 600. Cambridge: Cambridge University Press."
B0016,agostiniani-1998,print,434,434,,"Agostiniani, Luciano",1998,Sull’origine del nome del vino in etrusco e nelle altre lingue dell’Italia antica,"In Agostiniani, Luciano, Maria Giovanna Arcamone, Onofrio Carruba, Fiorella Imparati, and Riccardo Rizza (eds.). do-ra-qe pe-re. Studi in memoria di Adriana Quattordio Moreschini, pp. 1-13. Rome: Istituti editoriali e poligrafici internazionali.",,,,chapter_or_edited_volume,medium,"Agostiniani, Luciano. 1998. Sull’origine del nome del vino in etrusco e nelle altre lingue dell’Italia antica. In Agostiniani, Luciano, Maria Giovanna Arcamone, Onofrio Carruba, Fiorella Imparati, and Riccardo Rizza (eds.). do-ra-qe pe-re. Studi in memoria di Adriana Quattordio Moreschini, pp. 1-13. Rome: Istituti editoriali e poligrafici internazionali."
B0017,ahd-wb,print,434,434,Ahd. Wb.,,1968-present,Althochdeutsches Wörterbuch,Leipzig: Sächsische Akademie der Wissenschaften.,,,,reference_work_or_database,medium,[Ahd. Wb.] 1968-present. Althochdeutsches Wörterbuch. Leipzig: Sächsische Akademie der Wissenschaften.
B0018,aikio-2014,print,434,434,,"Aikio, Ante",2014,On the reconstruction of Proto-Mari vocalism,Journal of Language Relationship 11: 125-158.,,,125-158,journal_article,medium,"Aikio, Ante. 2014. On the reconstruction of Proto-Mari vocalism. Journal of Language Relationship 11: 125-158."
B0019,albarella-1999,print,434,434,,"Albarella, Umberto",1999,"The Animal Economy after the Eruption of Avellino Pumice: the Case of La Starza (Avellino, Southern Italy)","In Livadie, Claude Albore (ed.). L’Eruzione vesuviana delle “pomici di Avellino” e la facies di Palma Campania (Bronzo Antico), pp. 317-30. Bari: Edipuglia.",,,,chapter_or_edited_volume,medium,"Albarella, Umberto. 1999. The Animal Economy after the Eruption of Avellino Pumice: the Case of La Starza (Avellino, Southern Italy). In Livadie, Claude Albore (ed.). L’Eruzione vesuviana delle “pomici di Avellino” e la facies di Palma Campania (Bronzo Antico), pp. 317-30. Bari: Edipuglia."
B0020,alessio-1935,print,434,434,,"Alessio, Giovanni",1935,La base preindoeuropea *Kar(r)a/Gar(r)a: pietra,Studi Etruschi 9: 133-51.,,,133-51,journal_article,medium,"Alessio, Giovanni. 1935. La base preindoeuropea *Kar(r)a/Gar(r)a: pietra. Studi Etruschi 9: 133-51."
B0021,alessio-1936,print,434,434,,"Alessio, Giovanni",1936,La base preindoeuropea *Kar(r)a/Gar(r)a: pietra (Continuazione),Studi Etruschi 10: 165-89.,,,165-89,journal_article,medium,"Alessio, Giovanni. 1936. La base preindoeuropea *Kar(r)a/Gar(r)a: pietra (Continuazione). Studi Etruschi 10: 165-89."
B0022,alessio-1937,print,434,434,,"Alessio, Giovanni",1937,Una voce toscana di origine etrusca,Studi Etruschi 11: 253-62.,,,253-62,journal_article,medium,"Alessio, Giovanni. 1937. Una voce toscana di origine etrusca. Studi Etruschi 11: 253-62."
B0023,alessio-1939,print,434,434,,"Alessio, Giovanni",1939,Un nome di pianta ligure preindoeuropeo verbascum,Studi Etruschi 13: 317-30.,,,317-30,journal_article,medium,"Alessio, Giovanni. 1939. Un nome di pianta ligure preindoeuropeo verbascum. Studi Etruschi 13: 317-30."
B0024,alessio-1941a,print,434,434,,"Alessio, Giovanni",1941a,L’etrusco e due problemi etimologici latini,Aevum 15(4): 545–58.,,,545–58,journal_article,medium,"Alessio, Giovanni. 1941a. L’etrusco e due problemi etimologici latini. Aevum 15(4): 545–58."
B0025,alessio-1941b,print,434,434,,"Alessio, Giovanni",1941b,Fitonimi mediterranei,Studi Etruschi 15: 178-224.,,,178-224,journal_article,medium,"Alessio, Giovanni. 1941b. Fitonimi mediterranei. Studi Etruschi 15: 178-224."
B0026,alessio-1941c,print,434,434,,"Alessio, Giovanni",1941c,I dialetti romanzi e il problema del sostrato mediterraneo,Archivum Romanicum 25: 140-83.,,,140-83,journal_article,medium,"Alessio, Giovanni. 1941c. I dialetti romanzi e il problema del sostrato mediterraneo. Archivum Romanicum 25: 140-83."
B0027,alessio-1943,print,434,434,,"Alessio, Giovanni",1943,Raddoppiamento normale in presunte voci del sostrato mediterraneo,Studi Etruschi 17: 227-35.,,,227-35,journal_article,medium,"Alessio, Giovanni. 1943. Raddoppiamento normale in presunte voci del sostrato mediterraneo. Studi Etruschi 17: 227-35."
B0028,alessio-1944a,print,435,435,,"Alessio, Giovanni",1944a,Suggerimenti e nuove indagini sul problema del sostrato “mediterraneo”,Studi Etruschi 18: 93-157.,,,93-157,journal_article,medium,"Alessio, Giovanni. 1944a. Suggerimenti e nuove indagini sul problema del sostrato “mediterraneo”. Studi Etruschi 18: 93-157."
B0029,alessio-1944b,print,435,435,,"Alessio, Giovanni",1944b,Il problema dell’individualità dell’ Etrusco in un articolo di C,Battisti (Review). Studi Etruschi 18: 407-421.,,,407-421,journal_article,medium,"Alessio, Giovanni. 1944b. Il problema dell’individualità dell’ Etrusco in un articolo di C. Battisti (Review). Studi Etruschi 18: 407-421."
B0030,alessio-1946a,print,435,435,,"Alessio, Giovanni",1946a,Un’oasi linguistica preindoeuropea nella regione baltica? Studi Etruschi 19: 141-76,,,,141-76,journal_article,medium,"Alessio, Giovanni. 1946a. Un’oasi linguistica preindoeuropea nella regione baltica? Studi Etruschi 19: 141-76."
B0031,alessio-1946b,print,435,435,,"Alessio, Giovanni",1946b,Relitti mediterranei nel lessico botanico greco e latino,"Annali della Scuola Normale Superiore di Pisa. Lettere, Storia e Filosofia. Serie II, Vol. 13: 24-51.",,,24-51,journal_article,medium,"Alessio, Giovanni. 1946b. Relitti mediterranei nel lessico botanico greco e latino. Annali della Scuola Normale Superiore di Pisa. Lettere, Storia e Filosofia. Serie II, Vol. 13: 24-51."
B0032,alessio-1948-9,print,435,435,,"Alessio, Giovanni",1948-9,Vestigia etrusco-mediterranee nella flora toscana,Studi Etruschi 20: 109-49.,,,109-49,journal_article,medium,"Alessio, Giovanni. 1948-9. Vestigia etrusco-mediterranee nella flora toscana. Studi Etruschi 20: 109-49."
B0033,alessio-1950,print,435,435,,"Alessio, Giovanni",1950,Problemi di etimologia romanza,Revue de Linguistique Romane 17: 28-75.,,,28-75,journal_article,medium,"Alessio, Giovanni. 1950. Problemi di etimologia romanza. Revue de Linguistique Romane 17: 28-75."
B0034,alessio-1955,print,435,435,,"Alessio, Giovanni",1955,Le Lingue indoeuropee nell’ambiente mediterraneo,Bari: Adriatic editrice.,,,,book_or_monograph,medium,"Alessio, Giovanni. 1955. Le Lingue indoeuropee nell’ambiente mediterraneo. Bari: Adriatic editrice."
B0035,alessio-1957,print,435,435,,"Alessio, Giovanni",1957,Stratificazione del nomi del ‘tasso (Taxus baccata L.)’ in Europa,Studi Etruschi 25: 219-64.,,,219-64,journal_article,medium,"Alessio, Giovanni. 1957. Stratificazione del nomi del ‘tasso (Taxus baccata L.)’ in Europa. Studi Etruschi 25: 219-64."
B0036,alessio-1976,print,435,435,,"Alessio, Giovanni",1976,Lexicon Etymologicum,Naples: Arte Tipografica.,,,,book_or_monograph,medium,"Alessio, Giovanni. 1976. Lexicon Etymologicum. Naples: Arte Tipografica."
B0037,alisan-1985,print,435,435,,"Ališan, Łewond",1985,Haybusak kam haykakan busabaṙutʿiwn [Armenian Botanical Dictionary],Venice: S. Lazarus Armenian Academy.,,,,book_or_monograph,medium,"Ališan, Łewond. 1985. Haybusak kam haykakan busabaṙutʿiwn [Armenian Botanical Dictionary]. Venice: S. Lazarus Armenian Academy."
B0038,allen-2020,print,435,435,,"Allen, James",2020,Ancient Egyptian Phonology,Cambridge: Cambridge University Press.,,,,book_or_monograph,medium,"Allen, James. 2020. Ancient Egyptian Phonology. Cambridge: Cambridge University Press."
B0039,allen-1987,print,435,435,,"Allen, W. Sidney",1987,Vox Graeca: A Guide to the Pronunciation of Classical Greek,3rd edition. Cambridge: Cambridge University Press.,,,,book_or_monograph,medium,"Allen, W. Sidney. 1987. Vox Graeca: A Guide to the Pronunciation of Classical Greek. 3rd edition. Cambridge: Cambridge University Press."
B0040,allentoft-2015,print,435,435,,"Allentoft, Morten E., Martin Sikora, Karl-Göran Sjögren, Simon Rasmussen, Morten Rasmussen, Jesper Stenderup, Peter B. Damgaard, Hannes Schroeder, Torbjörn Ahlström, Lasse Vinner, Anna-Sapfo Malaspinas, Ashot Margaryan, Tom Higham, David Chivall, Niels Lynnerup, Lise Harvig, Justyna Baron, Philippe Della Casa, Paweł Dąbrowski, Paul R. Duffy, …Eske Willerslev",2015,Population Genomics of Bronze Age Eurasia,Nature 522: 167-72.,,,167-72,journal_article,medium,"Allentoft, Morten E., Martin Sikora, Karl-Göran Sjögren, Simon Rasmussen, Morten Rasmussen, Jesper Stenderup, Peter B. Damgaard, Hannes Schroeder, Torbjörn Ahlström, Lasse Vinner, Anna-Sapfo Malaspinas, Ashot Margaryan, Tom Higham, David Chivall, Niels Lynnerup, Lise Harvig, Justyna Baron, Philippe Della Casa, Paweł Dąbrowski, Paul R. Duffy, …Eske Willerslev. 2015. Population Genomics of Bronze Age Eurasia. Nature 522: 167-72."
B0041,alves-2022,print,435,435,,"Alves, Mark",2022,Lexical Evidence of the Vietic Household Before and After Language Contact with Sinitic,"In Phan, Trang, John Phan, and Mark Alves (eds.). Vietnamese Linguistics: State of the Field, pp. 15-58. (Journal of the Southeast Asian Linguistics Society Special Publication No. 9). Honolulu: University of Hawai’i Press.",,,,chapter_or_edited_volume,medium,"Alves, Mark. 2022. Lexical Evidence of the Vietic Household Before and After Language Contact with Sinitic. In Phan, Trang, John Phan, and Mark Alves (eds.). Vietnamese Linguistics: State of the Field, pp. 15-58. (Journal of the Southeast Asian Linguistics Society Special Publication No. 9). Honolulu: University of Hawai’i Press."
B0042,ammerman-1971,print,435,436,,"Ammerman, Albert J. and Luigi Luca Cavalli-Sforza",1971,Measuring the Rate and Spread of Early Farming in Europe,Man 6(4): 674-88.,,,674-88,journal_article,medium,"Ammerman, Albert J. and Luigi Luca Cavalli-Sforza. 1971. Measuring the Rate and Spread of Early Farming in Europe. Man 6(4): 674-88."
B0043,ammerman-1979,print,436,436,,"Ammerman, Albert J. and Luigi Luca Cavalli-Sforza",1979,The Wave of Advance Model for the Spread of Agriculture in Europe,"In Renfrew, C. and K.L. Cooke (eds.). Transformations. Mathematical Approaches to Culture Change, pp. 275-93. New York, NY: Academic Press.",,,,chapter_or_edited_volume,medium,"Ammerman, Albert J. and Luigi Luca Cavalli-Sforza. 1979. The Wave of Advance Model for the Spread of Agriculture in Europe. In Renfrew, C. and K.L. Cooke (eds.). Transformations. Mathematical Approaches to Culture Change, pp. 275-93. New York, NY: Academic Press."
B0044,ammerman-1984,print,436,436,,"Ammerman, Albert J. and Luigi Luca Cavalli-Sforza",1984,The Neolithic Transition and the Genetics of Populations in Europe,"Princeton, NJ: Princeton University Press.",,,,book_or_monograph,medium,"Ammerman, Albert J. and Luigi Luca Cavalli-Sforza. 1984. The Neolithic Transition and the Genetics of Populations in Europe. Princeton, NJ: Princeton University Press."
B0045,andersen-1996,print,436,436,,"Andersen, Henning",1996,Reconstructing Prehistorical Dialects: Initial Vowels in Slavic and Baltic,Berlin: Mouton de Gruyter.,,,,book_or_monograph,medium,"Andersen, Henning. 1996. Reconstructing Prehistorical Dialects: Initial Vowels in Slavic and Baltic. Berlin: Mouton de Gruyter."
B0046,andre-1956,print,436,436,,"André, Jacques",1956,Recherches étymologiques sur certains noms de plantes latins,Latomus 15(3): 290-307.,,,290-307,journal_article,medium,"André, Jacques. 1956. Recherches étymologiques sur certains noms de plantes latins. Latomus 15(3): 290-307."
B0047,andre-1959,print,436,436,,"André, Jacques",1959,Remarques sur l’apophonie de -ă- latin en syllabe ouverte devant -l- vélaire,Bulletin de la Société de Linguistique de Paris 54(1) : 83-9.,,,83-9,journal_article,medium,"André, Jacques. 1959. Remarques sur l’apophonie de -ă- latin en syllabe ouverte devant -l- vélaire. Bulletin de la Société de Linguistique de Paris 54(1) : 83-9."
B0048,andre-1967,print,436,436,,"André, Jacques",1967,Les noms d’oiseaux en latin,Paris: Klincksieck.,,,,book_or_monograph,medium,"André, Jacques. 1967. Les noms d’oiseaux en latin. Paris: Klincksieck."
B0049,andre-1978,print,436,436,,"André, Jacques",1978,Les mots a redoublement en latin,Paris: Klincksieck.,,,,book_or_monograph,medium,"André, Jacques. 1978. Les mots a redoublement en latin. Paris: Klincksieck."
B0050,anthony-no-date,print,436,436,,"Anthony, David W",,"The Horse, the Wheel, and Language",Princeton/Oxford: Princeton University Press.,,,,book_or_monograph,low,"Anthony, David W. The Horse, the Wheel, and Language. Princeton/Oxford: Princeton University Press."
B0051,antonio-2019,print,436,436,,"Antonio, Margaret L., Ziyue Gao, Hannah M. Moots, Michaela Lucci, Francesca Candilio, Susanna Sawyer, Victoria Oberreiter, Diego Calderon, Katharina Devitofranceschi, Rachael C. Aikens, Serena Aneli, Fulvio Bartoli, Alessandro Bendini, Olivia Cheronet, Daniel J. Cotter, Daniel M. Fernandes, Gabriella Gasperetti, Renata Grifoni, Alessandro Guidi, Francesco La Pastina, …Jonathan K. Pritchard",2019,Ancient Rome: A genetic crossroads of Europe and the Mediterranean,Science 366(6466): 708-14.,,,708-14,journal_article,medium,"Antonio, Margaret L., Ziyue Gao, Hannah M. Moots, Michaela Lucci, Francesca Candilio, Susanna Sawyer, Victoria Oberreiter, Diego Calderon, Katharina Devitofranceschi, Rachael C. Aikens, Serena Aneli, Fulvio Bartoli, Alessandro Bendini, Olivia Cheronet, Daniel J. Cotter, Daniel M. Fernandes, Gabriella Gasperetti, Renata Grifoni, Alessandro Guidi, Francesco La Pastina, …Jonathan K. Pritchard. 2019. Ancient Rome: A genetic crossroads of Europe and the Mediterranean. Science 366(6466): 708-14."
B0052,arranz-otaegui-2016,print,436,436,,"Arranz-Otaegui, Amaia, Sue Colledge, Lydia Zapata, and Juan José Ibáñez",2016,Regional Diversity on the Timing for the Initial Appearance of Cereal Cultivation and Domestication in Southwest Asia,PNAS 113(49): 14001-6.,,,14001-6,journal_article,medium,"Arranz-Otaegui, Amaia, Sue Colledge, Lydia Zapata, and Juan José Ibáñez. 2016. Regional Diversity on the Timing for the Initial Appearance of Cereal Cultivation and Domestication in Southwest Asia. PNAS 113(49): 14001-6."
B0053,aufrecht-1849,print,436,436,,"Aufrecht, S.T. and A. Kirchhoff",1849,Die Umbrischen Sprachdenkmäler,Berlin: Ferdinand Dümmler.,,,,book_or_monograph,medium,"Aufrecht, S.T. and A. Kirchhoff. 1849. Die Umbrischen Sprachdenkmäler. Berlin: Ferdinand Dümmler."
B0054,aurino-2022,print,436,436,,"Aurino, Paola and Maria De Falco",2022,"Mind the Gap: Bell Beaker Presence in Copper Age Campania, Southern Italy","In Abegg, Claudine, Delia Carloni, Florian Cousseau, Eve Derenne, and Jessica Ryan-Despraz (eds.). The Bell Beaker Culture in All its Forms, pp. 211-24. Summertown: Archaeopress. von Bahder, Karl. 1903. Zur hochdeutschen Lautlehre (hd. f = wgerm. b). Indogermanische Forschungen 14: 258-65.",,,258-65,chapter_or_edited_volume,medium,"Aurino, Paola and Maria De Falco. 2022. Mind the Gap: Bell Beaker Presence in Copper Age Campania, Southern Italy. In Abegg, Claudine, Delia Carloni, Florian Cousseau, Eve Derenne, and Jessica Ryan-Despraz (eds.). The Bell Beaker Culture in All its Forms, pp. 211-24. Summertown: Archaeopress. von Bahder, Karl. 1903. Zur hochdeutschen Lautlehre (hd. f = wgerm. b). Indogermanische Forschungen 14: 258-65."
B0055,bailey-1979,print,437,437,,"Bailey, Harold W",1979,Dictionary of Khotan Saka,Cambridge: Cambridge University Press.,,,,book_or_monograph,medium,"Bailey, Harold W. 1979. Dictionary of Khotan Saka. Cambridge: Cambridge University Press."
B0056,bailey-1924,print,437,437,,"Bailey, T. Grahame",1924,Grammar of the Shina (Ṣiṇā) Language,London: The Royal Asiatic Society.,,,,book_or_monograph,medium,"Bailey, T. Grahame. 1924. Grammar of the Shina (Ṣiṇā) Language. London: The Royal Asiatic Society."
B0057,baldi-2002,print,437,437,,"Baldi, Philip",2002,The Foundations of Latin,Berlin/New York: Mouton de Gruyter.,,,,book_or_monograph,medium,"Baldi, Philip. 2002. The Foundations of Latin. Berlin/New York: Mouton de Gruyter."
B0058,bakkum-2009,print,437,437,,"Bakkum, Gabriël C.L.M",2009,The Latin Dialect of the Ager Faliscus,150 Years of Scholarship. Amsterdam: University of Amsterdam Press.,,,,book_or_monograph,medium,"Bakkum, Gabriël C.L.M. 2009. The Latin Dialect of the Ager Faliscus. 150 Years of Scholarship. Amsterdam: University of Amsterdam Press."
B0059,bammesberger-1990,print,437,437,,"Bammesberger, Alfred",1990,Lateinisch fīnis und urgermanisch *baina-,KZ 103(2): 264-8.,,,264-8,journal_article,medium,"Bammesberger, Alfred. 1990. Lateinisch fīnis und urgermanisch *baina-. KZ 103(2): 264-8."
B0060,barbujani-1995,print,437,437,,"Barbujani, Guido, Giorgio Bertorelle, G. Capitani, and Rosaria Scozzari",1995,Geographical Structuring in the mtDNA of Italians,PNAS 92(20): 9171-5.,,,9171-5,journal_article,medium,"Barbujani, Guido, Giorgio Bertorelle, G. Capitani, and Rosaria Scozzari. 1995. Geographical Structuring in the mtDNA of Italians. PNAS 92(20): 9171-5."
B0061,barbujani-1998,print,437,437,,"Barbujani, Guido, Giorgio Bertorelle, and Lounès Chikhi",1998,Evidence for Paleolithic and Neolithic gene flow in Europe,American Journal of Human Genetics 62(2): 488-92.,,,488-92,journal_article,medium,"Barbujani, Guido, Giorgio Bertorelle, and Lounès Chikhi. 1998. Evidence for Paleolithic and Neolithic gene flow in Europe. American Journal of Human Genetics 62(2): 488-92."
B0062,barfield-1971,print,437,437,,"Barfield, Lawrence",1971,Northern Italy before Rome,London: Thames and Hudson.,,,,book_or_monograph,medium,"Barfield, Lawrence. 1971. Northern Italy before Rome. London: Thames and Hudson."
B0063,barfield-2001,print,437,437,,"Barfield, Lawrence",2001,Beaker Lithics in Northern Italy,"In Nicolis, Franco (ed.). Bell Beakers Today. Pottery, People, Culture, Symbols in Prehistoric Europe. Vol. 2, pp. 507-18. Trento: Ufficio Beni Archeologici.",,,,chapter_or_edited_volume,medium,"Barfield, Lawrence. 2001. Beaker Lithics in Northern Italy. In Nicolis, Franco (ed.). Bell Beakers Today. Pottery, People, Culture, Symbols in Prehistoric Europe. Vol. 2, pp. 507-18. Trento: Ufficio Beni Archeologici."
B0064,bargagna-1975,print,437,437,,"Bargagna, Mario, Ranieri Domenici, and Agorasti Morali",1975,Red cell esterase-D polymorphism in the population of Tuscany,Human Genetics 29(3): 251-3.,,,251-3,journal_article,medium,"Bargagna, Mario, Ranieri Domenici, and Agorasti Morali. 1975. Red cell esterase-D polymorphism in the population of Tuscany. Human Genetics 29(3): 251-3."
B0065,barker-1975,print,437,437,,"Barker, Graeme",1975,Prehistoric Territories and Economies in Central Italy,"In Higgs, E.S. (ed.). Palaeoeconomy, pp. 111-75. Cambridge: Cambridge University Press.",,,,chapter_or_edited_volume,medium,"Barker, Graeme. 1975. Prehistoric Territories and Economies in Central Italy. In Higgs, E.S. (ed.). Palaeoeconomy, pp. 111-75. Cambridge: Cambridge University Press."
B0066,barker-1981,print,437,437,,"Barker, Graeme",1981,Landscape and Society,Prehistoric Central Italy. London/New York/Toronto/Sydney/Tokyo/San Francisco: Academic Press.,,,,book_or_monograph,medium,"Barker, Graeme. 1981. Landscape and Society. Prehistoric Central Italy. London/New York/Toronto/Sydney/Tokyo/San Francisco: Academic Press."
B0067,barocelli-1942,print,437,437,,"Barocelli, Piero",1942,Rassegne,"Terremare, palatino, orientazione dei castra e delle città romane. Bullettino della Commissione Archeologica del Governatorato di Roma. 70: 131-44.",,,131-44,journal_article,medium,"Barocelli, Piero. 1942. Rassegne. Terremare, palatino, orientazione dei castra e delle città romane. Bullettino della Commissione Archeologica del Governatorato di Roma. 70: 131-44."
B0068,barrios-garcia-2012,print,437,437,,"Barrios-Garcia, M. Noelia and Sebastian A. Ballari",2012,Impact of Wild Boar (Sus scrofa) in its Introduced and Native Range: a Review,Biological Invasions 14: 2283-2300.,,,2283-2300,journal_article,medium,"Barrios-Garcia, M. Noelia and Sebastian A. Ballari. 2012. Impact of Wild Boar (Sus scrofa) in its Introduced and Native Range: a Review. Biological Invasions 14: 2283-2300."
B0069,bartholomae-1961,print,437,437,,"Bartholomae, Christian",1961,Altiranisches Worterbuch,2. unver. Aufl. Berlin: de Gruyter.,,,,book_or_monograph,medium,"Bartholomae, Christian. 1961. Altiranisches Worterbuch. 2. unver. Aufl. Berlin: de Gruyter."
B0070,bathe-1955,print,437,437,,"Bathe, Max",1955,Der Vielbaum (Schwarzpappel),Zeitschrift für Mundartforschung 23(1): 1-13.,,,1-13,journal_article,medium,"Bathe, Max. 1955. Der Vielbaum (Schwarzpappel). Zeitschrift für Mundartforschung 23(1): 1-13."
B0071,batisti-2021,print,437,437,,"Batisti, Roberto",2021,Birds of a Feather? Indogermanische Forschungen 126: 205-228,,,,205-228,journal_article,medium,"Batisti, Roberto. 2021. Birds of a Feather? Indogermanische Forschungen 126: 205-228."
B0072,battisti-1929,print,438,438,,"Battisti, Carlo",1929,Per lo studio dell’elemento etrusco nella toponomastica italiana,Studi Etruschi 1: 327-349.,,,327-349,journal_article,medium,"Battisti, Carlo. 1929. Per lo studio dell’elemento etrusco nella toponomastica italiana. Studi Etruschi 1: 327-349."
