entry_id,pdf_page_range,markdown_start_line,section,heading,is_new,is_uncertain,ordinal_marker,primary_headword,all_star_forms_in_heading,target_headword,heading_gloss,heading_iew_refs,heading_relation_tags,body_markdown,body_char_flags
liv2add-0108,32,2222,*h₁-,*h₁ed-,False,False,,*h₁ed-,*h₁ed-,,,,,"Perfekt
*h₁e-h₁ód/h₁d- jav. āθa F. 7,347 ‘habe/hat gefressen’11b

Anm. 11b Hierher (mit θ für δ wie in vaēθa) als 3. Sg. nach Klingenschmitt, Diss. 118; 1. Sg. nach Tremblay 2008: 31; die Pahlavi-Glosse kann als ywt /ǰūd/ ‘fraß’ gelesen werden. Letzter verbaler Rest der Wurzel im Iran. mit pejorativer Bedeutung genau wie bei gah- (dessen ved. Entsprechung ghas- in einem Suppletivverhältnis zu ad- steht)",contains-greek; contains-subscript-numerals
liv2add-0109,32,2230,*h₁-,*h₁egʷʰ-1,False,False,,*h₁egʷʰ-1,*h₁egʷʰ-1,,,,,"Aorist
?*h₁égʷʰ-/h₁gʷʰ-
heth. ekuzi/eukzi, akuanzi ‘trinken’, pal. ahuwānti ‘trinken’;
luw. u-
[toch.B yāś ‘trank’2a

Präsens
*h₁é-h₁ogʷʰ/h₁gʷʰ-
[toch.B yokäṃ ‘trinkt’, A yoktsi ‘trinken’3

Anm. 1 Hierher lat. ēbrius ‘betrunken’ zu einem Abstr. *h₁ḗgʷʰ-r̥, s. PUHVEL I 267-8 und vgl. WEISS, HS 107 (1994) 95-6; diese Verbindung ist besser als die mit lat. aqua ‘Wasser’, germ. *axʷō- in got. (+) aƕa ‘Fluß’ usw. (die semantisch wenig zwingend ist und wegen der dann anzunehmenden Vokalisierung von *h₁ auch im Germ. lautliche Schwierigkeiten macht); zu gr. νήφω/νά̄φω ‘bin nüchtern’ vgl. WEISS, l.c. 91-8 (sekundär zum Nomen νήφοντ- ← νήφον- < *ń̥- h₁gʷʰ-(o)n-). Nach RASMUSSEN, CWPL 2 (1992) 55 = Sel. Pap. 521; ZEILFELDER, HS 110 (1997) 189 mit Lit. eher *h₃ogʷʰ- wegen lat. sōbrius < *se-h₃gʷʰrios. Dann müßte anatol. toch. *ē auf R(ē) beruhen, folglich doch ein akrodynamisches Präs. *h₃ḗgʷʰ-/*h₃égʷʰ- (kann anatol. *ēgʷ- /agʷ- darauf zurückgehen?); s. jedoch WEISS, l.c. 93-6: *se/o-ō̆gʷʰr-ii̯o-. Noch anders zuletzt KIM, TIES 8, 1999, 165 mit Lit.: *(h₁)eh₂gʷ- mit akrodynamischem *ēh₂gʷ- ~ *eh₂gʷ- > uranat. *egʷ- ~ *agʷ-; urtoch. *yekʷ- ~ *okʷ- → *yokʷ-. Jetzt jedoch EICHNER (Fs NUSSBAUM) wieder für *h₁ekʷ-, da lat. ēbrius, sōbrius besser zu trennen seien. In diesem Fall müsste die anatolische Lenis auf Lenierung beruhen, das Verbum also nicht aus einem Wurzelaorist, sondern doch aus einem dehnstufigen oder reduplizierten Präsens herzuleiten.

Anm. 2a Thematisches Präteritum wohl mit analogischer R(z) *yak- zur tocharischen Vollstufe *yok-, vgl. K. T. SCHMIDT, TIES 7, 1997: 259.

Anm. 3 *yokʷ- < *yēkʷ- < *h₁eh₁gʷʰ-, vgl. HILMARSSON 51-2, 202.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0110,32,2249,*h₁-,"*h₁eh₁s- zu streichen, s. *h₁es-",False,False,,*h₁eh₁s-,*h₁eh₁s-; *h₁es-,*h₁es-,,,delete,,contains-subscript-numerals
liv2add-0111,32,2252,*h₁-,*h₁ei̯-,False,False,,*h₁ei̯-,*h₁ei̯-,,,,,"Anm.5 Zu einer alternativen Deutung von slav. *jьd- < *jud- s.

Anm. 9a zu *Hi̯eu̯dʰ-.",contains-combining-marks; contains-subscript-numerals
liv2add-0112,32-33,2259,*h₁-,*h₁ep-,False,False,,*h₁ep-,*h₁ep-,,,,,"Zum Kausativ-Iterativ auch ?khot. (+) by-ev- ‘erhalten’, pr-ev- ‘erlangen’6a ?umbr. /opẹ-/ ‘annehmen’6b; frühlat. opet CIL² 4 ‘akzeptiert’

Zum Desiderativ *h₁ép/h₁p-s- auch ?chwar. yf- ‘erreichen, einholen, finden’7b

Anm. 6a In <upetu>, sowohl Ipv. II /-pẹtu/ als auch PPP /-pẹtom/ (in letzterem Falle wäre analogisch nach dem Nom. Sg. *opẹts < *opitos wiederhergestelltes *opẹto- möglich, das zu einem *op-i̯o- gehören könnte). Zur Bedeutung und Etymologie WEISS, Ritual 95-6.

Anm. 7 Vgl. KLINGENSCHMITT, MSS 40 (1981) 127²7; DEMIRAJ 79; der fehlende Umlaut in der 1s kann durch analogische Umgestaltung nach der Konverse marr ~ merr ‘nehmen’ erklärt


werden (s. SCHUMACHER, JDIL 4, 2007, 2219); die Variante mit j- stammt aus dem Sandhi nach dem proklitischen Pronomen i, s. ibid. 224.

Anm. 7b SAMADI 256f. Dagegen sind sogd. c. ptyfs- ‘erreichen’ usw. Neubildungen mit iran. *-sa-, wie auch bei pamir. sar. f(i)rofs-.",contains-combining-marks; contains-subscript-numerals
liv2add-0113,33,2275,*h₁-,*h₁er-,False,False,,*h₁er-,*h₁er-,,,,,"Zum Aorist auch ?[alb. për-jer, prier ‘wendet, dreht um’, priret ‘kehrt um’4b Zu trennen wohl heth. arta ‚steht’, s. *h₃er-

Zum Perfekt auch aalb. per-uor ‘drehte um, wendete’11

Anm. 1 … Hierher nach HAJNAL 105-6

Anm. 87 auch *(h)erouo- in heth. arawa- ‘frei’, lyk. arawa- ‘Freiheit’ etc. (und damit implizit auch heth. āra- ‘richtig’, arā- ‘Genosse’ etc.), die gewöhnlich zu *h₂er- gestellt werden. Nach POOTH, HS 128, 2015[2016], 94-122 sind *h₁er-, 1.*h₂er- und 2.*h₂er- (dazu ibid. 102-3) alle unter einer Wurzel *h₁ar- (sekundär auch *h₁er-) ‘treffen, zusammentreffen’ zu vereinigen.

Anm. 4b < *er-o-, wohl aus dem Konjunktiv, SCHUMACHER, FT Halle 612, 614; vgl. SCHUMACHER/MATZINGER 991.

Anm. 11 *ār- < *ēr- < *h₁e-h₁r-, SCHUMACHER, FT Halle 614-5; SCHUMACHER/MATZINGER 991-2.",contains-subscript-numerals
liv2add-0114,33,2290,*h₁-,*h₁eu̯H- s. *h₂eu̯h₁-,False,False,,*h₁eu̯H-,*h₁eu̯H-; *h₂eu̯h₁-,*h₂eu̯h₁-,,,,,contains-combining-marks; contains-subscript-numerals
liv2add-0115,33,2293,*h₁-,*h₁eu̯s-,False,False,,*h₁eu̯s-,*h₁eu̯s-,,,,,"Zum Präsens auch khot. by-ūvā’re ‘sie brennen’1a

Anm. 1a < *wi-/abi-auša-, vgl. EMMERICK 105; CHEUNG, EDIV 170 mit Lit.",contains-combining-marks; contains-subscript-numerals
liv2add-0116,33,2300,*h₁-,*h₁ger-,False,False,,*h₁ger-,*h₁ger-,,,,,"Präsens *h₁gr̥-sk̑ó- ?jav. *fraɣərəsəmna- H. 1,13 ‘erwachend’²a
alb. ngrihet ‘erhebt sich’²b

Zum Perfekt auch ?sogd. (+) ɣ’r- ‘(be)wachen’⁵a

Essiv/Fientiv *h₁gr-éh₁-
[chwar. ɣr’s-, parth. wy-gr’s- ‘erwachen’7

Neubildung isk̑e-Präsens entfällt mit

Anm. 7-9, da das av. und alb. Verb kein altes *i haben dürften und lat. expergiscī zu trennen sein dürfte.

Anm. 2a Wenn so für überlieferte fraɣris° herzustellen (i und ə wechseln häufig); etwas weniger wahrscheinlich ist ein Fehler für *-ɣrās°, vgl. KELLENS 1984: 157. fraɣrisəmna- darf also kaum als zuverlässiger Zeuge für eine isk̑e-Bildung gelten.

Anm. 2b Am besten direkt aus *-h₁gr̥-sk̑e- (SCHUMACHER/MATZINGER 987), dazu sekundär alb. ngrē ‘hebe auf, wecke auf’ (vgl. KLINGENSCHMITT 77¹8).

Anm. 5a Offenbar *gār-a-, Rückbildung zu *ǰagār-?

Anm. 7 < *grā-sa-, weitergebildet zu einem Stamm *gr-ā-,der im Iran. als Wurzel abstrahiert wurde, vgl. jav. fra-ɣrātu- ‘Erwachen’ usw., CHEUNG, EDIV 172-3 mit Lit.",contains-combining-marks; contains-subscript-numerals
liv2add-0117,33-34,2323,*h₁-,*h₁leu̯dʰ-,False,False,,*h₁leu̯dʰ-,*h₁leu̯dʰ-,,,,,"Aorist
?*h₁léudʰ-/h₁ludʰ-2a


Hierher vielleicht auch aav. 3s urūdōiiatā Y. 44,20, vgl. Tremblay, IESB 13, 2008, 25.

Anm. 2a Besonders wegen des relikthaften Status der keltischen und tocharischen Fortsetzer meist als schon uridg. thematisch *h₁ludʰ-é-rekonstruiert, vgl. z. B. JASANOFF, HIEV 223.",contains-combining-marks; contains-subscript-numerals
liv2add-0118,34,2334,*h₁-,*h₁rem-,False,False,,*h₁rem-,*h₁rem-,,,,,"Zum Präsens chwar. (+) rm- ‘sich fernhalten’, pc-rm- ‘ruhig werden’2a

Neubildungen:
… ske-Präsens
sogd. -rms- ‘ruhig werden’9
i̯e-Präsens
baktr. (+) ριμ- ‘gefallen, passen’10

Anm. 2a Vgl. SAMADI 145, 171, dazu auch čm- ‘verweilen, zögern’ < *ati-rama-, s. ibid. 171; CHEUNG, EDIV 190-1. Anm.5 Nicht aus *fo-rimī-, sondern offenbar aus *fo-rumī- (Hinweis David STIFTER), dessen Vokalismus problematisch ist.

Anm. 9 Rückbildung zum Kausativ -r’m- ‘beruhigen’; vgl. CHEUNG, EDIV 190-1.

Anm. 10 < *ram-ya-, s. SIMS-WILLIAMS, BD II 260; CHEUNG, EDIV 191 mit Lit.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0119,34,2351,*h₁-,*h₁u̯eh₂-0 ‘leer sein/werden’1,False,False,,*h₁u̯eh₂-0,*h₁u̯eh₂-0,,leer sein/werden,,,"Präsens
*h₁u-né/n-h₂-
heth. ūnhanzi ‚leeren, räumen‘1aa

Anm. 0 Zum Heth. s. jetzt LORENZ & RIEKEN, HS 124, 2012, 84-95.

Anm. 1 …; das Hethitische spricht nun für primär intransitive Bedeutung mit Transitivierung im Nasalpräsens und s-Aorist, s. LORENZ & RIEKEN l.c. 93.

Anm. 1a Mit Generalisierung des schwachen Stammes ūnh- < *h₁unh₂-, Bedeutung und Etymology jetzt geklärt von LORENZ & RIEKEN l.c.",contains-combining-marks; contains-subscript-numerals
liv2add-0120,34-35,2364,*h₁-,"*u̯enh₁- → *h₁u̯en- ‘hinschütten, ausstreuen’1",False,False,,*u̯enh₁-,*u̯enh₁-; *h₁u̯en-,*h₁u̯en-,"hinschütten, ausstreuen",,redirect/update,"Aorist
*h₁u̯én-/h₁u̯n̥-
alb. ageg. vû ‘setzte, stellte, legte’2

Präsens
*h₁u̯én-e-
av. ni-uuānəṇti ‘verbergen’3, chwar. b’-wñ- ‘verbergen’4
alb. vë, ageg. vê ‘setzt, stellt, legt’5

Kausativ *h₁u̯on-éi̯o-
chwar. ’-w’ny- ‘bedecken; beherbergen’6

Anm. 1 Verbal nur iran. und alb.; *h₁ wegen gr. εὐνή ‘Lager, Bett’ < *h₁un-áh₂- (kaum mit KLINGENSCHMITT, MSS 40 (1981) 12414 < *u̯n̥h₁-eh₂-); vielmehr spricht mkymr. gwent f. ‘Feld?’ < *h₁u̯en-teh₂- für einen Ansatz ohne auslautenden Laryngal, s. SCHUMACHER, KPV 368; IJDL 4 (2006) 268; SCHUMACHER/MATZINGER 1006-7 gegen KLINGENSCHMITT l.c. 124; MATZINGER, Mbsuame 180; Anschluss der iranischen Verben nach ZIEGLER, HS 117 (2004) 1-12. Hierher außerdem denominal got. dis-winþjan, ahd. wintōn 'worfeln', siehe KIM, AT Würzburg 2009, und gr. αἵνω 'Körner (irgendwie) von der Spreu reinigen' mit ἀ̄νέω (vgl. NERI, Diss. 141-2)?

Anm. 2 < *h₁u̯n̥-, vgl. SCHUMACHER/MATZINGER 1006-7; neutosk. vuri. Hierher auch aalb. për-ū, neutosk. pruri ‘brachte’, suppletiv zu Präs. bie, MATZINGER, Mbsuame 124.

Anm. 3 Mit sekundärem -ā-, hierher vielleicht alle Belege von niuuāna- im Unterschied zu (ni- )uuana- ‘vollständig besiegen’. Vgl. auch ap. Passiv avaniya ‘wurde hingeschüttet’, ZIEGLER l.c. 1-3.

Anm. 4 < *upa-ā-u̯ana-, vgl. SAMADI 12f., ZIEGLER, l.c. Gegen beide dürfte aber im Ptz. b’wdk nicht suppletives *u̯r̥ta- vorliegen, sondern einfach das reguläre -u̯ata- (für eine seṭ-Wurzel fehlen klare Anhaltspunke, s.o.

Anm. 1). Hierher nach ZIEGLER auch pto. lwan- ‘verstreuen’ usw., dies kann jedoch kaum von *dwānaya- ‘fliegen lassen, worfeln’ getrennt werden (s. *dʰu̯enH-).

Anm. 5 Vgl. MATZINGER, Mbsuame 169 mit Lit.; SCHUMACHER, IJDL 4 (2006) 268.


Anm. 6 < *ā-wānaya-, SAMADI 9. Khot. (uys)-vāñ- ‘streuen’ (EMMERICK 16, 112-3) ist jedoch besser mit SKJÆRVØ, StVKh II, 129 aus *dwānaya- zu erklären (wozu auch das seṭ-Partizip *u̯āta- besser passt, s. *dʰu̯enH-).",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0121,35,2394,*h₁-,*h₁u̯enH-? s. *u̯enH-,False,True,,*h₁u̯enH-?,*h₁u̯enH-?; *u̯enH-,*u̯enH-,,,uncertain,,contains-combining-marks; contains-subscript-numerals
liv2add-0122,35,2397,*h₁-,*h₂u̯ers- → *h₁u̯ers-,False,False,,*h₂u̯ers-,*h₂u̯ers-; *h₁u̯ers-,*h₁u̯ers-,,,redirect/update,"Anm. 1 Meist wegen gr. „kret.“ ἄερσαν Hsch., hellenist. ἀέρσην (Poseidippos, P. Lit. Lond. 60) mit *h₂° angesetzt, ion. att. dann assimiliert ἐέρση, ἕρση ‘Tau’. Assimilation *awe° > ewe° ist aber im Gr. keineswegs regulär, und außerhalb des Gr. spricht nichts für *h₂, also dürfte gr. *ewers- älter sein; das vereinzelte gr. ἀερ° könnte auf Einfluss von ἀήρ beruhen, s. PRONK apud VAN BEEK, JIES 39, 2011, 137 n. 18; PRONK, JIES 39, 2011, 178.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0123,35,2402,*h₁-,Neu: *h₁u̯es-1 ‘gut werden/sein’ IEW 1174-5,True,False,,*h₁u̯es-1,*h₁u̯es-1,,gut werden/sein,IEW 1174-5,new,"Präsens
*h₁u̯és- Stativ
kluw. wassāri ‘ist günstig’, hluw. was(a)- ‘gut, lieb sein’
?[ap. patiyāvahạyaiy DB 1,55 ‘ich betete (an)’2,
parth. (+) pd-wh- ‘beten, anflehen’3

?*h₁us-néu̯/nu- hluw. usnu(wa)- ‘segnen’

Anm. 1 Verbal nur luw. und iran., dazu wohl *h₁u̯ós-u-/*h₁u̯és-u- ‘gut; Gut, Güte’ in kluw. wāsu-, hluw. wasu-, ved. vásu- usw. (zu air. fíu, fó vgl. WIDMER 188-93), kluw. wassar, hluw. wasar- ‘Gunst’, av. vahma- ‘Gebet, Verehrung’; s. SZEMERÉNYI, Sprache 12 (1966) 208-9. Der anlautende Laryngal v.a. wegen Kompositionsdehnung in ved. viśvā́vasu-, svā́vasu- etc. (s. EWAia 533-4); nicht hierher dagegen nach NUSSBAUM, Two Studies 130-159 gr. ἠύς, ἑάων usw.

Anm. 2 *pati-ā-wahya- oder gar mit Augmentdehnung? Nach SCHMITT 1991: 52 zu einem pati- ā-van-, dagegen CHEUNG, EDIV 405. Semantik über ‘gut sein zu’?

Anm. 3 Vgl. CHEUNG, EDIV 405-6 mit Lit.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0124,35,2422,*h₂-,*h₂egʰ-,False,False,,*h₂egʰ-,*h₂egʰ-,,,,,"Gr. ἄχος, ἄχνυμαι nach STEFANELLI, Quaderni del Dipartimento di Linguistica - Università di Firenze 18 (2008) 121-132 zu *h₂emg̑ʰ-.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0125,35,2427,*h₂-,*h₂ei̯dʱ-,False,False,,*h₂ei̯dʱ-,*h₂ei̯dʱ-,,,,,"Zum Präsens *h₂i-né/n-dʱ- auch [mkymr. ennynn ‘zündet an, entzündet, erregt’2a

Zum Präsens *h₂éi̯dʱe- auch arm. ayrem ‘zünde an’4a

Anm. 2a < *ande-ind-o- (i-Vokal durch Umlaut des Präverbs bewiesen), s. SCHUMACHER, KPV 374-5 (a) mit Lit.

Anm. 4a Da r < *dʱ regulär ist (s. PRAUST, Sprache 45, 2005[2006]) und iranisch kein Stamm *aida(ya)- vorkommt, dürfte ein Erbwort vorliegen; Aorist ayrecʿi neugebildet.",contains-combining-marks; contains-subscript-numerals
liv2add-0126,35-36,2438,*h₂-,*h₂ei̯s-,False,False,,*h₂ei̯s-,*h₂ei̯s-,,,,,"Desiderativ ?*h₂éi̯s/h₂is-s-
[lat. quaesō, -ere ‘suchen, bitten’8
?[got. got. fraisan ‘versuchen, verführen’10a


Anm. 8 …; dafür jetzt auch wieder VINE, Seminar Kopenhagen 2012; gegen DE VAAN, EDL sind Parallelen für *ko- > qu- durchaus vorhanden. Gegen LIV² ist analog zu uīsō ein altes Desiderativ wahrscheinlicher als ein Konjunktiv des s-Aorists; vielleicht setzt auch quaerō ‘suche, erstrebe’ den ursprünglichen Stamm (mit idg. *s < *ss) fort und quaesō ist eine verdeutlichende Neubildung.

Anm. 10a Starkes Verb aus *fr(a)-ais-a/i- mit altem Präverb, s. SCHEUNGRABER, FT Kopenhagen. Semantik wie bei ahd. fir-suohhen, nhd. ver-suchen; sekundär als Wurzel abstrahiert, vgl. Prät. faifrais. Sonst germanisch nur Nominalableitungen: *fraisō- ‘Versuch, Erkundung, Gefahr’ mit denom. *fraisōn ‘erforschen’.",contains-combining-marks; contains-subscript-numerals
liv2add-0127,36,2450,*h₂-,*h₂emg̑ʰ-,False,False,,*h₂emg̑ʰ-,*h₂emg̑ʰ-,,,,,"Hierher nach STEFANELLI, Quaderni del Dipartimento di Linguistica - Università di Firenze 18 (2008) 121-132 auch gr. ἄχνυμαι (mit Nasaldissimilation aus *ἀγχνυ-, danach nominal ἄχος, ἀχέυων).",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0128,36,2455,*h₂-,1.*h₂er- ‚fügen‘,False,False,1.,*h₂er-,*h₂er-,,fügen,,,"Anm. 0 … Die anatolischen Wörter sind jedoch nach KLOEKHORST 198-9 durch Schwund von *h₂ vor *o zu erklären; nach HAJNAL 105-6

Anm. 87 gehören sie zu *h₁er- ‘kommen, gelangen’. Nach POOTH, HS 128, 2015[2016], 94-122 sind *h₁er-, 1.*h₂er- und 2.*h₂er- alle unter einer Wurzel *h₁ar- (sekundär auch *h₁er-) ‘treffen, zusammentreffen’ zu vereinigen.",contains-subscript-numerals
liv2add-0129,36,2462,*h₂-,2.*h₂er-0,False,False,2.,*h₂er-0,*h₂er-0,,,,,"Anm. 0 Nach POOTH, HS 128, 2015[2016], 94-122 sind *h₁er-, 1.*h₂er- und 2.*h₂er- (dazu ibid. 102-3) alle unter einer Wurzel *h₁ar- (sekundär auch *h₁er-) ‘treffen, zusammentreffen’ zu vereinigen.",contains-subscript-numerals
liv2add-0130,36,2467,*h₂-,*h₂eu̯-,False,False,,*h₂eu̯-,*h₂eu̯-,,,,,Zu alb. ha s. jetzt auch SCHUMACHER/MATZINGER 975f.,contains-combining-marks; contains-subscript-numerals
liv2add-0131,36-37,2472,*h₂-,"Neu: ?*h₂eu̯dʰ- ‚gewähren, verleihen‘¹ IEW 76",True,True,,*h₂eu̯dʰ-,*h₂eu̯dʰ-,,"gewähren, verleihen",IEW 76,new; uncertain,"Aorist
?*h₂éu̯dʰ-/h₂udʰ-
keltib. auðanto K.1.3, Ü ‘wurden gewährt’, Konj. (?) auðeti
K.1.1, A-10 ‘soll bereitstellen’2

Präsens
?*h₂udʰ-é-
[air. odaid*, ·oid ‘leiht’3

Desiderativ ?*h₂éu̯dʰ/h₂udʰ-s-
air. Konj. 2s ō̆iss ‘würdest leihen’4

?*h₂i-h₂ud-se- [air. Fut. 2s ·essar ‘wirst leihen’

Neubildungen:
Perfekt
air. ·úaid ‘hat geliehen’5

Anm. 1 Vielleicht Sekundärwurzel aus einem Kompositum *h₂eu̯-dʰ(e)h₁-, SCHUMACHER, KPV 736-7 mit Lit., verbal nur kelt., wozu germ. (Partizip?) *aud-ana- in ae. (+) ēaden ‘verliehen’ (SEEBOLD 83-4).

Anm. 2 Zur Deutung und Bestimmung dieser Formen s. SCHUMACHER, KPV 734-6 mit Lit., auðeti könnte auch Ind. Präsens sein.

Anm. 3 Mit analogischem Vokalismus für *ud-e-, SCHUMACHER, KPV 729-31; der Ablaut kann geneuert sein.

Anm. 4 Vgl. SCHUMACHER, KPV 732-4.

Anm. 5 < *uu̯ōde < *u(u̯)-au̯d-e, SCHUMACHER, KPV 733-4.",contains-combining-marks; contains-subscript-numerals
liv2add-0132,37,2504,*h₂-,*h₂eu̯g-,False,False,,*h₂eu̯g-,*h₂eu̯g-,,,,,"Zum Präsens auch arm. ačem ‘wachse’1a

Kausativ: zu streichen3

Anm. 1a < *awče-. Möglich auch *aug-i̯e-, vgl. MARTIROSYAN, EDAIL 43 mit Lit.

Anm. 3 lat. augeō, -ēre ‘vermehren’ ist besser als urspr. Essivbildung zu erklären, vgl. intransitive Verwendung und Weiterbildung augēscō, VERNET PONS, Vortrag Kopenhagen 2012; entweder denominal oder deverbal (wie lit. -ūgė́ti) mit Ablaut nach dem s-Stamm *auges-. Hierher auch toch. A ok-, B auk- ‘to produce, show’ (PINAULT, Vortrag Leiden 2020), nicht ‘fließen lassen’, das also von *u̯egʷ- zu trennen ist.",contains-combining-marks; contains-subscript-numerals
liv2add-0133,37,2515,*h₂-,*h₂g̑er-,False,False,,*h₂g̑er-,*h₂g̑er-,,,,,"Perfekt
?*h₂e-h₂g̑ór/h₂g̑r-
?[toch.B Prät. karāre ‘versam00melten’, Konj. kārau
‘soll/werde sammeln’2b

Anm. 2b Aus *kara- < *këra- < *gor-H-, eher denom.?; s. ADAMS 1999: 153; MALZAHN 559.",contains-combining-marks; contains-subscript-numerals
liv2add-0134,37,2525,*h₂-,*h₂leh₁-,False,False,,*h₂leh₁-,*h₂leh₁-,,,,,"Anm. 3 …; CHEUNG, EDIV 166. Nicht ganz klar ist indoar. *arta- in hi. (+) āṭā ‘Mehl’, vielleicht mit WERBA apud MAYRHOFER, EWAia III 8 (mit Lit.) Lehwort aus iran. *arta-? Zu beachten ist dabei, dass teilweise wie im Iran. *ārta- vorausgesetzt wird, präverbiert *ā-rHta- oder sekundäre Dehnung?",contains-subscript-numerals
liv2add-0135,37,2530,*h₂-,Neu: *h₂lei̯t- ‚Leid zufügen?‘¹ IEW 672,True,False,,*h₂lei̯t-,*h₂lei̯t-,,Leid zufügen?,IEW 672,new,"Aorist
*h₂léi̯t-/h₂lit-
[gr. ἤλιτον ‘frevelte’2

Anm. 1 Verbal nur gr., vgl. dazu germ. *laiþa- ‘Leid, Abscheu, Ekel’ in ahd. (+) leid < *h₂lói̯to- und air. lius ‘Ekel, Abscheu’ < *h₂lit-tu- (IRSLINGER 114 mit Lit.); vgl. TICHY, Glotta 55, 1977, 160- 177; BLANC, REG 116, 18ff.

Anm. 2 Dazu neugebildet (oder denom.) Präs. ἀλιταίνω.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0136,37,2541,*h₂-,*h₂mei̯gʷ-,False,False,,*h₂mei̯gʷ-,*h₂mei̯gʷ-,,,,,"Anm. 1 … Verbal außerdem in baktr. Inf. Prät. μιγδο ‘auszutauschen’ < VAdj. *mixta-, SIMS- WILLIAMS, BD I, 204a; Präsensstamm unbekannt.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0137,37,2546,*h₂-,*h₂merg̑-,False,False,,*h₂merg̑-,*h₂merg̑-,,,,,"Zum Iterativ auch chwar. (+) mžyd ‘polierte’ (SAMADI 114, CHEUNG, EDIV 180-1)",contains-combining-marks; contains-subscript-numerals
liv2add-0138,37-38,2551,*h₂-,"(*redʰ- →) *h₂redʰ- ‘hervorkommen, herauskommen’1",False,False,,*redʰ-,*redʰ-; *h₂redʰ-,*h₂redʰ-,"hervorkommen, herauskommen",,redirect/update,"Präsens
*h₂rédʰ-e-
gr. Quellname ᾿Αρέϑουσα *‘Hervorquellende’2
alb. rrjedh ‘fließen, laufen, quellen’3

Kausativ *h₂rodʰ-éi̯o-
[lett. radu, radît ‘gebären, hervorbringen’
aksl. roždǫ, roditi ‘gebären’, refl. ‘geboren werden’4

Anm. 1 Zum Wurzelansatz s. jetzt SCHAFFNER, Sprache 49, 2010/2011, 84-117: außer gr. ᾿Αρέϑουσα stützen auch heth. hardu-, hluw. hartu- ‘Nachkomme’ < *h₂r̥dʰú- den Ansatz mit *h₂. Zu trennen sind nach SCHAFFNER, l.c. 104-5 gegen LIV² balt. *rad- ‘finden’ (s. *u̯reh₁-

Anm. 1) und auch der germ. Flussname *radund-, s. SCHAFFNER, l.c. 96-7 (zu lat. radius).


Anm. 2 Vgl. SCHAFFNER, l.c. 84-93.

Anm. 3 Hierher nach SCHAFFNER, l.c.; SCHUMACHER/MATZINGER 995 gegen MATZINGER, Mbsuame 49-50, 74; SCHUMACHER, FT Halle 614. Die Variante rjedh (vgl. SCHAFFNER und MATZINGER apud SCHAFFNER, l.c. 93-97, 110) ist wohl völlig sekundär und daher nicht signifikant (Stefan SCHUMACHER, per litt.). Dazu nach MATZINGER apud SCHUMACHER, FT Halle 61457 auch alb. kredh- ‘taucht (ein/unter)’ als Kompositum mit *kǝ- < *ko(m)-.

Anm. 4 Zum bsl. Verbum und den zugehörigen Nomina vgl. SCHAFFNER, l.c. 98-104.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0139,38,2574,*h₂-,"Neu: ?*h₂rei̯H- ‚zählen, rechnen‘1",True,True,,*h₂rei̯H-,*h₂rei̯H-,,"zählen, rechnen",,new; uncertain,"Präsens
*h₂ri-né/n-H-
[air. -ren, -renat ‘verkaufen, eintauschen, zahlen’

Desiderativ ?*h₂réi̯H/h₂riH-s-
[air. Konj. 2s -riae, 3p -riat ‘mag verkaufen, zahlen’

?*h₂i-h₂riH-se- [air. Fut. -rriri ‘wird verkaufen, zahlen’

Neubildungen: Perfekt
air. -rir ‘verkaufte, zahlte’

Anm. 1 Verbal nur kelt., vgl. gr. ἄριϑμος ‘Zahl’, SCHUMACHER, KPV 551-2 mit Lit.",contains-greek; contains-combining-marks; contains-subscript-numerals
liv2add-0140,38,2591,*h₂-,*h₂res-,False,False,,*h₂res-,*h₂res-,,,,,"Zum Nasalpräsens auch ?[chwar. (+) n-rh- ‘frei werden’2a

Anm. 2a < *ni-raha- ← *rah- < *-r-n̥-s-, vgl. SAMADI 170; dazu auch np. rah- ‘frei werden’?; möglich auch them. Präsens, Rückbildung zu einem Kausativ?",contains-combining-marks; contains-subscript-numerals
