entry,section,pdf_page,field,line_start,issue,content
alkti,Lithuanian,65,BSL,1025,fused_field_label,*olrk-PSL *Olkati v. (a) 'be hungry'
alkti,Lithuanian,65,SL,1026,contains_non_ascii,"OCS al'bkati 'be hungry, fast', 1sg. al'bč9; lakati 'id.', 1sg. lač9; Ru. alkcit' 'hunger (for), crave (for), (obs.) be hungry', 1sg. alču, 3sg. alčet; ORu. al('b)kati 'hunger (for), crave (for)', 1sg. al'bču; lakati 'hunger (for), crave (for)', 1sg. laču; OCz. lakati 'crave (for)', 1sg. lakaju, 1sg. laču; Sln. lakati 'be hungry, be greedy, starve', 1sg. lakam"
alkūnė,Lithuanian,65,LITH,1034,contains_non_ascii,"alku nė 1 'elbow'; VAR elkunė ( arch., dial.) 1"
alkūnė,Lithuanian,65,LATV,1035,contains_non_ascii,"ęlkuonis [el, el2] 'elbow, bend'; VAR ęlks; ęlkuons; ęlkuone [ęl, ęl, el2] (ęlkuone in Rutzau, according to Abele 1927: 116); ęlkūne2"
alkūnė,Lithuanian,65,BSL,1038,fused_field_label,"*olk-PSL *olk'btb m. i/jo; *olk'bt'b; m. o (e) 'elbow, ell'"
alkūnė,Lithuanian,65,SL,1039,contains_non_ascii,"OCS lak'btb m.(i) 'elbow' (in some case forms inflected as a consonant stem); Ru. l6kot' m.(jo) 'elbow', Gsg. l6ktja; Cz. loket 'elbow, ell'; Slk. lakof 'elbow, ell'; Pl. lokiee 'elbow, ell'; USrb. lochc 'elbow'; l6chc (dial.) 'elbow'; SCr. lakat 'elbow, ell', Gsg. lakta; Čak. lakat (Vrg., Novi) 'elbow, ell', Gsg. lahta; lakat (Orb.) 'elbow, armlength, yard (measure)', Gsg. lahta; Sln. lakat, Gsg. lakta, laktū, lahta, lahtū; lakat f.(i), Gsg. lakti, lahti; Bulg. lakat"
alkūnė,Lithuanian,65,IE,1042,contains_non_ascii,"Gk. 6;\rKpčtvoc; m. 'point of the elbow'; Lat. ulna f. 'elbow'; Olr. uilen f. 'elbow'; OHG elina f. 'ell'; Arm. oln 'spine, shoulder'"
almė,Lithuanian,66,LITH,1051,contains_non_ascii,"alme 4 [1/4) 'fluid from the mouth or nose of a dying person or corpse, phlegm' (Usually plural. The DLKŽ has aimės 4 'fluid from the mouth of a corpse'.); VAR eŽmės (K.) Npl. 4 PIE *h2e!ol-m-"
almė,Lithuanian,66,IE,1053,broken_reconstruction_spacing,"Skt. cirma- m. 'spring, well'; Skt. armaka- m. 'id.'; Toch. B alme*n. 'spring [of water]'"
almėti,Lithuanian,66,LITH,1061,contains_non_ascii,"almeti 'ooze, exude, trickle, flow gently', 3 pres. aima, 3 pret. almejo; VAR almeti, 3 pres. aimi, 3 pret. almejo; elmėti, 3 pres. elma, 3 pret. elmėjo"
alsuoti,Lithuanian,67,LATV,1090,contains_non_ascii,"ęisuOt 'sob, cough, pant'; VAR ęisat 'sob, cough, pant'; eišat 'breathe heavily, gasp'"
alus,Lithuanian,67,SL,1104,unusual_symbol_for_manual_check,"RuCS 0111 'fermented liquor, strong drink'; ORu. 0111 'id:; Sln. {Jl 'beer', Gsg. {ila, Gsg. olu"
alus,Lithuanian,67,PIE,1106,fused_field_label,"*h2el-u-IE Ok. 91 n. 'beer, drinking-bout'"
alvas,Lithuanian,67,SL,1117,contains_non_ascii,OCS olovo 'lead'; MBulg. jelovo 'lead'; Ru. 6lovo 'tin'; ORu. olovb f.(i) 'tin'; Cz. alavo 'tin'; OPI. ol6w f.(i) 'lead'; SCr. Olavo lead'; Sln. olŲv f.(i) 'lead'; Bulg. elavo ( dial.) 'lead'
amalas,Lithuanian,68,LATV,1128,contains_non_ascii,"amulis 'mistletoe, clover'; VAR amuolis2 (Klp.); amuols; ęmuols (BW); amuls; amals; amuls"
amalas,Lithuanian,68,BSL,1130,fused_field_label,*emel-; *omel-PSL *emela f. a; *emelo n. o; *jbmela f. a; *jbmelo n. o
amalas,Lithuanian,68,SL,1131,contains_non_ascii,"Ru. omela f. 'mistletoe'; ORu. omela f. 'lure (for birds)'; imela f. 'lure (for birds)'; Cz. jmeli n.(io); meli (dial.) n.(io); omela (dial.) f.; omelo (dial.) n.; OCz. jmele n.(io ); Sllc jemelo ( dial.), hemelo ( dial.) n.; imelo, jmelo ( dial.) n.; Pl. jemiola f.; jamiola ( dial.) f.; imiola ( dial.) f.; OPI. jemiola f.; jemiol m.( o); jemiolo n.; USrb. jemjel m.( o); LSrb. jemjol, hemjol m.( o); SCr. imela f.; mela f.; amela ( dial.) f.; Sln. omęla f.; imęla f.; męla f.; melję n.(jo)"
anas,Lithuanian,68,SL,1141,contains_non_ascii,"OCS on11, f. ona, n. ono; Ru. on, f. ona, n. on6; SCr. on, f. ana, n. ano; on, f. ana, n. ano; Čak. on (Vrg.), f. onii, n. ono; Sln. an, f. 6na, n. on9 n., 6n9"
anas,Lithuanian,68,PIE,1143,fused_field_label,"*h2en-o-IE Gk. liv modal ptcl.; Lat. an 'whether, or'"
angis,Lithuanian,69,PSL,1161,contains_non_ascii,*pŽb m. jo (b) 'snake'
angis,Lithuanian,69,SL,1163,contains_non_ascii;unusual_symbol_for_manual_check,"Ru. už, Gsg. uža; ORu. užb; Pl. wąž, Gsg. węža; SCr. Čak. lfiJš (Orb.) 'kind of black snake', Gsg. !!ožii; Sln. pž 'grass snake'; v{iž 'snake'"
anglis,Lithuanian,69,SL,1181,contains_non_ascii;unusual_symbol_for_manual_check,"OCS pglb m.(i); Ru. ugol' m.(jo ), Gsg. uglja, Gsg. uglja; Cz. uhel m.(jo ); Slk. uhol' m.(jo ); Pl. węgiel m.( jo); SCr. ugalj m.(jo ), Gsg. uglja; ugljen m.( o), Gsg. ugljena; Čak. ugfen (Vrg.) m.( o), Gsg. ugfena; Sln. {ig<Jl m.( o), Gsg. {igla; v{ig<Jl m.( o), Gsg. v{igla"
anglis,Lithuanian,69,IE,1185,broken_reconstruction_spacing,Skt. angara- m. 'coal'
angus,Lithuanian,69,LITH,1191,contains_non_ascii,"angus (Žem.) 4 'lazy, hard to thresh, hard to kili, tough'"
anyta,Lithuanian,69,IE,1203,broken_reconstruction_spacing,Hitt. banna- e. 'grandmother'; Gk. avv(c; (Hsch.) f. 'mother-in-law'; Lat. anus f. 'old woman'
anka,Lithuanian,70,BSL,1213,fused_field_label;unusual_symbol_for_manual_check,*onk-PSL *pkott> f. i
anka,Lithuanian,70,SL,1214,unusual_symbol_for_manual_check,"SerbCS pkot1:> f.(i) 'hook'; ORu. ukott> f.(i) 'claw, anchor'"
anka,Lithuanian,70,IE,1216,broken_reconstruction_spacing;unusual_symbol_for_manual_check,"Skt. anka- m. 'hook, clamp'; Gk. oyKo<; m. 'barb of an arrow'; Lat. uncus 'hook m."
ankštas,Lithuanian,70,LITH,1228,contains_non_ascii,ankštas 4 'narrow'
ankštas,Lithuanian,70,BSL,1230,contains_non_ascii,*anž-(u)-PSL *pzoko adj. o 'narrow'
ankštas,Lithuanian,70,PIE,1232,fused_field_label,*h2emgh-u-IE Skt. arrzhu-; Lat. angustus; Go. aggwus
ankštiras,Lithuanian,70,LITH,1238,contains_non_ascii,"ankštiras 2 [2/3•] 'blackhead, larva in the skin of an animal'; VAR ankštara i; ankštaras I; ankštera I; ankšteras (Sirv.)"
ankštis,Lithuanian,70,LITH,1248,contains_non_ascii,ankštis f.(i) i 'pod'; VAR ankštis (C) m.(io)
ant,Lithuanian,71,IE,1259,contains_non_ascii,"Hitt. bant- 'forehead, front'; banza 'in front'; Skt. anti 'before, near, facing'; Gk. avT[ 'opposed, facing'; čivrn 'face to face'"
antis l,Lithuanian,71,BSL,1267,contains_non_ascii;fused_field_label,*an(t-PSL *9ty f. ū 'duck'
antis l,Lithuanian,71,SL,1268,contains_non_ascii,"CS 9ty; Ru. utka; ORu. uty, Gsg. ut'bve; SCr. utva; Sln. Ųtva"
antis l,Lithuanian,71,PIE,1270,broken_reconstruction_spacing,*h2enh2+
antis l,Lithuanian,71,IE,1271,broken_reconstruction_spacing,"Skt. ati- f. 'aquatic bird'; Lat. anas f. 'duck'; OE ened f. 'duck', OHG anut f. 'duck'"
antis 11,Lithuanian,71,LITH,1275,contains_non_ascii,antis 2 'bosom'; VAR užuntis (E. Lith.) 2
antras,Lithuanian,71,LATV,1283,contains_non_ascii,"uotrs [uo, uo, uo2, uo2] 'second'; VAR uotars (BW) 'second, other'; uotęrs (BW) 'second, other'"
antras,Lithuanian,71,PIE,1286,fused_field_label,*h2en-tero-IE Skt. antara- 'other'; Go. anpars 'other'
anūkas,Lithuanian,72,LITH,1293,contains_non_ascii,"anukas 2 'grandchild, grandson'; anukė 2 'granddaughter'; VAR unukas 2 'grandchild, grandson'; unukė 2 'granddaughter' SL Ru. vnuk 'grandchild, grandson', Gsg. vnuka; Ru. unuk ( dial.) 'grandchild, grandson'; Bel. unuk 'grandchild'; Ukr. onuk 'grandson'"
apačia,Lithuanian,72,LITH,1299,contains_non_ascii,apačia 3b 'bottom'
apačia,Lithuanian,72,LATV,1300,contains_non_ascii,"apakša 'bottom'; apakša 'below, beneath'; VAR apakšan (obs.) 'below, beneath'; apakš 'id:; apu( k )š 'id:"
apačia,Lithuanian,72,PIE,1302,fused_field_label,"*h2ep-etio-IE Skt. apatya- 'offspring, descendant'; Hitt. appezzi(ja)- 'backmost, hindmost'."
apyaušris,Lithuanian,72,LITH,1307,contains_non_ascii,"apfaušris l 'early dawn, time just before daybreak'; VAR apyauštris (Vrn.) 1; apyaušra 1"
apie,Lithuanian,72,LITH,1313,broken_reconstruction_spacing;contains_non_ascii,"apie prep. 'around, about'; ap(i)pref. 'round, around, about'; apy- pref. 'partly, around, about'; VAR apei prep. 'around, about'; apė, apl, apė prep. 'around, about'; api prep. 'around, about'"
apie,Lithuanian,72,LATV,1314,broken_reconstruction_spacing,"ap prep. 'around, about'; ap- pref. 'round, around, about'"
apie,Lithuanian,72,OPR,1315,broken_reconstruction_spacing,"ep-, eb-, ab- pref. Corresponds with MoHG be- and occasionally occurs as a marker of perfective aspect."
apyūšris,Lithuanian,72,LITH,1324,contains_non_ascii,"apyūšris ( dial.) 1 'early dawn, time just before daybreak'"
apvalus,Lithuanian,72,LITH,1329,contains_non_ascii,apvalus 4 'round'; VAR apalus 3b; apvalas 3b; apalas 3b LATV apa/š 'round'
apvaras,Lithuanian,73,LITH,1339,contains_non_ascii,"apvaras 3b 'cord, string, lace'; VAR aparas (Žem.) 1; apvara 3b [1/3b]; apara (Žem.) 1; apivaras 1; apyvaras 1; apivara 1; apyvara 1"
ar,Lithuanian,73,PIE,1351,fused_field_label,"*h2er-IE Gk. lipa, pa 'then'; apa interrogative ptcl."
ardas,Lithuanian,73,LITH,1363,contains_non_ascii,"ardas 4 [2/4] 'pole in a barn for drying sheafs, layer (of plants)' (according to Illič-Svityč (1963: 32), the card files of the Lithuanian dialect atlas contain evidence for AP 2 in Žemaitian and the neighbouring Aukštaitian dialects)"
ardyti,Lithuanian,74,LITH,1376,contains_non_ascii,"ardyti 'pull down, destroy', 3 pres. ardo, 3 pret. ardė"
ardyti,Lithuanian,74,LATV,1377,possible_ocr_digit_letter_year_or_symbol,"ardit [ar, ar, ar2] 'destroy, scatter', lsg. pres. ardu, lsg. pret. ardiju"
arklas,Lithuanian,74,LITH,1388,contains_non_ascii,"arklas 3 [1/3] 'plough' (AP l is mentioned by Illič-Svityč (1963: 82 fn.), but not by the LKZe) LATV arkis [ar, ar] 'plough'; VAR arklis (Tam.) ssL *arrdlo; *arrtlo PSL *ordlo n. o (a) 'plough' SL OCS ralo; Ru. ralo; Cz. radlo; Slk. radlo; Pl. radlo; SCr. riilo; Sln. ral9 'small plough'; Bulg. ralo PIE *h2rhrdhlom IE Gk. lipoTpov n. 'plough'; Arm. arawr 'plough'"
aršus,Lithuanian,75,LITH,1402,contains_non_ascii,"aršUs 4 'violent, furious, ( dial.) bad'"
arti l,Lithuanian,75,LITH,1408,contains_non_ascii,"arti 'plough', 3 pres. aria, 3 pret. arė"
arti l,Lithuanian,75,SL,1416,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"OCS orati, lsg. orj9; Ru. orat' ( dial.), lsg. orju, 3sg. oret; Cz. orati; Slk. orat'; Pl. orati, lsg. orzę; SCr. arati, 1sg. orem; Čak. orati (Vrg.), 2sg. oreš; Sln. orati, 1sg. oram, lsg. 6rjem; 6rati; Bulg. orei"
arti l,Lithuanian,75,IE,1420,contains_non_ascii,Gk. čtp6w 'plough'; Lat. arare 'plough'
artimas,Lithuanian,76,LITH,1440,contains_non_ascii,"artimas 3b [3•/3b] 'near, close, neighbouring, not long'; VAR af""tymas 3b; artymas 3•"
aržus,Lithuanian,76,LITH,1455,contains_non_ascii,"aržus ( dial.) 4 'ardent, voluptuous, stubborn'; VAR eržus 4"
aržus,Lithuanian,76,PIE,1457,broken_reconstruction_spacing,"*h 1 arg""-IE Gk. opxw; Npl. m. 'testicles'; Av. arazi 'testicles' Ndu. m.; Olc. argr 'indecent, bad, libidinous'"
ąsa,Lithuanian,76,LITH,1463,contains_non_ascii,"ąsa 4 'ear ( of a jug), eye ( of a needle ), button-hole'"
aš,Lithuanian,77,LITH,1491,contains_non_ascii,aš'I'; VAR eš (OLith.)
aš,Lithuanian,77,BSL,1495,contains_non_ascii,*e?ž-um; *(es?)
aš,Lithuanian,77,SL,1497,contains_non_ascii,"OCS az11; Ru. ja; ORu. (j)az11; Cz. ja; OCz. jaz; Pl. ja; OPL jaz; jaz; SCr. ja; jiiz ( dial.); Čak. jd (Vrg.); jii (Novi); ja (Orb.) 'I, me'; Sln. jaz; Bulg. az; ja ( dial.)"
ašara,Lithuanian,77,LITH,1504,contains_non_ascii,"ašara l 'tear' (I have not encountered any attestations of Pokorny's variant ašara (IEW: 23, 279))"
ašara,Lithuanian,77,PIE,1507,broken_reconstruction_spacing;fused_field_label,*h2ekru-IE Skt. a5ru- n. 'tear'; Toch. A akiir 'tear'
ašis,Lithuanian,77,LITH,1513,contains_non_ascii,"ašis f.(i) 4 'axle, axis'"
ašis,Lithuanian,77,IE,1522,broken_reconstruction_spacing;unusual_symbol_for_manual_check,Skt. <ik$a- m.; Gk. a0wv m.; Lat. axis m.; OHG ahsa f.
ašmas,Lithuanian,77,LITH,1527,contains_non_ascii,ašmas ( obs.) 4 'eighth'
ašmas,Lithuanian,78,BSL,1532,contains_non_ascii,*ošmos
ašmas,Lithuanian,78,SL,1534,contains_non_ascii;unusual_symbol_for_manual_check,OCS osm'b; Ru. vos'm6j; Cz. osmy; Slk. osmy; Pl. 6smy; SCr. osmi; Čak. osmi (Vrg.); 6smi (Novi); Y{jsmi (Orb.); Sln. psmi; Bulg. 6smi
ašmas,Lithuanian,78,PIE,1536,fused_field_label,*h3ekthrUO-IE Lat. octiivus 'eighth'
ašmenys,Lithuanian,78,LITH,1541,contains_non_ascii,"iišmenys Npl. m. 3b 'cutting-edge, blade'; VAR iišmens Npl. m. 3b; iišmenes Npl. m. 1 LATV asmens m.(n) 'cutting-edge, blade', Gsg. asmens, asme1;1a; VAR asmins m.(n), Gsg. asmins, asmi1;1a; asmins m.( o)"
aštrus,Lithuanian,78,LITH,1547,contains_non_ascii,"aštrus 4 'sharp'; VAR aštras (OLith., dial.) 4; ašrus 4; ašras"
aštrus,Lithuanian,78,BSL,1550,contains_non_ascii,*ašros
aštrus,Lithuanian,78,SL,1552,contains_non_ascii,"OCS ostr'b; Ru. 6stryj; Cz. ostry; Slk. ostry; Pl. ostryj; SCr. oštar, f. oštra; SCr. oštar, f. oštra; Čak. oštar (Vrg.), f. oštra, n. oštro; Sln. 6star"
aštrus,Lithuanian,78,PIE,1554,contains_non_ascii;fused_field_label;unusual_symbol_for_manual_check,*h2ek-ro-IE Gk. čiKpo<; 'pointed'; Lat. iicer 'sharp'
aštuntas,Lithuanian,78,LITH,1562,contains_non_ascii,aštuntas 4 'eighth'; VAR aštuoiitas 4 [1/4] [i.e. aštuontas 1]
aštuntas,Lithuanian,78,LATV,1563,contains_non_ascii,astu6tais 'eighth'; VAR astCttais; astantęs; astitais
aštuoni,Lithuanian,78,LITH,1569,contains_non_ascii,aštuoni 3 'eight'
aštuoni,Lithuanian,78,BSL,1571,contains_non_ascii,*ošto(
aštuoni,Lithuanian,79,PSL,1575,unusual_symbol_for_manual_check,*osm1> num. (b) 'eight'
aštuoni,Lithuanian,79,SL,1577,contains_non_ascii;unusual_symbol_for_manual_check,"OCS osm1>; Ru. v6sem'; vosem' ( dial.); Cz. osm; Slk. osem; Pl. osiem; OPI. osm; Slnc. vuęsem; USrb. w6som; LSrb. wosym; wosom ( dial.); SCr. osam; Čak. osan (Vrg., Orb.); osam (Novi); Sln. psam"
aštuoni,Lithuanian,79,PIE,1579,broken_reconstruction_spacing,*h3ekteh3
ašutas,Lithuanian,79,LITH,1588,contains_non_ascii,ašutas 3h 'hair of a horse's tail or manes'
ašva,Lithuanian,79,LITH,1599,contains_non_ascii,ašva (obs.) 2 'mare'; VAR ešva (Bretk.) 'mare'; Ašva 2 'name of a river'
ašva,Lithuanian,79,IE,1604,broken_reconstruction_spacing,Skt. asva- f. 'mare'
ašvienis,Lithuanian,79,LITH,1612,contains_non_ascii,ašvienis (Žem.) 1 [1/3h] 'workhorse'
at,Lithuanian,79,LITH,1617,broken_reconstruction_spacing,at- pref. 'back' LATV at- pref. 'back'
at,Lithuanian,80,OPR,1621,broken_reconstruction_spacing,"at-, et- pref. 'back, away'"
atsailė,Lithuanian,81,LITH,1665,contains_non_ascii,"iitsailė I 'cross-bar between beam and axle' LATV saiklis 'string, band' PSL *sfdlo n. o (b) 'noose, snare' SL OCS silo; Ru. sil6 ( dial.); Ru. si/o ( dial.); ORu. silo; Pl. sidlo 'snare, trap' IE OHG seil n. 'rope, snare, fetter'"
atšankė,Lithuanian,81,LITH,1675,broken_reconstruction_spacing;contains_non_ascii;fused_field_label,"atšanke ( dial.) 3h 'barb, funnel-shaped part of a fishing-net', iitšankė (Būga) I 'branch, bough'; VAR atšanka (Ness.) 'barb' BSL *fonk-PSL *s(Jk'b m. o (e) 'bough, knot (in wood), splinter' SL OCS s9h 'splinter'; Ru. suk 'bough, knot (in wood)', Gsg. sukti; Ru. suk (arch.), Gsg. suka; Bel. suk, Gsg. sukti; Bel. suk, Gsg. suka; Ukr. suk 'knot (in wood)', Gsg. sukti; Cz. suk 'knot (in wood)'; Slk. suk; Pl. sęk; Slnc. siįk; Kajk. souk (Bednja) 'knot (in wood)', Gsg. souka; Sln. s(Jk PIE *konk-u-s IE Skt. 5anku- m. 'peg, wooden nail'; Oic. htir m. 'thole pin'"
atverti,Lithuanian,81,LITH,1678,contains_non_ascii;fused_field_label;possible_ocr_digit_letter_year_or_symbol,"atverti 'open', 3 pres. atveria, 3 pret. atvi!rė LATV atvert 'open' OPR etwerreis 2sg. imper. 'open!' BSL *otwer?-PSL *ot( 1' )verti v. 'open' SL Cz. otevfiti 'open', isg, otevfu, isg. otevru; Sln. odvręti 'remove an obstruction, open', ISg. odvrem"
au-,Lithuanian,82,IE,1696,broken_reconstruction_spacing,"Skt. ava prvrb./prep. 'off, away'; Lat. au- pref. 'away'; Olr. 6 (ua) prep. 'from'"
augmuo,Lithuanian,82,LITH,1716,contains_non_ascii,"augmuo m.(n) 3• [3•/3b] 'plant, sprout'"
augmuo,Lithuanian,82,PIE,1718,broken_reconstruction_spacing,"""h2eug-men-IE Skt. ojman- m. 'strength, power'; Lat. augmentum n. 'increase, growth'"
auklė,Lithuanian,83,LITH,1742,contains_non_ascii,"aūklė 2 (2/4] 'shoe-laee (of sandals or bast-shoes), cord, foot-cloth'; VAR auklis 'string, eord' LATV aukla (au, aū, au2] 'string, cord'; VAR auklis; aukle OPR auclo (EV) 'halter"
auklė,Lithuanian,83,IE,1744,contains_non_ascii,Lat. subūcula f. 'woolen undertunie'
auksas,Lithuanian,83,PIE,1758,fused_field_label,*h2e-h2US-O-IE Toeh. A wiis m. 'gold'; Toeh. B yasa n. 'gold'; Lat. aurum n. 'gold'
aukštas,Lithuanian,84,LITH,1776,contains_non_ascii,aukštas 3 'high'
aukštas,Lithuanian,84,PIE,1779,fused_field_label,"*h2eug-IE Lat. augustus 'exalted, lofty'"
aulas,Lithuanian,84,LITH,1784,contains_non_ascii,"aūlas 4 [2/4) 'leg of a boot, pipe in a mill for pouring grain to the millstones' LATV aūls (aū, au2] 'leg of a boot'; VAR aūle OPR aulis (EV) 'shin'"
aulas,Lithuanian,84,BSL,1786,fused_field_label,*aul-PSL *ulica f. ja (a) 'street'
aulas,Lithuanian,84,PIE,1789,fused_field_label,"*h2eul-IE Gk. auA6c; m. 'pipe, flute'; UUAWV m. 'hollow, channel, strait'; Olc. hvannj6li m. 'stalk of angelica' (with secondary e-grade, cf. Kroonen 2013: 42)."
aulys,Lithuanian,84,LATV,1796,contains_non_ascii,aūlis '(bee )hive'
aulys,Lithuanian,84,BSL,1798,fused_field_label,*aulio-PSL *ulbjb m. io '(bee)hive'
aulys,Lithuanian,84,SL,1799,contains_non_ascii,"RuCS ulii; Ru. ulej, Gsg. ul'ja; Cz. ul; Slk. ul; Pl. ul; Čak. ūlj (Orb.), Gsg. ūljii; Sln. ūlj 'hollow tree, (bee )hive'; Bulg. ulej 'pipe, opening'"
aumuo,Lithuanian,85,BSL,1808,fused_field_label,*aum(en)-PSL *umo m. o (b) 'mind'
ausčioti,Lithuanian,85,LITH,1822,contains_non_ascii,"ausčioti 'gossip, talk nonsense', 3 pres. ausčioja, 3 pret. ausčiojo"
ausčioti,Lithuanian,85,LATV,1823,contains_non_ascii,"aušat [aū, au2] 'chatter, talk nonsense'"
ausis,Lithuanian,85,BSL,1837,contains_non_ascii,*auǷ-PSL *uxo n. o (e) 'ear'
ausis,Lithuanian,85,SL,1838,contains_non_ascii;unusual_symbol_for_manual_check,"OCS uxo n.(s/o), Gsg. ušese, Gsg. uxa, Ndu. uši; Ru. uxo, Npl. uši; Cz. ucho; Slk. ucho; Pl. ucho; SCr. uho, Npl. f. uši; uvo, Npl. f. uši; Čak. uho (Vrg„ Hvar), Gsg. uha, Npl. m. uši; uho (Novi), Npl. ūši; uho (Orb.), Gsg. aha, Npl. f. uši; Sln. uh{) n.(s), Gsg. ušęsa; Bulg. ux6, Npl. uši"
ausis,Lithuanian,85,PIE,1839,fused_field_label,*h2eus-IE Lat. auris f.; Olr. au n.; Go. auso f.
austi,Lithuanian,85,LITH,1843,contains_non_ascii,"austi 'weave', 3 pres. audžia, 3 pret. audė"
austi,Lithuanian,85,LATV,1844,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol,"aust 'weave', isg. pres. aužu, isg. pret. audu"
aušra,Lithuanian,86,LITH,1852,contains_non_ascii,aušra 4 [2/4] 'dawn'; VAR auštra (S. dial.) 4
aušra,Lithuanian,86,LATV,1853,contains_non_ascii,"austra [au, aū] 'dawn'"
aušti,Lithuanian,86,LITH,1868,contains_non_ascii,"aūšti 'dawn, break ( day)', 3 pres. aūšta, 3 pret. aūšo"
autas,Lithuanian,86,LITH,1875,contains_non_ascii,"aūtas 2 'foot-cloth, rag'"
auti,Lithuanian,87,LITH,1884,contains_non_ascii,"aūti 'put on footwear', 3 pres. aūna, 3 pret. iivė"
auti,Lithuanian,87,LATV,1885,possible_ocr_digit_letter_year_or_symbol,"aut [au, au2] 'put on footwear', isg. pres. aunu, aitju, isg. pret. avu, avu"
auti,Lithuanian,87,BSL,1886,fused_field_label,*ou-PSL *obuti v. 'put on footwear'
auti,Lithuanian,87,PIE,1889,fused_field_label,"*h3eU-IE Hitt. unu-zi 'adom, decorate, lay (the table)'; Lat. induere 'put on'"
avikiena,Lithuanian,87,LITH,1903,contains_non_ascii,"avikiena (Jušk., Šlap.) l 'mutton'; VAR avikifna (Žem.)"
avikiena,Lithuanian,87,PSL,1905,contains_non_ascii,*ovvčina f. a (a)
avikiena,Lithuanian,87,SL,1906,contains_non_ascii,CS ovvčina 'sheepskin'; Ru. ovčina 'sheepskin'; Cz. ovčina 'mutton'; Sln. ovčina 'mutton'
avinas,Lithuanian,87,LITH,1911,contains_non_ascii,"iivinas 3b 'ram' LATV auns 'ram'; VAR avins; avęns OPR awins (EV) 'rarn' BSL *owinos PSL *ovbn'b m. o (b) 'rarn' SL ocs OVbn'b; Ru. oven 'Aries, (obs.) ram'; OCz. oven; OPI. owien; SCr. ovan, Gsg. 6vna; SCr. 6van, Gsg. 6vna; Sln. 6van"
a vynas,Lithuanian,88,BSL,1922,fused_field_label,*aur(i)o-PSL *ujb m. jo 'uncle on mother's side'
a vynas,Lithuanian,88,IE,1926,broken_reconstruction_spacing,Hitt. bubba- e. 'grandfather'; CLuw. buba- 'grandfather'; Lat. avus m. 'grandfather'; Olr. aue m. 'grandson'; Go. awo f. 'grandmother'; Arm. haw 'grandfather'
avis,Lithuanian,88,SL,1937,contains_non_ascii,"ocs OVbCa; Ru. ovca, Asg. ovcu (In Old Russian we find indications for AP's (b) en (e) . According to Illič-Svityč (1963: 85), ovca has mobile accentuation in 181h and 19th century poetry as well as in dialects.); Cz. ovce; Slk. ovca; Pl. owca; SCr. 6vca, Npl. 6vce; Sln. 6vca; Bulg. ovca"
avis,Lithuanian,88,PIE,1939,broken_reconstruction_spacing;fused_field_label,"*h3eu-i-IE Skt. avi- m.ff. 'sheep, ram'; avikd- 'ewe'; Gk. ore; m./f 'sheep'; Lat. avis f. 'sheep'; Toch. B awi Npl. f. 'female sheep'"
aviža,Lithuanian,88,LITH,1947,contains_non_ascii,aviža 3b 'oats'
ąžuolas,Lithuanian,89,LITH,1964,contains_non_ascii,"qžuolas 3• (1/3•] 'oak'; VAR aižuolas ( dial.) 3•; a užuolas (Ness., dial.) 3•; qržuolas ( dial.) 3•"
ąžuolas,Lithuanian,89,BSL,1967,contains_non_ascii,*on (ž-( 6)1-PSL pzl'b m. o (a) 'knot'
ąžuolas,Lithuanian,89,SL,1968,contains_non_ascii;unusual_symbol_for_manual_check,"SerbCS 9zl'b; v9z/'b; Ru. uzel, Gsg. uzla; Cz. uzel; Slk. uzol; Pl. węzel; SCr. uzao, Gsg. uzla; Sln. v6ul, Gsg. v6zla; 6z<Jl, Gsg. 6zla; Bulg. v&zel"
badas,Lithuanian,89,LATV,1989,contains_non_ascii,"bads 'hunger, starvation, famine, shortage' It seems plausible to me that this noun is derived from →badyti, in which case it is cognate with OPr. boadis 'stab'. The connection with Skt. b&dhate 'oppress' (Būga RR I: 346) is impossible because the latter verb reflects *bheh1dh- (LIV: 68). See also →bėda and →bosti."
badyti,Lithuanian,89,LITH,1993,contains_non_ascii,"badyti 'butt, prick, poke', 3 pres. bado, 3 pret. badė"
badyti,Lithuanian,90,BSL,1998,fused_field_label,"*bod-PSL *bodati v. 'stab, sting'"
baidyti,Lithuanian,90,LITH,2005,contains_non_ascii,"baidyti 'frighten, scare', 3 pres. baido, 3 pret. baidė; VAR baidinti"
baigti,Lithuanian,90,LITH,2015,contains_non_ascii,"baigti 'end, finish, stop', 3 pres. baigia, 3 pret. baigė"
bailė,Lithuanian,90,LITH,2021,contains_non_ascii,bailė 1 [1/3] 'fear'; VAR baila 4
bailus,Lithuanian,90,LATV,2029,contains_non_ascii,"balfš [ai, a12] 'tirnid, shy'; VAR baUs"
baimė,Lithuanian,90,LITH,2035,contains_non_ascii,baimė 1 'fear'
baisus,Lithuanian,91,PSL,2064,contains_non_ascii,*bįs'b m. o (e) 'demon'
baisus,Lithuanian,91,SL,2066,contains_non_ascii,"OCS bes'b; Ru. bes; Cz. bes; Slk. bes; Pl. bies; SCr. bi'jes; Čak. bis (Vrg.), Gsg. blsa; Sln. bęs; Bulg. bjas 'rabies, demon'"
