entry,section,pdf_page,field,content,line_start,extracted_star_forms,flags
gurdus,Lithuanian,209,PIE,*gwrd-u-,6221,*gwrd-u-,
gurdus,Lithuanian,209,IE,"Gk. įpaMc; 'slow, dull, sluggish'",6223,,contains_non_ascii
gurklys,Lithuanian,209,LITH,"gurklys 3 [1/3/4] 'crop' LATV gurklis 'crop, (Ulm.) throat' OPR gurcle (EV) 'throat' BSL *gur?tlo PSL *gi,rdlo n. o (a) 'throat' SL RuCS grblo; gbrlo; Ru. g6rlo; ORu. grhlo; gbrlo; Cz. hrdlo; Slk. hrdlo; Pl. gardlo; SCr. gflo; Čak. gflo (Vrg.); Sln. gfl9; Bulg. g&rlo PIE *gwrhrtl6m",6230,*gur?tlo PSL *gi | *gwrhrtl6m,contains_non_ascii
gurnas,Lithuanian,209,LITH,"gurnas 4 'ankle, ( dial.) heel, loins, hip' LATV giirns [ur, ur2, ur, ur2] 'loin, hip' PIE *gurnas IE Arm. kufn, Gsg. kfan 'back'; krukn, Gsg. krkan 'heel'",6235,*gurnas IE Arm. kufn,
gursti,Lithuanian,209,LITH,"gursti (E. Lith.) 'waste time, wither, weaken, disappear', 3 pres. gursta, 3 pret. gurdo",6240,,
gurti,Lithuanian,209,LITH,"gurti 'crumble, fall apart, weaken, subside', 3 pres. gura, 3 pret. guro; VAR giirti, 3 pres. gursta, 3 pret. guro LATV gurt [ ur, ur, ur, ur2, ur2] 'wither, weaken, subside', 1sg. pres. gurs tu",6245,,
gūžė,Lithuanian,210,LITH,"gužė 2 [1/2/4] 'head of cabbage'; VAR gūžys 3/4 'gizzard, (dial.) tip of the thighbone, head of cabbage, Adam's apple'; gužis f.(i) l 'gizzard, breastbone, tip of the holy bone of birds, elbow of a wing, protuberance ( on the nose )'; gunžys (Žem.) 3 'gizzard' LATV gūža [ū, u2] 'thigh, ham' BSL *gunržja( PSL *gyža f. ja (a?) 'stump' SL RuCS gyža 'unripe grape'; Cz. hyže (Kott) 'tip of the shinbone'; OPL giža 'leg of pig or cattle, ham'; SCr. gl'(d)ža (dial.) 'stump of a vine'; Bulg. giža 'vine, stump of a cut off vine'",6252,*gunržja( PSL *gyža f.,contains_non_ascii
gvaldyti,Lithuanian,210,LITH,"gvaldyti 'cram, pack', 3 pres. gvaldo, 3 pret. gvaldė",6258,,contains_non_ascii
gvalis,Lithuanian,210,LITH,"gvalis (DP, SD) 'den, lair'",6264,,
gvalis,Lithuanian,210,LITH,į prep./pref. 'in(to )',6270,,contains_non_ascii
gvalis,Lithuanian,210,OPR,en prep./pref. 'in(to )',6271,,
gvalis,Lithuanian,210,BSL,*in,6272,*in,
gvalis,Lithuanian,210,PSL,"*v11(n) prep., pref. 'in(to)'",6273,*v11(n,
gvalis,Lithuanian,211,SL,OCS Vb(n) ; Ru. v(o) ; vn-; Cz. v prep.; v(n)- ; Slk. v(o) ; Pl. w(e) ; wn-; SCr. u; va-; Sln. v; Bulg. v,6277,,
gvalis,Lithuanian,211,PIE,*h11},6278,*h11,unusual_symbol_for_manual_check
yda,Lithuanian,211,LITH,"yda l 'bodily blemish, flaw, ( dial.) objection'",6285,,
ielaktis,Lithuanian,211,LITH,"ielaktis f.(i) l [1/3""] 'shaft of a (wooden) ox-plough, iron shaft of a plough'; VAR ielakštis f.(i) l 'id.'; ielakstis f.(i) l 'shaft of a (wooden) ox-plough, mouldboard'; ielektis f.(i) l 'shaft of a (wooden) ox-plough'; ielekstis f.(i) 3• [1/3•] 'iron shaft of a plough'; ielekštis f.(i) l 'shaft of a (wooden) ox-plough, iron shaft of a plough' LATV ielukši Npl. 'shaft of a cart'; VAR ielūkši; ielūkša; ieluksis2",6292,,contains_non_ascii
iena,Lithuanian,211,LITH,iena l 'shaft',6297,,
iesmė,Lithuanian,211,LITH,iesme ( dial.) 3 [1/3] 'amount of firewood that is thrown into the oven or stove at the same time',6304,,
ieškoti,Lithuanian,211,LITH,"ieškoti [ie, ie] 'look for', 3 pres. ieško, 3 pret. ieškojo LATV ieskat [ie, ie2] 'look for lice', lsg. pres. ieskaju",6309,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
ieškoti,Lithuanian,212,BSL,"*(o)irskar-PSL *jbskati v. (b) 'look for, seek'",6313,*(o | *jbskati v. (b,fused_field_label
ieškoti,Lithuanian,212,SL,"OCS iskati 'look for, seek', lsg. isk9, 3sg. ištet'b, 3Pl. isk9t'b (also lsg. išt9, 3sg. išt9t'b, with analogical spread of the palatalized root form išt-); Ru. iskat' 'look for, seek', lsg. išču, 3sg. iščet; Cz. viskati 'look for lice'; iskaf ( dial.) 'bite (frost), look for lice'; OCz. jiskati 'look for, seek'; Slk. iskaf'look for lice'; Pl. iskac 'look for lice'; SCr. iskati 'wish'; Sln. iskati 'look for, seek'; Bulg. iskam 'want'",6314,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
ieškoti,Lithuanian,212,IE,"Skt. icchati 'wish for, seek'; Av. isaiti 'seek'; Lat. aeruscare 'beg, ask for'; OHG eiscon 'investigate, demand'",6316,,
ieškoti,Lithuanian,212,PIE,*h2is-sk-e/o-,6318,*h2is-sk-e/o-,
iešmas,Lithuanian,212,LITH,"iešmas 2 'spit, bayonet'",6324,,contains_non_ascii
iešmas,Lithuanian,212,LATV,"iesms 'spit'; VAR iesma 'spit, bayonet'",6325,,
iešmas,Lithuanian,212,OPR,aysmis (EV) 'spit',6326,,
iešmas,Lithuanian,212,PIE,*h2eik-smehr,6327,*h2eik-smehr,
iešmas,Lithuanian,212,IE,"Gk. aixµp f. 'point of a spear, spear'; Myc. aikasama",6328,,contains_non_ascii;mojibake_candidate
ieva,Lithuanian,212,LITH,ieva 2/4 [1/2/4] 'bird-cherry',6332,,
ieva,Lithuanian,212,LATV,"ieva [ie, ie2] 'bird-cherry'",6333,,
ieva,Lithuanian,212,BSL,*eirwar (*efiwar?),6335,*eirwar (*efiwar?,
ieva,Lithuanian,212,PSL,*ji>va (a) 'willow,6336,*ji>va (a,unusual_symbol_for_manual_check
ieva,Lithuanian,212,SL,Ru. iva; ORu. iva; Cz. jiva; Slk. iva; Pl. iwa; SCr. i'va; Sln. iva; Bulg. iva,6337,,
ieva,Lithuanian,212,PIE,*h1eiH-uehr (h1eh1i-ueh2?),6339,*h1eiH-uehr (h1eh1i-ueh2?,broken_reconstruction_spacing
ieva,Lithuanian,212,IE,"Gk. oa, 011, Ol'l f. 'elderberry tree, mountain ash'; Lat. ūva 'bunch of grapes, raisins'",6340,,contains_non_ascii
iežti,Lithuanian,212,LITH,"iežti 'pod, shell', 3 pres. iežia, 3 pret. iežė; VAR eižti [ei, ėi], 3 pres. eižia, 3 pret. eižė",6346,,contains_non_ascii
iežti,Lithuanian,212,LATV,"iezt2 [ie2, ie] (ie in Golg.) 'bare one's teeth', lsg. pres. iežu2, lsg. pret. iezu2",6347,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
įkyrėti,Lithuanian,213,LITH,"įkyreti 'pester, bother, bore, worry', 3 pres. įkyri, 3 pret. įkyrejo; VAR kyreti 'pester, bother, bore', 3 pres. kyri, 3 pret. kyrejo; kyrčti 'id.', 3 pres. kirsta, 3 pret. kyro",6354,,contains_non_ascii
ikras,Lithuanian,213,LITH,"ikras 2 'fish-egg, (anat.) calf, (pl.) roe, spawn, caviar' (the meaning 'calf', which is already attested in Bretke's bible translation, is not mentioned in the DLKŽ) LATV ikri Npl. 'roe, spawn, caviar, (anat.) calves'; VAR ikrs (Salis) '(anat.) calf'; ikra (Ulm.) 'roe, spawn' OPR yccroy (EV) '(anat.) calf' BSL *ikra?; *ikro PSL *jbkra f. a; *jbkro n. o (e) 'roe, spawn, caviar, ( anat.) calf' SL CS ikra 'roe'; Ru. ikra 'roe, spawn, caviar, (anat.) calf'; ikro (Psk.) f. 'roe, spawn, caviar'; Cz. jikra f. 'roe'; ikro (dial.) n. '(anat.) calf'; kra f. 'ice-floe'; OCz. kra f. 'lump, clod'; Slk. ikra f. 'roe'; Pl. ikra f. 'roe, spawn, caviar, (anat.) calf'; OPI. ikro n. 'roe'; Slnc. kn:ię f. 'roe, (anat.) calf'; Plb. jakra f. 'roe'; SCr. l'kra 'roe'; Sln. ikra 'spawn, hydatid, scale'",6359,*ikra? | *ikro PSL *jbkra f. | *jbkro n. o (e,contains_non_ascii
yla,Lithuanian,213,LITH,"yla 1 'awl, ( dial.) quill of a hedgehog, processus styloideus' LATV ilęns 'awl'; VAR flins OPR yla (EV) 'awl' IE OHG ala f. 'awl'",6364,,contains_non_ascii
ilgas,Lithuanian,213,LITH,"ilgas 3 'long' LATV ilgs [iϨ i/2] 'long (of time)' BSL *dilrgos PSL *dblg7> adj. o (a) 'long' SL ocs dlbg'b; Ru. d6lgij; Cz. dlouhy; Slk. dlhy; Pl. dlugi; SCr. dug; Čak. dug (Vrg.); Sln. dolg, f. daiga; Bulg. d&lag PIE *dlh1gh-6-",6369,*dilrgos PSL *dblg7> adj. | *dlh1gh-6-,contains_greek;contains_non_ascii;unusual_symbol_for_manual_check
ilgas,Lithuanian,214,IE,Skt. dirgha-; Gk. c50A1x6c;,6373,,
ilsėti,Lithuanian,214,LITH,"ilseti 'rest, sleep', 3 pres. ilsi [ il, il], 3 pret. ilsejo",6379,,
ilsti,Lithuanian,214,LITH,"ilsti 'grow tired', 3 pres. ilsta, 3 pret. ilso",6385,,
iltis,Lithuanian,214,LITH,"iltis f.(i) l 'fang, tusk'",6391,,
iltis,Lithuanian,214,LATV,"ilknis 'fang, tusk'; VAR ilkts f.(i); ilkss f.(i); ilksne; ilkse; ilktis (Mane.); ilkši Npl.; ilts f.(i); ilte",6392,,contains_non_ascii
imti,Lithuanian,214,LITH,"imti 'take', 3 pres. ima, 3 pret. lmė",6398,,contains_non_ascii
imti,Lithuanian,214,LATV,"jemt [em, em, em2] 'take', lsg. pres. jęmu, lsg. pret. jemu; VAR r,iemt [em, em, em2], lsg. pres. r,ięmu, r,iemju, lsg. pret. r,iemu; nemt, lsg. pres. nęmu, lsg. pret. nemu; r,iimt",6399,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
imti,Lithuanian,214,OPR,"imt 'take', lsg. imma, lpl. immimai",6400,,possible_ocr_digit_letter_year_or_symbol
imti,Lithuanian,214,BSL,*im-PSL *ęti v. 'take',6402,*im-PSL *ęti v. 'take',contains_non_ascii;fused_field_label
imti,Lithuanian,214,SL,"OCS jęti 'take', lsg. im9 (in compounds -ęti, -bmp); RuCS jati 'take', lsg. imu; Ru. jat' ( dial.) 'take, begin'; ORu. jati 'take', lsg. imu; Ukr. jaty 'take', lsg. jmu; Slk. jaf 'take'; Pl. jqc 'begin, (arch.) seize'; SCr. jeti 'take', lsg. imem, jamem; Sln. jęti 'begin', lsg. jamem",6403,,broken_reconstruction_spacing;contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
imti,Lithuanian,214,PIE,"*h1m-IE Lat. emere 'take (in compounds), buy'",6404,*h1m-IE Lat. emere 'take,fused_field_label
ynas,Lithuanian,215,LITH,"ynas (Žem.) 3 'real'; VAR inas (Sirv., Ness.) 4 BSL *i(nos PSL *jbn'b prn. (a) 'other' SL OCS ino 'some(one), other'; Ru. in6j 'different, other'; Cz. jiny 'other, different'; Slk. iny 'other, different'; Pl. inny 'other, different'; SCr. l'n 'other, different'; Sln. in 'other' PIE *Hi-no-",6413,*i(nos PSL *jbn'b prn. | *Hi-no-,contains_non_ascii
ingti,Lithuanian,215,LITH,"ingti 'become Jazy, peeJ (intr.), Jose hair, live in poverty', 3 pres. ingsta, 3 pret. ingo LATV igt 'pine, be surly, waiJ', 1sg. pres. igstu, 1sg. pret. igu",6418,,
ynis,Lithuanian,215,LITH,"ynis (dial.) m.(io) 1 [1/2] 'hoar-frost, rime'; VARynis f.(i) 1 [1/4] BSL *i(nio(s) PSL *jbnbjb m. io; *jbnbje n. io 'hoar-frost, rime' SL OCS inii (Ps. Sin. MS 2/N) m.(io ); RuCS inii m.(io ); inije n.(io ); Ru. fnej m.(jo ); ORu. inii m.(io ); inije n.(io ); Bel. inej m.(jo ); Ukr. inej m.(jo ); Cz. jini n.(io ); OSJk. jinie n.(io ); SCr. inje n.(jo ); SJn. inje n.(jo ); Bulg. inej m.(jo)",6423,*i(nio(s | *jbnbjb m. io | *jbnbje n. io 'hoar-frost,
inkstas,Lithuanian,216,LITH,"inkstas l [1/3] 'kidney, (SP) entrails, (Chyl.) inside, ( dial.) testicle'",6431,,
inkstas,Lithuanian,216,LATV,ikstis Npl. f.(i) 'kidneys'; VAR ikši Npl. m.( jo); ikstis Npl. f.(i); ikši Npl. m.( jo); istri Npl. m.( o),6432,,contains_non_ascii
inkstas,Lithuanian,216,OPR,inxcze (EV) 'kidney',6433,,
inkstas,Lithuanian,216,BSL,*i(st-PSL *jbsto n. o 'kidney',6435,*i(st-PSL *jbsto n. o,fused_field_label
inkstas,Lithuanian,216,SL,OCS istesa (Supr.) Apl. 'kidneys'; istese (Supr.) Adu. 'kidneys'; Plb.jaista Npl. 'kidneys'; Čak. jisto (Cres) n.( o?); Sln. obist f.(i),6436,,contains_non_ascii
inkstas,Lithuanian,216,PIE,*h2id-st(h2)-es-IE O lc. eis ta 'testicle',6438,*h2id-st(h2,broken_reconstruction_spacing;fused_field_label
inkš tėti,Lithuanian,216,LITH,"inkšteti ( dial.) 'stammer', 3 pres. ifzkšteja, 3 pret. ifzkštejo",6444,,contains_non_ascii
inkš tėti,Lithuanian,216,BSL,*ink-PSL *ękati; *ęcati v. 'moan' (the form *ęcati shows the regular reflex of the second palatalization),6446,*ink-PSL *ękati | *ęcati v. 'moan' (the | *ęcati shows the regular,contains_non_ascii;fused_field_label
inkš tėti,Lithuanian,216,SL,"Cz. jekati 'shriek'; OPI. jąkac 'moan'; Slnc. jqkac 'sigh, moan'; SCr. jekati 'resound, moan'; jekati 'scold, urge on'; jecati 'sob, stammer', isg. jeciim; Sln. jękati 'hit with a lot of noise, bump into', ISg. jękam; jęcati 'stammer, prattle', ISg.jęcam; Bulg. ecam (dial.) 'eat, dangle';jecam (dial.) 'stammer'",6447,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
inkš tėti,Lithuanian,216,IE,"Lat. unciire 'make the sound of a bear'; MLG anken 'moan, sigh'; MoDu. janken 'howl, cry'",6448,,
inkšti,Lithuanian,216,LITH,"inkšti 'whine, squeal, screech', 3 pres. inkščia, 3 pret. inkštė",6454,,contains_non_ascii
inkštiras,Lithuanian,216,LITH,"inkštiras 2 [2/3b] 'blackhead, larva in the skin of een animal'; VAR inkstiras ( dial.) 2 'id., trichina'",6458,,contains_non_ascii
ir,Lithuanian,216,LITH,if 'and',6464,,
ir,Lithuanian,216,LATV,"ir 'also, even, ( obs.) and'",6465,,
ir,Lithuanian,217,OPR,"ir 'and, also'",6469,,
irbė,Lithuanian,217,LITH,irbė l 'hazel-grouse' LATV irbe 'partridge' ( meža irbe 'hazel-grouse') BSL *iri'b-,6474,*iri'b-,contains_non_ascii
irbenis,Lithuanian,217,LITH,irbėnis (NdŽ) 2 'snowball-tree' LATV irbene 'snowball-tree'; VAR irbęnajs; ifbenajs; irbinajs BSL *iri'b-PSL *jbrbica f. ja; *jbrbina f. a; *jbrbika f. a 'rowan tree' SL Kash. jerzbina; jarzbina; USrb. jerbina ( dial.); Sln. rbika (Josch 1853); Bulg. erbica ( dial.) 'partridge',6481,*iri'b-PSL *jbrbica f. ja | *jbrbina f. a | *jbrbika f. a 'rowan,contains_non_ascii
irklas,Lithuanian,217,LITH,"irklas 1 [1/2? /3] 'oar, (Žem.) boat' (a variant with a circumflex root is mentioned by Skardžius (1941: 193), but not by the LKŽe) LATV irkis [ir, ir2] 'oar'; VAR irklis [ir, ir2] PIE *h1rhrtlom IE Gk. epnµ6v n. 'oar'",6486,*h1rhrtlom IE Gk. epnµ6v,contains_non_ascii;mojibake_candidate
irmėdė,Lithuanian,217,LITH,"irmėdė (E. Lith.) l 'gout' LATV ifmi Npl. 'legs' OPR irmo 'arm' BSL *iri'mo; *iri'men-; *6ri'men-PSL *ormo; *ormę n. o; n. n (a) 'shoulder' SL OCS ramo n.(o) 'shoulder'; Ru. ramena (arch., poet.) n.(n) 'shoulders'; Cz. rame (!it, arch.); rameno n.(o); Slk. ramii; PI. ramię; SCr. rame, Gsg. ramena,",6491,*iri'mo | *iri'men- | *6ri'men-PSL *ormo | *ormę n. o,contains_non_ascii
iršti,Lithuanian,218,LITH,"iršti ( dial.) 'be angry', 3 pres. ifSta, 3 pret. iršo",6501,,contains_non_ascii
iršti,Lithuanian,218,LATV,"irstiės 'be annoyed, rage', isg. pres. irsuos",6502,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
irštva,Lithuanian,218,LITH,irštva 3 'bear's den',6508,,contains_non_ascii
irštva,Lithuanian,218,PIE,*h2rtko-IE Skt. fk?a- m. 'bear'; Gk. lipKroc; m. 'bear'; Hitt. bartakka- e. 'bear(?)'; Lat. ursus 'bear',6509,*h2rtko-IE Skt. fk?a- m.,broken_reconstruction_spacing;fused_field_label
irti l,Lithuanian,218,LITH,"irti 'row', 3 pres. iria, 3 pret. yrė",6515,,contains_non_ascii
irti l,Lithuanian,218,LATV,"irt [ir, ir2] 'row', lsg. pres. iru, lsg. pret. Iru",6516,,possible_ocr_digit_letter_year_or_symbol
irti l,Lithuanian,219,PIE,*h1rh1-ie-,6520,*h1rh1-ie-,broken_reconstruction_spacing
irti l,Lithuanian,219,IE,"Gk. ėpfoaw 'row'; Olr. rai""t JPl. 'row'; Ok. r6a 'row'; OE rowan 'row'",6522,,contains_non_ascii
įsčios,Lithuanian,219,LITH,"fsčios Npl. l 'womb, entrails, interior' LATV iekšas Npl. [ie, ie2] 'entrails'; VAR iekša [ie, ie2] 'interior' IE Ok. istr n. 'fat'; MLG inster n. 'entraiis of a siaughtered animal'",6531,,contains_non_ascii
įsėkti,Lithuanian,219,LITH,"įsėkti 'engrave' BSL *sek-PSL *sekti v. (e) 'cut, mow' SL OCS sešti (Euch., Supr.) 'cut', isg. sekr;i; Ru. seč' 'cut to pieces, beat', isg. seku, 3sg. seččt; Cz. sici 'mow', isg. seku, isg. seču; OCz. sieci 'mow', isg. seku; Pl. siec 'hew, beat', isg. siekę; USrb. syc 'hew, beat', isg. syku; LSrb. sec 'hew, beat', isg. seku; SCr. sjeCi 'cut', isg. siječem; Čak. sl'Ci (Vrg.) 'cut', 2sg. sičeš; Sln. sęči 'cut', isg. sęčem; Bulg. seka 'chop, fell', isg. sečeš PIE *sekh1-IE Hitt. šiikk-i l šakk- 'know, pay attention to, recognize'; Lat. seciire 'cut'; OE sagu f. 'saw'",6536,*sek-PSL *sekti v. (e | *sekh1-IE Hitt. šiikk-i l,broken_reconstruction_spacing;contains_non_ascii;fused_field_label;possible_ocr_digit_letter_year_or_symbol
iš,Lithuanian,220,LITH,"iš 'from, out of'; VAR iž ( arch., dial.)",6546,,contains_non_ascii
iš,Lithuanian,220,LATV,"iz 'from, out of'",6547,,
iš,Lithuanian,220,OPR,"is, assa, assae 'from, out of'",6548,,
iš,Lithuanian,220,BSL,*ii ( *if),6549,*ii ( *if,
iš,Lithuanian,220,PSL,"*jbz prep./pref. 'from, out of'",6550,*jbz prep./pref. 'from,
iš,Lithuanian,220,SL,"OCS iz; Ru. iz; Cz. z(e) ; Slk. z(o) ; Pl. z(e) prep. 'with, from, out of'; SCr. l'z 'from, out of'; Čak. z (Orb.) 'out of, from, off'; Sln. iz 'from, out of'; Bulg. iz 'from, out of, at, in'",6551,,contains_non_ascii
iš,Lithuanian,220,PIE,*h1egi(s),6552,*h1egi(s,
iš,Lithuanian,220,IE,Gk. i:҂ prep.; Lat. ex prep.,6553,,contains_cyrillic;contains_non_ascii
yščias,Lithuanian,220,LITH,"yščias (Ness.) 'apparent, clear, elaborate'; VAR iščias (Ness.)",6559,,contains_non_ascii
yškus,Lithuanian,220,LITH,"jškus (OLith., dial.) l 'clear'; VAR iškus (OLith.)",6565,,contains_non_ascii
ižas,Lithuanian,220,LITH,"ižas 2 [ 2/ 4] 'ice-floe, thin layer of ice, hoarfrost'",6571,,contains_non_ascii
yžė,Lithuanian,220,LITH,"yže ( dial.) 4 'pod, peel, shell, ice-floe'; VARyžia 4 'ice-floe'",6577,,contains_non_ascii
yžė,Lithuanian,220,LATV,"ize2 [i2, i2] 'crack (in ice)'",6578,,
ižti,Lithuanian,221,LITH,"ižti 'pod, burst, crack (ice) ', 3 pres. yžta, 3 pret. ižo",6585,,contains_non_ascii
jau,Lithuanian,221,LITH,"jau 'already' LATV jau [au, auƮ 'already'",6592,,contains_non_ascii
jau,Lithuanian,221,OPR,iau ( only once in the Enchridion as a translation of German je),6594,,
jau,Lithuanian,221,BSL,*iou,6595,*iou,
jau,Lithuanian,221,PSL,*ju( že) adv. 'already',6596,*ju( že,contains_non_ascii
jau,Lithuanian,221,SL,"OCS uže; juže; RuCS ju 'now, then'; Ru. uže; Cz. již; OCz. juž( e) ; Slk. už; Pl. ju ( dial.); juž",6597,,contains_non_ascii
jau,Lithuanian,221,PIE,*iou,6598,*iou,
jau,Lithuanian,221,IE,"Go. 'already, now'",6599,,
jaugti l,Lithuanian,221,LITH,"jaugti 'tie, join, yoke', 3 pres. jaugia, 3 pret. jaugė",6604,,contains_non_ascii
jauja,Lithuanian,221,LITH,"jauja l 'granary, drying shed, threshing shed'; VAR jaujė; jaujis; jaujas; ja ujus LATV jauja [au, auƮ 'threshing floor' OPR jauge 'drying shed, barn for braking flax' (the oldest source (1604) has the spellingjawyge (Toporov PJ II: 21)) BSL *iouiaH PSL evbja f. ia; *evb1Ja f. ja 'granary, drying shed'",6613,*iouiaH PSL evbja f. | *evb1Ja f. ja 'granary,contains_non_ascii
jauja,Lithuanian,222,SL,Ru. evnja (W. dial.); evnja (Psk.); evnja ( dial.) 'drying shed without a ceiling'; Bel. eunja; eunja; jauja ( dial.); Ukr. jevja; jevnja; Pl. jawia; jewnia ( arch.); jownia ( arch.),6617,,
jauja,Lithuanian,222,PIE,*ieu-iH-ehr,6618,*ieu-iH-ehr,
jauja,Lithuanian,222,IE,MoHG jauge ( dial.) 'barn',6619,,
jaukas,Lithuanian,222,LITH,"jaūkas 4 [2/4] 'lure, enticement, bait' (attestations of AP 2 occur in the card files of the Lithuanian dialect atlas, according to Illič-Svityč 1963: 48)",6625,,contains_non_ascii
jaukas,Lithuanian,222,IE,"Skt. 6kas- n. 'house, dwelling, abode'",6626,,broken_reconstruction_spacing
jaukas,Lithuanian,222,PIE,*h1euk-es-,6627,*h1euk-es-,
jaukinti,Lithuanian,222,LITH,"jaukinti 'tame, domesticate', 3 pres. jaukina, 3 pret. jaukino",6633,,
jaukinti,Lithuanian,222,LATV,"jaucet 'accustom, lure', lsg. pres. jauceju",6634,,possible_ocr_digit_letter_year_or_symbol
jaukinti,Lithuanian,222,OPR,iaukint 'train',6635,,
jaukinti,Lithuanian,222,BSL,*ourk-PSL *uči ti v. (e) 'teach',6636,*ourk-PSL *uči ti v.,contains_non_ascii;fused_field_label
jaukinti,Lithuanian,222,SL,"OCS učiti, lsg. učp; Ru. učit', lsg. uču, 3sg. učit; Cz. učiti; Slk. učif; Pl. uczyc; SCr. učiti, lsg. učlm; Čak. učl'ti (Vrg.), 2sg. učiš; Sln. učiti, lsg. učim; Bulg. uča",6637,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
jaukinti,Lithuanian,222,PIE,*h1ouk-eie-IE Skt. ucyati 'be accustomed to' (*h1 uk-); Go. biuhts 'accustomed to' (*h1euk-).,6638,*h1ouk-eie-IE Skt. ucyati 'be | *h1 uk- | *h1euk-,broken_reconstruction_spacing;fused_field_label
jaukti,Lithuanian,222,LITH,"jaūkti ( aū, au] 'lump together, mix, put into disorder, confuse', 3 pres. ja ūkia, 3 pret. jaūkė",6646,,contains_non_ascii
jaukti,Lithuanian,222,LATV,"jaukt [au, au2] 'mix, confuse, disturb', lsg. pres.jaucu",6647,,possible_ocr_digit_letter_year_or_symbol
jaunas,Lithuanian,223,LITH,"jaunas 3 'young' LATV jauns 'young, new' BSL *iou?n6s PSL *jun'b adj. o (e) 'young'",6654,*iou?n6s PSL *jun'b adj.,
jaunas,Lithuanian,223,SL,"OCS jun'b 'young(er)'; Ru. junyj 'young, youthful'; Cz. juny (poet.) 'young, youthful'; SCr. jun ( eccl.) 'young'; Sln. jCm 'young, youthful', f. juna",6656,,
jaunas,Lithuanian,223,PIE,"*h2iu-Hon-IE Skt. yuvan- adj./m. 'young, youth'; Lat. iuvenis m. 'young man'",6657,*h2iu-Hon-IE Skt. yuvan- adj./m.,broken_reconstruction_spacing;fused_field_label
jaura,Lithuanian,223,LITH,"jaura i 'marshy spot, marshy ground' IE OE ear m. 'sea' ( cf. Fi. jiirvi 'lake')",6662,,
jaurus,Lithuanian,223,LITH,jaurus 4 'marshy',6667,,
jausti,Lithuanian,223,LITH,"jaūsti 'feel, sense', 3 pres. jaūčia, 3 pret. jaūtė LATV jaust [au, aū, au, au2, au2] 'feel, notice, heed, understand', isg. pres. jaušu, isg. pret. jautu; VAR jaust [au, au2, au2], isg. pres. jaužu, ISg. pret. jaudu; jaust [aū, au2], isg. pres. jaūšu, ISg. pret. jaūdu; jaust2 (Nigr.), isg. pres. jaušu2, ISg. pret. jausu2",6672,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
jausti,Lithuanian,223,BSL,"""jout-PSL *otjutiti v. 'feel, perceive'",6674,*otjutiti v. 'feel,
jausti,Lithuanian,223,SL,"OCS oštutiti 'feel, perceive, understand', ISg. oštušt9; Ru. očutit'sja 'find oneself, come to be'; ORu. očutiti 'notice'; Cz. cititi 'feel'; Slk. citit' 'perceive, (refl.) feel'; Pl. cucič 'bring back to consciousness, (refl.) awake'; SCr. čutjeti 'feel'; Čak. čūtl'ti (Vrg.) 'feel'; Sln. čutiti 'feel, sense, notice', isg. čutim; čutiti 'feel, sense, notice', ISg. čUtim",6675,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
jauti,Lithuanian,224,LITH,"jauti [ciu, aū] 'mix, lump together, put into disorder', 3 pres. jauna, 3 pret. jovė; VARjauti [ciu, aū], 3 pres. jauja, 3 pret. jovė",6685,,contains_non_ascii
jauti,Lithuanian,224,LATV,"jaut [au, au, au2] 'mix', lsg. pres. jaunu, jauju, lsg. pret. javu, javu (jauju2 : javu2 in Seyershof, jaunu2 : javu2 in Orellen)",6686,,possible_ocr_digit_letter_year_or_symbol
jauti,Lithuanian,224,PIE,*iou(H)-IE Skt. yuvati 'join',6688,*iou(H,fused_field_label
jautis,Lithuanian,224,LITH,jautis l 'ox',6696,,
jautrus,Lithuanian,224,LITH,"jautrus 'sensitive, keen'",6702,,
jautrus,Lithuanian,224,LATV,"jautrs [au, au, au2] 'cheerful'",6703,,
javas,Lithuanian,224,LITH,"„ . 1eu-o-Skt. yava- m. 'grain, com, barley'; Gk. <eia[ Npl. f. 'spelt'",6711,,broken_reconstruction_spacing;contains_non_ascii;unusual_symbol_for_manual_check
javas,Lithuanian,224,PIE,**IE** ### jėga,6713,**IE** ### jėga,broken_reconstruction_spacing;contains_non_ascii
javas,Lithuanian,224,LITH,"jėga 4 'strength, force, power, (E. Lith.) understanding, intelligence'",6715,,contains_non_ascii
javas,Lithuanian,224,LATV,"jęga 'strength, reflection, sense, idea'; VARjęgs2",6716,,contains_non_ascii
jėgti,Lithuanian,224,LITH,"jlgti 'be able, be strong', 3 pres. jlgia, 3 pret. jlgė",6724,,contains_non_ascii
jėgti,Lithuanian,225,LATV,"jegt [e, e, e2] 'understand, (-ties) be sensible, make an effort, struggle', lsg. pres. jędzu, lsg. pret. jedzu",6728,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
