entry,section,pdf_page,field,content,line_start,extracted_star_forms,flags
spėti,Lithuanian,434,PIE,*(s)pehr,14226,*(s,
spėti,Lithuanian,434,IE,"Hitt. išpai-; l išpi-; Skt. sphayatai 3sg. subj. med. 'be abundant, overflow'; sphira- 'fat'; OE spowan 'prosper, succeed'",14227,,contains_non_ascii
spingėti,Lithuanian,435,LITH,"spingeti (Bretk., dial.) [ifi, in] 'shine, glimmer', 3 pres. spifigi, 3 pret. spingejo; VAR spingeti, 3 pres. spinga, 3 pret. spingejo",14237,,
spirginti,Lithuanian,435,LITH,"spirginti 'fry, frizzle, be very hot, freeze hard', 3 pres. spirgina, 3 pret. spirgino",14243,,
spirginti,Lithuanian,435,LATV,"spirdzinat [ir, ir2] 'refresh, torment'",14244,,
spirgti,Lithuanian,435,LITH,"spirgti 'frizzle, suffer from cold, ( dial.) be hot, become hotter, becom e dry', 3 pres. spirgsta, 3 pret. spirgo",14250,,
spirgti,Lithuanian,435,LATV,"spirgt [ir, ir2] 'become fresh, recuperate, recover', 1sg. pres. spirgstu, 1sg. pret. spirgu",14251,,
spirgti,Lithuanian,435,BSL,*(s)pirrg-,14253,*(s,
spirgti,Lithuanian,435,PSL,"*p1'ržiti v. (a) 'fry, roast'",14255,*p1'ržiti v. (a,contains_non_ascii
spirgti,Lithuanian,435,SL,"CS pwžiti (Mikl.) 'fry', 1sg. pwž9; SCr. pržiti 'fry, roast', 1sg. pfžim; Sln. pfžiti 'braise, fry, roast', 1sg. pfžim; Bulg. p&rža 'braise, fry, roast'",14256,,contains_non_ascii
spirgti,Lithuanian,435,PIE,"*sbhrh2g-IE Skt. sphdrjati 'burst forth, roar, thunder'; Gk. acpapayfoµm 'crackle, sizzle (1 390 ), groan with fulness, be full to bursting ( 1 440 )'",14258,*sbhrh2g-IE Skt. sphdrjati 'burst,contains_non_ascii;fused_field_label;mojibake_candidate
spirti,Lithuanian,436,LITH,"spirti 'kiek, compel, support', 3 pres. spiria, 3 pret. spyrė",14266,,contains_non_ascii
spirti,Lithuanian,436,LATV,"speft 'kiek, strike (lightning)', 3 pres. spqu, 3 pret. spėru",14267,,contains_non_ascii
spirti,Lithuanian,436,PIE,"*sp(e)rli-IE Lat. spernere 'rejeet, spurn', 1sg. sperni5; Olc. sperna, sporna 'kiek, spurn'; OE spornan 'id:",14269,*sp(e,fused_field_label
spjauti,Lithuanian,436,LITH,"spjauti 'spit', 3 pres. spjauna, 3 pret. spjovė; VAR spjauti, 3 pres. spjauja, 3 pret. spjovė",14275,,contains_non_ascii
spjauti,Lithuanian,436,LATV,"spfaūt [aū, au2] 'spit', 1sg. pres. spfaūju, 1sg. pret. spfiivu",14276,,contains_non_ascii
spjauti,Lithuanian,436,BSL,*(s )pjaru-PSL *pjbVati v. (a) 'spit',14277,*(s | *pjbVati v. (a,
spjauti,Lithuanian,436,SL,"OCS pfbVati, 1sg. pljuj9; Ru. plevat ""spit', 1sg. pljuju, 3sg. plujet (AP (a) in Old Russian); Cz. pliti, 1sg. pliji; plvati, 1sg. pliji; Slk. pl'uti, 1sg. pl'ujem; Pl. pluc, 1sg. pluję; plwac (areh.), 1sg. pluję; SCr. pljuvati, 1sg. pljujem; Sln. pijuvati, 1sg. pljuvam, 1sg. pljujem; Bulg. pljuja; pljuvam",14278,,contains_non_ascii
spjauti,Lithuanian,436,PIE,*(s )ph1 i-u-?,14279,*(s,broken_reconstruction_spacing
spjauti,Lithuanian,436,IE,Lat. spuere 'spit'; Go. speiwan 'spit',14281,,
spragėti,Lithuanian,436,LITH,"sprageti 'eraekle, sputter', 3 pres. spraga, 3 pret. spragejo",14287,,
spręsti,Lithuanian,437,LITH,"spręsti [ę, e] 'stretch, spread, squeeze, solve, judge', 3 pres. sprendžia",14295,,contains_non_ascii
spręsti,Lithuanian,437,LATV,"spriest 'stretch, press, judge, discuss', 1sg. pres. spriežu, 1sg. pret. spriedu",14296,,contains_non_ascii
spręsti,Lithuanian,437,BSL,*(s)prenrd-PSL *pręsti v. ( c) 'spin',14298,*(s | *pręsti v. ( c,contains_non_ascii;fused_field_label
spręsti,Lithuanian,437,SL,"OCS pręd9t'b (Zogr., Mar., Ass., Sav.) 3pl.; Ru. prjast', 1sg. prjadu, 3sg. prjadet; Ukr. prj<isty, 1sg. prjadu; Cz. pfisti, 1sg. pfedu; OCz. priesti, 1sg. pfadu; Slk. prias(, 1sg. pradiem; Pl. przqsc, 1sg. przędę; USrb. pfasc, 1sg. pfadu; LSrb. psesc, 1sg. psedu; SCr. presti, 1sg. predem; Čak. presti (Vrgada), predeš [ 2sg]; Sln. pręsti, 1sg. prędem; Bulg. pred<i",14300,,contains_non_ascii;unusual_symbol_for_manual_check
spręsti,Lithuanian,437,PIE,*( s )prend-,14302,*( s,
sprogti,Lithuanian,437,LITH,"sprogti 'burst, explode, crack, croak', 3 pres. sprogsta, 3 pret. sprogo",14308,,
sprogti,Lithuanian,437,LATV,"spragt 'burst, explode, open (bud), croak', 1sg. pres. spragstu, 1sg. pret. spragu",14309,,
sprogti,Lithuanian,437,BSL,"*(s)prarg-PSL *pragti; *pražiti v. 'fry, roast'",14311,*(s | *pragti | *pražiti v. 'fry,contains_non_ascii;fused_field_label
sprogti,Lithuanian,437,SL,"CS pražiti (Mikl.) 'fry', 1sg. praž9; Ru. prjači ( dial.), prjač' ( dial.) 'fry', 1sg. prjagu; prj<ižit' ( dial.), prjažit' ( dial.) 'fry', 1sg. prjagu ( with secondary ja); Cz. pražiti 'burn, roast'; Slk. pražif 'roast'; Pl. pražyc 'roast, scorch'; Sln. pr<ižiti 'braise, fry, roast', 1sg. priižim",14312,,contains_non_ascii;unusual_symbol_for_manual_check
spurgas,Lithuanian,437,LITH,"spurgas 3 'cone, ( dial.) bud, catkin, (E. Lith.) fringe, tassel'; VAR spurga 1 [1/3); spurgana 1 'cone, catkin, (.'Žem.) bud'",14318,,contains_non_ascii
sraigė,Lithuanian,438,LITH,"sraigė l, sraigė 2 'snail'; VAR straigė l [1/2]; straigis l [1/2/4]",14326,,contains_non_ascii
srauja,Lithuanian,438,LITH,srauja 4 'stream'; VAR sraujas,14332,,
srauja,Lithuanian,438,LATV,"strauja 'stream, main stream'",14333,,
srauja,Lithuanian,438,BSL,*sraujai',14335,*sraujai',
srauja,Lithuanian,438,PSL,*struja f. ja 'stream',14336,*struja f. ja 'stream',
srauja,Lithuanian,438,SL,"OCS struja (Supr.); Ru. struja 'stream, jet'; SCr. struja 'stream, current'; Sln. struja 'arm of a river, canal, stream, current'; Bulg. struja 'stream, jet'",14337,,
sraumuo,Lithuanian,438,LITH,"sraumuo 3b 'main stream, rapid'; VAR straumuo 3b; sraume 4",14343,,
sraumuo,Lithuanian,438,LATV,"straume (au, au2, au2] 'stream'; VAR strauma2",14344,,
sraumuo,Lithuanian,438,BSL,*sroumen-PSL *strumy m. n 'stream',14346,*sroumen-PSL *strumy m. n,fused_field_label
sraumuo,Lithuanian,438,SL,"Ru. strumen' m. 'stream'; Cz. strumen m. (dial.), strumen m. (dial.) 'well'; Pl. strumien m. 'stream'; Sln. strumen 'stream, arm of a river'; Bulg. struja 'stream, jet'",14347,,
sraumuo,Lithuanian,438,PIE,"*sre/ou-men-IE Gk. peūµa n. 'current, stream'; Olc. straumr m. 'stream'",14348,*sre/ou-men-IE Gk. peūµa n.,contains_non_ascii;mojibake_candidate
srava,Lithuanian,438,LITH,"sravit ( dial.) 4 'flowing, bleeding, menstruation'",14354,,
srava,Lithuanian,438,LATV,"strava (Ulm.) 'flowing, stream'",14355,,
sravėti,Lithuanian,438,LITH,"sraveti 'flow slowly, trickle', 3 pres. sriivi, 3 pret. sravejo; VAR sraveti, 3 pres. sraveja, 3 pret. sravejo",14361,,
sravėti,Lithuanian,438,PIE,*srou-IE Skt. sravati 'flow'; Gk. ptw 'flow',14363,*srou-IE Skt. sravati 'flow',fused_field_label
sreigti,Lithuanian,439,LITH,"sreigti 'stiek (into ), stab', 3 pres. sreigia, 3 pret. sreigė",14373,,contains_non_ascii
sriegas,Lithuanian,439,LITH,"sriegas (dial.) 3 [3/4] 'seale (of a fish), slough, slime (of a fish)'; VAR striegas 3 'seale ( of a fish), dorsal fin'; sriega (Chyl.) 'seale ( of a fish)'",14379,,
sriegti,Lithuanian,439,LITH,"sriegti [ ie, ie] 'serew, thread, stab, stiek (into ), reaeh', 3 pres. sriegia, 3 pret. sriegė",14385,,contains_non_ascii
srigti,Lithuanian,439,LITH,"srigti 'stiek (into ), pieree', 3 pres. sriflga, 3 pret. srigo",14391,,
srovė,Lithuanian,439,LITH,"srove 4 [1/4) 'stream, flow, eurrent'",14397,,
srovė,Lithuanian,439,LATV,"strava [a, a2, a2] 'stream, flow, eurrent'; VAR strave",14398,,
srūti,Lithuanian,439,LITH,"srdti 'flow, stream', 3 pres. sruva, 3 pret. sruvo; VAR srdti, 3 pres. sruna, 3 pret. sruvo; srdti, 3 pres. sruja, 3 pret. srujo",14404,,
srutos,Lithuanian,439,LITH,"srutos Npl. 2 'sewage, liquid manure'",14410,,
srutos,Lithuanian,439,LATV,strutas Npl. 'pus',14411,,
stagaras,Lithuanian,440,LITH,"stagaras 3b '( dry) stalk, switeh'; VAR stagarys 3b LATV stagars '?'",14418,,
stagaras,Lithuanian,440,BSL,"*stog-PSL *stogt> m. o (b/e) 'staek, riek'",14420,*stog-PSL *stogt> m. o,fused_field_label;unusual_symbol_for_manual_check
stagaras,Lithuanian,440,SL,"OCS stogt> (SPbOkt.) 'haystaek, riek'; Ru. stog'haystaek, riek', Gsg. st6ga; stog ( dial.) 'id:, Gsg. stoga; Bel. stoh 'id:, Gsg. st6ha; Ukr. stih 'id:, Gsg. st6hu; stih ( dial.) 'id:, Gsg. stoha; Cz. stoh 'staek, riek'; Slk. stoh 'id:; Pl. st6g 'id:, Gsg. stoga; SCr. stag (Vuk) 'haystaek, pile', Gsg. stoga; stog (Piva, Poeerje) 'id:, Gsg. stoga; Sln. stog'staek, riek, barn', Gsg. st6ga",14421,,unusual_symbol_for_manual_check
stagaras,Lithuanian,440,PIE,*stogi'-IE Gk. cr6x0<; m. 'briek pillar'; Ok. stakkr m. 'haystaek',14423,*stogi'-IE Gk. cr6x0<,unusual_symbol_for_manual_check
stalas,Lithuanian,440,LITH,stalas 4 [2/4] 'table',14429,,
stalas,Lithuanian,440,OPR,stalis (EV) 'table'; Asg. stallan (III),14430,,
stalas,Lithuanian,440,BSL,*stolo-PSL *stol11 m. o (b) 'table',14432,*stolo-PSL *stol11 m. o,fused_field_label
stalas,Lithuanian,440,SL,"OCS stol11 'throne'; Ru. stol, Gsg. stola; Bel. stol, Gsg. stala; Ukr. stil, Gsg. stalu; Cz. stitl; Slk. stol; Pl. st6l, Gsg. stalu; SCr. st6, Gsg. stola; Čak. st6 (Vrg.), Gsg. stola; Sln. stOl 'ehair, table', Gsg. st6la; Bulg. stol 'ehair'",14433,,contains_non_ascii
stalas,Lithuanian,440,PIE,*sthrel-IE Go. stols m. 'throne',14435,*sthrel-IE Go. stols m.,fused_field_label
stambas,Lithuanian,440,LITH,"stambas 3 [3/ 4] 'stem, stalk, ( dial.) trunk'",14441,,
stambas,Lithuanian,440,LATV,stambans2 'fallen tree trunk',14442,,
steigti,Lithuanian,440,LITH,"steigti 'organize, (Žem.) want, (refl.) hurry', 3 pres. steigia, 3 pret. steigė",14450,,contains_non_ascii
steigti,Lithuanian,440,LATV,"steigt [ei, ei, ei2, ei2] '(tr„ intr.) hurry, rush, urge', isg. pres. steidzu",14451,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
steigti,Lithuanian,441,BSL,*steig-,14455,*steig-,
steigti,Lithuanian,441,PSL,"*stigti v. 'attain, reach, catch up with'",14457,*stigti v. 'attain,
steigti,Lithuanian,441,SL,"Ru. postič' 'grasp, overtake'; SCr. sfiCi 'catch up with, reach, arrive', isg. sti'gnem",14459,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
steigti,Lithuanian,441,PIE,"*steig""-IE Gk. CJTELXW 'walk, march'; Go. steigan 'climb'",14460,"*steig""-IE Gk. CJTELXW 'walk",
stemberys,Lithuanian,441,LITH,"stemberjis 3b [1/3b] (i.e. stemberis i) 'stem, stalk'; VAR stembrjis 4 [2/4]",14466,,
stemberys,Lithuanian,441,LATV,"stiebrs 'stem, stalk, rush'; VAR stiebris [ie, ie2]; stęmbrs 'tree trunk'; stęmbęns 'id.'; stembis2 'id.'",14467,,contains_non_ascii
stembti l,Lithuanian,441,LITH,"stembti (dial.) [em, em] 'grow, sprout', 3 pres. stembsta, 3 pret. stembo; VAR stembti, 3 pres. stembia, 3 pret. stembė",14473,,contains_non_ascii
stembti 11,Lithuanian,441,LITH,"stembti ( dial.) [ em, em] 'oppose, resist', 3 pres. stembia, 3 pret. stembė",14479,,contains_non_ascii
stenėti,Lithuanian,441,LITH,"steneti 'moan, groan', 3 pres. stena, 3 pret. stenejo; VAR steneti, 3 pres. steni, 3 pret. stenejo",14485,,
stenėti,Lithuanian,441,LATV,"stenet 'sink, get stuck in', isg. pres. stenu, isg. pret. steneju; VAR stenet, isg. pres. stęnu, isg. pret. steneju; stenet, isg. pres. steneju, isg. pret. steneju",14486,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
stenėti,Lithuanian,441,BSL,"*sten-PSL *stenati v. 'moan, groan'",14488,*sten-PSL *stenati v. 'moan,fused_field_label
stenėti,Lithuanian,441,SL,"OCS stenati, isg. pres. stenjp Ru. stenat' ( obs.); Cz. stenati; SCr. stenjati; Sln. stenjati",14489,,possible_ocr_digit_letter_year_or_symbol
stenėti,Lithuanian,441,PIE,"*sten-e/o-IE Skt. stan- 'moan, groan'; Gk. aTevw 'moan'; OE stenan 'groan'",14490,*sten-e/o-IE Skt. stan- 'moan,
stengti,Lithuanian,441,LITH,"stengti 'be able, make an effort, oppose, (refl.) endeavour, strive', 3 pres. stengia, 3 pret. stengė",14494,,contains_non_ascii
stiegti,Lithuanian,442,LITH,"stiegti 'cover with straw', 3 pres. stiegia, 3 pret. stiegė",14504,,contains_non_ascii
stigti,Lithuanian,442,LITH,"stigti 'lack, be absent', 3 pres. stinga, 3 pret. stigo",14510,,
stygti,Lithuanian,442,LITH,"stygti [y, y] 'keep quiet, stand still', 3 pres. stygsta, 3 pret. stygo; VAR stigti, 3 pres. stinga, 3 pret. stigo",14516,,
stygti,Lithuanian,442,LATV,"stigt 'sink, get stuck in', ISg. pres. stiegu, isg. pret. stigu (3 pres. also stig2, stigst)",14517,,possible_ocr_digit_letter_year_or_symbol
stygti,Lithuanian,442,PIE,*stig-IE Olc. stinga 'stab',14518,*stig-IE Olc. stinga 'stab',fused_field_label
stingti,Lithuanian,442,LITH,"stingti 'harden, stiffen, freeze, congeal', 3 pres. stingsta, 3 pret. stingo",14524,,
stingti,Lithuanian,442,LATV,"stingt [in, in, in2] 'stiffen, congeal', isg. pres. stingstu, ISg. pret. stingu",14525,,possible_ocr_digit_letter_year_or_symbol
stirna,Lithuanian,442,LITH,stirna l 'roe',14533,,
stirna,Lithuanian,443,LATV,stirna 'roe' (the existence of a variant sirna is uncertain),14537,,
stirna,Lithuanian,443,BSL,*siri'nar,14539,*siri'nar,
stirna,Lithuanian,443,PSL,*sbrna f. a 'roe',14540,*sbrna f. a 'roe',
stirna,Lithuanian,443,SL,"RuCS sn,na; Ru. sėrna 'chamois'; ORu. sbrna; Cz. srna; Slk. srna; Pl. sarna; SCr. sfna; Sln. sfna; Bulg. sarna",14542,,contains_non_ascii
stirna,Lithuanian,443,PIE,*krhrnehr,14544,*krhrnehr,
stogas l,Lithuanian,443,LITH,stogas 3 'roof' LATV stags2 'roof' OPR stogis (EV) 'roof',14551,,
stogas l,Lithuanian,443,PIE,*stog-o-IE Olc. pak n. 'roof'; OHG dah n. 'roof',14553,*stog-o-IE Olc. pak n.,fused_field_label
stogas II,Lithuanian,443,LITH,"stogas (E. Lith., Dz.) i [1/2] 'build, physique'",14559,,
stonas,Lithuanian,443,LITH,"stonas (OLith., dial.) l [1/2] 'state, condition'",14564,,
stonas,Lithuanian,443,PSL,*stan'b m. o (e),14566,*stan'b m. o (e,
stonas,Lithuanian,443,SL,"OCS stan'b (Ps. Sin., En.) 'camp'; Ru. stan 'figure, torso, camp'; Cz. stan 'tent'; Slk. stan 'tent'; Pl. stan 'state, condition'; SCr. stan 'habitation, loom, (mil.) headquarters'; Sln. stan 'building, habitation, enclosure', Gsg. stana, Gsg. stanu; Bulg. stan 'loom, camp'",14567,,
stonas,Lithuanian,443,PIE,"*stehrno-IE Skt. sthcina- n. 'abode, place'",14569,*stehrno-IE Skt. sthcina- n.,broken_reconstruction_spacing;fused_field_label
storas,Lithuanian,444,LITH,"storas 3 'thick, fat'",14577,,
storas,Lithuanian,444,BSL,*sta(ros,14578,*sta(ros,
storas,Lithuanian,444,PSL,*staT'b adj. o (a) 'old',14579,*staT'b adj. o (a,
storas,Lithuanian,444,SL,"OCS staT'b; Ru. staryj; star, f. stara, n. staro (AP (a) in Old Russian); Cz. stary; Slk. stary; Pl. stary; SCr. starl; stiir; Čak. stdrl (Vrg.); stJr (Vrg.), f. starii, n. stiiro; stiir (Orb.), f. stiira, n. stiiro; Sln. star, f. stara; Bulg. star",14581,,contains_non_ascii
storas,Lithuanian,444,PIE,"*stehrro-IE Olc. storr'big' (*steh2uro-, according to Kroonen 2013: 482)",14582,*stehrro-IE Olc. storr'big' (*steh2uro-,fused_field_label
stoti,Lithuanian,444,LITH,"stoti [o, o] 'stand', 3 pres. stoja, 3 pret. stojo",14588,,
stoti,Lithuanian,444,LATV,"stat 'stand, stop, begin', 1sg. pres. staju",14589,,
stoti,Lithuanian,444,OPR,postat 'become',14590,,
stoti,Lithuanian,444,BSL,"*sta(-PSL *stati v. (a) 'stand, become'",14592,*sta(-PSL *stati v. (a,fused_field_label
stoti,Lithuanian,444,SL,"OCS stati 'stand, become', 1sg. stan9; Ru. stat' 'stand, begin, become', 1sg. stanu, 3sg. stanet; Cz. stati se 'happen, become'; Slk. staf sa 'happen, become'; Pl. stac się 'happen, become', isg. stanę się; SCr. stiiti 'stand', 1sg. stiinem; Sln. stati 'stand, step, cost', 1sg. stanem; Bulg. stana 'stand up, become, happen'",14593,,contains_non_ascii;possible_ocr_digit_letter_year_or_symbol
stoti,Lithuanian,444,PIE,*stehr,14595,*stehr,
stoti,Lithuanian,444,IE,Skt. tf?thati 'stand'; Gk. i'.an1µ1 'place'; Lat. stare 'stand',14596,,contains_non_ascii;mojibake_candidate
stovėti,Lithuanian,444,LITH,"stovi!ti 'stand', 3 pres. stovi, 3 pret. stovi!jo (alternative present formations are stovia, stovna, stauna, stovi!ja)",14602,,
stovėti,Lithuanian,444,LATV,"stavet [ii, a2] 'stand', 1sg. pres. stavu, 1sg. pret. staveju",14603,,
stovėti,Lithuanian,444,BSL,"*staw-PSL *staviti v. (a) 'place, put'",14605,*staw-PSL *staviti v. (a,fused_field_label
stovėti,Lithuanian,444,SL,"OCS staviti, 1sg. stavlj9; Ru. stavit', 1sg. stavlju, 3sg. stavit; Cz. staviti 'stop, halt, ( obs.) prevent', 1sg. stiivim; Slk. stavif sa 'bet'; Pl. stawic 'place, put'; SCr. stiiviti, 1sg. stiivlm; Sln. staviti, 1sg. stavim",14606,,
stovėti,Lithuanian,444,PIE,*sthreu-IE OE stowian 'keep from',14607,*sthreu-IE OE stowian 'keep,fused_field_label
strazdas,Lithuanian,445,LITH,"strazdas 4 'thrush, (juodasis s.) blaekbird, (dial.) starling'; VAR strazas 4; strazda 4; straza 4",14615,,
strazdas,Lithuanian,445,LATV,"strazds 'thrush, (melnais s.) blaekbird, (majas) starling'; VAR strads",14616,,
strazdas,Lithuanian,445,OPR,tresde (EV) 'thrush',14617,,
strazdas,Lithuanian,445,BSL,*trozd6s,14619,*trozd6s,
strazdas,Lithuanian,445,PSL,*drozd'b m. o (e (/b?)) 'thrush',14620,*drozd'b m. o (e,
strazdas,Lithuanian,445,SL,"Ru. drozd 'thrush, (černyj d.) blaekbird', Gsg. drozda (AP (e) in Old Russian); Ukr. drizd 'thrush', Gsg. drozda; Cz. drozd; Slk. drozd; Pl. drozd; Slne. droyzd; SCr. drozd; drozak, Gsg. drozga; drozak, Gsg. drozga; Čak. drozak, Asg. drozga; Sln. dr(Jzd; dr(Jzg 'thrush, (črni d.) blaekbird'; Bulg. drozd 'thrush, e eoll.) blaekbird'",14621,,contains_non_ascii
strazdas,Lithuanian,445,PIE,"*trozd-o-IE Lat. turdus m. 'thrush'; Olr. truit f. 'thrush' (also truid, druid); Olc. pr9str m. 'thrush' ( cf. Fi. rastas 'thrush')",14622,*trozd-o-IE Lat. turdus m.,fused_field_label
streigti,Lithuanian,445,LITH,"streigti ( dial.) 'stiek into, hammer into, throw, abandon, eover with straw', 3 pres. streigia, 3 pret. streigė",14628,,contains_non_ascii
striegti,Lithuanian,445,LITH,"striegti [ie, ie] 'put on, bait a hook, eover with straw, dash', 3 pres. striegia, 3 pret. striegė",14634,,contains_non_ascii
striegti,Lithuanian,445,LATV,"striėgt2 'bait a hook', 1sg. pres. striėdzu2",14635,,contains_non_ascii
strigti,Lithuanian,445,LITH,"strigti 'stiek (into ), pieree, squeeze through, refrain (from)', 3 pres. stringa, 3 pret. strigo; VAR strigti, 3 pres. strefiga, 3 pret. strigo",14641,,
strigti,Lithuanian,446,LATV,"strigt 'sink, get stuck in', lsg. pres. striegu2, lsg. pret. strigu; VAR strigt, lsg. pres. strigu, lsg. pret. strigu",14645,,possible_ocr_digit_letter_year_or_symbol
strigti,Lithuanian,446,PSL,*stręgti v.,14646,*stręgti v.,contains_non_ascii
strigti,Lithuanian,446,SL,"Pl. zastrzqc 'stiek, get stuck', 3sg. pret. zastrzqgl; ustrzqc 'id:",14647,,
strujus,Lithuanian,446,LITH,"strujus 2 (OLith., dial.) 'grandfather, (1ih/181h e.) old man, (LEW, NdZ) uncle'",14655,,
strujus,Lithuanian,446,BSL,*strujos,14656,*strujos,
strujus,Lithuanian,446,PSL,*strbjo; *stryjo; *stryco m. jo 'uncle',14657,*strbjo | *stryjo | *stryco m. jo 'uncle',
strujus,Lithuanian,446,SL,"SerbCS strbi 'uncle'; Ru. stroj m.(jo) '( arch. ?) father's brother, ( dial.) cripple, beggar'; ORu. str'bi 'uncle'; ORu. stryi m.(jo) 'uncle'; Bel. stryj 'uncle', Gsg. stryja; Ukr. stryj 'uncle', Gsg. stryja; Cz. stryc 'uncle, cousin'; Slk. stryc 'uncle'; Pl. stryj 'uncle', Gsg. stryja; SCr. stric 'uncle (father's brother)', Gsg. strica; Čak. stric (Vrg.) 'uncle (father's brother)', Gsg. stricii; Sln. stric 'uncle (father's brother)'",14658,,contains_non_ascii
strujus,Lithuanian,446,PIE,"*stru-io-IE Olr. sruith 'old, venerable'; OW strutiu m. 'old man'",14659,*stru-io-IE Olr. sruith 'old,fused_field_label
stumbras,Lithuanian,446,LITH,"stumbras 2 'wisent, aurochs'",14665,,
stumbras,Lithuanian,446,LATV,sumbrs 'aurochs'; VAR stumbrs; stumbris; sūbrs,14666,,contains_non_ascii
stumbras,Lithuanian,446,OPR,wissambs' [ wissambris?] (EV) 'aurochs',14667,,
stumbras,Lithuanian,447,PSL,*zpbrb m. o 'wisent',14671,*zpbrb m. o 'wisent',
stumbras,Lithuanian,447,SL,"Ru. zubr, Gsg. zubra; Cz. zubr; Slk. zubor; Pl. :iubr; OPl. ząbr m.(o); ząbrz m.( jo); zubr m.( o)",14673,,contains_non_ascii
stuomas,Lithuanian,447,LITH,"stuomas 1 'stature, figure, trunk, piece of linen for a shirt'",14679,,
stuomas,Lithuanian,447,PSL,*stam'b adj. o,14680,*stam'b adj. o,
stuomas,Lithuanian,447,SL,"Ru. stam6j (N. dial.) 'constant, stable, (s. led) lasting the whole year round, steep' ( cf. also Ru. stamik (N. dial.) 'supporting squared beam, cliff, huge icefloe')",14681,,
stuomas,Lithuanian,447,PIE,*stohrmo-IE Gk. cnwµ10 (Hsch.) f. 'piece of wood',14683,*stohrmo-IE Gk. cnwµ10 (Hsch.,contains_non_ascii;fused_field_label;mojibake_candidate
stuomuo,Lithuanian,447,LITH,"stuomuo m.(n) 3• [1/3•} 'stature, figure, trunk, piece of linen for a shirt, shirt without sleeves, stem of a plant with leaves and branches' (AP l occurs in Mielcke's dictionary as well as in the East Aukštaitian dialect of the Pušalotas region (Illič-Svityč 1963: 70 )); VAR stuomenis m.(io) 1 [1/3•} 'stature, figure, piece of linen for a shirt, (W. Zem.) support of a loom'; stuomenys Npl. m.(n) 3• 'pieee of linen for a shirt'; stuomenė l 'stature, figure'; stomuo (E. Aukšt., S. Aukšt.) m.(n) 3• 'stature, figure, piece of linen for a shirt'; stomenis m.(i) 3• [1/3•] 'stature, figure, piece of linen for a shirt'; st6menys Npl. m.(i) 3• 'piece of linen for a shirt'; st6menas 3• 'stature, figure'",14689,,contains_non_ascii;unusual_symbol_for_manual_check
stuomuo,Lithuanian,447,LATV,"stamen (Fiir. I) 'trunk, (krękla s.) shirt without sleeves' (according to ME (III: 1051), this is a mistake for stamen(i)s or stamene); VAR staminis2 'shirt without sleeves, fabric needed for a men's shirt'",14690,,contains_non_ascii
stuomuo,Lithuanian,447,PIE,*stehrmen-IE Gk. cr<ůµwv m. 'warp in the upright standing loom'; Lat. stamen n. 'warp in the upright standing loom',14692,*stehrmen-IE Gk. cr<ůµwv m.,contains_non_ascii;fused_field_label;mojibake_candidate;unusual_symbol_for_manual_check
su,Lithuanian,448,LITH,su ( + I.) 'with'; su- pref.,14700,,broken_reconstruction_spacing
sūdrus,Lithuanian,448,LITH,"sudrus 3 [1/3/ 4] (AP 3 also with a Nsg. sūdrus) 'thick, dense, solid, tight, ( dial.) lush, fertile'; VAR sudras (E. Aukšt.) 3 'tight'",14706,,contains_non_ascii
sūdrus,Lithuanian,448,PIE,*h1su-dru-IE Skt. sudru- 'made of strong wood' ( only sudrvam Asg. f. (2x)),14707,*h1su-dru-IE Skt. sudru- 'made,fused_field_label
sula,Lithuanian,448,LITH,sula 4 [2/4] 'sap from birch or maple',14713,,
sula,Lithuanian,448,LATV,"sula 'juice, sap'",14714,,
sula,Lithuanian,448,OPR,sula (EV) 'curdled milk',14715,,
sula,Lithuanian,448,PIE,*su-lehr,14716,*su-lehr,
sula,Lithuanian,449,IE,Skt. sura- f. 'an alcoholic beverage'; LAv. hura- f. 'id:,14720,,broken_reconstruction_spacing
sūnus,Lithuanian,449,LITH,sūnus m. 3 [1/3/4] (AP 1 is attested in Daukša's Postilla and the Catechism of 1605) 'son',14726,,contains_non_ascii
sūnus,Lithuanian,449,OPR,"souns (III) 'son', Asg. sunun (l), sounon (11), soūnon, soūnan (III)",14727,,contains_non_ascii
sūnus,Lithuanian,449,BSL,*su(nus,14729,*su(nus,
sūnus,Lithuanian,449,PSL,*syno m. u (e) 'son',14730,*syno m. u (e,
sūnus,Lithuanian,449,SL,"OCS syno; Ru. syno, Npl. synov'ja; Cz. syn; Slk. syn; Pl. syn; SCr. sin, Gsg. sina; Čak. sin (Vrg„ Hvar, Orb.), Gsg. sina; Sln. sin, Gsg. sina, sinu; Bulg. sin",14731,,contains_non_ascii
sūnus,Lithuanian,449,PIE,*suH-n-u-IE Skt. sūnu- m.; Go. sunus m.,14733,*suH-n-u-IE Skt. sūnu- m.,broken_reconstruction_spacing;contains_non_ascii;fused_field_label
suodžiai,Lithuanian,449,LITH,suodžiai Npl. 1 'soot' (in dialects also suodis Nsg.); suodys Npl. f.(i) 1; VAR suodės Npl. 1,14739,,contains_non_ascii
