type	key_or_author	entry
reference	Ó Baoill, D.	Ó Baoill, D. 2010 ‘Irish’, The Celtic Languages, ed. M. J. Ball & N. Müller, 163–229. London, Routledge. 2nd edn; first published 1993.
reference	O’Brien, M. A.	O’Brien, M. A. 1962 Corpus Genealogiorum Hiberniae.
reference	Dublin,	Dublin, Dublin Institute for Advanced Studies.
reference	O’Brien, W.	O’Brien, W. 2004 Ross Island. Mining, Metal and Society in Early Ireland, Bronze Age Studies 6.
reference	Galway,	Galway, National University of Ireland.
reference	O’Brien, W.	O’Brien, W. 2016 ‘Language Shift and Political Context in Bronze Age Ireland: some implications of hillfort chronology’, Celtic from the West 3. Atlantic Europe in the Metal Ages. Questions of shared language. Celtic Studies Publications 19, ed. J. T. Koch, B.
reference	Cunliffe,	Cunliffe, C. D. Gibson & K. Cleary, 219–46. Oxford, Oxbow Books.
reference	O’Brien, W. & J. O’Driscoll	O’Brien, W. & J. O’Driscoll 2017 Hillforts, Warfare and Society in Bronze Age Ireland. Oxford, Archaeopress.
reference	Odriozola, C. P., A. C. Sousa, R. Mataloto, R. Boaventura, M. Andrade, R. Villalobos García, J. Á. Garrido-Cordero, E. Rodríguez, J. M. Martínez- Blanes, M. Á. Avilés, J. Daura, M. Sanz, J. A. Riquelme	Odriozola, C. P., A. C. Sousa, R. Mataloto, R. Boaventura, M. Andrade, R. Villalobos García, J. Á. Garrido-Cordero, E. Rodríguez, J. M. Martínez- Blanes, M. Á. Avilés, J. Daura, M. Sanz, J. A. Riquelme 2017 ‘Amber, beads and social interaction in the Late Prehistory of the Iberian Peninsula. An update’, Archaeological and Anthropological Sciences 11, 567–95.
reference	Oettinger, N.	Oettinger, N. 2003 ‘Neuerungen in Lexikon und Wortbildung des Nordwest-Indogermanischen’, Languages in Prehistoric Europe, ed. A. Bammesberger & T. Vennemann, 183–93. Winter, Heidelberg.
reference	Oettinger, N.	Oettinger, N. 2013–2014 ‘Die Indo-Hittite-Hypothese aus heutiger Sicht’, Münchener Studien zur Sprachwissenschaft 67(2): 149–76.
reference	Olalde, I., S. Brace, M. Allentoft, I. Armit, K. Kristiansen, N. Rohland, S. Mallick, T. Booth, A. Szécsényi-Nagy, E. Altena, M. Lipson, I. Lazaridis, N. Patterson, N. Broomandkhoshbacht, Y. Diekmann, Z. Faltyskova, D. Fernandes, M. Ferry, E. Harney, P. de Knijff, M. Michel, A. Mittnik, J. Oppenheimer, K. Stewardson, A. Barclay, K. W. Alt, A. Avilés Fernández, E. Banffy, M. Bernabò-Brea, D. Billoin, C. Blasco, C. Bonsall, L. Bonsall, O. E. Craig, G. Cook, B. Cunliffe, A. Denaire, M. Ernée, M. Kuchařík, J. F. Farré, H. Fokkens, M. Gazenbeek, R. Garrido Pena, M. Haber-Uriarte, P. Lefranc, O. Lemercier, A. Lefebvre, J. Lomba Maurandi, T. Majó, J. I. McKinley, K. McSweeney, B. G. Mende, A. Modi, G. Kulcsár, V. Kiss, A. Czene, R. Patay, A. Endrődi, K. Köhler, T. Hajdu, J. Cardoso, C. Liesau, M. Parker-Pearson, P. Włodarczak, T. D. Price, P. Prieto, P.-J. Rey, P. Ríos, R. Risch, M. A. Rojo Guerra, A. Schmitt, J. Serralongue, A. M. Silva, V. Smrcka, L. Vergnaud, J. Zilhão, D. Caramelli, T. Higham, P. W. Stockhammer, V. Heyd, A. Sheridan, K.-G. Sjögren, M. G. Thomas, R. Pinhasi, J. Krause, W. Haak, I. Barnes, C. Lalueza-Fox, & D. Reich	Olalde, I., S. Brace, M. Allentoft, I. Armit, K. Kristiansen, N. Rohland, S. Mallick, T. Booth, A. Szécsényi-Nagy, E. Altena, M. Lipson, I. Lazaridis, N. Patterson, N. Broomandkhoshbacht, Y. Diekmann, Z. Faltyskova, D. Fernandes, M. Ferry, E. Harney, P. de Knijff, M. Michel, A. Mittnik, J. Oppenheimer, K. Stewardson, A. Barclay, K. W. Alt, A. Avilés Fernández, E. Banffy, M. Bernabò-Brea, D. Billoin, C. Blasco, C. Bonsall, L. Bonsall, O. E. Craig, G. Cook, B. Cunliffe, A. Denaire, M. Ernée, M. Kuchařík, J. F. Farré, H. Fokkens, M. Gazenbeek, R. Garrido Pena, M. Haber-Uriarte, P. Lefranc, O. Lemercier, A. Lefebvre, J. Lomba Maurandi, T. Majó, J. I. McKinley, K. McSweeney, B. G. Mende, A. Modi, G. Kulcsár, V. Kiss, A. Czene, R. Patay, A. Endrődi, K. Köhler, T. Hajdu, J. Cardoso, C. Liesau, M. Parker-Pearson, P. Włodarczak, T. D. Price, P. Prieto, P.-J. Rey, P. Ríos, R. Risch, M. A. Rojo Guerra, A. Schmitt, J. Serralongue, A. M. Silva, V. Smrcka, L. Vergnaud, J. Zilhão, D. Caramelli, T. Higham, P. W. Stockhammer, V. Heyd, A. Sheridan, K.-G. Sjögren, M. G. Thomas, R. Pinhasi, J. Krause, W. Haak, I. Barnes, C. Lalueza-Fox, & D. Reich 2018 ‘The Beaker Phenomenon and the Genomic Transformation of Northwest Europe’, bioRxiv 135962. doi: https://doi.org/10.1101/135962.
reference	Olalde,	Olalde, I., S. Mallick, N. Patterson, N. Rohland, V. Villalba-Mouco, M. Silva, K. Dulias, C. J. Edwards, F. Gandini, M. Pala, P. Soares, M. Ferrando-Bernal, N. Adamski, N. Broomandkhoshbacht, O. Cheronet, B. J. Culleton, D. Fernandes, A. M. Lawson, M. Mah, J. Oppenheimer, K. Stewardson, Z. Zhang, J. M. Jiménez Arenas, I. J. Toro Moyano, D. C. Salazar- García, P. Castanyer, M. Santos, J. Tremoleda, M. Lozano, P. García Borja, J. Fernández-Eraso, J. A. Mujika-Alustiza, C. Barroso, F. J. Bermúdez, E. Viguera Mínguez, J. Burch, N. Coromina, D. Vivó, A. Cebrià, J. M. Fullola, O. García-Puchol, J. I. Morales, F. Xa. Oms, T. Majó, J. M. Vergès, A. Díaz- Carvajal, I.Ollich-Castanyer, F. J. López-Cachero, A. M. Silva, C. Alonso-Fernández, G. Delibes de Castro, J. Jiménez Echevarría, A. Moreno-Márquez, G. P. Berlanga, P. Ramos-García, J. Ramos-Muñoz, E. Vijande Vila, G. Aguilella Arzo, Á.l Esparza Arroyo, K. T. Lillios, J. Mack, J. Velasco-Vázquez, A. Waterman, L. Benítez de Lugo Enrich, M. Benito Sánchez, B. Agustí, F. Codina, G. de Prado, A. Estalrrich, Á. Fernández Flores, C. Finlayson, G. Finlayson, S. Finlayson, F. Giles-Guzmán, A. Rosas, V. Barciela González, G. García Atiénzar, M. S. Hernández Pérez, A. Llanos, Y. Carrión Marco, I. Collado Beneyto, D. López-Serrano, M. Sanz Tormo, A. C. Valera, Concepción Blasco, C. Liesau, P. Ríos, J. Daura, M. J. de Pedro Michó, A. A. Diez-Castillo, R. Flores Fernández, J. Francès Farré, R. Garrido- Pena, V. S. Gonçalves, E. Guerra-Doce, A. M. Herrero-Corral, J. Juan-Cabanilles, D. López-Reyes, S. B. McClure, Marta Merino Pérez, A. O. Foix, M. Sanz Borràs, A. C. Sousa, J. M. Vidal Encinas, D. J. Kennett, M. B. Richards, K. W. Alt, W. Haak, R.
reference	Pinhasi, Carles Lalueza-Fox, D. Reich	Pinhasi, Carles Lalueza-Fox, D. Reich 2019 ‘The genomic history of the Iberian Peninsula over the
reference	past 8000 years’, Science 363	past 8000 years’, Science 363, 1230–34.
reference	Olander, T.	Olander, T. 2019 ‘The Indo-European Homeland: Introducing the problem’, Tracing the Indo-Europeans: New evidence from archaeology and historical linguistics, ed. B. A. Olson, T. Olander, & K. Kristiansen, 7–34. Oxford, Oxbow Books.
reference	Olsen, B. A.	Olsen, B. A. 2019 ‘Aspects of family structure among the Indo-Europeans’, Tracing the Indo-Europeans: New evidence from archaeology and historical linguistics, ed. B. A. Olsen, T. Olander, & K. Kristiansen, 145–64. Oxford, Oxbow Books.
reference	Omrak,	Omrak, A., T. Günther, C. Valdiosera, E. M. Svensson, H. Malmströmm, H. Kiesewetter, W. Aylward, J. Storå,
reference	M. Jakobsson, & A, Götherström	M. Jakobsson, & A, Götherström 2016 ‘Genomic Evidence Establishes Anatolia as the Source of the European Neolithic Gene Pool’, Current Biology 26, 270–5 http://dx.doi.org/10.1016/j.cub.2015.12.019
reference	Østmo, E.	Østmo, E. 2009 ‘Comment on M. Pilar Prieto Martinez: “Bell Beaker Communities in Thy: The First Bronze Age Society in Denmark”. The Northern Connection: Bell Beaker Influences North of Skagerak’, Norwegian Archaeological Review 42 (1), 86–9.
reference	Pagel, M. & A. Meade	Pagel, M. & A. Meade 2006 ‘Estimating Rates of Lexical Replacement on Phylogenetic Trees of
reference	Languages’,	Languages’, Phylogenetic methods and the prehistory of languages, ed. P. Forster & C. Renfrew, 173–82, Cambridge, McDonald Institute for Archaeological Research.
reference	Palol, P. de & J. Vilella	Palol, P. de & J. Vilella 1987 Clunia II. La epigrafía de Clunia [EAE 150]. Madrid.
reference	Pare, C. F. E.	Pare, C. F. E. 2000 ‘Bronze and the Bronze Age’, Metals Make the World Go Round. Supply and Circulation of Metals in Bronze Age Europe, ed. C. F. E. Pare, 1–37.
reference	Oxford,	Oxford, Oxbow Books.
reference	Parpola, A.	Parpola, A. 2015 The Roots of Hinduism: The Early Aryans and The Indus Civilization. Oxford, Oxford University Press.
reference	Parpola, A. & C. Carpelan	Parpola, A. & C. Carpelan 2005 ‘The cultural counterparts to Proto-Indo-European, Proto-Uralic and Proto-Aryan: matching the dispersal and contact patterns in the linguistic and archaeological records’, The Indo-Aryan Controversy: Evidence and inference in Indian history, ed. E. F. Bryant & L. L. Patton, 107– 41. London, Routledge.
reference	Penhallurick, R. D.	Penhallurick, R. D. 2008 Tin in Antiquity. Its Mining and Trade throughout the Ancient World with Particular Reference to Cornwall. Leeds, Maney Publishing.
reference	Penzl, H.	Penzl, H. 1988 ‘The Horn of Gallehus and the subgrouping of the Germanic languages’, Languages and cultures: Studies in honor of Edgar C. Polomé, ed. M. A. Jazayery & W. Winter, 489–508. Berlin, Walter de Gruyter.
reference	Pereltsvaig, A. & M. W. Lewis	Pereltsvaig, A. & M. W. Lewis 2015 The Indo-European Controversy: Facts and Fallacies in Historical Linguistics. Cambridge, Cambridge University Press.
reference	Pokorny, J.	Pokorny, J. 2002 Indogermanisches etymologisches Wörterbuch. 4th edn. 2 vols. Tübingen, A. Francke.
reference	Polomé, E.	Polomé, E. 1994 ‘Proto-Germanic and the reconstruction of Proto-Indo-European’, NOWELE 23, 3–40.
reference	Powell, T. G. E.	Powell, T. G. E., 1983 The Celts. Ancient Peoples and Places. London, Thames & Hudson. First published 1958.
reference	Prescott, C., A. Sand-Eriksen, & K. I. Austvoll	Prescott, C., A. Sand-Eriksen, & K. I. Austvoll 2018 ‘The Sea and Bronze Age Transformations’ Water and Power in Past Societies, ed. E. Holt, 177–98. Albany, State University of New York Press. Prósper Pérez, B. M.a 2002 Lenguas y religiones prerromanas del occidente de la Península Ibérica.
reference	Salamanca, Ediciones Universidad de Salamanca. Prósper Pérez, B. M.a	Salamanca, Ediciones Universidad de Salamanca. Prósper Pérez, B. M.a 2008 ‘Lusitanian: A Non-Celtic Indo-European Language of Western Hispania’, Celtic and Other Languages in Ancient Europe, ed. J. L. García Alonso, 53–64. Salamanca, Ediciones Universidad de Salamanca. Prósper Pérez, B. M.a 2016 The Indo-European Names of Central Hispania: A Study in Continental Celtic and Latin Word Formation, Innsbrucker Beiträge zur Sprachwissenschaft 152. Innsbruck, Archaeolingua. Radivojević, M., B. W. Roberts, ,E. Pernicka, Z. Stos-
reference	Gale,	Gale, M. Martinón-Torres, T. Rehren, P. Bray, D. Brandherm, J. Ling, J. Mei, H. Vandkilde, K.
reference	Kristiansen, S. Shennan, C. Broodbank	Kristiansen, S. Shennan, C. Broodbank, 2018 ‘The
reference	Provenance, Use, and Circulation of Metals in the European Bronze Age: The State of Debate’ Journal of Archaeological Research 27 (2), 131–85. https:// doi.org/10.	Provenance, Use, and Circulation of Metals in the European Bronze Age: The State of Debate’ Journal of Archaeological Research 27 (2), 131–85. https:// doi.org/10.1007/s10814-018-9123-9
reference	Raulwing, P.	Raulwing, P. 2000 Horses, Chariots and Indo-Europeans: Foundations and Methods of Chariotry Research from the Viewpoint of Comparative Indo-European Linguistics, Archaeolinga Series Minor 13. Budapest.
reference	Raulwing, P.	Raulwing, P. 2009 The Kikkuli Text. Hittite Training Instructions for Chariot Horses in the Second Half of the 2nd Millennium B.C. and Their Interdisciplinary Context http://www.lrgaf.org/Peter_Raulwing_The_ Kikkuli_Text_MasterFile_Dec_2009.pdf
reference	Raybould, M. E. & P. Sims-Williams	Raybould, M. E. & P. Sims-Williams 2007 The Geography of Celtic Personal Names in the Latin Inscriptions of the Roman Empire. Aberystwyth, CMCS.
reference	Reich, D.	Reich, D. 2018 Who We Are and How We Got There.
reference	Oxford,	Oxford, Oxford University Press.
reference	Renfrew, A. C.	Renfrew, A. C. 1987 Archaeology and Language: The Puzzle of Indo-European Origins. London, Pimlico, 1998. First published, London, Cape.
reference	Renfrew, A. C.	Renfrew, A. C. 1990. ‘Models of Change in Language and Archaeology’, Transactions of the Philological Society 87, 103–78.
reference	Renfrew, A. C.	Renfrew, A. C. 1999 ‘Time Depth, Convergence Theory, and Innovation in Proto-Indo-European: “Old Europe” as a PIE Linguistic Area’, Journal of Indo-European Studies 27, 257–93.
reference	Renfrew, A. C.	Renfrew, A. C. 2000 ‘10,000 or 5000 Years Ago?— Questions of Time Depth’, Time Depth in Historical Linguistics, 2 vols, ed. C. Renfrew, A. McMahon, L. Trask, vol 2, 413–39. Cambridge, McDonald Institute for Archaeological Research.
reference	Renfrew, A. C.	Renfrew, A. C. 2013 ‘Early Celtic in the West: The Indo-European Context’, Celtic from the West 2: Rethinking the Bronze Age and the Arrival of Indo-European in Atlantic Europe, Celtic Studies Publications 16, ed. J. T. Koch & B. Cunliffe, 207–217.
reference	Oxford,	Oxford, Oxbow Books.
reference	Reyes, O.	Reyes, O. 2000 El conjunto epigráfico de Belorado (Burgos). Universidad de Valladolid, Valladolid.
reference	Ringe, D.	Ringe, D. 2017 A linguistic history of English. From Proto-Indo-European to Proto-Germanic. Oxford, Oxford University Press.
reference	Ringe,	Ringe, D. ‘Annotated list of Celtic loanwords, and possible Celtic loanwords, in Proto-Germanic’ (handout) https://www.ling.upenn.edu/~kroch/ courses/lx310/handouts/handouts-09/ringe/celt-
reference	loans.pdf accessed 10 Sept.	loans.pdf accessed 10 Sept. 2019
reference	Ringe,	Ringe, D., T. Warnow, A. Taylor, A. Michailov, & L.
reference	Levinson	Levinson 1998 ‘Computational cladistics and the position of Tocharian’, The Bronze Age and Early Iron Age Peoples of Eastern Central Asia, ed. V. Mair, vol 1, 391–414. Washington DC, Institute for the Study of Man.
reference	Ringe, D., T. Warnow & A. Taylor	Ringe, D., T. Warnow & A. Taylor 2002 ‘Indo-European and Computational Cladistics’, Transactions of the Philological Society 100 (1), 59–129.
reference	Ringe, D., & A. Taylor	Ringe, D., & A. Taylor 2014 The development of Old English. Oxford, Oxford University Press.
reference	Rix, H.	Rix, H. 2002 Sabellische Texte: Die Texte des Oskischen, Umbrischen und Südpikenischen. Heidelberg, Winter.
reference	Robb, J.	Robb, J. 1993 ‘A Social Prehistory of European
reference	Languages’,	Languages’, Antiquity 67, 747–60.
reference	Rodrigues, M. de Lurdes	Rodrigues, M. de Lurdes 1959–1960 ‘Inscrições romanas do Museo Machado de Castro’, Humanitas XI e XII da série contínua (VIII e IX da nova série), 112–32.
reference	Rodríguez Colmenero, A.	Rodríguez Colmenero, A. 1997 Aquae Flaviae 2. Fontes epigráficas da Gallaecia meridional interior. 2nd edn. 1st edn. 1987. Chaves.
reference	Ruiz-Gálvez, M.	Ruiz-Gálvez, M. 2005 ’Representaciones de barcos en el arte rupestre. Piratas y comerciantes en el tránsito de la Edad de Bronce a la Edad del Hierro’, Mayurqa 30, 307–39.
reference	Roso de Luna, M.	Roso de Luna, M. 1904 «Nuevas inscripciones romanas de la región norbense», Boletín de la Real Academia de la Historia 44, 113–37.
reference	Russell, P.	Russell, P. 2006 ‘Irish language’, Celtic Culture: A Historical Encyclopedia, ed. J. T. Koch, vol 3, 985–93. Santa Barbara, ABC-Clio.
reference	Scheungraber, C.	Scheungraber, C. 2020 Altgermanische und altkeltische Theonyme: Die eougraphische Evidenz aus der Kontaktzone, Innsbrucker Beiträge zur Sprachwissenschaft. Innsbruck.
reference	Schleicher, A.	Schleicher, A. 1861/1862. Compendium der vergleichenden Grammatik der indogermanischen Sprachen. (Kurzer Abriss der indogermanischen Ursprache, des Altindischen, Altiranischen,
reference	Altgriechischen,	Altgriechischen, Altitalischen, Altkeltischen, Altslawischen, Litauischen und Altdeutschen.) (2 vols.) Weimar, H. Boehlau; reprinted by Minerva GmbH, Wissenschaftlicher Verlag.
reference	Schmid, W. P.	Schmid, W. P. 1998 ‘Das baltische Zentrum in der alteuropaischen Hydronymie’, Baltistica 33(2), 145–53.
reference	Schmidt, K. H.	Schmidt, K. H. 1984 ‘Keltisch und Germanisch’, Das Germanische und die Rekonstruktion der indogermanischen Grundsprache, ed. J. Untermann & B. Brogyanyi, 113–53. Amsterdam.
reference	Schmidt, K. H.	Schmidt, K. H. 1985 ‘Contribution to the Identification of Lusitanian’, Actas del III Coloquio sobre Lenguas y Culturas Paleohispánicas, ed. J. de Hoz, 319–41.
reference	Salamanca,	Salamanca, Universidad de Salamanca.
reference	Schmidt, K. H.	Schmidt, K. H. 1986a ‘Keltisch-germanische Isoglossen und ihre sprachgeschichtlichen Implikationen’, Germanenprobleme in heutiger Sicht, ed. H. Beck, 231–47. Berlin.
reference	Schmidt, K. H.	Schmidt, K. H. 1986b ‘The Celtic Languages in their European Context’, Proc. 7th International Congress
reference	of Celtic Studies, Oxford, 10–15 July	of Celtic Studies, Oxford, 10–15 July 1983, ed. D. Ellis Evans et al., 199–221. Oxford, D. Ellis Evans.
reference	Schmidt, K. H.	Schmidt, K. H. 1991 ‘The Celts and the ethnogenesis of the Germanic people’, Historische Sprachforschung / Historical Linguistics 104, 129–52.
reference	Schmidt, K. H.	Schmidt, K. H. 1996 Celtic: A Western Indo-European Language? Innsbruck, Innsbrucker Beiträge zur Sprachwissenschaft.
reference	Schmidt, K. H.	Schmidt, K. H. 2012, ‘Armenian and Celtic: Towards a New Classification of Early Indo-European Dialects’, Ireland and Armenia: Studies in Language, History and Narrative, Journal of Indo-European Studies Monograph Series 61, ed. M. Fomin, A. Jivanyan, & S. Mac Mathúna, 51–63. Washington D.C., Institute of the Study of Man.
reference	Schrader, O.	Schrader, O. 1883. Sprachvergleichung und Urgeschichte. Linguistisch-historische Beiträge zur Erforschung des indogermanischen Altertums. Jena.
reference	Schrijver, P.	Schrijver, P. 1995 Studies in British Celtic Historical
reference	Phonology,	Phonology, Leiden Studies in Indo-European 5. Amsterdam, Rodopi.
reference	Schrijver, P.	Schrijver, P. 1999 ‘On henbane and early European narcotics’, Zeitschrift für celtische Philologie 51, 17–45.
reference	Schrijver, P.	Schrijver, P. 2006 Review of G. Meiser (2003 Veni Vidi Vici. Die Vorgeschichte der lateinischen Perfektsystems. Munchen, Beck), Kratylos 51, 46–64.
reference	Schrijver, P.	Schrijver, P. 2014 Language Contact and the Origins of the Germanic Languages. New York, Routledge.
reference	Schrijver, P.	Schrijver, P. 2016 ‘Sound change: The Italo-Celtic linguistic unity, and the Italian homeland of Celtic’, Celtic from the West 3. Atlantic Europe in the Metal Ages. Questions of shared language. Celtic Studies Publications 19, ed. J. T. Koch, B. Cunliffe, C. D. Gibson, & K. Cleary, Oxbow Books, Oxford, 489–502.
reference	Schumacher, S.	Schumacher, S. 2007 ‘Die Deutschen und die Nachbarstämme: Lexikalische und strukturelle Sprachkontaktphänomene entlang der keltisch- germanischen Übergangszone’, Keltische Forschungen 2, 167–208.
reference	Sherratt, S.	Sherratt, S. 2003 ‘The Mediterranean economy. “Globalisation” at the end of the second millennium
reference	BCE’,	BCE’, Symbiosis, symbolism, and the power of the past. Canaan, ancient Israel, and their neighbours from the Late Bronze Age through Roman Palaestina, ed. W. G. Dever and S. Gitin, 37–62. Winona Lake, Eisenbrauns.
reference	Sherratt, S.	Sherratt, S. 2009 ‘The Aegean and the wider world. Some thoughts on a world-system perspective’, Archaic state interaction. The eastern Mediterranean in the Bronze Age, ed. W. A. Parkinson & M. L. Galaty, 81–107. Santa Fe, School for Advanced Research Press.
reference	Silva,	Silva, M., M. Oliveira, D. Vieira, A. Brandão, T. Rito, J. B. Pereira, R. M. Fraser, B. Hudson, F. Gandini, C. Edwards, M. Pala, J. Koch, J. F. Wilson, L. Pereira, M.
reference	B. Richards, P. Soares	B. Richards, P. Soares 2017 ‘A genetic chronology for the Indian Subcontinent points to heavily sex-biased dispersals’, BMC Evolutionary Biology 17 (88), 1–18. https://doi.org/10.1186/s12862-017-0936-9
reference	Shinde, V., V. M. Narasimhan, N. Rohland, S. Mallick, M. Mah, M. Lipson, N. Nakatsuka, N. Adamski, N. Broomandkhoshbacht, M. Ferry, A. M. Lawson, M. Michel, J. Oppenheimer, K. Stewardson, N. Jadhav, Y. J. Kim, M. Chatterjee, A. Munshi, A. Panyam, P. Waghmare, Y. Yadav, H. Patel, A. Kaushik, K. Thangaraj, M. Meyer, N. Patterson, N. Rai, D. Reich	Shinde, V., V. M. Narasimhan, N. Rohland, S. Mallick, M. Mah, M. Lipson, N. Nakatsuka, N. Adamski, N. Broomandkhoshbacht, M. Ferry, A. M. Lawson, M. Michel, J. Oppenheimer, K. Stewardson, N. Jadhav, Y. J. Kim, M. Chatterjee, A. Munshi, A. Panyam, P. Waghmare, Y. Yadav, H. Patel, A. Kaushik, K. Thangaraj, M. Meyer, N. Patterson, N. Rai, D. Reich 2019 ‘An Ancient Harappan Genome Lacks Ancestry from Steppe Pastoralists or Iranian Farmers’, Cell 179, 729–35 October 17, 2019. https://doi.org/10.1016/j. cell.2019.08.048
reference	Silva,	Silva, M., M.Pala, C. J. Edwards, J. T. Koch, P.
reference	Soares, & M. B. Richards	Soares, & M. B. Richards 2019 response to Michael Danino, Journal of Biosciences 44,
reference	no. 3 (	no. 3 (2019), 69: <https://link.springer.com/ article/10.1007%2Fs12038-019-9890-6>.
reference	Standish, C. D.	Standish, C. D. 2012 The source of Irish Chalcolithic and Bronze Age gold: a lead isotope and major element provenance study. Unpublished PhD thesis. University of Bristol, Bristol.
reference	Standish,	Standish, C. D., B. Dhuime, C. J. Hawkesworth & A. W.
reference	G. Pike	G. Pike 2015 ‘A Non-local Source of Irish Chalcolithic and Early Bronze Age Gold’, Proceedings of the Prehistoric Society 81, 149–77.
reference	Stang, C.	Stang, C. 1972 Lexikalische Sonderübereinstimmungen zwischen dem Slavischen, Baltischen und Germanischen. Oslo-Bergen-Tromsø, Universitetsforlaget.
reference	Stifter,	Stifter, D. ‘The Proto-Germanic shift *ā > *ō and early
reference	Germanic linguistic contacts’	Germanic linguistic contacts’ 2009 Historische Sprachforschung 122, 268–83.
reference	Sturluson, Snorri (J. L. Byock, trans.)	Sturluson, Snorri (J. L. Byock, trans.) 2005 The Prose Edda. London, Penguin.
reference	Sturtevant, E. H. (with E. Adelaide Hahn)	Sturtevant, E. H. (with E. Adelaide Hahn) 1951 Comparative Grammar of the Hittite Language. Rev. ed. New Haven, Yale University Press. First edition: 1933.
reference	Szecsenyi-Nagy,	Szecsenyi-Nagy, A., C. Roth, G. Brandt, C. Rihuete- Herrada, C. Tejedor-Rodríguez, P. Held, Í. García- Martínez-de-Lagrán, H.r Arcusa Magallón, S. Zesch, C. Knipper, E. Bánffy, S. Friederich, H. Meller, P. Bueno Ramírez, R. Barroso Bermejo, R. de Balbín Behrmann, A. M. Herrero-Corral, R. Flores Fernández, C. Alonso Fernández, J. Jiménez Echevarria, L. Rindlisbacher, C. Oliart, Ma-I. Fregeiro, I. Soriano, O. Vicente, R. Micó, V. Lull, J. Soler Díaz, J. A. López Padilla, C. Roca de Togores Muñoz, M. S. Hernández Pérez, F. J. Jover Maestre, J. Lomba Maurandi, A. Avilés Fernández, K. T. Lillios, A. M. Silva, M. Magalhães Ramalho, L. M. Oosterbeek, C. Cunha, A. J. Waterman, J. R. Buxó, A. Martínez, J. Ponce Martínez, M. Hunt Ortiz, J. C. Mejías-García, J. C. Pecero Espín, R. Cruz-Auñón Briones, T. Tomé, E. Carmona Ballestero, J. L. Cardoso, A. C. Araújo, C. L. von Lettow-Vorbeck, C. Blasco Bosqued, P. Ríos Mendoza, A. Pujante, J. I. Royo-Guillén, M. A. Esquembre Beviá, V. M. Dos Santos Goncalves, R. Parreira, E. Morán Hernández, E. Méndez Izquierdo, J. Vega y Miguel, R. Menduiña García, V. Martínez Calvo, O. López Jiménez, J. Krause, S. L. Pichler, R. Garrido-Pena, M. Kunst, R. Risch, M. A. Rojo-
reference	Guerra, W. Haak, & K. W. Alt	Guerra, W. Haak, & K. W. Alt 2017 ‘The maternal genetic make-up of the Iberian Peninsula between the Neolithic and the Early Bronze Age’, Scientific
reference	Reports 7(1), 15644. https://doi.org/10.	Reports 7(1), 15644. https://doi.org/10.1038/s41598- 017-15480-9 Tacitus. Trans. M. Hutton & W. Peterson. Revised by R. M. Ogilvie, E. H. Warmington, & M. Winterbottom 1914 Agricola. Germania. Dialogue on Oratory. Loeb Classical Library 35. Cambridge, MA, Harvard University Press. Tacitus. Trans. H. Mattingly. Revised by S. A. Handford. 1948 The Agricola and the Germania. London, Penguin.
reference	Talbert, R. J. A., (ed.)	Talbert, R. J. A., (ed.) 2000 Barrington Atlas of the Greek and Roman World. Princeton, Princeton University Press.
reference	Thier, K.	Thier, K. 2011 ‘Language and Technology: Some Examples from Seafaring (Germanic and Celtic)’, Transactions of the Philological Society 109, 186–199.
reference	Thomason, S. G. & T. Kaufman	Thomason, S. G. & T. Kaufman 1988 Language contact, creolization, and genetic linguistics. Berkeley, Los Angeles, & London, University of California Press.
reference	Timberlake, S.	Timberlake, S. 2016 ‘Copper mining, Prospection, and the Beaker Phenomenon in Wales—the significance of the Banc Tynddol gold disc’, Celtic from the West 3. Atlantic Europe in the Metal Ages. Questions of shared language. Celtic Studies Publications 19, ed. J. T. Koch, B. Cunliffe, C. D. Gibson & K. Cleary, 111–38.
reference	Oxford,	Oxford, Oxbow Books.
reference	Toner, G.	Toner, G. 2000 ‘Identifying Ptolemy’s Irish Places and Tribes’, Ptolemy: Towards a Linguistic Atlas of the Earliest Celtic Place-names of Europe, ed. D. N. Parsons & P. Sims-Williams, 73–82. Aberystwyth, CMCS.
reference	Trask, R. L.	Trask, R. L. 2008 Etymological Dictionary of Basque. Edited for web publication by Max W. Wheeler. http://www.sussex.ac.uk.
reference	Uckelmann, M.	Uckelmann, M. 2012 Die Schilde der Bronzezeit in
reference	Nord-,	Nord-, West- und Zentraleuropa. Prähistorische Bronzefunde III, 4. Stuttgart, Franz Steiner Verlag.
reference	Uckelmann, M.	Uckelmann, M. 2014 ‘A Bronze Age ornament network? Tracing the Herzsprung symbol across Europe’, Knowledge Networks and Craft Traditions in the Ancient World: Material Crossovers, ed. K. Rebay-
reference	Salisbury,	Salisbury, A. Brysbaert, & L. Fox, 182–98. Abingdon/ New York, Routledge.
reference	Udolph, J.	Udolph, J. 2017 ‘Heimat und Ausbreitung indogermanischer Stämme im Lichte der
reference	Namenforschung’,	Namenforschung’, Acta Linguistica Lithuanica 76, 173–249.
reference	Untermann, J. with D. S. Wodtko	Untermann, J. with D. S. Wodtko 1997 Monumenta Linguarum Hispanicarum. Band IV. Die tartessischen, keltiberischen und lusitanischen Inschriften.
reference	Wiesbaden,	Wiesbaden, Reichert.
reference	Untermann, J.	Untermann, J. 2000 Wörterbuch des Oskisch- Umbrischen. Heidelberg, Winter.
