normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-02061	WATKINS-FORM-00759	*seh2i-/	*seh₂i-/	seh2i	latin-script	reconstructed_form	PIE/Proto-form	PIE/Proto-form			454	471	46. Typhoeus and the Illuyankas	asterisk_form	slash-fragment	h must serve as our point of departure. Greek ἱμάσσω 'lash' is a denominative verb, formed from ἱμάς 'thong', stem iu«vT-. The latter is a derivative of an Indo-European verb root *seh2i-/*sh2i- 'to bind, tie', Hittite ishai-, ishiya-, Skt. sydti. In Greek, binding was normally with thongs, and we find such typical verb phrases with the verb 'to bind' (δέω) and instrumental datives as //. 21.30, 1	resolved	accepted-laryngeal-normalization	true	Subscript laryngeal normalization retained; no remaining suspect condition.
