form	count
*kor-i̯o-	1
*koro-poti-	1
*koro-φoti-	1
*kou̯-	1
*kou̯et(-i)-	1
*kou̯i̯o-	1
*kou̯pi-	1
*kou̯pēd-	1
*kou̯pēd-(ō)n-	1
*kou̯u̯ēro-	1
*kou̯V-	1
*kou̯īr-āu̯o-	1
*kou̯īro-	1
*kou̯īro-re/ēg-	1
*koβr-ā-	1
*koβro-28	1
*koμu̯ēro-	1
*kruu̯V-	1
*ku	1
*ku.HV-	1
*ku.u̯o-	1
*kuno-gu̯a/ono-	1
*kup-.42	1
*kup-/	1
*kup-eh1-i̯o/e-	1
*kup-i	1
*kup-nó-	1
*kup-ri-	1
*kup-ró-.27	1
*kupi	1
*kupi-.39	1
*kupi-i̯o/e-	1
*kupi/ē-	1
*kupit(-o)-	1
*kupnó-	1
*kuppi-	1
*kupr-iko-	1
*kupr-ē(d	1
*kupri-kon-	1
*kupro-	1
*kupē-i̯o/e-	1
*kuu̯V-	1
*ku̯ari̯o-	1
*ku̯e	1
*ku̯eh1p-	1
*ku̯ordo-	1
*ku̯ordos	1
*ku̯r̥-dh3-ó-	1
*kuφ-(i)i̯ó-	1
*kuφi-(i̯)ó-	1
*kuφi/ī-mon-	1
*kuφno-	1
*kéu̯po-	1
*kéu̯po-).22	1
*kóu̯po-	1
*kúpye/o-	1
*kār(i̯)a-pati-	1
*kū	1
*kūpē-	1
*leu̯-	1
*leu̯H-].53	1
*loperno-	1
*lou̯erno-	1
*lou̯p-	1
*med-dūt-s	1
*med-i̯ūt-s.2	1
*med-ot-	1
*med-ot-am	1
*med-ot-os	1
*med-ot-s	1
*med-u̯ōt-	1
*med-u̯ūt-s	1
*med-ūt-	1
*med-ūt-o-	1
*medhu-	1
*medot-	1
*medyots	1
*medūt-	1
*medūt-ū	1
*menos	1
*menu̯o-	1
*mraki-	1
*neu̯-	1
*nou̯anó-	1
*néu̯-o/e-	1
*oku-	1
*ordo-u̯eχto-	1
*pari̯o-	1
*pe	1
*pelh1u	1
*ph2-ó-	1
*pleth2-	1
*pro-kupi-t-o-	1
*pro-kupito-	1
*randā	1
*rannā	1
*reu̯dhi-	1
*reu̯dhi-t	1
*reu̯dhi-t-o-	1
*ro-cēt-io-	1
*rom-ti-	1
*rontV-	1
*se/ou̯h1-	1
*sei̯ku̯-	1
*sei̯ku̯-Vno-	1
*seu̯h1-	1
*seu̯h1-o/e-	1
*seu̯h1-ti	1
*sh2u̯en-s	1
*sinku̯-n̥t-	1
*sinku̯ant(-i)-.16	1
*sinku̯ant-	1
*skarda-	1
*skerd-	1
*skerdh-	1
*soi̯no-	1
*su-bi̯ii̯o-	1
*su-u̯id-	1
*suh1-é/ónti	1
*suh2-e/on-o-	1
*suu̯a/ono-	1
*suu̯ens	1
*suφno-	1
*uku̯et(i)-	1
*u̯ei̯h1-ti-	1
*u̯el(H)-ont-ih2	1
*u̯epo-litano-	1
*u̯erkou̯anos	1
*u̯erkuu̯anos	1
*u̯erku̯anos	1
*u̯eth2-i-	1
*u̯idu̯ā	1
*uφamo-	1
*uφamo-gosti-	1
*uφer-ko(m)-gu̯a/onos	1
*uφer-kom-b(i)i̯o-	1
*wōðanaz	1
*ǵher-n̥t-	1
*φare-	1
*φare-kuφit-(i)i̯o-	1
*φarsnā	1
*φelu-φei̯t-(i)i̯o-	1
