line,pdf_page,category,matches,context
1025,047,suspicious_greek_ocr,q; q,"\*aihti- f. 'property, belongings; family' - Go. aihts f. 'property', ON rett f. 'family', Far. rett f. 'lineage, descent, family', OE reht f. 'possessions, property, lands', OHG eht f. 'possession, goods, wealth' (DRY). A ti-stem created to the root of \*ai9an- (q.v.). Note that the sometimes connected Ir. icht m. 'progeny, tribe' (quasi < \*h₂il<-ti-) is more likely to have been derived from root \*iek- 'to speak' (see \*jehan-) in view of the related MW ieith f. 'language, nation, race' < \*i"
1027,047,suspicious_greek_ocr,q,\*alhtrojan- w.v. 'to beg' - Go. aihtron wv. 'id.' (GM). Etymology uncertain: perhaps somehow derived from \*aikan- 'to appropriate' (q.v.). Unrelated to Gr. oiJCTp6׵ adj. 'miserable'.
1029,047,suspicious_greek_ocr,q,"\*aik- f. 'oak' - ON eik f. 'id.', Far. eik f. 'id.', Elfd. iek f. 'id.', OE iic, pl. rec f. 'id.', E oak, OS ek f. 'id.', Du. eik c. 'id.', OHG eih f. 'id.', G Eiche f. 'id.' ⇒ \*aig- (EUR) - Gr. aiyl.Awljl m. 'kind of oak'; ?Lat. aesculus f. 'winter oak'; ?Lith. qzuolas, diiuols, ciuiuolas, Latv. uozuols, OPru. ansonis 'oak'. Also cf. OHG eihhi/a, G Eichel f., Du. eikel c. 'acorn' < \*aikilon-. A European word with no certain IE etymology. The generally compared Gr. aiyiAwljl 'kind of oak' cou"
1031,048,suspicious_greek_ocr,8;,<!-- pdf-page: 048; section: dictionary -->
1033,048,suspicious_greek_ocr,q; 2;,"that the derivation of the word is problematic in the other languages. The derivation of Lat. aesculus 'kind of oak-tree' ( < \*aig-sculus?) is obscure, and of the Baltic forms only the variant Lith. aiiuols < \*aig-61 can regularly be related. Further cf. Basq. ezkur 'acorn' (cf. Genaust 1996: 42; differently Trask 2008: 188)."
1035,048,suspicious_greek_ocr,q; q,"\*aikan- s.v. 'to make one's own(?)' - Go. afaikan s.v. 'to deny, abjure', OHG in-eihhan s.v. 'to sacrifice; dedicate' (DRV). The fact that Go. aikan and OHG eihhan (cf. ChWdW9: 245) are reduplicated verbs, which typically have an o-grade of the root, could imply a pre-Gm. formation \*HoiCB1-e-. One could then compare Latv. afcinfit 'to call, invite' < \*Hoig-n(e)h₂- and Olr. eigid 'to cry' < \*h₁dg1-e-. From the Germanic perspective, however, it is more likely that the root \*aik- continues \*a"
1039,048,suspicious_greek_ocr,q; q; q; q,"\*aikwernan- - \*ikurnan- m. 'squirrel' - ON fkorni m. 'id.', Far. fkorni m. 'id.', Elfd. aikuonn m. 'id.', OE iicweorn(a) m. 'id.', MDu. eecoren m. 'id.', Du. eekhoren c. 'id.', OHG eihhurno, eihhorno m. 'id.', G Eichhornchen n. 'id.' ⇒ \*h₂ei-h₂u-r (IE) - NP varvarah 'squirrel' < \*h₂uer-h₂uer-o-; Lat. vfverra f. 'ferret' < \*h₂ui-h₂uer-neh₂-; Olr. faru f. 'squirrel', Ir. iora 'id.' < \*h₂i-h₂uer-(?); Gael. feorag, W gwywer 'id.' < \*h₂ui-h₂uer-; Lith. vovere, v6vere, Latv. vavere 'id.' < \*h₂"
1041,049,suspicious_greek_ocr,9;,<!-- pdf-page: 049; section: dictionary -->
1053,049,suspicious_greek_ocr,q,"\*ainahan- adj. 'single' - Go. ainaha adj. 'id.', ON einga indecl. 'id.', OE anga, renga, enga adj. 'id.' ⇒ \*Hoi-Hno-Ko- (DRY) - Formally close to Lat. unicus adj. 'single'. Derived from \*aina- (q.v.)."
1057,050,suspicious_greek_ocr,0;,<!-- pdf-page: 050; section: dictionary -->
1065,050,suspicious_greek_ocr,q,"\*h₂ei-er-i (IE) - Av. aiiara, gen. aiiqn n. 'day' < \*h₂ei-r/n-; Gr. ƀpl 'in the morning' < \*h₂ei-er-i; Gr. Tjtplo<; adj. 'matutinal' < \*h₂eier-io-. PGm. \*airi is identical to Gr. ƀpl, continuing the locative of an old r/n-stem meaning 'day' (or 'daybreak'?), cf. Av. aiiara. The e of \*ajeri was regularly raised to \*i after \*j, and triggered the merger of \*aji- with \*ai- (cf. \*aiza- 'oar' < PIE \*h₂ei-es-). Note that ON, Icel. aria, Sw. aria, Da. cirle adv. 'early' developed from cirlig"
1067,050,suspicious_greek_ocr,q,"\*airinon- w.v. 'to run an errand' - Go. airinon w.v. 'to be an emissary, to be a messenger', ON cirna w.v. 'to intercede, to pray'. (DRV). Derived from \*airu- 'messenger' (q.v.)."
1071,051,suspicious_greek_ocr,1;,<!-- pdf-page: 051; section: dictionary -->
1073,051,suspicious_greek_ocr,q,"An adverbial comparative often derived from \*ārōr < \*air-þera- (see \*airi) with dissimilation of the first r after the monophthongization of \*ai to ā (thus Torp 1909: 3). Or should we rather assume dissimilation of \*āriR to \*āðiR (before the syncope of i, but after the monophthongization of \*ai to \*ā)? If so, the Old Norse form must originally have been identical to Go. airis < \*air-iz. For similar dissimilations, cf. Go. izwis obl.du. 'you' vs. ON yðr < PN \*iōðiR < \*iRwiR and Icel. h"
1079,051,suspicious_greek_ocr,q; q; q,"\*aiskō- f. 'demand' - OFri. āske f. 'claim', OHG eisca f. 'question' ⇒ \*h₂ois-sk-eh₂- (IE/NEUR) - Latv. ieska f. 'desire' < \*h₂ois-sk-eh₂- (whence Lith. ieškóti 'to look for', Latv. ieskāt 'to look for lice'); Skt. iccháti 'to long for', Av. isaiti 'id.' < \*h₂is-sk-e-; Skt. icchā- f. 'wish, demand', Arm. aycʿ 'visit, inspection', OCS iska f. 'demand' < \*h₂is-sk-eh₂- (whence OCS iskati 'to search, seek', Ru. iskátʹ 'id.', SCr. iskati 'to wish' < \*h₂is-sk-eh₂-). An eh₂-stem derived from a PI"
1083,052,suspicious_greek_ocr,2;,<!-- pdf-page: 052; section: dictionary -->
1085,052,suspicious_greek_ocr,q,"urge' < \*h₁eis-ie-; Skt. eṣá- adj. 'quick' < \*h₁ois-o-; Lat. īra f. 'anger, rage' < \*h₁eis-eh₂-. An iterative or denominative verb without cognates in the WGm. languages."
1087,052,suspicious_greek_ocr,q,"\*aison- f. 'fireplace' - ON eisa f. 'embers', Nw. eise f. 'fire, smith's fire', MLG ese f. 'forge, fireplace' ⇒ \*h₂ois-eh₂- (IE?). Usually derived from \*h₂eidh-s- (cf. \*aida- 'pyre'), but \*h₂ei-s- would be more straightforward. Possibly related to \*aiza- 'ore' < \*h₂ei-es- ( q.v)."
1089,052,slash_in_headword,\*aista/6-,"\*aista/6- m./f. 'kiln' - OE ast m. 'oven', E oast, MLG eiste f. 'oast house', MDu. eest, est m./f. 'drying kiln', Du. eest c. 'oast; kiln' ⇒ \*h₂ei-sth₂-o- (DRY). Possibly a compound of the root of \*aida- 'fire' with the locational suffix \*-sth₂-o- (for which cf. \*sten- 'to stand'). See also \*aison-."
1099,053,suspicious_greek_ocr,3;,<!-- pdf-page: 053; section: dictionary -->
1105,053,suspicious_greek_ocr,q; q,"\*aiþin- - \*aiþōn- f. 'mother' - Go. aiþei f. 'id.', ON eiða f. 'id.', OHG fuotar-eidi f. 'nanny', MHG eide f. 'mother' ⇒ \*ait-ih₂-(?) (GM). A nursery word, cf. Basq. aita 'father'. Hardly from \*aiþa- 'oath' (q.v.) in the sense of ""legally acknowledged mother"" (pace Mezger 1960: 68). The somewhat enigmatic form ON edda f. 'great-grandmother' could be a hypocoristic formation to eiða."
1107,053,suspicious_greek_ocr,q,"\*aiþja- adj. 'capable of taking an oath' - Go. uf-aiþeis\* adj. 'bound by an oath', OE āðe adj. 'qualified to swear an oath' (DRV). The meaning of the Old English form is clearly gerundival. Usually, gerundives are created to verbs, but in this particular case, the derivational base appears to have been \*aiþa- 'oath'."
1111,054,suspicious_greek_ocr,4;,<!-- pdf-page: 054; section: dictionary -->
1115,054,slash_in_headword,\*aiwa/o-,"\*aiwa/o- 1 m./f. 'eternity, age' - Go. aiws m. 'id.', OFri. ewe f. 'id.', OS ewa f. 'id.', Du. eeuw c. 'century', OHG ewa f. 'eternity' ⇒ \*h₂ei-u- (IE) - Skt. &yu- n. 'life, lifetime', OAv. iiiiii, gen.yaos n. 'life, lifetime, time', Lat. aevus m., aevum n. 'period of time' < \*h₂ei-u-; Gr. alwv m./f. '(life)time, long time, eternity' < \*h₂ei-u-on- (cf. orig. Joe. aitv 'always'). The Latin and Germanic forms both go back to thematic \*h₂ei-uo-, but the word was originally inflected as an athe"
1117,054,suspicious_greek_ocr,q; q; q,"\*aiwa/o- 2 m./f. 'law' - OE re, rew f. 'law, religion, marriage', OFri. ewe, e f. 'law', OS eo, eu m. 'law', OHG ewa, ea, eo f. 'law, right, will, contract', MHG ewe, e f. 'marriage, alliance' (IE). Probably related to Lat. jiis, jiiris n. 'law' < \* Hieu-es- and etymologically identical to \*aiwa/ii- 1 (q.v.). Hardly to Lat. aequus 'level, equal' < \*h₂eikwoor to Skt. eviis m.pl. 'conduct, habit, usage, custom' < \*h₁oi-uo-, which is derived from the root \*h₁ei- 'to go' (see \*aidja- and \*id"
1117,054,slash_in_headword,\*aiwa/o-,"\*aiwa/o- 2 m./f. 'law' - OE re, rew f. 'law, religion, marriage', OFri. ewe, e f. 'law', OS eo, eu m. 'law', OHG ewa, ea, eo f. 'law, right, will, contract', MHG ewe, e f. 'marriage, alliance' (IE). Probably related to Lat. jiis, jiiris n. 'law' < \* Hieu-es- and etymologically identical to \*aiwa/ii- 1 (q.v.). Hardly to Lat. aequus 'level, equal' < \*h₂eikwoor to Skt. eviis m.pl. 'conduct, habit, usage, custom' < \*h₁oi-uo-, which is derived from the root \*h₁ei- 'to go' (see \*aidja- and \*id"
1125,055,suspicious_greek_ocr,5;,<!-- pdf-page: 055; section: dictionary -->
1131,055,suspicious_greek_ocr,q,"\*ajja- n. 'egg' - Go. Crim. ada n.pl. 'id.', ON egg n. 'id.', Far. egg n. 'id.', Elfd. egg n. 'id.', OE reg n. 'id.', WFri. aai n. 'id.', OS ei n. 'id.', Du. ei n. 'id.', OHG ei n. 'egg', G Ei n. 'id.' ⇒ \*h₂6u-i6- (IE) - Identical to YAv. aem acc. 'id.', MP xii.y-ag 'id.', Arm. ju 'id.' (with unclear j-). Gr. ״6v n. 'id.', Lat. ovum n. 'id.', OW ui, MW wy M. 'id.', OCS aice, Ru.jajc6, SCr.jajce n. 'id.' ( < PSlav. \*aj-bce). A neuter (iJo-stem directly continuing the PIE word for 'egg'. The wo"
1133,056,suspicious_greek_ocr,6;,<!-- pdf-page: 056; section: dictionary -->
1143,056,suspicious_greek_ocr,6c;; 6c;; q,"\*akra- 2 n.(?) 'some kind of metal' - EDu. aecker 'id.' ⇒ \*h₂erg-ro-(?) (IE?) - Skt [jrci- adj. 'shining reddishly, bright-colored', Gr. apy6c; adj. 'shining white' < \*h₂rg-ro-; Skt. rajata- n. 'silver' < \*h₂reg-nt-o-; YAv. arazata- n. 'id.', OP ardt- n. 'id.', Oss. cerzcet 'ore', Arm. arcat' 'silver', Lat. argentum n. 'id.', Olr. argat n. 'id.', OW argant, MW ariant 'id.' < \*h₂rg-nt-o-. The word aecker is attested only in Early Modern Dutch in a list of metal names (Doorman 1940: 106): Ald"
1147,057,suspicious_greek_ocr,7;,<!-- pdf-page: 057; section: dictionary -->
1151,057,suspicious_greek_ocr,qi; qi,"\*alcwesi- f. 'axe' - Go. aqizi f. 'id.', ON !i1X f. 'id.', Far. fiJks f. 'id.', Elfd. okse f. 'id.', OE rex f. 'id.', E axe, OFri. axe f. 'id.', OS akus f. 'id.', Du. aks c. 'id.', OHG ackus f. 'id.', G Axt f. 'id.' ⇒ \*h₂egwis-ih₂-(?) (NIE?) - Gr. aɌ[VT] f. 'axe' < \*h₂egws-i-; Lat. ascia f. 'axe, trowel' < \*h₂esk-ieh₂-(?). The formal incongruences between Germanic, Latin and Greek are suggestive of a non-Indo-European origin (cf. Bjorvand/Lindeman 2000: 1085). If this is correct, there is ro"
1157,058,suspicious_greek_ocr,8;,<!-- pdf-page: 058; section: dictionary -->
1163,058,slash_in_headword,\*a/but-,"\*a/but- f. 'swan' - ON plpt, gen. alptar, elptr f. 'id.', Ice!. a/ft f. 'id.', OE ielfetu f. 'id.', E obs. elk(?) 'swan, goose', MHG a/biz, e/biz f. 'swan' ⇒ \*a/bhVd- (NIE) - Close to Ru. /ebed' (< PSlav. \*elbedb-) < \*h₁e/bhedh-i-, SCr. lilbrid (< \*olbpdb) < \*h₁0/bhond-i-, arch. lebrit ( < \*elbptb) m. 'swan'. The Germanic form can be reconstructed as \*a/but- with the suffix for animals that is also found in \*heruta- 'deer' and \*hurnuta-/o- 'hornet', and is often connected to the PIE ad"
1165,058,suspicious_greek_ocr,q,"\*alda- adj. '(grown) old' - Go. alpeis adj. 'old' ( < \*alpja-), ON ellri comp. 'id.', OE eald adj. 'id.', E old, OFri. aid, auld adj. 'id.', OS aid adj. 'id.', Du. oud adj. 'id.', OHG alt adj. 'id.', G alt adj. 'id.' ⇒ \*h₂el-t6- (DRV) - Lat. altus adj. 'high', Olr. alt m. 'height, cliff < \*h₂e/-to-; W al/t f. 'hill' < \*h₂e/-teh₂-. An adjective continuing the original participle of the verb \*a/an- 'to grow; to bring up' (q.v.). It gave rise to ON elli, OE ild(e), ildu, OS eldi, OHG alti, el"
1167,058,suspicious_greek_ocr,q,"\*aldi- f. 'age' - Go. alps f. 'generation, age', ON pld f. 'age', pl. 'mankind' ⇒ \*h₂e/-tf- (DRV). A ti-stem derived from the strong verb \*a/an- ( q.v.)."
1169,059,suspicious_greek_ocr,9;,<!-- pdf-page: 059; section: dictionary -->
1173,059,suspicious_greek_ocr,q,"\*aldra- n. 'age, life( span)' - Go. fram-aldrs\* adj. 'aged', ON aldr m. 'id.', OE aldor n. 'life; age', OS aldar n. 'id.', MDu. ouder n. 'id.', OHG altar, aldar n. 'id.', G Alter n. 'id.' ⇒ \*h₂el-tro- (DRV) - Olr. com-altar m. 'joint fosterage', ml-altar m. 'bad fosterage'. An instrumental formation to the verb \*a/an- (q.v.)."
1175,059,suspicious_greek_ocr,£,"\*algi- 1 m. 'elk' - ON elgr m. 'id.', Far. elgur m. 'id.' ⇒ \*h₁ol-lt-i- (IE) - Identical to ORu. losb, Ru. los', Pol. lo§ m. 'elk' < \*h₁ol-l<-i[o)-; further cf. Skt. fsyam. 'male antelope' < \*h₁l-l<-io-. Together with Sw. dial. elgja, ilgja f. 'elk cow' < \*algji5n- the word is derived from the IE word for 'deer', cf. Gr. £A.mpo<; 'deer' < \*h₁el-o-bho-. The suffix \*-I<- is reminiscent of the \*-/{- of \*h₂rt-1<0- 'bear', cf. Hitt. bartakka-, Skt. fk$a-, Gr. apKTO<;, Lat. ursus, Olr. art, W"
1177,059,suspicious_greek_ocr,0;,"\*algi· 2 m. 'slush' - Icel. elgur m. 'slush, melting snow' (GM?). The word has been connected to Lat. a Igor m. 'cold', which may reflect an s-stem \*h₂elg<hl-os- (Liden 1897: 66), but in spite of the fact that the PGm. form \*algi-, too, can theoretically have evolved from an s-stem \*algiz- (cf. \*hwali- 'whale'), it is more likely to be related to Far. elgja w.v. 'to pour (down the throat)' < \*algjan-. Also note that the identification of Ice!. elgur with ON elgr\*, as found in the kennings"
1179,059,suspicious_greek_ocr,q,"\*algjan- w.v. 'to be nauseated' - Icel. elgja w.v. 'id.', Nw. elgja w.v. 'id.' (GM). A verb reminiscent of \*walk/gon- (q.v.). Also cf. WFri. algje w.v. 'to be disgusted' < \*algi5jan-."
1183,060,suspicious_greek_ocr,0;,<!-- pdf-page: 060; section: dictionary -->
1189,060,suspicious_greek_ocr,q,"\*aliskon- w.v. 'to tend to(?)' - ON elska w.v. 'to love', Far. a/ska, elska w.v. 'id.' (GM). A derivative of \*a/an- 'to grow; to rear', cf. Da. op-elske 'to grow (e.g. plants), to raise (cattle)' (Magnusson 1989: 152). Definitely unrelated to ON elja f. 'concubine' < \*aljon- and \*lustu- 'desire' (q.v.)."
1191,060,suspicious_greek_ocr,0;,"\*alis/z- m. 'alder' - ON p/r, air m. 'id.', Nw. or, older m. 'id.', OE a/or, a/er m. 'id.', E alder, MDu. else m. 'id.', Du. els c. 'id.', OHG erila, elira f. 'id.', G Erle f. 'id.' ⇒ \*a/is- (EUR) - Lat a/nus f. 'alder' < \*h₂els-no-; Lith. alksna, Latv. alksna f. 'alder thicket; marsh' < \*h₂els-n-eh₂-; Ru. ol'xa, SCr. dial. je/ha f. 'alder' < \*h₂elis-eh₂-; Cz. o/Se, dial. je/5e, SCr. jelfo f. 'id.' < \*h₂elis-ieh₂- (both formations with unclear variation of PSI. a- and e-). The Slavic forms"
1191,060,slash_in_headword,\*alis/z-,"\*alis/z- m. 'alder' - ON p/r, air m. 'id.', Nw. or, older m. 'id.', OE a/or, a/er m. 'id.', E alder, MDu. else m. 'id.', Du. els c. 'id.', OHG erila, elira f. 'id.', G Erle f. 'id.' ⇒ \*a/is- (EUR) - Lat a/nus f. 'alder' < \*h₂els-no-; Lith. alksna, Latv. alksna f. 'alder thicket; marsh' < \*h₂els-n-eh₂-; Ru. ol'xa, SCr. dial. je/ha f. 'alder' < \*h₂elis-eh₂-; Cz. o/Se, dial. je/5e, SCr. jelfo f. 'id.' < \*h₂elis-ieh₂- (both formations with unclear variation of PSI. a- and e-). The Slavic forms"
1193,061,suspicious_greek_ocr,1;,<!-- pdf-page: 061; section: dictionary -->
1195,061,suspicious_greek_ocr,q,"\*alja- pron. 'someone else' - Go. aljis\* pron. 'id.' ⇒ \*h₂el-io- (IE) - Identical to Arm. ayl adj. 'other', Gr. WJ.o<; adj. 'id.', Lat. a/ius 'id.', Oir. ai/e, W ei/ pron. 'id.'. •a/Jan- w.v. 'to make grow, rear' - Go. aljan\* w.v. 'to make grow, fatten', Nw. dial. e/ja s./w.v. 'to breed, rear' ⇒ \*h₂o/-eie- (ORV). The causative to \*a/an- (q.v.). The strong forms occurring in Nw. elja, pret. ol/alde seem to be secondary, though a strong present \*aljan- beside \*a/an- would be reminiscent of"
1199,061,suspicious_greek_ocr,2;,"\*alkon- f. 'auk' - ON alka f. 'razor-bill', Far. ci/ka f. 'id.', OE ea/ce f. 'auk', E auk (EUR?) - To Lat. olor m. 'swan' < \*h₁el-or-; Olr. elu 'id.' < \*h₁el-on-; W a/arch 'id.' < \*h₁el-r-sk-o-? A formation apparently derived from the root \*al{/)- as continued by Sw. al-/6.gel 'long-tailed duck', dial. al m. 'id.' < \*ala- and Ice!. haf-el/a, hciv-ella, Far. 6gv-e/la f. 'id.' < \*a/ljon- (Torp 1909: 22; Magnusson 1989: 11 ). For the k-suffix, see \*balika/on- 'coot' and \*habuka- 'hawk'. If"
1205,062,suspicious_greek_ocr,2;,<!-- pdf-page: 062; section: dictionary -->
1209,062,suspicious_greek_ocr,£,"\*amaitjo· f. 'ant' - OE kmette f. 'id.', E ant, MDu. amete, emete, eemt f. 'id.', OHG ameiza f. 'id.', G Ameise f. 'id.' (DRY?). Origin unclear. The word is usually assumed to be a compound with the root of \*maitan- 'to cut', but the form and origin of the first element is difficult to establish. One could reconstruct \*uz-maitjo- ""out-cutter"" in which unstressed \*uz would give PWGm. \*a. I personally find it more attractive to connect \*emon- 2 'larva'. The word may then be a haplologized co"
