page,line,headword,label_gloss,gloss,opening
49,1056,ailida-,m. 'fire',fire,"\*ailida- m. 'fire' - ON e/dr m. 'id.', Far. e/dur m. 'id.', Elfd. jiild m. 'id.', OE ii!led m. 'fire; fire blight' (DRY). A formation derived from \*ailjan- (OE re/an w.v. 'to burn') which in turn is a factitive to the noun \*aila- as implied by OE al n. 'fire' < \*ai/la- < \*aid/a- < \*h₂eidh-/o-, for which cf. \*aida-. W aelwyd f. 'fireplace' and Bret. oelad 'id.' were borrowed from early Anglo-Saxon."
49,1058,aima-,"m. 'steam, smoke'","steam, smoke","\*aima- m. 'steam, smoke' - ON eimr m. 'fire, smoke, steam', Far. eimur m. 'embers', Nw. eim m. 'vapor, smoke, trace, semblance, inkling' ⇒ \*h₁oi-mo- (1E). A mo-stem whose meaning makes it tempting to reconcile it with the root \*h₂ei- 'to burn' (see \*aida-, \*aiza-), which would imply a proto-form \*h₂oi-mo-. However, ON, Icel. fm n. 'dust, dirt', Far. fm n. 'soot', Nw. im n. 'thin layer (e.g. of dust, flower or soot)' < \*ima- rather implies a root \*h₁eiwith \*h₁. See also \*aima-uzjon-."
49,1060,aima-uzjon-,f. 'embers',embers,"\*aima-uzjon- f. 'embers' - ON eimyrja f. 'id.', OE remyrie f. 'id.', E embers, MDu. amere f. 'id.', OHG eimuria f. 'id.', MHG eimer(e) f. 'id.' (DRY). A compound of \*aima- 'steam, smoke' and \*usjon-, cf. ON ysja f. 'fire' < \*Hus-ieh₂-, See also \*uznan-."
49,1062,aina-,num. 'one',one,"\*aina- num. 'one' - Go. ains num. 'id.', ON einn num. 'id.', Far. ein num. 'id.', Elfd. ien num. 'id.', OE iin num. 'id.', E one, OFri. an, en num. 'id.', OS en num. 'id.', Du. een num. 'id.', OHG ein num. 'id.', G ein num. 'id.' ⇒ \*Hoi-Hn-o- (IE) - Identical to Lat. unus, Olr. 6en, W un; OPru. ainan acc., Lith. vfenas, Latv. viens num. 'id.'; also cf. Gr. oivi] f. 'one (on a dice)' < \*Hoi-Hn-eh₂-; OCS in'b 'some(one), other', Ru. in6j 'different, other' < \*Hi-Hn-o-; Skt. eka- 'one' < \*Hoi-ko-; Av. aeuua- 'id.', OP aiva- 'id.' < \*Hoi-uo-. A West Indo-European numeral derived from an IE root \*Hoi-, for which cf. \*aiwa/o- 1."
49,1064,ainahan-,adj. 'single',single,"\*ainahan- adj. 'single' - Go. ainaha adj. 'id.', ON einga indecl. 'id.', OE anga, renga, enga adj. 'id.' ⇒ \*Hoi-Hno-Ko- (DRY) - Formally close to Lat. unicus adj. 'single'. Derived from \*aina- (q.v.)."
49,1066,ainalifa-,num. 'eleven',eleven,"\*ainalifa- num. 'eleven' - Go. ainlif num. 'id.', ON ellifu num. 'id.', Far. ellivu num. 'id.', Elfd. el/av num. 'id.', OE endlufon num. 'id.', E eleven, OFri. and/ova,"
50,1072,ainja-,m. 'juniper',juniper,"\*ainja- m. 'juniper' - ON einir m. 'id.', Far. eini n. 'id.' (also cf. eini-ber 'juniper berry'), Nw. eine m. 'id.', Sw. en(e) c. 'id.', Elfd. ien m., iene n. 'id.', Da. ene-brer 'id.', LG en(e)ke 'id.', G dial. Einbeerbaum 'id.' ::} \*h₁oi-n-io- (IE) - Hitt. ejan- n. 'a certain evergreen tree' < \*h₁ei-n-; Lat. iilni-pe/irus m. 'juniper' < \*h₁oi-no- (with unexplained j- and etymologically obscure second member). A word that is likely to have been a collective formation, especially in view of the neuters Far. eini and Elfd. iene. The word is usually reconstructed as PGm. \*jainja- on the basis of the comparison with Lat. iiini-perus, but the West Germanic forms exclude initial \*j. If Hitt. ejan- is related (Kroonen 2011a: 32), we may reconstruct a static n-stem \*h₁6i-n, gen. \*h₁ei-n-s."
50,1074,airi,adv. 'early',early,"\*airi adv. 'early' - ON cir adv. 'id.', Far. (margin ciri 'early in the morning', OE <ir adv. 'before', OFri. er prep., conj. 'id.', OS er adv. 'id.', Du. eer conj. 'id.', OHG e(r) adv., conj. 'before, earlier', MHG e(r) adv. 'earlier, sooner' ::}"
50,1076,h₂ei-er-i,(IE),,"\*h₂ei-er-i (IE) - Av. aiiara, gen. aiiqn n. 'day' < \*h₂ei-r/n-; Gr. ƀpl 'in the morning' < \*h₂ei-er-i; Gr. Tjtplo<; adj. 'matutinal' < \*h₂eier-io-. PGm. \*airi is identical to Gr. ƀpl, continuing the locative of an old r/n-stem meaning 'day' (or 'daybreak'?), cf. Av. aiiara. The e of \*ajeri was regularly raised to \*i after \*j, and triggered the merger of \*aji- with \*ai- (cf. \*aiza- 'oar' < PIE \*h₂ei-es-). Note that ON, Icel. aria, Sw. aria, Da. cirle adv. 'early' developed from cirliga by some sort of syncope, cf.fastl(ig}a 'firmly', framarl(ig)a 'in a forward position', ill(ilig)a 'badly, hideously' and gerla, gprla 'fully', harola 'very', var/a 'hardly'."
50,1078,airinon-,w.v. 'to run an errand',to run an errand,"\*airinon- w.v. 'to run an errand' - Go. airinon w.v. 'to be an emissary, to be a messenger', ON cirna w.v. 'to intercede, to pray'. (DRV). Derived from \*airu- 'messenger' (q.v.)."
50,1080,airiz,adv. 'earlier',earlier,"\*airiz adv. 'earlier' - Go. airis adv. 'id.', ON cior adv. 'before, earlier' ::} \*h₂ei-er-is (IE)."
51,1086,airō-,f. 'oar',oar,"\*airō- f. 'oar' - ON ár f. 'id.', Far. ár f. 'id.', Elfd. åra f. 'id.', OE ār f. 'id.', E oar ⇒ \*h₃eiH-r-eh₂- (IE) - Hitt. hišša- c. 'carriage pole' < \*h₃iH-so-; Gr. οἴᾱξ, -ᾱκος m. 'handle of the rudder, rudder' < \*h₃(e)iH-s-; Skt. īṣā- f. 'drawbar' < \*h₃iH-s-eh₂-; Sln. ojé n. 'thill' < \*h₃iH-es-; Lith. íena f. 'rod' < \*h₃eiH-n-eh₂-. No certain etymology. The meaning 'oar' makes connection with the verb \*rōan- 'to row' < \*h₁roh₁-e- seem attractive, but this is formally impossible. The word has more convincingly been compared to the PIE s-stem \*h₃eiH-s, \*h₃iH-es- as continued by the aforementioned forms. The Germanic word cannot directly be derived from this s-stem, however, as \*aizō- would give ON \*\*eir. It must therefore be reconstructed as \*HeiH-r-eh₂-. Could it together with Lith. íena have split off from an old heteroclitic noun \*h₃óiH-r, gen. \*h₃eiH-n-s?"
51,1088,airu-,m. 'messenger',messenger,"\*airu- m. 'messenger' - Go. airus m. 'id.', ON árr m. 'messenger, servant', Icel. árr m. 'id.', OE ār m. 'id.', OS ēru m. 'id.' (GM). Also cf. Go. airinōn w.v. 'to be an emissary, to be a messenger', ON árna w.v. 'to intercede, to pray' < \*airinōn-. No further etymology."
51,1090,aiskō-,f. 'demand',demand,"\*aiskō- f. 'demand' - OFri. āske f. 'claim', OHG eisca f. 'question' ⇒ \*h₂ois-sk-eh₂- (IE/NEUR) - Latv. ieska f. 'desire' < \*h₂ois-sk-eh₂- (whence Lith. ieškóti 'to look for', Latv. ieskāt 'to look for lice'); Skt. iccháti 'to long for', Av. isaiti 'id.' < \*h₂is-sk-e-; Skt. icchā- f. 'wish, demand', Arm. aycʿ 'visit, inspection', OCS iska f. 'demand' < \*h₂is-sk-eh₂- (whence OCS iskati 'to search, seek', Ru. iskátʹ 'id.', SCr. iskati 'to wish' < \*h₂is-sk-eh₂-). An eh₂-stem derived from a PIE sk-present \*h₂is-sk-e-, cf. Skt. iccháti 'to long for', Av. isaiti 'id.'. In Germanic, it gave rise to OE āscian w.v. 'to question, interrogate', E to ask, OFri. āskia w.v. 'to investigate', MDu. eiscen, escen w.v. 'to demand', Du. eisen w.v. 'id.', OHG eiscōn w.v. 'to claim, demand' < \*aiskōjan-, which is derivationally parallel to Lith. ieškóti and Latv. ieskāt. Also cf. OE ǣsce f. 'question, search' < \*aiskjōn-."
51,1092,aisō(ja)n-,w.v. 'to rush',to rush,"\*aisō(ja)n- w.v. 'to rush' - ON eisa w.v. 'to rush, dash' ⇒ \*h₁ois-eh₂(-ie)- (IE) - Skt. iṣyáti 'to set in motion, send' < \*h₁is-ie-; Av. fraēšiiā 1sg.pres.act. 'to"
52,1098,aison-,f. 'fireplace',fireplace,"\*aison- f. 'fireplace' - ON eisa f. 'embers', Nw. eise f. 'fire, smith's fire', MLG ese f. 'forge, fireplace' ⇒ \*h₂ois-eh₂- (IE?). Usually derived from \*h₂eidh-s- (cf. \*aida- 'pyre'), but \*h₂ei-s- would be more straightforward. Possibly related to \*aiza- 'ore' < \*h₂ei-es- ( q.v)."
52,1100,aista/6-,m./f. 'kiln',kiln,"\*aista/6- m./f. 'kiln' - OE ast m. 'oven', E oast, MLG eiste f. 'oast house', MDu. eest, est m./f. 'drying kiln', Du. eest c. 'oast; kiln' ⇒ \*h₂ei-sth₂-o- (DRY). Possibly a compound of the root of \*aida- 'fire' with the locational suffix \*-sth₂-o- (for which cf. \*sten- 'to stand'). See also \*aison-."
52,1102,aisten-,w.v. 'to respect',to respect,"\*aisten- w.v. 'to respect' - Go. aistan w.v. 'id.' ⇒ \*h₂eisd-eh₁-ie- (IE) - Skt. ftte 'to invoke, worship'; OAv. ifasoit 3sg.pres.opt. 'to implore' < \*Hisd-s-. A stative formation containing the root \*Heisdၹ. which is probably an extension of \*h₂eis- (see \*aizo-), perhaps with the suffixed root \*dh₃- (""to give respect""?). PIE \*h₂eisd- is well-attested in Indo-Iranian, but the appurtenance of Gr. aUioμm 'to respect' is uncertain given the fact that the expected outcome of PIE \*h₂eisd-e- would be \*\*a'(ͽoμm."
52,1104,aistiin-,n. 'testicle',testicle,"\*aistiin- n. 'testicle' - ON eista n. 'id.', Far. eista n. 'id.' ⇒ \*h₂oid-sth₂-o- (EUR) - OCS isto n. 'testicle', pl. 'kidneys' < \*h₂id-sth₂-os-; Lith. inkstas m. 'testicle, kidney' < \*h₂id-sth₂-o- (with nasal from [sCios 'womb, entrails, interior' = \*instra-); Alb. eshke 'kidney' < \*h₂oid-sk-eh₂-(?). A North Germanic word with some attractive *comparanda* in Balto-Slavic. The neuter n-stems were productive in Old Norse in words for body parts, which leaves the derivational base \*aist(a)-. This element probably consists of the root \*h₂eid- 'to swell' (cf. \*aita-) and a suffix \*-sth₂-o-."
52,1106,aita-,m. 'ulcer',ulcer,"\*aita- m. 'ulcer' - Du. coll. eit 'ear wax', OHG eiz m. 'abcess, boil', MHG eiz m. 'ulcer, boil' ⇒ \*h₂oid-o- (EUR) - Identical to OCS jado, Ru. jad 'poison', SCr. 'ijed m. 'gall, poison, anger' < \*h₂oid-o- (or \*h₁ed-o-?); further cf. Gr. olotw 'to swell' < \*h₂oid-eie- and Arm. aytnum, aor. ayteay 'to swell' < \*h₂eid-. Cf. the diminutive ON eitill, Far. eitil m. 'lymph node', OHG eiz(z}ala f. 'gallnut', MHG eizel n. 'boil' < \*aitila/6-. See also \*aitra- and \*aiston-."
52,1108,aitra-,n. 'poison; pus',poison; pus,"\*aitra- n. 'poison; pus' - ON eitr n. 'venom, poison', Far. eitur n. 'id.', Elfd. ietter n. 'venom; pus', OE attor n. 'poison', WFri. atter, etter c. 'pus', OS ættar"
53,1114,aiþa-,m. 'oath',oath,"\*aiþa- m. 'oath' - Go. aiþs m. 'id.', ON eiðr m. 'id.', Far. eiður m. 'id.', OE āþ m. 'id.', E oath, OFri. āth, ēth m. 'id.', OS ēth m. 'id.', Du. eed c. 'id.', OHG eid m. 'id.', G Eid m. 'id.' ⇒ \*Hóito- (EUR) - Identical to OIr. oeth m. 'oath'. A Germanic-Celtic isogloss. Given the close formal and semantic agreement between PGm. \*aiþa- and PCelt. \*oito-, it is unlikely that the formation goes back to Proto-Indo-European, only to surface in two neighboring branches at the far end of the IE-speaking area. It is more probable that the word somehow arose in a shared cultural zone with similar legal traditions. Etymologically, the word is often derived from the root \*h₁ei- 'to go', cf. Sw. ed-gang ""oath-walk"". Unrelated to Hitt. hāi- 'to believe, to trust' (pace Puhvel 1984-: III 9-10), which is more commonly written hā- < \*h₂/₃eh₂/₃- (Kloekhorst 2008: 267). See also \*aiþja-."
53,1116,aiþin-,- \*aiþōn- f. 'mother',mother,"\*aiþin- - \*aiþōn- f. 'mother' - Go. aiþei f. 'id.', ON eiða f. 'id.', OHG fuotar-eidi f. 'nanny', MHG eide f. 'mother' ⇒ \*ait-ih₂-(?) (GM). A nursery word, cf. Basq. aita 'father'. Hardly from \*aiþa- 'oath' (q.v.) in the sense of ""legally acknowledged mother"" (pace Mezger 1960: 68). The somewhat enigmatic form ON edda f. 'great-grandmother' could be a hypocoristic formation to eiða."
53,1118,aiþja-,adj. 'capable of taking an oath',capable of taking an oath,"\*aiþja- adj. 'capable of taking an oath' - Go. uf-aiþeis\* adj. 'bound by an oath', OE āðe adj. 'qualified to swear an oath' (DRV). The meaning of the Old English form is clearly gerundival. Usually, gerundives are created to verbs, but in this particular case, the derivational base appears to have been \*aiþa- 'oath'."
53,1120,aiþma-,m. 'son-in-law',son-in-law,"\*aiþma- m. 'son-in-law' - OE āðum m. 'son-in-law; brother-in-law', OFri. āthum, āthom, āthem m. 'son-in-law, father-in-law', OHG eidum, eidam m. 'son-in-law', MHG eidem m. 'son-in-law, father-in-law' (GM). No certain etymology. The word is often linked to \*aiþa- 'oath', implying that the original meaning of the word was ""son/father-in-oath"". I personally prefer to derive the word from the same root as found in \*aiþin- - \*aiþōn-, i.e. with an original meaning ""relative on the mother's side"". Note that the word is usually reconstructed as \*aiþuman-, even though there is no compelling evidence for the u-vowel; Old High German, for instance, has both eidum and eidam, which means that the second vowel could be anaptyctic. The reconstruction of a suffix \*-uman- would furthermore make little sense,"
54,1126,aiwa/o-,"1 m./f. 'eternity, age'","eternity, age","\*aiwa/o- 1 m./f. 'eternity, age' - Go. aiws m. 'id.', OFri. ewe f. 'id.', OS ewa f. 'id.', Du. eeuw c. 'century', OHG ewa f. 'eternity' ⇒ \*h₂ei-u- (IE) - Skt. &yu- n. 'life, lifetime', OAv. iiiiii, gen.yaos n. 'life, lifetime, time', Lat. aevus m., aevum n. 'period of time' < \*h₂ei-u-; Gr. alwv m./f. '(life)time, long time, eternity' < \*h₂ei-u-on- (cf. orig. Joe. aitv 'always'). The Latin and Germanic forms both go back to thematic \*h₂ei-uo-, but the word was originally inflected as an athematic u-stem, nom. \*h₂6i-u, gen. \*h₂i-eu-s (cf. the Avestan paradigm). I assume that this u-stem served as the basis for the verbal root \*Hieu-, as evinced by ToB yaw- 'to ripen, mature'. See also \*ajuki- 'eternal' and \*junga- 'young'."
54,1128,aiwa/o-,2 m./f. 'law',law,"\*aiwa/o- 2 m./f. 'law' - OE re, rew f. 'law, religion, marriage', OFri. ewe, e f. 'law', OS eo, eu m. 'law', OHG ewa, ea, eo f. 'law, right, will, contract', MHG ewe, e f. 'marriage, alliance' (IE). Probably related to Lat. jiis, jiiris n. 'law' < \* Hieu-es- and etymologically identical to \*aiwa/ii- 1 (q.v.). Hardly to Lat. aequus 'level, equal' < \*h₂eikwoor to Skt. eviis m.pl. 'conduct, habit, usage, custom' < \*h₁oi-uo-, which is derived from the root \*h₁ei- 'to go' (see \*aidja- and \*idiijan-)."
54,1130,aiwiska-,adj. 'shameful',shameful,"\*aiwiska- adj. 'shameful' - MHG eisch adj. 'horrible' ⇒ \*h₂eigwh-isk-o- (IE) - To Skt. an-ehc1s- adj. 'flawless' < \*v-h₂eigwh-os-; unrelated to Gr. afoxoc; n. 'shame', which could be reconstructed as \*h₂eigwh-sk-es-, but was actually derived from a'(.Soμm 'to be ashamed' < \*h₂eid-e- (Lamberterie 1990: 83Sff.). Also cf. the derived Go. aiwiski n. 'shame, disgrace' < \*aiwiskja-, OE rewisc f. 'dishonour, disgrace, offence' < \*aiwiskii- and Go. aiwiskon, ga-aiwiskon w.v. 'to ill-treat, make ashamed' < \*aiwiskiijan-."
54,1132,aiwjan-,w.v. 'to graze',to graze,"\*aiwjan- w.v. 'to graze' - ON æja w.v. (pret. aoa) 'to rest, eat', Du. eeuwen w.v. 'to feed, graze' (GM). Usually interpreted as a causative formation to the root \*h₂eKH- 'to eat', cf. Skt. iifayati 'to make eat' (for which cf. \*agana-), starting from a proto-form \*ahjan-. Still, the implied PIE causative \*h₂o/{H-eie- should have given PGm. \*agjan-, ON \*egja, which is not the case. The connection with Du. eeuwen (also cf. MDu. eeusel n. 'pasture') < \*aiwjan- (cf. De Vries 1962: 681) is therefore preferable."
54,1134,aiza-,"n. 'ore, brass'","ore, brass","\*aiza- n. 'ore, brass' - Go. ais, gen. aizis n. 'ore', ON eir n. 'brass, copper', Ice!. eir n. 'brass, copper', OE iir, rer n. 'ore, brass, copper', E ore, OS er n. 'ore', MDu. eer n. 'copper, metal', OHG er n. 'ore', MHG er n. 'ore, iron' ⇒"
55,1138,h₂ei-es-,(IE),,"\*h₂ei-es- (IE) - Skt. ayas-, Av. aiiah- n. 'metal, copper', Lat. aes, aeris n. 'ore' < \*h₂ei-es-. A thematicized s-stem. The Germanic form developed from \*aizathrough \*ajez- < \*h₂ei-es- with regular loss of the medial e after j (cf. \*airi 'early' and \*laiza- 'clay'). The original PIE s-stem \*h₂ei-os, \*h₂(e)i-es-os may have been derived from the root \*h₂ei- 'to burn', cf. \*aida- and \*aison-. Also cf. OE reren, OHG erfn, G ehern adj. 'iron, brazen' < \*aizfna-."
55,1140,aizo-,"f. 'respect, benevolence'","respect, benevolence","\*aizo- f. 'respect, benevolence' - ON eir f. 'mercy', OE ii.r f. 'honor, dignity; kindness, mercy', OFri. ere f. 'honor; tribute', Du. eer c. 'honor', OHG era f. 'id.', G Ehre f. 'id.' ⇒ \*h₂ois-eh₂- (IE). Also cf. ON eira w.v. 'to spare, forgive', Far. eira w.v. 'to save, spare; to husband', OE ii.rian w.v. 'to respect', OFri. aria w.v. 'id.', OHG eren, eron w.v. 'to honor, adore', G ehren w.v. 'to honor' < \*aizen-. Derived from the PIE root \*h₂eis-, which in extended form also occurs in \*aisten-."
55,1142,ajja-,n. 'egg',egg,"\*ajja- n. 'egg' - Go. Crim. ada n.pl. 'id.', ON egg n. 'id.', Far. egg n. 'id.', Elfd. egg n. 'id.', OE ǣg n. 'id.', WFri. aai n. 'id.', OS ei n. 'id.', Du. ei n. 'id.', OHG ei n. 'egg', G Ei n. 'id.' ⇒ \*h₂6u-i6- (IE) - Identical to YAv. aem acc. 'id.', MP xii.y-ag 'id.', Arm. ju 'id.' (with unclear j-). Gr. ״6v n. 'id.', Lat. ovum n. 'id.', OW ui, MW wy M. 'id.', OCS aice, Ru.jajc6, SCr.jajce n. 'id.' ( < PSlav. \*aj-bce). A neuter (iJo-stem directly continuing the PIE word for 'egg'. The word is generally taken to have come about as a vṛddhi-formation \*h₂6u-i6- to PIE \*h₂eu-is, gen. \*h₂u-ei-s 'bird', cf. Skt. vis, gen. ves, Lat. avis. Less attractive is the reconstruction as \*6-h₂u-io- with the marginally attested preposition \*o 'toward' (Schindler 1969). I consider the word to be crucial to establishing the relative chronology as well as the phonetic conditioning of several important Germanic sound laws. PGm. \*ajja- has been derived from the Siever's variant \*oijo- by Jasanoff 1978b: 85 under the assumption that Osthoff's law gave rise to an intermediate form \*aija- (Zair 2011: 292). In my view, PGm. \*ajja- rather developed from \*oui6- by 1) regular loss of the labial glide after \*o; 2) pretonic shortening of \*o to \*o (Dybo's law); and 3) gemination of \*-j- to \*-li- (Holtzmann's law). It follows from this chronology that Holtzmann's law was triggered by the following accent (thus already Kluge 1879: 128), and not by the assimilation of an adjacent laryngeal (Smith 1941). See also \*wfa- '(fly) egg'. •ajuki- adj. 'eternal' - Go. ajuk-dups f. 'eternity', OE rece adj. 'eternal' ⇒ \*h₂oi-u-gwih₃- (IE). An old derivation from \*aiwa/o- 1 'age' (q.v.) with a different realization of the PIE \*u. The origin of the PGm. k-suffix is uncertain, but with Lat. iugis adj. 'constant' and Av. yauuae-jf- 'living forever' < PIE \*h₂ieu-gwih₃-, it is at-"
56,1148,akan-,1 s.v. 'to drive',to drive,"\*akan- 1 s.v. 'to drive' - ON aka s.v. 'id.', Far. aka s.v. 'to drive; to push, shove', Elfd. aka s.v. 'to drive' ⇒ \*h₂eg-e- (IE) - ToAB cik- 'to lead', Skt. ajati 'to drive', YAv. azaiti 'id.', Arm. acem 'id.', Gr. ayw 'id.', Lat. ago 'id.', Olr. aigid 'id.'. Also cf. \*akra- 1 'field'."
56,1150,akan-,2 s.v. 'to ache',to ache,"\*akan- 2 s.v. 'to ache' - OE acan s.v. 'to ache', E to ache ⇒ \*h₂13eg-e- (IE) - Skt ciji- m./f. 'race, competition, fight', YAv. cizi- m. 'greed, desire', NP ciz 'greed' < \*h₂;3og-i-. A strong verb, possibly related to YAv. cizi- 'greed' < \*h₂13eg-i-, which can be formally identical with OE ece m. 'pain' < \*aki-. No further cognates. Is the verb originally identical to \*akan- 1, cf. Nw. dial. aka med 'to irritate'?"
56,1152,akra-,1 m. 'field',field,"\*akra- 1 m. 'field' - Go. akrs m. 'id.', ON akr m. 'id.', Far. akur m. 'id.', Elfd. aker m. 'uncultivated field', OE cecer m. 'field', OFri. ekker, eker m. 'id.', OS akkar m. 'id.', Du. akker c. 'id.', OHG ackar m. 'id.', G Acker m. 'id.' ⇒ \*h₂eg-ro(IE) - Skt ajra- m. 'field', Arm. art m. 'id.', Gr. aypoc; m. 'id.', Lat. ager m. 'id.'. A PIE ro-stem to the root of \*akan- 'to drive'."
