example_id,pdf_page,split_file,heading,text
6.220,801,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.7 The Romanian Presumptive,"(6.220)      a. Baj Ganjo poiska az da počerpja, poneže iz pătja săm pušil ot negovija tjutjun.\n(Konstantinov 1895: 81) (Blg)\nb. Bai Ganiu îmi ceru săi fac cinste, deoarece pe drum aş fi fumat\ndin tutunul lui.              (Konstantinov 1964: 96)                     (Rmn)\nc. Büfede, Bay Ganü, yenip içilecek şeyleri benim ısmarlamam\ngerektiğini ileri sürdü. Çünkü yolda hep onun tütününden\niçmişiz.                     (Konstantinov 1972: 128)                                       (Trk)\n‘Bai Ganyo wanted me to treat, since on the way I had supposedly smoked\nsome of his tobacco.’               (Konstantinov 2010)"
6.221,801,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.7 The Romanian Presumptive,"(6.221)      a. Kato dojde tazi godina s gluhonjamoto momče, kaza mi, če tuj momče\nimalo u vas, v Bălgarija, brat činovnik ili oficerin – ne pomnja, – kojto\nštjal da mu otpušti po sto franka ežemesečno ... (Konstantinov 1895: 82)                  (Blg)\nb. Cînd se întoarse, veni cu surdomutul, îmi spuse cum că băiatul ar fi avînd\nîn Bulgaria un frate ofițer, ori funcționar – nu mi-a duc aminte –, care\navea să-i trimită cîte o sută de franci pe lună ... (Konstantinov 1964: 97)              (Rmn)\nc. Bu yıl, beraberinde sağır ve dilsiz çocukla geldiği zaman bana şunları\nyutturdu: Sözde bu çocuğun Bulgaristan’da memur mu, subay mı,\npek iyi hatırlayamıyorum, ağabeysi varmış. kardeşine her ay\nyüz frank gönderecekmiş.               (Konstantinov 1972: 129)                             (Trk)"
6.222,802,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.7 The Romanian Presumptive,"(6.222)         Cică i-ar fi spus ... “Nu se poate ... ”        (Konstantinov 1964) (Rmn)\nNe može, kaj, kazal                                (Konstantinov 1895) (Blg)"
6.223,803,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.8.1 The Aromanian Presumptive: Description,"(6.223)      Vîră picuràr vaĭ aprease          focul [va fi aprins] (Papahagi 1905: 386/6)\nsome shepherd fut light.3sg.aor fire.def fut be light.pst.ptcp\n‘Some shepherd must have lit the fire’\n(6.224)         minduì             c-aestă       va-l   vătămă´\nthink.3sg.aor      that-this.f fut-it kill.3sg.aor\nfičorlu     [îl     va            fi omorît]              (Papahagi 1905: 283/35)\nchild.def it.acc fut.3sg be kill.pst.ptcp]\n‘he thought she (lit., ‘this one’) would kill the child’\n(6.225)         va-ńĭ        adràşĭ           groapă! [îmi vei fi făcut] (Papahagi 1905: 469/27)\nfut-me.acc do/put.2sg.aor hole         [me.acc fut.2sg be make.pst.ptcp]\n‘you’ve put me in a hole!’ [said by a devil suddenly falling into a trap]\n(6.226)         Ma tse va s-featse            mul´earea dzîse           lamnja\nbut what fut dms-do.3sg.aor woman.def say.3sg.aor monster.def\n[va       fi făcut]                               (Papahagi 1905: 407/28)\n[fut.3sg be do.pst.ptcp]\n‘But what has the woman done? said the monster.’"
6.228,804,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.8.1 The Aromanian Presumptive: Description,"(6.228), and the pluperfect is formed with va s- + subjunctive perfect, as in (6.229)\n(all with Saramandu’s Romanian translations, in brackets, all from Saramandu\n1984: 459):\n(6.227)         si-lu          feĉu                mini?      [să-l            fi făcut                   eu?]\ndms-it.acc do.1sg.aor              i          dms-it.acc       be done.pst.ptcp          I\n‘Did I do that?!’\n(6.228)         va s-cîntáĭ                      [oi           fi cîntat]\nfut dms-sing.1sg.aor             fut.1sg       be sung.pst.ptcp\n‘Apparently I sang.’\n(6.229)         va s-amu                cîntatî    [oi fi cîntat (lit., *oi fi fost cîntat)]\nfut dms-have.1sg.prs sing.pst.ptcp fut.1sg be sung fut.1sg be been sung\n‘Apparently I sang/had sung.’"
6.230,805,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.8.1 The Aromanian Presumptive: Description,"(6.230)         ś-nu       murì      màrkulu?\nΝα μην πέθανε ο Μάρκος;                                                 (Bara et al. 2005: 194)\ndms mneg died        M.def\n‘Marko didn’t die, did he?’\n(6.231)         ĭo ş       nu- ľ aģutài?\nΕγώ να μην τον βοήθησα;                                           (Bara et al. 2005: 194, 211)\nI   dms mneg him helped.aor\n‘What, as if I didn’t help him?’\n(6.232)         va nă ćeàmu la        mitèori, ka ś- nu       kădeà neàuă.\nΘα πηγαίναμε στα Μετέωρα, να μην *έπεσε το χιόνι.                          (Bara et al. 2005: 194)\nfut went.1pl to.the M.         dms mneg fell.aor the snow\n‘We would have gone to Meteora if it hadn’t snowed.’"
6.232,806,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.8.2 The Aromanian Presumptive vis-à-vis the Romanian,"(6.232) is unusual in that it is the protasis of a conditional period, a meaning that is\nneither expressive nor presumptive."
6.233,807,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.8.3 The Aromanian Presumptive as a Balkanism,(6.233)      a. va veári       múltu lúcru di nu poáti             viníri      (Megl)\nfut have.inf much work of neg can.3sg.prs come.inf\nb. o fi         având        multu de lucru de nu poate       veni  (Rmn)\nfut be.inf have.grd much of work of neg can.3sg.prs come.inf\n‘Apparently he has a lot of work so he can’t come’
6.234,807,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.8.3 The Aromanian Presumptive as a Balkanism,"(6.234)      a. va vḙári        dói ań di căn nu             nă    vem           vizútă    (Aro)\nfut have.inf two years from when neg we.acc have.3sg.prs see.ptcp\nb. or fi         doi ani        de când nu ne-am                      văzut    (Rmn)\nfut be.inf two years from when neg we.acc-have.1pl.prs see.ptcp\n‘It will be (= must be, cf. Mac kje da ima) two years since we’ve seen each other’"
6.238,808,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.9 Novo Selo Bulgarian,"(6.238) are present reporteds or inferentials; (6.239) is a kind of admirative-dubita-\ntive using a past form to refer to a present state of affairs; (6.240), (6.241), and (6.242)\nall involve attenuated questions – future, past, and present, respectively – illustrating\nthat the probabilitive can be used in situations when the speaker lacks information but\ncan expect an indicative answer from the addressee; (6.243) is a present probabilitive\nwith admirative meaning, and (6.244) is future interrogative in form, but unlike the\nquestions in (6.240–6.242), it is basically rhetorical and expresses annoyance, hence\nrelated to dubitative meaning.\n(6.235)     Budàčătă      bilì       i       vì                    tàmo.\nbe.prob.2sg be.ptcp and          you                   there\n‘You [apparently] were there, too.’\n(6.236)     Kokò bìčă              stănùlo                    nèznăm.\nhow      be.prob.3sg happen.ptcp                  neg.know.prs.1sg\n‘I don’t know how it happened.’\n(6.237)     Răbotèčă           nìgdăm.\nwork.prob.3sg      somewhere\n‘He is [apparently] working somewhere.’"
6.238,809,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.9 Novo Selo Bulgarian,(6.238)      Kopàčăju             săgà         lòjză.\ndig.prob.3pl         now          vineyard\n‘They are [apparently] hoeing the vineyard now.’\n(6.239)      Kădà budačăm         imàl       ja tòlko                         părè?\nwhen be.prob.1sg have.ptcp I       so.much                       money\n‘When would I have so much money?’\n(6.240)      Jutră           čă         kopàčăš             lòjză?\ntomorrow        fut        dig.prob.2sg        vineyard\n‘Will you [by any chance] be hoeing the vineyard tomorrow?’\n(6.241)      Dălì bičă              minùlo     po ovdè golămò                         dătè?\nq      be.prob.3sg pass.ptcp by here big                                 child\n‘Did a big child [by any chance] pass by here?’\n(6.242)      Imàčăš           kurùz u               koš?\nhave.prob.2sg corn      in             silo\n‘Do you [by any chance]                have corn in [your] silo?’\n(6.243)      Kokò    pièčă                tòlko        ml’ògo\nhow     drink.prob.3sg       so.much      much\n‘How much he drinks! / How does he drink so much?!’\n(6.244)      Što   čă     ni          pituvàčăš                 tì             nàs ...\nwhat fut us.dat ask.prob.2sg                       you.nom        us.dat\n‘Why will you ask us ... ?!’
6.245,809,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.10 Greek,"(6.245), but also an admirative-like emphatic, as in (6.246):369\n(6.245)      –Θα πάμε στην               Πράγα; – Α! είναι,        λέει, πολύ ωραία.         (Grk)\nfut go.1pl to.the.acc.sg P.          OK be.prs.3sg evd very pretty.nom.sg\n–Ποιός λέει;\nwho say.prs.3sg\n–Όχι, είναι,       είναι        πολύ ωραία.\nno be.prs.3sg be.prs.3sg very pretty.nom.sg\n‘Shall we go to Prague? –Yeah, it’s supposed to be very beautiful.\n–Who says? –No, it really is very beautiful.’                   (César Montoliu, p.c.)"
6.246,810,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.10 Greek,"(6.246)     –Ήταν         καλό           το                           φαγητό;              –Καλό,      (Grk)\nbe.impf.3sg good.nom.sg the.nom.sg                        meal.nom.sg          good.nom.sg\nλέει!\nevd\n‘–Was the meal good? –Very good!’                                                (Kriaras 1995)"
6.247,810,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.10 Greek,"(6.247)     a. mišimou εμίλησεν       ο          Γιώρκος        της      Σταυρούλλας\ndub       spoke.3sg the.nom George.nom the.gen Stavroula.gen\nb. εμίλησεν    mišimou o             Γιώρκος        της      Σταυρούλλας\nspoke.3sg dub          the.nom George.nom the.gen Stavroula.gen\nc. εμίλησεν    o            Γιώρκος         mišimou της        Σταυρούλλας\nspoke.3sg the.nom        George. nom dub           the.gen Stavroula.gen\nd. εμίλησεν      o    Γιώρκος        της        Σταυρούλλας    mišimou\nspoke.3sg     the George.nom the.gen Stavroula.gen dub\n‘George spoke to Stavroula – yeah, right!’"
6.248,810,07-chapter-6-morphology-and-morphosyntax.md,6.2.5.10 Greek,(6.248)         εν᾽          πλούσιος            mišimou\nis           rich                dub\n‘He claims to be rich (but I don’t believe it).’371
6.249,813,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.1 Nonactive Parallelisms,"(6.249):\n(6.249)      a. Middle: Alb merzitem ‘I get bored,’ dëshpërohem ‘I become disappointed’\nb. Passive: Alb forcoheni (prej profesorit) ‘you are forced (by the professor),’"
6.250b,816,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.2 Lability381,"(6.250b); such a causative sense does occur, however, in Balkan Slavic and Balkan\nRomance with ‘burn,’ as in (6.251) from Bulgarian and (6.252) from Aromanian,\nwhere the sense is ‘X causes the trees/village to burn’:\n(6.251)     a. Dărvata gorjat            (Asenova 2002: 109)\ntrees.the burn.3pl\n‘The trees burn’"
6.252,817,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.2 Lability381,"(6.252)      a. Hoara         ardi         baba         s-cheaptinã.         (Cuvata 2009: 65)\nvillage.the   burns.3sg    grandma      refl-combs.3sg\n‘The village burns, grandma combs her hair.’ [i.e., Nero fiddles while Rome\nburns.]\nb. Andartsilji arsirã      Avdhela tu 1905.                   (Papahagi 1974: 194)\nrebels      burned.3pl Avdhela in.the\n‘The Greek bandits burned Avdhela in 1905.’"
6.253,817,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.2 Lability381,(6.253)      a. Umram.\n‘I die.’\na’. Go           umram čovekot.\nhim.acc die.1sg man.the\n‘I kill the person.’\nb. Zaspivam.\n‘I fall asleep.’\nb’. Go           zaspivam deteto.\nhim.acc sleep.1sg child.the\n‘I put the child to sleep.’\nc. Šetam.\n‘I walk.’\nc’. Go          šetam            kučeto.\nhim.acc walk.1sg             dog.the\n‘I walk the dog.’
6.254,818,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.2 Lability381,(6.254)     a. Πήγε           στο            σχολείο                     (Asenova 2002: 109)\ngo.pst.3sg to.the.acc.sg school.acc.sg\n‘He went to school.’\na’. Τον         πήγε           στο            σχολείο         (Asenova 2002: 109)\nhim.acc go.pst.3sg to.the.acc.sg school.acc.sg\n‘He took him to school.’\nb. Θα περπατήσω στον                      κόσμο         της         νύχτας\nfut walk.1sg          into.the.acc.sg world.acc.sg the.gen.sg night.gen.sg\n‘I will walk into the world of the night’\nb’. Θα έρθεις       να σε          περπατήσω στον              κόσμο\nfut come.2sg dms you.acc walk.1sg into.the.acc.sg world.acc.sg\nτης             νύχτας;382\nthe.gen.sg night.gen.sg\n‘Will you come so that I might walk you into the world of the night?’\nc. Ταξιδεύω παντού\ntravel.1sg everywhere\n‘I travel everywhere’\nc’. Γιατί ξέρουμε         να     σας         ταξιδεύουμε παντού!383\nbecause know.1pl dms you.acc travel.1pl everywhere\n‘Because we know how to “travel you” everywhere!’
6.255,819,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.2 Lability381,(6.255)      a. Me phirava.\n‘I walk.’\nb. Me phirava-va e            džukele.\nI walk-caus the            dog\n‘I walk the dog.’
6.256,819,07-chapter-6-morphology-and-morphosyntax.md,6.2.6.2 Lability381,(6.256)      a. Plivam (Macedonian) = Plivinava (Romani)\n‘I swim.’\nb. Go      plivam kučeto. (Macedonian) = Plivinava e džukele (Romani)\nit.acc swim.1sg dog.the                  swim.1sg the dog\n‘I give the dog a (chance to) swim.’
7.1,827,08-chapter-7-syntax.md,7.3.3 Clitics,(7.1)            Hitt      mu\nGrk       μοι
7.2,829,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within",(7.2)        a. brat     mi         / *mi brat               (Blg and Mac)\nbrother me.dat\n‘my brother’\nb. po-golemijat     mi        brat (Blg only) / *po-golemijat brat\ncmpv-big.def me.dat brother\n‘my older brother’
7.3,829,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within",(7.3)        ο μεγαλύτερός μου γιος\nthe bigger       my son\n‘my older son’ (nom)
7.4,830,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within",(7.4)       ο μεγαλύτερος γιος μου\nthe bigger      son my\n‘my older son’ (nom)
7.5,830,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within",(7.5)       a. lakoro       phuro dad      or o     phuro dad    lakoro\nher.gen.m old.m father           the old.m father her.gen.m\n‘her father’\nb. i bari čhej or i čhej i bari15 (SVlax; Igla 1996: 166)\nthe big girl’        the girl the big\nc. (o) lakoro dad or o           dad    lakoro\nthe her father          the father her
7.6a,830,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within","(7.6a), but a small class of kinship and kinship-like nouns (‘father,’ ‘son,’ ‘sister,’\n‘aunt,’ etc.) can have prenominal positioning when the possessor is first or second\nperson singular:16\n(7.6)       a. fshat-i            im      / fshat-i    yt\nvillage-the        my      village-the your\n‘my village’               ‘your village’\nb. im bir      /       yt bir\nmy son              your son\n‘my son’            ‘your son’"
7.7,831,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within",(7.7)        a. méu ficiór                   (Megl)\nmy son\n‘my son’\nb. ficioru            ameu      (Aro)\nson.def           my\n‘my son’\nc. mojot sin                   (Mac)\nmy.def son\n‘my son’
7.8,832,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within","(7.8)       a. baba-si               Ali-nın                       (WRT)\nfather-3sg.poss Ali-gen\n‘(the) father of-Ali’\nb. Ali-nin baba-sı                                     (StTrk)\nAli-gen father-3sg.poss\n‘Ali’s father’ (lit., ‘of-Ali his-father’)\nc. tatko mu       na Ali                               (Mac)\nfather to.him of Ali\n‘father of Ali’ (lit., ‘father-his of-Ali’)\nd. ati           i            Aliut                     (Alb)\nfather.def pc.m.n Ali.gen.def"
7.9,832,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within","(7.9)       a. o/e                  thagar-es-koro        čhavo                  (Rmi, Cech et al. 2009: 12)\ndef.m.nom/obl king-obl-gen.m               son\n‘the king’s son/the son of the king (nom)’18\nb. e         padišaj-es-kere o               šeja                    (Rmi, Cech et al. 2009: 33)\ndef.obl king-obl-gen def.nom clothes\n‘the king’s clothes’ (acc)\nc. o             kher e          Drag-es-koro                       (Rmi, Cech et al. 2009: 200)\ndef.m.nom house def.          Drago-obl-gen.m\nobl\n‘Drago’s house/The house of Drago’ (nom)\nd. i              čhib     tar-i          aždaja                    (Rmi, Cech et al. 2009: 200)\ndef.f.nom tongue from-def.f dragon\n‘the dragon’s tongue/the tongue of the dragon’"
7.10,833,08-chapter-7-syntax.md,"7.4.1.1 Noun Phrase In the sections on nominal morphosyntax (§6.1), we discuss the internal structure of the noun phrase and to some extent, therefore, the ordering of elements within",(7.10)       a. dărắm        únă noáua casă                                               (Megl)\nbuilt.1sg a new house\n‘I built a new house’\nb. sum izgradil nova kukja                                                   (Mac)\nam build.lf new house\n‘I have built a new house’\nc. lu ạmpirátu íl’a                        =    ạmpirátului          feátă (Megl)\nto king          daughter.def           =    king.def.gen         girl\n‘the king’s daughter’20
7.11,835,08-chapter-7-syntax.md,7.4.1.2.1 The Verbal Complex: Canonical Orders,(7.11)       a. δε  θε  να    του    το      δώσ-ω (dialectal Grk)\nneg fut sbjv 3sg.gen 3sg.acc give-1sg\nb. ne kje da    mu      go      dada-m (dialectal or archaic Mac)\nneg fut sbjv 3sg.dat 3sg.acc give-1sg\nc. nuk do    të    i-a            jap-Ø (standard Alb)\nneg fut sbjv 3sg.dat-3sg.acc give-1sg\nd. nu   va   sã    l-u            da-u (Gorna Belica Frasheriote Aro)\nneg fut sbjv 3sg.dat -3sg.acc give-1sg
7.12,835,08-chapter-7-syntax.md,7.4.1.2.1 The Verbal Complex: Canonical Orders,"(7.12), with standard varieties of Greek and Macedonian as well as Albanian and"
7.12,836,08-chapter-7-syntax.md,7.4.1.2.1 The Verbal Complex: Canonical Orders,(7.12)      a. να       μη    του      το       δώσω                              (Grk)\ndms      mneg 3sg.gen 3sg.acc give.1sg\nb. da       ne  mu       go       dadam                               (Mac)\ndms      neg 3sg.dat 3sg.acc give.1sg\nc. të       mos   ia              jap                                  (Alb)\ndms      mneg 3sg.dat+3sg.acc give.1sg\nd. sã       nu  l-u             dau                                   (GBFA)\ndms      neg 3sg.dat-3sg.acc give.1sg
7.13,836,08-chapter-7-syntax.md,7.4.1.2.1 The Verbal Complex: Canonical Orders,(7.13)      a. INDICATIVE~MODAL:                  NEG - FUT - (DMS) - IO - DO - VERB\nb. MARKED MODAL:                      DMS - NEG                  - IO - DO - VERB
7.14,838,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.14)      (nuk) po      e      këndoj          / këndoja         / (nuk) do ta këndoj/këndoja\nneg prog it.acc sing.1sg.prs sing.1sg.impf\n‘I am (not) singing it’ / ‘I was (not) singing it’/ ‘I will/would (not) sing it’
7.15,838,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.15)      jam duke        mos e                 kënduar\nam grdm neg it. acc                   sing.ptcp\n‘I am not singing it’
7.16,838,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.16)      a. A e            ke          kërkuar      në shtëpi?\nq him.acc aux.2sg look.for.ptcp at home\n‘Have you looked for him at home?’\nb. A mos e             ke          kërkuar      në shtëpi?\nq neg him.acc aux.2sg look.for.ptcp at home\n‘Haven’t you looked for him at home?’\nc. A Rexhepin        ke           kërkuar      në shtëpi?\nq Rexhep.acc aux.2sg look.for.ptcp at home\n‘You have looked at home for Rexhep?’
7.17b,839,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,"(7.17b) with sentence-initial a, where the scornful/ironic meaning is not present:\n(7.17)       a. Kështu janë      burrat,       A?\nthus are.3pl men.nom q\n‘Men are like this, are they?!’\nb. A kështu janë          burrat?    /A              janë    kështu        burrat?\nq thus are.3pl men.nom             q              are.3pl thus          men.nom\n‘Are men like this?’"
7.18,839,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.18)       a. Ivan li dojde?\nIvan q come.3sg\n‘Is IVAN coming?’\nb. Ivan dojde li?\nc. Dojde li Ivan?\nd. *Dojde Ivan li?
7.19,839,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.19)       Novata      li kola prodade (ili starata)?\nnew.def q car sold.3sg or old.def\n‘Did she sell the new car (or the old one)?’
7.20,840,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.20)      a. nuk kam            me e    bâ\nneg have.1sg infm it.acc ptcp\n‘I will not do it’\nb. neg – fut(have) – mod(infm) – io – do- verb
7.21,840,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,"(7.21)      nae         man            te       hav\nneg.be 1sg.acc sbjv eat.1sg\n‘I will not eat’ (lit., ‘(There) is-not (to-)me that I-eat’)"
7.12,840,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,"(7.12) in §7.4.1.2.1 shows (and cf. the summation in (7.13)), there are different\norderings associated with this different content in these three languages, whereas"
7.22,841,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.22)          IO     DO      Outcome        Meaning (‘DO to IO’)\nmë     e       ma             ‘him/her/it to-me’\ntë     e       ta             ‘him/her/it to-you.sg’\ni      e       ia             ‘him/her/it to-him/her it’\ni      i       ia             ‘them to.him/her/it’\nu      e       ua             ‘him/her/it to.them’\nu      i       ua             ‘them to.them’\nju     e       jua            ‘him/her/it to you.pl’\nju     i       jua            ‘them to-you.pl’
7.23,841,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.23)          të + e (DO) => ta        ‘that him/her/it’
7.24,842,08-chapter-7-syntax.md,7.4.1.2.2.1 Content-based Deviations,(7.24)      a. S’      do     të       ia                           jep           (Alb)\nneg fut dms 3sg.dat.3sg.acc                          give.1sg\n‘I will not give it to him’\nb. Nu      o      să       il                           dau            (Rmn)\nneg fut dms 3sg.dat.3sg.acc                          give.1sg\n‘I will not give it to him’\nc. Nema         da       mu    go                        dadam    (Mac)\nneg.fut sbjv 3sg.dat 3sg.acc                          give.1sg\n‘I will not give it to him’
7.25,843,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan",(7.25)       a. (ne)        e        shqiptojmë / *(Ne) shqiptojmë e                                   (Alb)\nwe.nom it.acc say.clearly.ind.1pl\n‘We say it clearly’\nb. (Unë) i                godita / *(Unë) godita i                                       (Alb)\nI.nom them.acc struck.1sg.aor.ind\n‘I struck them’\nc. (Εσείς) μου           το        δἰνετε / *(εσείς) δίνετε μου το                        (Grk)\nyou.pl me.gen it.acc give.ind.pl\n‘You (all) are giving it to me’\nd. (Εσείς) δώστε                μού          το / *(Εσείς) μου το δώστε                  (Grk)\nyou.pl give.impv.2pl me.gen it.acc\n‘Give it to me (y’all)!’\ne. (Jas) go         pročitav / *(Jas) pročitav go                                        (Mac)\ni.nom it.acc read.1sg.aor.ind\n‘I read it’
7.26a,844,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan","(7.26a), (7.26b), and (7.26d) showing “proclitic” positioning, (7.26c) showing\n“enclitic” positioning, and (7.26e) showing what can be called endoclitic\npositioning:40"
7.26,845,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan",(7.26)       a. Na tho-ni!\nus tell-2pl.impv\n‘(Y’all) tell us!’\nb. Më thua-j!\nme tell-2sg.impv\n‘Tell me!’\nc. Thua-j-më!\ntell-2sg.impv-me\n‘Tell me!’\nd. Më shkrua-ni!\nme write-2pl.impv\n‘(Y’all) write to me!’\ne. Shkrua-më-ni!\nwrite-me-2pl.impv\n‘(Y’all) write to me!’
7.27,845,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan",(7.27)       a. Az često mu              go       davam                 (Blg)\nI often him.dat it.acc give.1sg\n‘I often give it to him’\nb. Ja mu           go       često dajem                   (BCMS)\nI him.dat it.acc often give.1sg\n‘I often give it to him’\nc. Mu          go        davam često                      (Mac)\nhim.dat it.acc give.1sg often\n‘I often give it to him’
7.28,846,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan",(7.28)      a. Vzimam go           / *Go vzimam\ntake.1sg it.acc\n‘I take it’\nb. Vzemi              go!      / *Go vzemi!\ntake.2sg.impv it.acc\n‘Take it!’\nc. Ti           go        vzemi! / *Ti vzemi go! / *Go ti vzemi!\nyou.nom it.acc take.2sg.impv\n‘You take it!’\nd. Az go           vzimam / *Az vzimam go / *Go az vzimam\nI     it.acc take.1sg\n‘I take it’\ne. Ti!          Vzemi             go! / *Ti! Go vzemi!\nyou.nom take.2sg.impv it.acc\n‘you! Take it!’\nf. Da      go       vzemа-š / *Da vzemaš go / *Go da vzemaš\ndms it.acc take-2sg\n‘You should take it’
7.29,846,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan",(7.29)      a. Ola        me ka        lav\nher.acc I         fut take.1sg\nb. Me ka         lav        la\nI      fut take.1sg her.acc\n‘I will take her [for my wife]’
7.30,846,08-chapter-7-syntax.md,"7.4.1.2.2.2.1 Weak Object Pronoun Ordering First, with regard to the ordering of the weak object pronouns relative to one another and relative to other elements in the verbal complex, it must be noted that, just as modality mattered for the order of negative and dms in Greek and Macedonian (cf. §7.4.1.2.1), the other pan-Balkan",(7.30)      a. Δώσε              μού               το / δώς το μου\ngive.2sg.impv me.dat                it.acc\n‘Give it to him!\nb. Πλήρωσέ          του                το / πλήρωσέ το του\npay.2sg.impv him.dat                it.acc\n‘Pay it to him!’
