form	count
ITVNDIA	1
IVLI	1
IVVENTVT/IS	1
K.0.7	1
K.0.8	1
K.1.2	1
K.2.1	1
K.23.2	1
K.23.2)31	1
K.27.1	1
K.5.1	1
K.9.4	1
L(VCI	1
LATVRINA	1
LEIA	1
LEIA-N	1
LEIOSS(A)E/LEIOSS(A)E	1
LERIOR	1
LESSONI	1
LIB(ERTA	1
LIB(ERTO	1
LIBE/RTVS	1
LIBERTVS	1
locuplēs	1
LOL]LI/ANO	1
LVCANI	1
LVCIV[S	1
M(ARCVS	1
M>	1
M]ATRI	1
MACER	1
MALVGENIQ(VM	1
MARTI	1
MATIRA	1
MAX/VMILLAE	1
MEDOM	1
MEDVTICA	1
MEDVTTIVS	1
MEDVTVS	1
MEMASVS	1
MINMANTIIS	1
MOSGAITO	1
MOSICAITO	1
N.B	1
N[-	1
NARENS	1
NARENSAI	1
NARISSI	1
NARISST(I	1
NARITI	1
NARITVS	1
NEIVCENVS	1
NEPOTIS	1
NERANT[V]S	1
NESIMVM	1
NESSIA	1
NESVS	1
NISS[-	1
NISSA	1
nóþ	1
OBIDVS	1
OBISOD(ICVM	1
OBISOQ(VM	1
OBISOQVM	1
ODAS	1
PIE	1
PRESSA	1
PRESSILLA	1
PRINAS	1
PRISCORVM	1
PRISSIA	1
PRISSO	1
PRO	1
re-cuperāre	1
READDAS	1
RETVCENVS.23	1
RVFI	1
rβ	1
SALDAN/ICA	1
SALDANICA	1
sanciō	1
sancītō	1
Segeda/Σεγήδα	1
SEGEIDA	1
SEGGVES	1
SEGISAMA	1
SEGOS-	1
SEGOVETIS	1
SEGVETI	1
SER/VA	1
SIBI	1
SINTAMOM	1
SMALL	1
SONIS	1
SONITI	1
SOQVM	1
SOSVMVS	1
STENION/TIS	1
SVIS	1
SVNVA	1
sānctus	1
T>	1
TERENTIA	1
TERGAS	1
TERPRES	1
TIASO	1
TIATVNEI	1
TOLETA(NVS	1
TVRAEDOQV(M	1
TVRAESIVS	1
TVREA	1
TVRIASICA	1
TVRIASSONESIS	1
TVRIIO	1
TVRPIO	1
uerðoniti	1
u̯er-	1
VA(---	1
VAICVS	1
VALERIA	1
VALERIORVM	1
VAXTI	1
VAXTVLLA	1
VIANNETIQ(VM	1
VIC/CI	1
VICANIS	1
VICTORI	1
VIRO	1
VLPIVS	1
VSAMVS	1
VSEITI	1
VXSEISVS/VXSEISVS	1
VXSOR	1
VZENTI	1
XXV	1
Z>	1
ZOSIMVS	1
ZOZIMA	1
æ̃	1
ā-kuvate	1
ā-ti	1
īyas	1
ōcior	1
Ζώσιμος	1
κοέω	1
τάλαντα	1
τιμάω	1
τιμᾷ	1
Τουριασσώ	1
†CAIZA	1
†NISSICVM	1
†TERGAD	1
†TIASSO	1
†uersoniti	1
†uertoniti	1
†VSAMVD	1
