category	form	line	pdf_page	source_page	context
reconstructed_star	*-ey-ey	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-ēy	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-ei	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-ey	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-ew-ey	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-owei	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-eh₂-	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*-eh₂e-	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*ā	4001	pdf-216	200	The development of the Latin noun system was comparatively straightforward. In PIE there were already two lexical classes, “thematic” nouns, which ended in the ablauting vowel *-e- ∼*-o-, and “athematic” nouns, which ended in obstruents or sonorants (including the high vocalics *i and *u); their num
reconstructed_star	*Table	4005	pdf-217	201	**Table 8.20 Nascent stem classes of nouns in early Italic**
reconstructed_star	*-s	4007	pdf-217	201	### sg.   nom.   *-s, /0     *-is      *-us      *-ā
reconstructed_star	*-is	4007	pdf-217	201	### sg.   nom.   *-s, /0     *-is      *-us      *-ā
reconstructed_star	*-us	4007	pdf-217	201	### sg.   nom.   *-s, /0     *-is      *-us      *-ā
reconstructed_star	*-ā	4007	pdf-217	201	### sg.   nom.   *-s, /0     *-is      *-us      *-ā
reconstructed_star	*-em	4011	pdf-217	201	acc.    *-em      *-im     *-um     *-ām
reconstructed_star	*-im	4011	pdf-217	201	acc.    *-em      *-im     *-um     *-ām
reconstructed_star	*-um	4011	pdf-217	201	acc.    *-em      *-im     *-um     *-ām
reconstructed_star	*-ām	4011	pdf-217	201	acc.    *-em      *-im     *-um     *-ām
reconstructed_star	*-es	4012	pdf-217	201	gen.    *-es      *-eis     *-ous     *-ās
reconstructed_star	*-eis	4012	pdf-217	201	gen.    *-es      *-eis     *-ous     *-ās
reconstructed_star	*-ous	4012	pdf-217	201	gen.    *-es      *-eis     *-ous     *-ās
reconstructed_star	*-ās	4012	pdf-217	201	gen.    *-es      *-eis     *-ous     *-ās
reconstructed_star	*-ei	4013	pdf-217	201	dat.    *-ei       *-ei      *-owei    *-āi
reconstructed_star	*-owei	4013	pdf-217	201	dat.    *-ei       *-ei      *-owei    *-āi
reconstructed_star	*-āi	4013	pdf-217	201	dat.    *-ei       *-ei      *-owei    *-āi
reconstructed_star	*-ēs	4014	pdf-217	201	pl.   nom.   *-es      *-ēs      *-owes    *-ās
reconstructed_star	*-owes	4014	pdf-217	201	pl.   nom.   *-es      *-ēs      *-owes    *-ās
reconstructed_star	*-ens	4015	pdf-217	201	acc.    *-ens     *-ins     *-uns     *-ās
reconstructed_star	*-ins	4015	pdf-217	201	acc.    *-ens     *-ins     *-uns     *-ās
reconstructed_star	*-uns	4015	pdf-217	201	acc.    *-ens     *-ins     *-uns     *-ās
reconstructed_star	*-āsōm	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-s-	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*téh₂soHom	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-ois	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-ōys	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-āfos	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-fos	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-ais	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-ai	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-oi	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
slash_phonemic	/tá:ɔ:n/	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
greek	ταων	4018	pdf-217	201	changes from two sources, beginning already in the Proto-Italic period. On the one hand, the inflection of ā-stem nouns was influenced by the partly different inflection of ā-stem determiners; in particular, the genitive plural in *-āsōm, with its distinctive “pronominal” *-s-, spread to ā-stem noun
reconstructed_star	*-eis	4032	pdf-218	202	inherited i-stem *-eis (the reverse happened in Oscan, see e.g. Buck
reconstructed_star	*-īd	4036	pdf-218	202	i-stems, though the inherited i-stem ending *-īd (> -ī) survives in
reconstructed_star	*-es	4042	pdf-218	202	stems, ousting inherited *-es;
reconstructed_star	*-bus.	4048	pdf-218	202	inherited *-bus. The result was not a complete merger of the two classes; in Classical Latin neuter i-stems and consonant stems are still clearly distinguishable, and even non-neuter i-stems can still be distinguished from consonant stems by their gen. pl. -ium (vs. consonant-stem -um), optional acc
reconstructed_star	*-yé-	4052	pdf-218	202	The development of lexical classes of Latin verbs was far more complex, and considerations of space forbid a detailed discussion here. A few observations, however, will give some idea of how the Latin “conjugations” arose. Though each conjugation includes verbs of several originally different types,
reconstructed_star	*-yó-	4052	pdf-218	202	The development of lexical classes of Latin verbs was far more complex, and considerations of space forbid a detailed discussion here. A few observations, however, will give some idea of how the Latin “conjugations” arose. Though each conjugation includes verbs of several originally different types,
reconstructed_star	*-eh₂-	4052	pdf-218	202	The development of lexical classes of Latin verbs was far more complex, and considerations of space forbid a detailed discussion here. A few observations, however, will give some idea of how the Latin “conjugations” arose. Though each conjugation includes verbs of several originally different types,
reconstructed_star	*-i	4056	pdf-218	202	(c)       consonant-stem abl. sg. *-i (> -e) was leveled to most non-neuter
reconstructed_star	*-éh₁-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-éye-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-éyo-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-s-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-wus-i-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-to-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*koisāwus-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*koisāto-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*monewus-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*moneto-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-w-	4064	pdf-219	203	conjugation includes statives in -ē- < PIE *-éh₁- (e.g. rubē- ‘be red’ = Old Irish ruidi- ‘blush’, and cf. also OHG rotē- ‘be red’) and causatives and intensives in *-éye- ∼*-éyo- (e.g. Old Latin lūcē- ‘cause to shine’ = Sanskrit rocáya-); the fourth conjugation includes denominatives in *-(i)yé- ∼*
reconstructed_star	*-e-	4068	pdf-219	203	Of course it did not necessarily follow that most underived verbs would be reduced to a single conjugation, more or less, namely the third. But a completely different development contributed heavily to that outcome. PIE verb stems, like PIE noun stems, fell into two large classes, “thematic” stems w
reconstructed_star	*-o-	4068	pdf-219	203	Of course it did not necessarily follow that most underived verbs would be reduced to a single conjugation, more or less, namely the third. But a completely different development contributed heavily to that outcome. PIE verb stems, like PIE noun stems, fell into two large classes, “thematic” stems w
reconstructed_star	*-ā	4072	pdf-219	203	Present stem -ā- < *-ā(ye)- -ē- < *-ē-, *-eye- -ī- < *-iye-
reconstructed_star	*-ē-	4072	pdf-219	203	Present stem -ā- < *-ā(ye)- -ē- < *-ē-, *-eye- -ī- < *-iye-
reconstructed_star	*-eye-	4072	pdf-219	203	Present stem -ā- < *-ā(ye)- -ē- < *-ē-, *-eye- -ī- < *-iye-
reconstructed_star	*-iye-	4072	pdf-219	203	Present stem -ā- < *-ā(ye)- -ē- < *-ē-, *-eye- -ī- < *-iye-
reconstructed_star	*-e-w-	4073	pdf-219	203	Perfect stem -ā-v-         -u- < *-e-w-14   -ī-v-
reconstructed_star	*-ye-	4078	pdf-220	204	class has expanded at the expense of the athematic class, though the process has gone less far in Indo-Iranian and Greek than in the other daughters. In Latin the athematic present stems have been reduced to a handful of relics, and all other non-derived present stems are thematic; most of them cons
reconstructed_star	*-yo-	4078	pdf-220	204	class has expanded at the expense of the athematic class, though the process has gone less far in Indo-Iranian and Greek than in the other daughters. In Latin the athematic present stems have been reduced to a handful of relics, and all other non-derived present stems are thematic; most of them cons
slash_phonemic	/-i-/	4078	pdf-220	204	class has expanded at the expense of the athematic class, though the process has gone less far in Indo-Iranian and Greek than in the other daughters. In Latin the athematic present stems have been reduced to a handful of relics, and all other non-derived present stems are thematic; most of them cons
slash_phonemic	/attikísde:n/	4119	pdf-222	206	A similar development among lexical classes of verbs is both very common and easy to motivate. We noted above that regular verbs of the Latin first conjugation are the most productive group; Aronoff 1994: 43 calculates that the first conjugation includes just over half the attested verbs of Classica
slash_phonemic	/baptísde:n/	4119	pdf-222	206	A similar development among lexical classes of verbs is both very common and easy to motivate. We noted above that regular verbs of the Latin first conjugation are the most productive group; Aronoff 1994: 43 calculates that the first conjugation includes just over half the attested verbs of Classica
greek	ττικίίειν	4119	pdf-222	206	A similar development among lexical classes of verbs is both very common and easy to motivate. We noted above that regular verbs of the Latin first conjugation are the most productive group; Aronoff 1994: 43 calculates that the first conjugation includes just over half the attested verbs of Classica
greek	βαπτίίειν	4119	pdf-222	206	A similar development among lexical classes of verbs is both very common and easy to motivate. We noted above that regular verbs of the Latin first conjugation are the most productive group; Aronoff 1994: 43 calculates that the first conjugation includes just over half the attested verbs of Classica
reconstructed_star	*-i-	4121	pdf-222	206	An exactly parallel development took place in the prehistory and history of English. PGmc. had half a dozen lexical classes of verbs, including strong verbs (basic verbs, corresponding closely to the Latin third declension), “class I” weak verbs with a present-stem suffix *-i- ∼*-ja- (mostly derived
reconstructed_star	*-ja-	4121	pdf-222	206	An exactly parallel development took place in the prehistory and history of English. PGmc. had half a dozen lexical classes of verbs, including strong verbs (basic verbs, corresponding closely to the Latin third declension), “class I” weak verbs with a present-stem suffix *-i- ∼*-ja- (mostly derived
reconstructed_star	*Table	4125	pdf-223	207	**Table 8.21 Case mergers in some daughters of PIE**
reconstructed_star	*e	4182	pdf-225	209	2. On the semantics of this suffix see Zerdin 2000: 288–94. The PIE stems given all have “zerograde” roots, in which the underlying *e of the root has been deleted. In ‘be (customarily)’
reconstructed_star	*s	4186	pdf-226	210	and ‘keep looking for’, underlying */ss/ has been reduced to surface *s by a regular PIE phonological rule (Mayrhofer 1986: 120–1, Ringe 2006: 18); in ‘be mixing’ and
slash_phonemic	/ss/	4186	pdf-226	210	and ‘keep looking for’, underlying */ss/ has been reduced to surface *s by a regular PIE phonological rule (Mayrhofer 1986: 120–1, Ringe 2006: 18); in ‘be mixing’ and
reconstructed_star	*-eyes	4196	pdf-226	210	6. Among the inherited i-umlauted forms in Modern English, set and lay are still obviously related to sit and lie, but the relationship is more indirect; deal and heal are no longer usually associated with dole and whole; deem is obsolete; filth no longer seems to be associated with foul; health is 
reconstructed_star	*-ewes	4196	pdf-226	210	6. Among the inherited i-umlauted forms in Modern English, set and lay are still obviously related to sit and lie, but the relationship is more indirect; deal and heal are no longer usually associated with dole and whole; deem is obsolete; filth no longer seems to be associated with foul; health is 
reconstructed_star	*-oes	4196	pdf-226	210	6. Among the inherited i-umlauted forms in Modern English, set and lay are still obviously related to sit and lie, but the relationship is more indirect; deal and heal are no longer usually associated with dole and whole; deem is obsolete; filth no longer seems to be associated with foul; health is 
reconstructed_star	*-ā	4198	pdf-226	210	8. Latin gen. sg. ending -osio is attested on the Old Latin Lapis Satricanus (de Simone 1980: 81–3). On the origin of the usual ending -ī see Devine 1970, Nussbaum 1975: 127–30. Oscan -eís is the i-stem ending, which has spread to the o-stems in the whole Sabellic subgroup of Italic. The o-stem abl.
reconstructed_star	*-ād	4198	pdf-226	210	8. Latin gen. sg. ending -osio is attested on the Old Latin Lapis Satricanus (de Simone 1980: 81–3). On the origin of the usual ending -ī see Devine 1970, Nussbaum 1975: 127–30. Oscan -eís is the i-stem ending, which has spread to the o-stems in the whole Sabellic subgroup of Italic. The o-stem abl.
reconstructed_star	*-ūd	4198	pdf-226	210	8. Latin gen. sg. ending -osio is attested on the Old Latin Lapis Satricanus (de Simone 1980: 81–3). On the origin of the usual ending -ī see Devine 1970, Nussbaum 1975: 127–30. Oscan -eís is the i-stem ending, which has spread to the o-stems in the whole Sabellic subgroup of Italic. The o-stem abl.
reconstructed_star	*-īd.	4198	pdf-226	210	8. Latin gen. sg. ending -osio is attested on the Old Latin Lapis Satricanus (de Simone 1980: 81–3). On the origin of the usual ending -ī see Devine 1970, Nussbaum 1975: 127–30. Oscan -eís is the i-stem ending, which has spread to the o-stems in the whole Sabellic subgroup of Italic. The o-stem abl.
reconstructed_star	*-ye-	4200	pdf-226	210	9. Melchert 1997 suggests that traces of an inherited inflectional contrast between perfective and imperfective stems do survive in Anatolian, but in all his potential examples the imperfective suffix is *-ye- ∼*-yo-; even if he is correct, the rest of the scenario sketched here could be correct as 
reconstructed_star	*-yo-	4200	pdf-226	210	9. Melchert 1997 suggests that traces of an inherited inflectional contrast between perfective and imperfective stems do survive in Anatolian, but in all his potential examples the imperfective suffix is *-ye- ∼*-yo-; even if he is correct, the rest of the scenario sketched here could be correct as 
reconstructed_star	*ś	4203	pdf-226	210	‘keep asking’, underlying */kśk/ has been reduced to surface *ś    k by another regular PIÉ
slash_phonemic	/kśk/	4203	pdf-226	210	‘keep asking’, underlying */kśk/ has been reduced to surface *ś    k by another regular PIÉ
reconstructed_star	*-āfos	4210	pdf-227	211	11. The inherited ending *-āfos probably survives in Classical Latin fem. duābus ‘to/with two’, ambābus ‘to/with both’ (cf. Sommer 1948: 465); but similar forms of nouns, e.g. fīliābus ‘to/with (the) daughters’, are probably later innovations, prompted by the practical need to distinguish feminines 
slash_phonemic	/with two’, ambābus ‘to/	4210	pdf-227	211	11. The inherited ending *-āfos probably survives in Classical Latin fem. duābus ‘to/with two’, ambābus ‘to/with both’ (cf. Sommer 1948: 465); but similar forms of nouns, e.g. fīliābus ‘to/with (the) daughters’, are probably later innovations, prompted by the practical need to distinguish feminines 
reconstructed_star	*-ai	4212	pdf-227	211	12. Nom. pl. *-ai should also have become “-ī ” in polysyllables (cf. the development of *-ais); Classical -ae was reintroduced from the monosyllabic determiner hae ‘these (fem.)’ and interrogative/relative quae ‘which (pl. fem.)’.
reconstructed_star	*-ais	4212	pdf-227	211	12. Nom. pl. *-ai should also have become “-ī ” in polysyllables (cf. the development of *-ais); Classical -ae was reintroduced from the monosyllabic determiner hae ‘these (fem.)’ and interrogative/relative quae ‘which (pl. fem.)’.
bracket_phonetic	[it]	4214	pdf-227	211	13. The fact that subjunctives in embedded clauses sometimes follow “primary” sequence of tenses and sometimes “secondary” sequence when the matrix verb is a perfect indicative is one of the last vestiges of the distinction between perfect and aorist in Latin. Another functional relic of the aorist 
reconstructed_star	*-e-w-	4216	pdf-227	211	14. Since in the suffix complex *-e-w- the *-w-, like the past participial suffix *-to-, is obviously added to the first part of the causative present suffix *-eye-, we might expect also to find perfects in “-ēv-” and past participles in “-ētus” made to stative presents. They may once have existed –
reconstructed_star	*-w-	4216	pdf-227	211	14. Since in the suffix complex *-e-w- the *-w-, like the past participial suffix *-to-, is obviously added to the first part of the causative present suffix *-eye-, we might expect also to find perfects in “-ēv-” and past participles in “-ētus” made to stative presents. They may once have existed –
reconstructed_star	*-to-	4216	pdf-227	211	14. Since in the suffix complex *-e-w- the *-w-, like the past participial suffix *-to-, is obviously added to the first part of the causative present suffix *-eye-, we might expect also to find perfects in “-ēv-” and past participles in “-ētus” made to stative presents. They may once have existed –
reconstructed_star	*-eye-	4216	pdf-227	211	14. Since in the suffix complex *-e-w- the *-w-, like the past participial suffix *-to-, is obviously added to the first part of the causative present suffix *-eye-, we might expect also to find perfects in “-ēv-” and past participles in “-ētus” made to stative presents. They may once have existed –
bracket_phonetic	[i]	4275	pdf-230	214	Our primary concern in this chapter, however, is intergenerational change via acquisition. A look at the documentary record of any language with sufficient historical depth will reveal that visible changes in syntax from one synchronic state to a later one are not wholly implemented overnight, but o
reconstructed_star	*Table	4283	pdf-231	215	**Table 9.1 Position of the verb in three Ancient Greek texts**
bracket_phonetic	[32]	4292	pdf-231	215	But Taylor is able to identify two diagnostics to determine the underlying order at these three stages in the history of Greek. The first, which applies only to Herodotos and Luke, is the position of the non-emphatic third-person pronoun auton, which never appears after a verb preceded in its VP by 
reconstructed_star	*Table	4319	pdf-232	216	**Table 9.2 Position of auton in Herodotos and Luke**
bracket_phonetic	[33]	4327	pdf-232	216	appear in two positions in ancient Greek, either adjoined to the left edge of TP or to the left edge of VP; see examples (5) and (6) (= Taylor’s examples [33] and [34], adapted; “md” is the “middle” voice):
bracket_phonetic	[34]	4327	pdf-232	216	appear in two positions in ancient Greek, either adjoined to the left edge of TP or to the left edge of VP; see examples (5) and (6) (= Taylor’s examples [33] and [34], adapted; “md” is the “middle” voice):
bracket_phonetic	[VP =sphi [VP anamemikhatai ]	4348	pdf-232	216	Minuai   de   Orkhomeniou [VP =sphi [VP anamemikhatai ]]
bracket_phonetic	[VP eipon      =soi      peri  emou  ]	4350	pdf-232	216	ē alloi    [VP eipon      =soi      peri  emou  ]†
reconstructed_star	*Table	4360	pdf-233	217	**Table 9.3 Clitic adjunction in Homer, Herodotos, and the New Testament**
reconstructed_star	*Table	4403	pdf-234	218	**Table 9.5 Estimated distribution of verb-final and verb-medial clauses in Herodotos compared with observed distribution assuming 62 percent verb-final tokens**
reconstructed_star	*n-a	4460	pdf-236	220	no **n-a·beir beside beirth-i ‘(s)he bears it’ in Old Irish. The suffixing pattern was required in the following configurations:
slash_phonemic	/pl. or 2sg./	4464	pdf-236	220	verb with 1sg./pl. or 2sg./pl. object affix. Likewise, there are many combinations of person and number marking, as well as certain verbal categories, in which only the infixing pattern occurs (see Cowgill 1987: 2–3 for examples).3
reconstructed_star	*biri	4466	pdf-236	220	The opposition between the infixing and suffixing pattern is of interest in a chapter on syntactic change because the object agreement affixes continue unstressed clitic referential pronouns. Therefore, under the widespread assumption that such clitics are adjoined to TP (Kayne 1991),† the verb must
reconstructed_star	*birū	4466	pdf-236	220	The opposition between the infixing and suffixing pattern is of interest in a chapter on syntactic change because the object agreement affixes continue unstressed clitic referential pronouns. Therefore, under the widespread assumption that such clitics are adjoined to TP (Kayne 1991),† the verb must
slash_phonemic	/it’, and some near mergers, e.g. biru ‘I bear’ with **birū ‘I bear him/	4466	pdf-236	220	The opposition between the infixing and suffixing pattern is of interest in a chapter on syntactic change because the object agreement affixes continue unstressed clitic referential pronouns. Therefore, under the widespread assumption that such clitics are adjoined to TP (Kayne 1991),† the verb must
reconstructed_star	*Table	4481	pdf-237	221	**Table 9.6 Expected development of Old Irish verbs with suffixed object agreement markers**
reconstructed_star	*berū	4484	pdf-237	221	1sg. biru < *berū=t           1pl. bermai < *beromas=et
reconstructed_star	*beromas	4484	pdf-237	221	1sg. biru < *berū=t           1pl. bermai < *beromas=et
reconstructed_star	*birūm	4485	pdf-237	221	+ 1sg.obj.    *berū=t=mV   >  **birūm   *beromas=et=mV  > **bermaī(u)m
reconstructed_star	*bermaī	4485	pdf-237	221	+ 1sg.obj.    *berū=t=mV   >  **birūm   *beromas=et=mV  > **bermaī(u)m
reconstructed_star	*birūt	4486	pdf-237	221	+ 2sg.obj.    *berū=t=tV    >  **birūt    *beromas=et=tV   > **bermaī(u)t
reconstructed_star	*birū	4487	pdf-237	221	+ 3sg.m.obj.  *berū=t=en    >  **birū     *beromas=et=en   > bermait†
reconstructed_star	*birūs	4489	pdf-237	221	+ 3sg.f.obj.  *berū=t=san   >  **birūs    *beromas=et=san  > **bermaī(u)s
reconstructed_star	*bermaīnn	4490	pdf-237	221	+ 1pl.obj.    *berū=t=(s)ni  >  **birū(i)nn *beromas=et=(s)ni > **bermaīnn
reconstructed_star	*bermaīb	4491	pdf-237	221	+ 2pl.obj.    *berū=t=(s)ui  >  **birū(i)b  *beromas=et=(s)ui > **bermaīb
reconstructed_star	*bermaīus	4492	pdf-237	221	+ 3pl.obj.    *berū=t=sus   >  **birūs    *beromas=et=sus  > **bermaīus
reconstructed_star	*berisi	4493	pdf-237	221	2sg. biri < *berisi=t            2pl. beirthe < *beretes=et
reconstructed_star	*beretes	4493	pdf-237	221	2sg. biri < *berisi=t            2pl. beirthe < *beretes=et
reconstructed_star	*birī	4494	pdf-237	221	+ 1sg.obj.    *berisi=t=mV  >  **birī(u)m *beretes=et=mV   > **beirthē(u)m
reconstructed_star	*beirthē	4494	pdf-237	221	+ 1sg.obj.    *berisi=t=mV  >  **birī(u)m *beretes=et=mV   > **beirthē(u)m
reconstructed_star	*biri	4496	pdf-237	221	+ 3.sg.m.obj. *berisi=t=en   >  **biri     *beretes=et=en    > **beirthe
reconstructed_star	*beirthe	4496	pdf-237	221	+ 3.sg.m.obj. *berisi=t=en   >  **biri     *beretes=et=en    > **beirthe
