form	count
0007]-eh2	1
0007]-eh2.33	1
0007]h1-bhu[unclear-glyph-U	1
0007]h1gh(h1)-ó-	1
0007]hen-dhh1-	1
0008](h2)-ó-	1
0008]δ[unclear-glyph-U	1
000B]μ[unclear-glyph-U	1
000C]μ[unclear-glyph-U	1
0016]μ	1
<<	1
<cum	1
<et>	1
<l>	1
<v>	1
<κ>	1
>>	1
AVIRSETO	1
C(AIVS	1
CEBNVST	1
COMENEI	1
d(h)eh1/3-és-	1
D(IS	1
d>	1
DA/ETORIS	1
dam<u>sennias	1
DANOVI	1
DANVVI	1
DANVVIVS	1
DASANTIS	1
DASAS	1
DASENTIS	1
DASES	1
DASSIVS	1
DEDIT	1
deh2-es-	1
DEL	1
DIDEST	1
DIDET	1
disci<n>dendo	1
DONOM	1
DOTAUE[RE	1
EDG	1
EST	1
F(ILIVS	1
FACVS	1
FECED	1
FECRONT	1
FEFACIT	1
FEFACVST	1
FIL(IVS	1
HAUELOD	1
HAVELOD	1
I-III	1
IVVATE	1
IVVATO	1
JIES	1
KAPIA(D	1
LAEPO	1
LAFCIDIVS	1
LAMATIR	1
LAPSCIDIVS	1
LAR	1
LARGO	1
LINFIS	1
LOIUQUIOD	1
LVMBIS	1
LVMPIS	1
LYMPHIS	1
M(ANIBVS	1
MARMAR	1
NEIP	1
PESCLER	1
POLLIVS	1
PRAEFVCVS	1
PROIECITAD	1
QVINTI	1
RETONIVS	1
RUBL	1
S.T.E.B	1
SVEIPIS	1
TVER	1
UCLA	1
VHEVHAKED	1
VIII	1
VIRSETO	1
XIII	1
αδδακετ	1
δυσσε[unclear-glyph-U	1
λακ[unclear-glyph-U	1
λυσσε[unclear-glyph-U	1
μ[unclear-glyph-U	1
†Caeseris	1
†daever	1
†dam[unclear-glyph-U	1
†fak-to	1
†iuberis	1
†lagnius	1
†lamius	1
†lenius	1
†lomatir	1
†lomius	1
†lonius	1
