form	count
BETVLO	1
BETVLONIVS	1
BETVNVS	1
BETVTIVS	1
BIATVCCO	1
BIETVM(A)RA	1
BLOTVRIGI	1
BOLERIANI	1
BOLERIANI/BOLERIAVS	1
BOLERIANVS	1
BOLERIAV/NVS	1
BOLERIAVS	1
BOTTA	1
BOTTIVS	1
BOTTO	1
BOTTONIS	1
BOVDION(IS	1
BROGI(A)E	1
BROGIO	1
BVCIONI	1
BVDDVT-	1
BVGIAE	1
BVGIONI	1
BVIA	1
BVIONI	1
BVIONIS	1
BVTTA	1
BVTTIVS	1
BVTTO	1
C(AIVS	1
CABILO	1
CABILVS	1
CABINT	1
CABVNIAEGINO	1
CADROIOLONIS	1
CAIALA	1
CAIANTAE	1
CAIANTAI	1
CAIANTIVS	1
CAILARO	1
CAIO	1
CAION(IS	1
CAPITALS	1
CASNAR	1
CAVRV	1
CELTIC	1
CERIO	1
CHANGE	1
CLEVSIVS	1
CLEVVONI	1
COIVGE	1
CON-	1
CROSSROADS	1
DEAE	1
dedišþina	1
DEIVAST	1
DEIVATVD	1
DEIVONIS	1
dheh1-tor-	1
dhh1-to-	1
Domatriaš	1
DOMITI(VS	1
DRIBALO	1
DRVTI	1
d̊	1
E>	1
eh2-	1
eh2-lo-	1
eh2-nu-	1
eh2-tu-	1
eh3-tu-	1
elh1-	1
ELSE	1
EMON(A	1
EMONA	1
Emona/Tomišelj	1
EMPETONIS	1
ENTOVI	1
EPPONIS	1
ERVDINO	1
EUSAL	1
F(ECIT	1
F(ILIO	1
F(ILIVS	1
FI(LIA	1
FIBIONI	1
FIBIONIS	1
FIL(II	1
FILIO	1
FLVSARE	1
FONIONI	1
FOVSCIVS	1
FVCTORIAE	1
FVCTORIO	1
GALLONI(VS	1
GEVSI(VS	1
GNATA	1
H)-	1
h1-t(i)-	1
h1o-	1
h2)p-ró-	1
h2)pno-	1
h2-	1
h2-ti-	1
h3-	1
h3-i-	1
h3-tu-	1
h3-tó-	1
Haštorres	1
HC-	1
HOSTILA	1
IANTVLLA	1
IANTVMARA	1
IANTVNA	1
IEMONI(VS	1
IEMONIVS	1
IENTVMARVS	1
IEVRV	1
IMON	1
IONO	1
IOPARI	1
IOR(-	1
IOVRVS	1
IVL(IA	1
J.-B	1
J.-L	1
K.-H	1
LAEBO	1
LAEPA	1
LAEPICVS	1
LAEPO	1
LAEPOCA	1
LAEPOCVS	1
LAEPONIVS	1
LAIONI	1
LANGUAGE	1
LASCA	1
LASCI	1
LASCIO	1
LASCIO/ANTIE	1
LASON[IA]E	1
LASONIS	1
LEVXSIVS	1
LIB(ERTAE	1
LICAIOS	1
LICCAVI	1
LICCAVS	1
LOXINA	1
M.-J	1
M[I	1
MAIACONIAE	1
MANV	1
MARCOS	1
MARCOS.IOR	1
MARCOSIOR	1
MASSO	1
MASSONIVS	1
MATERIV	1
MATERNIA(E	1
MATRIBVS	1
MATSIV	1
MAXIMA(E	1
MAXIMI	1
MOGETIVS	1
MOIOTAE	1
MOLOT[A	1
MOLOTA(E	1
MONI	1
MOPATIBVS	1
N>	1
NAMANTOBOGI	1
NAMES	1
NOVANT(-	1
NOVANTICO	1
NTI(A)E	1
O(BITAE	1
oltΩn-	1
omatriaš	1
OPALO	1
OPPALO	1
OPPALONI(S	1
OSTI	1
P.-Y	1
PENTOVI	1
PENTOVIECO	1
PENTOVIVS	1
PERSONAL	1
PETONIS	1
PETVERNVS	1
PINTAIVS	1
PINTOVIVS	1
PLANI	1
POMPONI(VS	1
PONTOVI	1
PRIEPO	1
PROVIA	1
Q(V)IEMONI(S	1
Q(VINTI	1
Q(VINTVS	1
QVARTIO	1
RAE	1
REIDAVIVS	1
Repanšek’s	1
RINOTI	1
RUBL	1
RVTIO	1
RVTTO	1
S]ACRACRIX	1
SABINI(VS	1
SACCARVS	1
SACCAVI	1
SACCIARI	1
SACRATORIA	1
SATVRN(A)E	1
SECVNDVS	1
SEVERO	1
SEXTILIAE	1
SIBI	1
SIGNVM	1
SINIFER	1
SINNV	1
SMALL	1
STAFLARE	1
STAFLARE(M	1
STANONCIAE	1
SVADRV	1
SVRVS	1
T(ITO	1
TAESALOCVS	1
TALSAE	1
TALSALOCVS	1
TALTICVS	1
TERTIVS	1
TEVTANVS	1
TIRDAI	1
Tomišelj	1
TON	1
TORRAVIVS	1
TOTICI	1
TOTICINAI	1
TVRAI	1
TVRAIVS	1
TVRIA	1
TVRIAV[---	1
TVRIONI	1
TVRIONIVS	1
TVROBI	1
TVROIO	1
TVROVIVS	1
TVRRAVIVS	1
TVRRIONIS	1
TVRROMI	1
TVRRONII	1
V(IVVS	1
V.I.P	1
VASSA	1
važdra-	1
VEITOR	1
VEITRONI	1
VELTRONI	1
VENETIC	1
VENIX	1
VENIXAMAE	1
VENIXAMVS	1
VENIXEM(-	1
VENIXEMAE	1
VEPO	1
VERCOMBOGI	1
VERI(VS	1
VEROPARIS	1
VH.39	1
VIA	1
VIBI	1
VIBIONIS	1
VIDASVS	1
viðarr	1
VLATTIA	1
VLATTIVS	1
VOLTARONN	1
VOLTARONTIA	1
VOLTARONTIAE	1
VOLTEREGI	1
VOLTEREGIS	1
VOLTIAVO	1
VOLTIELI	1
VOLTIETIS	1
VOLTIOMNVS	1
VOLTIOS	1
VOLTISEMAE	1
VOLTREGIS	1
VOLTVREX	1
XII	1
XXXX	1
Založba	1
ZRC	1
̔/	1
†NOVANTIVS	1
†teibr	1
†tibr	1
