pdf_page	form	source
101	∗stáh₂t	visual-text-xml
101	ástʰāt	visual-text-xml
101	ἔστᾱ	visual-text-xml
101	ἔστη	visual-text-xml
101	∗bʰah₂ti	visual-text-xml
101	bʰāti	visual-text-xml
101	fātur	visual-text-xml
101	φᾱτι	visual-text-xml
101	φησι	visual-text-xml
101	∗bʰoh₂náh₂	visual-text-xml
101	φωνα	visual-text-xml
101	φωνή	visual-text-xml
101	∗swáh₂dus	visual-text-xml
101	svādús	visual-text-xml
101	δύς	visual-text-xml
101	ἡδύς	visual-text-xml
101	∗bʰāǵʰus	visual-text-xml
101	∗-ah₂-?	visual-text-xml
101	bāhús	visual-text-xml
101	πᾶχυς	visual-text-xml
101	πῆχυς	visual-text-xml
101	mōr	visual-text-xml
101	ἆμαρ	visual-text-xml
101	ἦμαρ	visual-text-xml
101	∗ǵnóh₃t	visual-text-xml
101	nōvit	visual-text-xml
101	ἔγνω	visual-text-xml
101	∗dédoh₃ti	visual-text-xml
101	dádāti	visual-text-xml
101	δίδωτι	visual-text-xml
101	δίδωσι	visual-text-xml
101	∗h₂áḱmō	visual-text-xml
101	á´smā	visual-text-xml
101	ἄκμων	visual-text-xml
101	∗ǵénh₁tōr	visual-text-xml
101	γενέτωρ	visual-text-xml
101	∗h₁ludʰéd	visual-text-xml
101	∗é	visual-text-xml
101	h₁ludʰed	visual-text-xml
101	ἤλυθε	visual-text-xml
101	∗-óHom	visual-text-xml
101	∗H	visual-text-xml
101	∗h₂	visual-text-xml
101	-ām	visual-text-xml
101	∗-ǫ˭	visual-text-xml
101	-ῶν	visual-text-xml
101	ah₂-stem	visual-text-xml
101	∗-ah₂-ay	visual-text-xml
101	-ᾱι	visual-text-xml
101	-ηι	visual-text-xml
101	∗-o-ey	visual-text-xml
101	-āi	visual-text-xml
101	-ωι	visual-text-xml
101	h₁est	visual-text-xml
101	ἦς	visual-text-xml
101	h₂aǵed	visual-text-xml
101	ἆγε	visual-text-xml
101	ἦγε	visual-text-xml
102	∗pléh₁-isto-	visual-text-xml
102	∗pleh₁-	visual-text-xml
102	πλήρης	visual-text-xml
102	implēre	visual-text-xml
102	πλεῖστος	visual-text-xml
102	∗stah₂urós	visual-text-xml
102	σταυρ´ος	visual-text-xml
102	∗stah₂-	visual-text-xml
102	∗V(H)u	visual-text-xml
102	∗h₂	visual-text-xml
102	∗o	visual-text-xml
102	∗i	visual-text-xml
102	∗poh₂imḗn	visual-text-xml
102	∗faimnijōn-	visual-text-xml
102	ποιμήν	visual-text-xml
102	∗pah₂i-	visual-text-xml
102	∗/-e-/	visual-text-xml
102	κρατερος´	visual-text-xml
102	ὄνυξ	visual-text-xml
102	∗h₃n-	visual-text-xml
102	∗/	visual-text-xml
102	e-h₃	visual-text-xml
102	∗-oh₃-	visual-text-xml
102	∗-ō-	visual-text-xml
102	κρατερ	visual-text-xml
102	ωνυχες.´	visual-text-xml
102	κρατερ-	visual-text-xml
102	´ωνυχες	visual-text-xml
103	πρ´οσωπον	visual-text-xml
103	ἐπ	visual-text-xml
103	ωνυμος´	visual-text-xml
103	προς´	visual-text-xml
103	ἐπί	visual-text-xml
103	χρῡσήορος	visual-text-xml
103	ἀγήνωρ	visual-text-xml
103	στρατηγ´ος	visual-text-xml
103	Ἱππημολγοί	visual-text-xml
103	τετρᾱ́	visual-text-xml
103	ορος	visual-text-xml
103	Πεισήνωρ	visual-text-xml
103	γαμψ	visual-text-xml
103	ωνυχες,´	visual-text-xml
103	οὐδεν´οσωρος	visual-text-xml
103	∗i	visual-text-xml
103	∗h₁yeh₁-	visual-text-xml
103	yaṣ	visual-text-xml
103	∗h₁´-hı	visual-text-xml
103	₁yeh₁-ti	visual-text-xml
103	∗῎ῑjητι	visual-text-xml
103	῞ῑησι	visual-text-xml
103	ἡκ-	visual-text-xml
103	ἑ-	visual-text-xml
103	∗h₁	visual-text-xml
103	∗nı´-h₁ih₁k-ah₂	visual-text-xml
103	νί̄κᾱ	visual-text-xml
103	νῑ́κη	visual-text-xml
103	∗-k-	visual-text-xml
103	∗h₁ey-	visual-text-xml
103	∗é	visual-text-xml
103	h₁yend	visual-text-xml
103	∗h₁ité	visual-text-xml
103	itʰá	visual-text-xml
103	ἴτε	visual-text-xml
103	εἶσι	visual-text-xml
104	∗i	visual-text-xml
104	ἰαύɛ¯ν	visual-text-xml
104	∗h₂	visual-text-xml
104	ιχανάᾱι	visual-text-xml
104	ιhate	visual-text-xml
104	Gāthā-Avestan	visual-text-xml
104	iziiā	visual-text-xml
104	∗Hi-Hǵʰ-	visual-text-xml
104	∗Hi-Hiǵʰ-	visual-text-xml
104	∗h₁	visual-text-xml
104	χήν	visual-text-xml
104	ἰθαρ	visual-text-xml
104	ωτεροι´	visual-text-xml
104	αἴθɛ¯ν	visual-text-xml
104	∗h	visual-text-xml
104	∗i-	visual-text-xml
104	āri	visual-text-xml
104	∗áy-or	visual-text-xml
104	∗i-néw-ti	visual-text-xml
104	ιος´	visual-text-xml
104	∗ἰhϝος,´	visual-text-xml
104	ṣus	visual-text-xml
104	λʋ	visual-text-xml
104	ἱερος´	visual-text-xml
104	iṣirás	visual-text-xml
104	ἱαρος,´	visual-text-xml
104	ἶρος	visual-text-xml
104	∗(H)eys-	visual-text-xml
104	οἴᾱξ	visual-text-xml
104	īṣa	visual-text-xml
104	∗h₂i	visual-text-xml
104	ἱμάντ-	visual-text-xml
104	ἱμάς	visual-text-xml
104	∗sh₂i-	visual-text-xml
104	ishāi	visual-text-xml
104	syáti)—unless	visual-text-xml
104	∗u	visual-text-xml
104	∗h₁wéru-	visual-text-xml
104	∗h₁uréw-	visual-text-xml
104	∗h₁urús	visual-text-xml
104	urús	visual-text-xml
104	εὐρύς	visual-text-xml
104	∗h₁wer-	visual-text-xml
104	várīyān	visual-text-xml
104	váriṣṭʰas	visual-text-xml
104	∗h₂udáh₂	visual-text-xml
104	αὐδή	visual-text-xml
104	∗h₂wed-	visual-text-xml
104	vádati	visual-text-xml
105	ἰαύɛ¯ν	visual-text-xml
105	∗h₂´-hı	visual-text-xml
105	₂us-e/o-	visual-text-xml
105	∗h₂	visual-text-xml
105	∗a	visual-text-xml
105	ἰ-	visual-text-xml
105	∗h₂us-	visual-text-xml
105	αὐh-	visual-text-xml
105	∗h₂u̯	visual-text-xml
105	∗Hu-	visual-text-xml
105	Vὐ-	visual-text-xml
105	∗/Hew-/	visual-text-xml
105	uṣā́	visual-text-xml
105	∗h₂usṓs	visual-text-xml
105	∗awsṓs	visual-text-xml
105	∗ἀϝh	visual-text-xml
105	ως´	visual-text-xml
105	∗hαϝh	visual-text-xml
105	∗hαϝϝ	visual-text-xml
105	αὔως	visual-text-xml
105	ἄϝϝως	visual-text-xml
105	ᾱ̔	visual-text-xml
105	´ως	visual-text-xml
105	∗ἡ	visual-text-xml
105	∗ἑ	visual-text-xml
105	ἕως	visual-text-xml
105	ō-vowel	visual-text-xml
105	∗h₂áwsōs	visual-text-xml
105	λειμ	visual-text-xml
105	ων´	visual-text-xml
105	∗h₂aw-	visual-text-xml
105	∗h₂u-	visual-text-xml
105	ἀέξειν	visual-text-xml
105	∗h₂weg-s-	visual-text-xml
105	ἀϝεξ-	visual-text-xml
105	vakṣáyati	visual-text-xml
106	αὔξɛ¯ν	visual-text-xml
106	αὐξάνɛ¯ν	visual-text-xml
106	∗h₂ug-s-	visual-text-xml
106	∗h₂weg-	visual-text-xml
106	ójas	visual-text-xml
106	∗h₂áwg-es-	visual-text-xml
106	ugrás	visual-text-xml
106	∗h₂ug-rós	visual-text-xml
106	αὔξειν	visual-text-xml
106	∗h₂áwg-s-.³	visual-text-xml
106	∗Hu-	visual-text-xml
106	Vυ-	visual-text-xml
106	∗u	visual-text-xml
106	gʷráh	visual-text-xml
106	~₂	visual-text-xml
106	rʷ	visual-text-xml
106	h₂áw-	visual-text-xml
106	gʷr	visual-text-xml
106	h₂ús	visual-text-xml
106	gurús	visual-text-xml
106	kaúrus	visual-text-xml
106	βαρύς	visual-text-xml
106	∗pláth₂u-	visual-text-xml
106	∗plth₂áw-	visual-text-xml
106	∗plth	visual-text-xml
106	ús₂	visual-text-xml
106	tʰús	visual-text-xml
106	πλατύς	visual-text-xml
106	∗plh₁ús	visual-text-xml
106	purús	visual-text-xml
106	πολύς	visual-text-xml
106	∗/-éw-/	visual-text-xml
106	-υ-	visual-text-xml
106	-εϝ-	visual-text-xml
106	πλεῖστος	visual-text-xml
106	∗pléh₁-u-	visual-text-xml
106	∗felu	visual-text-xml
106	∗pélh₁u-	visual-text-xml
106	βαρέος	visual-text-xml
106	πλατέος	visual-text-xml
106	Πλάταια	visual-text-xml
107	∗h₂R	visual-text-xml
107	∗h₂n	visual-text-xml
107	tbʰ´ı	visual-text-xml
107	∗h₂ant-	visual-text-xml
107	∗h₂m	visual-text-xml
107	bʰ´ı	visual-text-xml
107	ἀμφί	visual-text-xml
107	∗h₂nḗr	visual-text-xml
107	rés	visual-text-xml
107	ἀνήρ	visual-text-xml
107	∗ἀνρος´	visual-text-xml
107	∗-os	visual-text-xml
107	ἀνδρος;´	visual-text-xml
107	∗h₂lek-	visual-text-xml
107	∗h₂lékseti	visual-text-xml
107	ἀλέξει	visual-text-xml
107	rákṣati	visual-text-xml
107	∗h₂lk-	visual-text-xml
107	ἀλκὶ	visual-text-xml
107	πεποιθ	visual-text-xml
107	ως)´	visual-text-xml
107	∗h₂r	visual-text-xml
107	ǵrós	visual-text-xml
107	rjrás	visual-text-xml
107	∗ἀργροs´	visual-text-xml
107	ἀργος´	visual-text-xml
107	ἀργι-	visual-text-xml
107	∗h₂ˊr	visual-text-xml
107	tḱos	visual-text-xml
107	kṣas	visual-text-xml
107	ἄρκτος	visual-text-xml
107	ərənauuataē-ca	visual-text-xml
107	ἄρνυσθαι	visual-text-xml
107	∗-néw-	visual-text-xml
107	αρ	visual-text-xml
107	αλ	visual-text-xml
107	ρα	visual-text-xml
107	λα	visual-text-xml
107	∗h₃R	visual-text-xml
107	ὀR-	visual-text-xml
107	α-vοwels	visual-text-xml
107	∗h	visual-text-xml
107	nób₃ʰ-	visual-text-xml
107	isʰ	visual-text-xml
107	∗h₃n	visual-text-xml
107	bʰ-lH-	visual-text-xml
107	ὀμφαλος´	visual-text-xml
107	umbilīcus	visual-text-xml
107	∗h₃r	visual-text-xml
107	-néw-	visual-text-xml
107	orīrī	visual-text-xml
107	ṇóti	visual-text-xml
107	ὄρνυσθαι	visual-text-xml
107	tós	visual-text-xml
107	κονι-ορτος´	visual-text-xml
107	ὀρ-	visual-text-xml
108	∗h₁	visual-text-xml
108	∗h₁rew-	visual-text-xml
108	ἐρείομεν	visual-text-xml
108	∗h₁réw-e/o-	visual-text-xml
108	ἐρέεσθαι	visual-text-xml
108	ἐρέσθαι	visual-text-xml
108	ρέσθαι	visual-text-xml
108	∗ἐρϝέσθαι⁷	visual-text-xml
108	∗h₁r	visual-text-xml
108	w-é/ó-	visual-text-xml
108	∗-énti	visual-text-xml
108	∗dʰé-dʰh₁-n	visual-text-xml
108	dádʰati	visual-text-xml
108	∗dé-dh₃-n	visual-text-xml
108	dádati	visual-text-xml
108	∗stı´-sth₂-n	visual-text-xml
108	∗τίθεντι	visual-text-xml
108	∗δίδοντι	visual-text-xml
108	∗hίσταντι	visual-text-xml
108	ἵσταντι	visual-text-xml
108	τίθεντι	visual-text-xml
108	∗órmos	visual-text-xml
108	εἴρεσθαι	visual-text-xml
108	ει	visual-text-xml
108	εἴρεαι	visual-text-xml
108	ἔρειο	visual-text-xml
108	∗h₁reh₁	visual-text-xml
108	∗h₁rownah₂	visual-text-xml
108	ἔρευνα	visual-text-xml
108	∗h₁réwnih₂	visual-text-xml
108	∗n	visual-text-xml
109	∗τίθεισι	visual-text-xml
109	∗ɛ¯	visual-text-xml
109	∗δίδουσι	visual-text-xml
109	∗ō	visual-text-xml
109	∗ἵστᾱσι	visual-text-xml
109	∗-τι	visual-text-xml
109	-σι	visual-text-xml
109	τιθεῖσι	visual-text-xml
109	διδο˜υσι	visual-text-xml
109	ἱστᾶσιν	visual-text-xml
109	τιθεῖ	visual-text-xml
109	̥₂l̥tos	visual-text-xml
109	∗‘nourished	visual-text-xml
109	ἄναλτος	visual-text-xml
109	∗h₂n̥	visual-text-xml
109	h₁mós	visual-text-xml
109	ἄνεμος	visual-text-xml
109	∗h₂ónh₁mos	visual-text-xml
109	∗h₁n̥	visual-text-xml
109	h₃mn̥	visual-text-xml
109	-yé/ó-	visual-text-xml
109	∗ἐνομąν-jε/ο-	visual-text-xml
109	ὀνομαίνɛ¯ν	visual-text-xml
109	∗h₁nḗh₃mn̥	visual-text-xml
109	∗h₁nóh₃mn-	visual-text-xml
109	h₃mén-	visual-text-xml
109	∗ih₁	visual-text-xml
109	∗ih₃	visual-text-xml
110	∗h₁´ı-h	visual-text-xml
110	₁yeh₁-ti	visual-text-xml
110	∗῎ῑjητι	visual-text-xml
110	῞ῑησι	visual-text-xml
110	ἡκ-	visual-text-xml
110	ἑ-	visual-text-xml
110	∗h₁yeh₁-	visual-text-xml
110	∗nı´-h₁ih₁k-ah₂	visual-text-xml
110	νικᾱ	visual-text-xml
110	νικη	visual-text-xml
110	∗opi-h₃kʷ-	visual-text-xml
110	∗ὀπῑπεύς	visual-text-xml
110	ὀπῑπεύɛ¯ν	visual-text-xml
110	παρθενοπῖπα	visual-text-xml
110	ἐπί	visual-text-xml
110	ὀπῑπεύω	visual-text-xml
110	∗pı´Hwō	visual-text-xml
110	∗pı´Hwerih₂	visual-text-xml
110	pιvā	visual-text-xml
110	pιvarī	visual-text-xml
110	πιων	visual-text-xml
110	πιɛ¯ρα	visual-text-xml
110	∗ī	visual-text-xml
110	paēma	visual-text-xml
110	pιvan-	visual-text-xml
110	∗wīs-	visual-text-xml
110	∗wis-	visual-text-xml
110	vīrus	visual-text-xml
110	viṣám	visual-text-xml
110	∗ϝῑhος´	visual-text-xml
110	ιος.´	visual-text-xml
110	ϝι	visual-text-xml
110	̄́κατι	visual-text-xml
110	∗wιḱm	visual-text-xml
110	tih₁has	visual-text-xml
110	ζωος´	visual-text-xml
110	gʷih₃wós	visual-text-xml
110	gʷyoh₃-	visual-text-xml
110	ὄσσε	visual-text-xml
110	∗h₃ókʷih₁	visual-text-xml
110	∗ih₁	visual-text-xml
110	∗jε	visual-text-xml
110	-ε	visual-text-xml
110	∗ih₂	visual-text-xml
110	∗ya	visual-text-xml
110	∗ia	visual-text-xml
110	∗-ih₂-	visual-text-xml
110	∗-yáh₂-	visual-text-xml
110	∗πιϝερjα	visual-text-xml
110	πι	visual-text-xml
110	ɛ¯ρα	visual-text-xml
110	∗stérih₂	visual-text-xml
110	starιs	visual-text-xml
110	∗στέρjα	visual-text-xml
110	στɛ	visual-text-xml
110	ρα	visual-text-xml
110	∗plth₂áwih₂	visual-text-xml
110	̥thivι	visual-text-xml
110	∗πλατάϝjα	visual-text-xml
110	Πλάταια	visual-text-xml
110	πλατεῖα	visual-text-xml
110	∗h₁sóntih₂	visual-text-xml
110	∗h₁sn	visual-text-xml
110	tı´h₂	visual-text-xml
110	satι	visual-text-xml
110	∗ἐhąτjα	visual-text-xml
110	ἔασσα	visual-text-xml
111	∗swah₂déwih₂	visual-text-xml
111	svādvι	visual-text-xml
111	∗hϝᾱδέϝjα	visual-text-xml
111	ἡδεῖα	visual-text-xml
111	∗widúsih₂	visual-text-xml
111	vidúṣī	visual-text-xml
111	ἰδυῖα	visual-text-xml
111	∗pótnih₂	visual-text-xml
111	pátnī	visual-text-xml
111	ποτνια;´	visual-text-xml
111	∗sémih₂	visual-text-xml
111	∗smı´h₂	visual-text-xml
111	μία	visual-text-xml
111	∗-trih₂	visual-text-xml
111	∗´-tor-	visual-text-xml
111	∗ǵénh₁trih₂	visual-text-xml
111	jánitrī	visual-text-xml
111	genetrīx	visual-text-xml
111	∗-k-	visual-text-xml
111	-τρια	visual-text-xml
111	δέκτρια	visual-text-xml
111	ψάλτρια	visual-text-xml
111	∗trı´h₂	visual-text-xml
111	trῑ́	visual-text-xml
111	τρία	visual-text-xml
111	∗kʷrih₂tó	visual-text-xml
111	ka¨ryāmtte	visual-text-xml
111	krītás	visual-text-xml
111	krīṇa	visual-text-xml
111	ἐ-πρίατο	visual-text-xml
111	ἄρουρα	visual-text-xml
111	∗áro-wr-ya	visual-text-xml
111	ἐπρίατο	visual-text-xml
111	ἐ-πρίαντο	visual-text-xml
111	∗kʷrih₂n	visual-text-xml
111	tó	visual-text-xml
111	∗-énto	visual-text-xml
111	∗i	visual-text-xml
111	∗-jα	visual-text-xml
111	∗-ια	visual-text-xml
111	∗-ont-	visual-text-xml
111	∗-ónt-ia(-	visual-text-xml
111	∗-ąt-ya	visual-text-xml
111	∗-y-	visual-text-xml
111	∗ἄροϝρjα	visual-text-xml
111	ποτνα´	visual-text-xml
111	θεα	visual-text-xml
112	∗-i-	visual-text-xml
112	∗uH	visual-text-xml
112	∗h₂	visual-text-xml
112	∗dʰuh₂mós	visual-text-xml
112	dʰūmás	visual-text-xml
112	fūmus	visual-text-xml
112	θῡμος´	visual-text-xml
112	∗bʰúHt	visual-text-xml
112	ábʰūt	visual-text-xml
112	bʰavi-	visual-text-xml
112	ἔ-φῡ	visual-text-xml
112	∗h₃bʰrúH-s	visual-text-xml
112	bʰrū́	visual-text-xml
112	ὀφρ˜υς	visual-text-xml
112	μυς˜	visual-text-xml
112	mūs	visual-text-xml
112	mús	visual-text-xml
112	ὗς	visual-text-xml
112	sūs	visual-text-xml
112	∗iH	visual-text-xml
112	ὀφρύος	visual-text-xml
112	∗l̥	visual-text-xml
112	∗y	visual-text-xml
112	∗u-né-bʰ-	visual-text-xml
112	sám	visual-text-xml
112	∗ubʰ-né-H-	visual-text-xml
112	ubʰnā́	visual-text-xml
112	aubʰnāt	visual-text-xml
112	∗ubʰ-n̥	visual-text-xml
112	yé-	visual-text-xml
112	∗ὐφανjε-	visual-text-xml
112	ὑφαίνɛ¯ν	visual-text-xml
113	τετραίνɛ¯ν	visual-text-xml
113	∗Rh₁	visual-text-xml
113	Rη	visual-text-xml
113	∗Rh₂	visual-text-xml
113	Rᾱ	visual-text-xml
113	∗Rh₃	visual-text-xml
113	Rω	visual-text-xml
113	∗(s)CerH-	visual-text-xml
113	∗-tó-	visual-text-xml
113	∗tm̥	visual-text-xml
113	h₁tós	visual-text-xml
113	∗τμητ´ος	visual-text-xml
113	ἐΰτμητος	visual-text-xml
113	∗témh₁-	visual-text-xml
113	τέμενος	visual-text-xml
113	∗ǵn̥	visual-text-xml
113	jātás	visual-text-xml
113	nātus	visual-text-xml
113	∗γνητ´ος	visual-text-xml
113	κασί-γνητος	visual-text-xml
113	‘co-gnātus’	visual-text-xml
113	∗ǵénh₁-	visual-text-xml
113	γενέτωρ	visual-text-xml
113	∗tr̥	visual-text-xml
113	τρητ´ος	visual-text-xml
113	∗térh₁-	visual-text-xml
113	τέρετρον	visual-text-xml
113	waúrd	visual-text-xml
113	∗ϝρητος´	visual-text-xml
113	ῥητος´	visual-text-xml
113	∗wérh₁-	visual-text-xml
113	ἐρέω	visual-text-xml
113	wērti	visual-text-xml
113	gʷl̥h₁tós	visual-text-xml
113	udgˉurṇas	visual-text-xml
113	∗-nó-	visual-text-xml
113	∗βλητ´ος	visual-text-xml
113	ἀπ´οβλητος	visual-text-xml
113	gʷélh₁-	visual-text-xml
113	βέλεμνα	visual-text-xml
113	∗kl̥h₁tós	visual-text-xml
113	calāre	visual-text-xml
113	κλητος´	visual-text-xml
113	∗kálh₁-	visual-text-xml
113	ἐκάλεσε	visual-text-xml
113	∗dm̥	visual-text-xml
113	h₂tós	visual-text-xml
113	∗δμᾱτ´ος	visual-text-xml
113	νε´οδμᾱτος	visual-text-xml
113	νε´οδμητος	visual-text-xml
113	∗démh₂-	visual-text-xml
113	δέμας	visual-text-xml
113	∗ḱm̥	visual-text-xml
113	´sāntás	visual-text-xml
113	∗κμᾱτ´ος	visual-text-xml
113	ἄκμητος	visual-text-xml
113	κάματος	visual-text-xml
113	∗dʰn̥	visual-text-xml
113	dʰánvat	visual-text-xml
113	∗dʰenh₂	visual-text-xml
113	θνᾱτος´	visual-text-xml
113	θνητ´ος	visual-text-xml
113	θάνατος	visual-text-xml
113	∗ḱr̥	visual-text-xml
113	-´sīrtas	visual-text-xml
113	∗κρᾱτ´ος	visual-text-xml
113	ἄκρητος	visual-text-xml
113	ἄκρᾱτος	visual-text-xml
113	∗ḱérh₂-	visual-text-xml
113	ἐκέρασε	visual-text-xml
113	πρᾱτος´	visual-text-xml
113	∗tl̥h₂tós	visual-text-xml
113	lātus	visual-text-xml
113	τλᾱτ´ος	visual-text-xml
113	τλητος´	visual-text-xml
113	∗télh₂-	visual-text-xml
113	τελαμ	visual-text-xml
113	ων´	visual-text-xml
114	∗str	visual-text-xml
114	h₃tós	visual-text-xml
114	stīrṇás	visual-text-xml
114	∗-nó-	visual-text-xml
114	στρωτος,´	visual-text-xml
114	∗stérh₃-	visual-text-xml
114	∗στερο-	visual-text-xml
114	στορε-	visual-text-xml
114	ἐστορεσε´	visual-text-xml
114	gʷr	visual-text-xml
114	gīrṇás	visual-text-xml
114	βρωτος´	visual-text-xml
114	∗-ró-	visual-text-xml
114	∗sklh₁rós	visual-text-xml
114	σκληρος,´	visual-text-xml
114	∗skélh₁-	visual-text-xml
114	σκέλλɛ¯	visual-text-xml
114	σκελετος´	visual-text-xml
114	∗ǵʰlh₃rós	visual-text-xml
114	χλωρος;´	visual-text-xml
114	∗ǵʰélh₃-	visual-text-xml
114	∗gelwaz	visual-text-xml
114	-σκε/ο-	visual-text-xml
114	θνήσκɛ¯ν	visual-text-xml
114	∗dʰn	visual-text-xml
114	h₂-sḱé/ó-	visual-text-xml
114	θανɛ˜ν	visual-text-xml
114	h₂-é/ó-	visual-text-xml
114	βλωσκɛ´	visual-text-xml
114	¯ν	visual-text-xml
114	∗ml	visual-text-xml
114	h₃-sḱé/ó-	visual-text-xml
114	μολɛ˜ν	visual-text-xml
114	θρ	visual-text-xml
114	ωσκɛ´¯ν	visual-text-xml
114	∗dʰr	visual-text-xml
114	θορɛ˜ν	visual-text-xml
114	∗-yé/ó-	visual-text-xml
114	∗y	visual-text-xml
114	h₃-yé/ó-	visual-text-xml
114	∗serh₃	visual-text-xml
114	∗hρωjε/ο-	visual-text-xml
114	ωοντο´	visual-text-xml
114	νήγρετος	visual-text-xml
114	ὕπνος	visual-text-xml
114	-h₁gr-	visual-text-xml
114	ἐγρ-έσθαι	visual-text-xml
114	νηκούστησε	visual-text-xml
114	-h₂ḱ-h₂ows-	visual-text-xml
114	ἀκούɛ¯ν	visual-text-xml
114	∗hauzijaną	visual-text-xml
114	hīeran	visual-text-xml
114	∗h₂ḱ-h₂ows-ié/ó-	visual-text-xml
114	∗HC-sequences	visual-text-xml
114	νηλεές	visual-text-xml
114	-h₁lewés-	visual-text-xml
114	ἔλεος	visual-text-xml
114	∗h₁léwos	visual-text-xml
115	νημερτής	visual-text-xml
115	-h₂mertés-	visual-text-xml
115	∗ἄμερτος	visual-text-xml
115	∗h₂mértos	visual-text-xml
115	ἁμαρτɛ˜ν	visual-text-xml
115	αρ	visual-text-xml
115	νήκεστος	visual-text-xml
115	n̥ˊ-h₂kes-to-	visual-text-xml
115	∗h₂kes-tó-	visual-text-xml
115	ἄκος	visual-text-xml
115	∗h₂ákos	visual-text-xml
115	ἀνωφελής	visual-text-xml
115	∗νωφελής	visual-text-xml
115	no-pe-re-a₂	visual-text-xml
115	-h₃bʰelés-	visual-text-xml
115	ὄφελος	visual-text-xml
115	∗h₃bʰélos	visual-text-xml
115	ωνυμ(ν)ος´	visual-text-xml
115	∗HC-sequence	visual-text-xml
115	∗h₁	visual-text-xml
115	νηνεμίη	visual-text-xml
115	ἄνεμος	visual-text-xml
115	ἄ-	visual-text-xml
115	∗νήνεμος	visual-text-xml
115	∗/CReH-/	visual-text-xml
115	γνω-	visual-text-xml
115	γνωτος´	visual-text-xml
115	γιγν	visual-text-xml
115	ωσκɛ¯ν´	visual-text-xml
115	∗ǵn̥	visual-text-xml
115	h₃-	visual-text-xml
115	∗ǵnoh₃-	visual-text-xml
115	ἔ-γνω	visual-text-xml
115	∗ǵnóh₃-t	visual-text-xml
115	∗R̥	visual-text-xml
115	παλάμη	visual-text-xml
115	∗plˊ̥h₂mah₂	visual-text-xml
115	lám	visual-text-xml
115	∗l̥h₂	visual-text-xml
115	θάνατος	visual-text-xml
115	κάματος	visual-text-xml
115	∗θένατος	visual-text-xml
115	∗κέματος	visual-text-xml
116	∗θνᾱτος,´	visual-text-xml
116	∗κμᾱτος´	visual-text-xml
116	∗R	visual-text-xml
116	βαλɛ˜ν	visual-text-xml
116	gʷlh̥₁-é/ó-	visual-text-xml
116	∗l.̥	visual-text-xml
116	∗dlh	visual-text-xml
116	g̥₁ʰós	visual-text-xml
116	dīrg	visual-text-xml
116	ásʰ	visual-text-xml
116	∗‘long-	visual-text-xml
116	∗h₁	visual-text-xml
116	ἐνδελεχής	visual-text-xml
116	∗δέλεχος	visual-text-xml
116	∗délh	visual-text-xml
116	g₁ʰos	visual-text-xml
116	‘δληχος’´	visual-text-xml
116	δολιχος.´	visual-text-xml
116	-ολι-	visual-text-xml
116	πολύς	visual-text-xml
116	∗plh̥₁ús	visual-text-xml
116	∗lh̥₁	visual-text-xml
116	ολ	visual-text-xml
116	πολις´	visual-text-xml
116	∗plH-;̥	visual-text-xml
116	δολιχος´	visual-text-xml
116	∗Hy-	visual-text-xml
116	∗hy-	visual-text-xml
116	∗[j]̥	visual-text-xml
116	∗h₁yeh₁-	visual-text-xml
116	yaṣ	visual-text-xml
116	∗h₁yeh₁-k-	visual-text-xml
116	iēcisse	visual-text-xml
116	ἡκ-	visual-text-xml
116	∗h₂yu-gih₃-	visual-text-xml
116	∗h₂óyu	visual-text-xml
116	gʷyoh₃-	visual-text-xml
116	∗u	visual-text-xml
116	yauuaējī-‘having	visual-text-xml
116	ὑγιής	visual-text-xml
117	∗Hyewh₂-	visual-text-xml
117	yávasam	visual-text-xml
117	suyávasasˉ	visual-text-xml
117	gávyutisˉ	visual-text-xml
117	∗ἑϝα-	visual-text-xml
117	εἱαμενή	visual-text-xml
117	ει	visual-text-xml
117	∗Hy-	visual-text-xml
117	∗y-	visual-text-xml
117	∗Hyós	visual-text-xml
117	yás	visual-text-xml
117	ὅς	visual-text-xml
117	∗Hyḗkʷr̥	visual-text-xml
117	∗Hyékʷn-	visual-text-xml
117	yákr̥	visual-text-xml
117	ἧπαρ	visual-text-xml
117	∗Hiǵnós	visual-text-xml
117	∗h₁su-	visual-text-xml
117	∗Hyaǵnós	visual-text-xml
117	yajñás	visual-text-xml
117	ἁγνος´	visual-text-xml
117	∗Hyéh₁gʷah₂	visual-text-xml
117	ἥβᾱ	visual-text-xml
117	ἥβη	visual-text-xml
117	∗Hyeh₁-ro-	visual-text-xml
117	∗Hyoh₁-ro-	visual-text-xml
117	∗ho-jˉor-ino-	visual-text-xml
117	ὥρᾱ	visual-text-xml
117	∗Hyewdʰ-	visual-text-xml
117	∗Hyudʰ-	visual-text-xml
117	yutkatār	visual-text-xml
117	yúdʰyati	visual-text-xml
117	iubēre	visual-text-xml
117	∗Hyudʰ-sm-	visual-text-xml
117	ὑσμῑ́νη	visual-text-xml
117	∗Hyn̥	visual-text-xml
117	h₂tḗr	visual-text-xml
117	∗Hyénh₂ter	visual-text-xml
117	yātár-	visual-text-xml
117	εἰνατέρες	visual-text-xml
117	ζ-	visual-text-xml
117	∗j̥-	visual-text-xml
117	∗hj-	visual-text-xml
117	∗h₁	visual-text-xml
117	∗h₂	visual-text-xml
117	∗h₃	visual-text-xml
118	∗h₁	visual-text-xml
118	∗h₁ger-	visual-text-xml
