section,subsection,group,entry,page_refs,notes,raw_entry,source_line_start,source_line_end
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,snaiws,129; 324,"129, 324","snaiws 129, 324",2965,2965
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,sneiþan,266 (princ. parts),266 (princ. parts),sneiþan 266 (princ. parts),2966,2966
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,sokjan,281; 144; 156; 136,"281; sokida 281; sokjand 144, 156; sokeiþ 136, 144, 156","sokjan 281; sokida 281; sokjand 144, 156; sokeiþ 136, 144, 156",2967,2968
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,soþa,190,190,soþa 190,2969,2969
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,spaúrds,100; 117,"100, 117","spaúrds 100, 117",2970,2970
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,spilda,260,260,spilda 260,2971,2971
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,staírno,88; 117,"88, 117","staírno 88, 117",2972,2972
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,standan,277 (princ. parts); 96,"277 (princ. parts); afstoþi, afstoþum, atstoþun, gastoþuþ, stoþ, stoþun 96","standan 277 (princ. parts); afstoþi, afstoþum, atstoþun, gastoþuþ, stoþ, stoþun 96",2973,2974
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,staþs,98; 117; 104,"98, 117; staþ 104","staþs 98, 117; staþ 104",2975,2975
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,steigiþ,110; 117,"110, 117","steigiþ 110, 117",2976,2976
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,stibna,137,137,stibna 137,2978,2978
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,stilan,271,271,stilan 271,2979,2979
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,sums,314,314,sums 314,2980,2980
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"sunno, sunnin",310,310,"sunno, sunnin 310",2981,2981
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,sunus,97; 151; 150; 149; 104; 243,"97; sunau 151; sunaus 151; suniwe 150; sunjus 149; sunu 104, 243","sunus 97; sunau 151; sunaus 151; suniwe 150; sunjus 149; sunu 104, 243",2982,2984
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,swaleiks,327,327,swaleiks 327,2985,2985
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,swaran,252; 276,"252, 276; swor 276","swaran 252, 276; swor 276",2986,2986
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,swein,147,147,swein 147,2987,2987
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"swers, sweran",204,204,"swers, sweran 204",2988,2988
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,swiglon,285,285,swiglon 285,2989,2989
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,swikns,97; 137; 147,"97, 137, 147","swikns 97, 137, 147",2990,2990
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,swogatjan,323,323,swogatjan 323,2991,2991
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tagr,302,302,tagr 302,2992,2992
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,taíhswa,108,108,taíhswa 108,2993,2993
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,taíhun,100; 105; 116; 165; 243,"100, 105, 116, 165, 243","taíhun 100, 105, 116, 165, 243",2994,2994
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,taíhuntehund,230,230,taíhuntehund 230,2995,2995
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tandjan,282,282,tandjan 282,2996,2996
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,taujan,161; 185; 282; 193 fn. 40,"161, 185, 282; tawidedun 193 fn. 40","taujan 161, 185, 282; tawidedun 193 fn. 40",2997,2997
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tekan,278 (princ. parts),278 (princ. parts),tekan 278 (princ. parts),2998,2998
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,timrjan,250,250,timrjan 250,2999,2999
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tiuhan,246; 268 (princ. parts),"246, 268 (princ. parts)","tiuhan 246, 268 (princ. parts)",3000,3000
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,triwam,118,118,triwam 118,3001,3001
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"trudan, trudans",274,274,"trudan, trudans 274",3002,3002
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,-ts (2du. ending),264,264,-ts (2du. ending) 264,3003,3003
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tuggo,100; 110; 112; 118,"100, 110, 112, 118","tuggo 100, 110, 112, 118",3004,3004
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tulgus,101; 122,"101, 122","tulgus 101, 122",3005,3005
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tunþus,118; 222; 311,"118, 222, 311","tunþus 118, 222, 311",3006,3006
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,tuzwerjan,124,124,tuzwerjan 124,3007,3007
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,twai,118; 146; 318; 161,"118, 146; twa 318; twaddje 161, 318","twai 118, 146; twa 318; twaddje 161, 318",3008,3008
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,twalibwintrus,229,229,twalibwintrus 229,3009,3009
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"twalif, twalib-",140; 119,"140 þa-, see sa þagk 119","twalif, twalib- 140 þa-, see sa þagk 119",3010,3012
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þagkjan,119; 136; 281,"119, 136, 281; þāhta 281","þagkjan 119, 136, 281; þāhta 281",3013,3013
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þahan,287; 158,287; þahaiþ 158,þahan 287; þahaiþ 158,3014,3014
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þamma digandin,200,200,þamma digandin 200,3015,3015
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þan,104,104,þan 104,3016,3016
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þanamais,314,314,þanamais 314,3017,3017
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þaþro,92; 168; 225,"92, 168, 225","þaþro 92, 168, 225",3018,3018
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,*þaúrban,291 (princ. parts); 178,291 (princ. parts); þarf 178,*þaúrban 291 (princ. parts); þarf 178,3019,3019
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þaúrfts,291,291,þaúrfts 291,3020,3020
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þaúrp,118,118,þaúrp 118,3021,3021
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þaúrsus,145; 228,145; þaúrsja 228,þaúrsus 145; þaúrsja 228,3022,3022
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þaúrsjan,145,145,þaúrsjan 145,3023,3023
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þeihan,174,174,þeihan 174,3024,3024
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"þeihs, þeihsa",311,311,"þeihs, þeihsa 311",3025,3025
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þiuda,123,123,þiuda 123,3026,3026
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þiudan,141,141,þiudan 141,3027,3027
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,*þreis,153; 115,153; þrins 115,*þreis 153; þrins 115,3028,3028
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þriskan,271,271,þriskan 271,3029,3029
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þrūtsfill,165,165,þrūtsfill 165,3030,3030
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þū,97,97,þū 97,3031,3031
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þugkjan,136; 245; 281; 145; 252,"136, 245, 281; þugkjand 145, 252; þugkeiþ 145, 252; þūhta 245, 281","þugkjan 136, 245, 281; þugkjand 145, 252; þugkeiþ 145, 252; þūhta 245, 281",3032,3033
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,þulan,288,288,þulan 288,3034,3034
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,-u (-ū ?) (past ind. 1du.),217,217,-u (-ū ?) (past ind. 1du.) 217,3035,3035
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,ubils,96,96,ubils 96,3036,3036
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,ubizwai,302,302,ubizwai 302,3037,3037
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"uf, ub-uh",125; 141,"125, 141","uf, ub-uh 125, 141",3038,3038
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,ufhlohjan,245; 258; 282,"245, 258, 282","ufhlohjan 245, 258, 282",3039,3039
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"ufþanjan: ufþaniþs, ufþanjiþ",191,191,"ufþanjan: ufþaniþs, ufþanjiþ 191",3040,3040
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,ugkis,86; 112,"86, 112","ugkis 86, 112",3041,3041
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,un-,100,100,un- 100,3042,3042
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,und hina dag,104; 115; 168,"104, 115; und hita 168","und hina dag 104, 115; und hita 168",3043,3043
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,unmanariggws,129,129,unmanariggws 129,3044,3044
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,uns,125; 142; 234,"125, 142, 234","uns 125, 142, 234",3045,3045
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,unwiss,106; 290,"106, 290","unwiss 106, 290",3046,3046
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,urraisjan,282,282,urraisjan 282,3047,3047
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,ushulon,200 fn. 43; 285,"200 fn. 43, 285","ushulon 200 fn. 43, 285",3048,3048
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"uskeinan: uskeinoda, uskijanata",267,267,"uskeinan: uskeinoda, uskijanata 267",3049,3049
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"usskarjaindau, usskarjiþ izwis",194 fn. 41; 40,194 fn. 41 40,"usskarjaindau, usskarjiþ izwis 194 fn. 41 40",3050,3050
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,uswakjan,135; 258; 282,"135, 258, 282","uswakjan 135, 258, 282",3051,3051
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,-uts (past ind. 2du.),217,217,-uts (past ind. 2du.) 217,3052,3052
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,uzon,212; 275,"212, 275","uzon 212, 275",3053,3053
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,-waddjus,161,161,-waddjus 161,3054,3054
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waggs,110,110,waggs 110,3055,3055
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wagjan,283,283,wagjan 283,3056,3056
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wahsjan,134; 213; 276 (princ. parts),"134, 213, 276 (princ. parts)","wahsjan 134, 213, 276 (princ. parts)",3057,3057
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wahtwom,135,135,wahtwom 135,3058,3058
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waian,159; 278 (princ. parts),"159, 278 (princ. parts)","waian 159, 278 (princ. parts)",3059,3059
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waír,97,97,waír 97,3060,3060
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waírpan,140,140,waírpan 140,3061,3061
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waírþan,116; 181; 270 (princ. parts),"116, 181, 270 (princ. parts); warþ 181","waírþan 116, 181, 270 (princ. parts); warþ 181",3062,3063
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waírþon,285,285,waírþon 285,3064,3064
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wakan,288,288,wakan 288,3065,3065
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waljan,283,283,waljan 283,3066,3066
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,walwison,323,323,walwison 323,3067,3067
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,warjan,250,250,warjan 250,3068,3068
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,warmjan,127 fn. 18; 283,"127 fn. 18, 283","warmjan 127 fn. 18, 283",3069,3069
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wasjan,282; 124; 150; 155,"282; wasjiþ 124, 150, 155; wasjand 150, 155","wasjan 282; wasjiþ 124, 150, 155; wasjand 150, 155",3070,3071
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wato,309 (parad.); 147; 162,"309 (parad.); watin 147, 162","wato 309 (parad.); watin 147, 162",3072,3072
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waúrd,101; 123; 126,"101, 123, 126","waúrd 101, 123, 126",3073,3073
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waúrkjan,281; 192; 136; 188; 144; 156; 34; 100; 109,"281; waúrhta 192, 281; waúrhtedun 192; waúrhts 136, 188; waúrkjand 144, 156; waúrkeiþ 34, 100, 109, 136, 144, 156, 188","waúrkjan 281; waúrhta 192, 281; waúrhtedun 192; waúrhts 136, 188; waúrkjand 144, 156; waúrkeiþ 34, 100, 109, 136, 144, 156, 188",3074,3077
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waúrms,101,101,waúrms 101,3078,3078
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,waúrts,90; 119; 222,"90, 119, 222","waúrts 90, 119, 222",3079,3079
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"weihan ‘fight’, waih",267,267,"weihan ‘fight’, waih 267",3081,3081
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"weihs ‘holy’, weihan ‘hallow’",204,204,"weihs ‘holy’, weihan ‘hallow’ 204",3082,3082
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,"weihs, weihsa ‘settlement(s)’",311,311,"weihs, weihsa ‘settlement(s)’ 311",3083,3083
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,weis,233,233,weis 233,3084,3084
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,weitwods,224,224,weitwods 224,3085,3085
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,widuwo,121,121,widuwo 121,3086,3086
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wileis,97,97,wileis 97,3087,3087
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,winds,95; 174,"95, 174","winds 95, 174",3088,3088
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wisan,88; 273 (princ. parts),"88, 273 (princ. parts)","wisan 88, 273 (princ. parts)",3089,3089
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wit,142; 234,"142, 234","wit 142, 234",3090,3090
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,witan (pret.-pres.),290 (princ. parts); 247; 35; 119; 141; 171; 178,"290 (princ. parts); waist 247; wait (3sg.) 35, 119, 141, 171, 178; wait (1sg.) 141; witum 141","witan (pret.-pres.) 290 (princ. parts); waist 247; wait (3sg.) 35, 119, 141, 171, 178; wait (1sg.) 141; witum 141",3091,3093
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,witan (weak III): witaida,289,289,witan (weak III): witaida 289,3094,3094
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,witodafasteis,204,204,witodafasteis 204,3095,3095
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wlaiton,286,286,wlaiton 286,3096,3096
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wopjan,251; 279 (princ. parts),"251, 279 (princ. parts)","wopjan 251, 279 (princ. parts)",3097,3097
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,woþs,91; 172,"91, 172","woþs 91, 172",3098,3098
II. Attested forms and immediate preforms,A. Germanic languages,1. Gothic,wrakjan,283,283,wrakjan 283,3099,3099
