row_id,source_book_page,source_pdf_page,table,innovation,GO,ON,OE,OF,OS,OHG,VAND,BURG
373,237,256,A.17,gitar,0,0,0,0,0,1,?,?
374,237,256,A.17,bim,0,0,0,0,0,1,?,?
375,237,256,A.17,habēt,0,0,0,0,1,1,?,?
376,237,256,A.17,gisehan,0,0,0,0,0,1,?,?
377,237,256,A.17,sluog,0,0,0,0,0,1,?,?
378,237,256,A.17,"stuont, stuontun, gistantan",0,0,0,0,0,1,?,?
379,237,256,A.17,"werdan, wesan",0,0,0,0,0,1,?,?
380,237,256,A.17,blint man,0,0,0,0,0,1,?,?
381,237,256,A.17,V2,0,1,0,0,1,1,?,?
382,237,256,A.17,∗[awjwj] > ∗[auj],0,0,1,0,0,0,?,?
383,237,256,A.17,∗w > ∅/ _ i,0,0,1,0,0,0,?,?
384,237,256,A.17,∗a > ∗æ,0,0,1,0,0,0,?,?
385,237,256,A.17,∗ai > ā,0,0,1,0,0,0,?,?
386,237,256,A.17,ā > o / [-stress],0,0,1,0,0,0,?,?
387,237,256,A.17,∗au > ēa,0,0,1,0,0,0,0,0
388,237,256,A.17,[+front] > V12,0,0,1,0,0,0,?,?
389,237,256,A.17,∗hs > x,0,0,1,0,0,0,?,?
390,237,256,A.17,"∗k, ∗g > [+palatal]",0,0,1,0,0,0,0,0
391,237,256,A.17,∗-kw- > -k-,0,0,1,0,0,0,?,?
392,238,257,A.18,i-umlaut,0,0,1,0,0,0,0,0
393,238,257,A.18,"/f, þ, s/ > [v, ð, z] / [+stress]σ _",0,0,1,0,0,0,0,0
394,238,257,A.18,∅/ C_C,0,0,1,0,0,0,?,?
395,238,257,A.18,"∗i, ∗u > ∅/ _ #",0,0,1,0,0,0,?,?
396,238,257,A.18,∗þs > ∗ss,0,0,1,0,0,0,?,?
397,238,257,A.18,∗b > f / _ #,0,0,1,0,0,0,?,?
398,238,257,A.18,∗h > ∅,0,0,1,0,0,0,?,?
399,238,257,A.18,∗æ > a / _ C1[+back],0,0,1,0,0,0,?,?
400,238,257,A.18,i > io,0,0,1,0,0,0,?,?
401,238,257,A.18,CR# > CVR#,0,0,1,0,0,0,?,?
402,238,257,A.18,"æ, i > e",0,0,1,0,0,0,?,?
403,238,257,A.18,∗-azd- > ∗-ezd-,0,0,1,0,0,0,?,?
404,238,257,A.18,∗C(l/r) > ∗CC(l/r),0,0,1,0,0,0,?,?
405,238,257,A.18,∗i > ∅/ CV.C _ l,0,0,1,0,0,0,?,?
406,238,257,A.18,V̄ > V / _CC(C),0,0,1,0,0,0,?,?
407,238,257,A.18,a = u,0,0,1,0,0,0,?,?
408,238,257,A.18,-sr- > -ss-,0,0,1,0,0,0,?,?
409,238,257,A.18,"io, īo > eo, ēo",0,0,1,0,0,0,?,?
410,238,257,A.18,∗-ēja- > ∗-ejV,0,0,1,0,0,0,?,?
411,238,257,A.18,∗-iz,0,0,1,0,0,0,?,?
412,238,257,A.18,hettend,0,0,1,0,0,0,?,?
413,238,257,A.18,"wæter, wæteres",0,0,1,0,0,0,?,?
414,238,257,A.18,"-CC-, -rġ-",0,0,1,0,0,0,?,?
415,239,258,A.19,"∗haubud, etc.",0,0,1,0,0,0,?,?
416,239,258,A.19,þā,0,0,1,0,0,0,?,?
417,239,258,A.19,Abstracts in ∗-u,0,0,1,0,0,0,?,?
418,239,258,A.19,-i,0,0,1,0,0,0,?,?
419,239,258,A.19,"-æs, -æ, -um",0,0,3,0,0,0,?,?
420,239,258,A.19,∗-æ-,0,0,1,0,0,0,?,?
421,239,258,A.19,heardra,0,0,0,0,0,0,?,?
422,239,258,A.19,∗-z- ~ ∗-s-; ∗-d- ~ ∗-þ-,0,0,3,0,0,0,?,?
423,239,258,A.19,-e,0,0,1,0,0,0,?,?
424,239,258,A.19,1g. subj.,0,0,1,0,0,0,?,?
425,239,258,A.19,"acc. pl., nom. pl > nom. pl",0,0,1,0,0,0,?,?
426,239,258,A.19,-u,0,0,1,0,0,0,?,?
427,239,258,A.19,∗-st,0,0,1,0,0,0,?,?
428,239,258,A.19,hæbbe wē,0,0,1,0,0,0,?,?
429,239,258,A.19,-tl > -ld,0,0,1,0,0,0,?,?
430,239,258,A.19,"hrēaw(-), fēawe",0,0,1,0,0,0,?,?
431,239,258,A.19,dohtur,0,0,1,0,0,0,?,?
432,239,258,A.19,u-stems,0,0,1,0,0,0,?,?
433,239,258,A.19,gen. prons.,0,0,1,0,0,0,?,?
434,239,258,A.19,-tiġ,0,0,1,0,0,0,?,?
435,239,258,A.19,þӯ,0,0,1,0,0,0,?,?
436,239,258,A.19,þrīora,0,0,1,0,0,0,?,?
437,239,258,A.19,∗ni wi- > ny-,0,0,1,0,0,0,?,?
438,240,259,A.20,ēode,0,0,1,0,0,0,?,?
439,240,259,A.20,þreotīene,0,0,1,0,0,0,?,?
440,240,259,A.20,hwæs,0,0,1,0,0,0,?,?
441,240,259,A.20,wilt,0,0,1,0,0,0,?,?
442,240,259,A.20,∗ar-,0,0,1,0,0,0,?,?
443,240,259,A.20,eam,0,0,1,0,0,0,?,?
444,240,259,A.20,guma,0,0,1,0,0,0,?,?
445,240,259,A.20,cwom > com,0,0,1,0,0,0,?,?
446,240,259,A.20,∗hes > his,0,0,1,0,0,0,?,?
447,240,259,A.20,∗her- > hir-,0,0,1,0,0,0,?,?
448,240,259,A.20,ēow,0,0,0,0,0,0,?,?
449,240,259,A.20,∗gā-,0,0,1,0,0,0,?,?
450,240,259,A.20,ūre,0,0,1,0,0,0,?,?
451,240,259,A.20,miklǣ,0,0,0,0,0,0,?,?
452,240,259,A.20,sīe,0,0,1,0,0,0,?,?
453,240,259,A.20,dearr,0,0,1,0,0,0,?,?
454,240,259,A.20,hæbbe,0,0,1,0,0,0,?,?
455,240,259,A.20,tū,0,0,1,0,0,0,?,?
456,240,259,A.20,dæġ,0,0,1,0,0,0,?,?
457,240,259,A.20,"dōm, dōð, etc.",0,0,1,0,0,0,?,?
458,240,259,A.20,dyde,0,0,1,0,0,0,?,?
459,240,259,A.20,"∗ai,∗au,∗eu > ā, ē, iā",0,0,0,1,0,0,?,?
460,240,259,A.20,WGmc ∗a > PFris ∗æ,0,0,0,1,0,0,?,?
461,241,260,A.21,∗g > j,0,0,0,1,0,0,0,0
462,241,260,A.21,k > kj > tj > ts,0,0,0,1,0,0,0,0
463,241,260,A.21,i-mutation,0,0,0,1,0,0,?,?
464,241,260,A.21,∗i > iu,0,0,0,1,0,0,0,0
465,241,260,A.21,∗e > ∗eu > iu,0,0,0,1,0,0,0,0
466,241,260,A.21,loss of u/w after iu,0,0,0,1,0,0,?,?
467,241,260,A.21,"loss of intervocalic -h-, aha > a",0,0,0,1,0,0,?,?
468,241,260,A.21,loss of ∗ga-/∗gi-,0,0,0,1,0,0,?,?
469,241,260,A.21,metathesis of r,0,0,0,1,0,0,?,?
470,241,260,A.21,loss of -n,0,0,0,1,0,0,?,?
471,241,260,A.21,-e- instead of -i-,0,0,0,1,0,0,?,?
472,241,260,A.21,1/2. Ps. Sg./Pl Dat. = 1/2. Ps. Sg./Pl Acc.,0,0,1,1,0,0,?,?
473,241,260,A.21,fem. -jon/-in-stems adopt strong fem. declension,0,0,0,1,0,0,?,?
474,241,260,A.21,v drop after l/r,0,0,0,1,0,0,?,?
475,241,260,A.21,endings -ene/-ende,0,0,0,1,0,0,?,?
476,241,260,A.21,loss of distinct. feat. in u-/wo- adj.,0,0,0,1,0,0,?,?
477,241,260,A.21,stem vowel shortening,0,0,0,1,0,0,?,?
478,241,260,A.21,∗ō > ∗ū/ [+stress],0,0,0,0,0,0,1,0
479,241,260,A.21,-anh- > -ah-,1,1,1,1,1,1,?,0
