row_id,innovation,feature_occurrence_label,source_book_page_innovation,source_book_page_feature_times,GO,ON,OE,OF,OS,OHG,VAND,BURG,Mean,SD,Lower-89CI,Higher-89CI,HDI range
205,∗hwō,∗hwō,229,250,1,0,0,0,0,0,?,?,1.37,0.51,0.8,2.11,1.31
206,iusiza,iusiza,229,251,1,0,0,0,0,0,?,?,1.2,0.48,0.8,1.91,1.11
207,godai,godai,229,251,1,0,0,0,0,0,?,?,1.4,0.55,0.8,2.24,1.44
208,alþeis,alþeis,230,251,1,0,0,0,0,0,?,?,1.3,0.51,0.8,2.08,1.28
209,∗hir > her,∗hir > her,230,251,1,0,0,0,0,0,?,?,1.36,0.54,0.8,2.17,1.37
210,sauil,sauil,230,251,1,0,0,0,0,0,?,?,1.42,0.64,0.8,2.56,1.76
211,∗fōr ~ ∗fun- > fon ~ funin-,∗fōr ~ ∗fun- > fon ~ funin-,230,251,1,0,0,0,0,0,?,?,1.38,0.54,0.8,2.14,1.34
212,"tunþus, fotus","tunþus, fotus",230,251,1,0,0,0,0,0,?,?,1.43,0.67,0.8,2.44,1.64
213,sehwun,sehwun,230,251,1,0,0,0,0,0,?,?,1.43,0.63,0.8,2.5,1.7
214,"wato, watins, etc.","wato, watins, etc.",230,251,1,0,0,0,0,0,?,?,1.2,0.41,0.8,1.72,0.92
215,iddj- ~ iddjed-,iddj- ~ iddjed-,230,251,1,0,0,0,0,0,?,?,1.22,0.43,0.8,1.71,0.91
216,"sitan, ligan","sitan, ligan",230,251,1,0,0,0,0,0,?,?,1.36,0.5,0.8,2.12,1.32
217,∗anguz > aggwus,∗anguz > aggwus,230,251,1,0,0,0,0,0,?,?,1.36,0.62,0.8,2.43,1.63
218,nahtam,nahtam,230,251,1,0,0,0,0,0,?,?,1.33,0.47,0.8,2.25,1.45
219,∗taujan,∗taujan,230,251,1,0,0,0,0,0,?,?,1.4,0.64,0.8,2.42,1.62
220,stōþ,stōþ,230,251,1,0,0,0,0,0,?,?,1.37,0.54,0.8,2.27,1.47
221,wesun,wesun,230,251,1,0,0,0,0,0,?,?,1.38,0.59,0.8,2.28,1.48
222,ufar,ufar,230,251,1,0,0,0,0,0,?,?,1.47,0.62,0.8,2.51,1.71
223,hausjan,hausjan,230,251,1,0,0,0,0,0,?,?,1.29,0.51,0.8,2.16,1.36
224,gadaúrsun,gadaúrsun,230,251,1,0,0,0,0,0,?,?,1.38,0.54,0.8,2.24,1.44
225,taihuntehund,taihuntehund,230,251,1,0,0,0,0,0,?,?,1.44,0.61,0.8,2.36,1.56
226,"∗-ô, ∗-ō > -ō","∗-ô, ∗-ō > -ō",230,251,0,1,0,0,0,0,?,?,1.41,0.53,0.8,2.16,1.36
227,∗ār > er > ir / [-stress],∗ār > er > ir / [-stress],230,251,0,1,0,0,0,0,?,?,1.35,0.45,0.8,1.89,1.09
228,"∗eu, ∗iu > i > e","∗eu, ∗iu > i > e",230,251,0,1,0,0,0,0,?,?,1.28,0.48,0.8,2.01,1.21
229,∗ai > ei,∗ai > ei,230,252,0,1,0,0,0,0,1,0,1.47,0.44,0.8,2.07,1.27
230,ǫ > u; a > e,ǫ > u; a > e,230,252,0,1,0,0,0,0,?,?,1.54,0.58,0.8,2.52,1.72
231,∗ai > á/ _ r/h,∗ai > á/ _ r/h,231,252,0,1,0,0,0,0,?,?,1.18,0.39,0.8,1.67,0.87
232,e > i,e > i,231,252,0,1,0,0,0,0,?,?,1.25,0.56,0.8,2.25,1.45
233,"∗eu, ∗iu > iu","∗eu, ∗iu > iu",231,252,0,1,0,0,0,0,1,0,1.14,0.42,0.8,1.64,0.84
234,V > ∅/ _(C)#,V > ∅/ _(C)#,231,252,0,1,0,0,0,0,?,?,1.33,0.46,0.8,2.24,1.44
235,V̄ > V / [-stress],V̄ > V / [-stress],231,252,0,1,0,0,0,0,?,?,1.14,0.39,0.8,1.67,0.87
236,R-umlaut,R-umlaut,231,252,0,1,0,0,0,0,?,?,1.51,0.67,0.8,2.61,1.81
237,u-umlaut,u-umlaut,231,252,0,1,0,0,0,0,0,0,1.17,0.44,0.8,1.64,0.84
238,∗e > ∗ea > ja; ∗e > ∗eu > jo,∗e > ∗ea > ja; ∗e > ∗eu > jo,231,252,0,1,0,0,0,0,?,?,1.21,0.41,0.8,1.86,1.06
239,∗au > ó,∗au > ó,231,252,0,1,0,0,0,0,?,?,1.17,0.44,0.8,1.9,1.1
240,"iu > jú / f, g, k, p","iu > jú / f, g, k, p",231,252,0,1,0,0,0,0,?,?,1.23,0.49,0.8,2.06,1.26
241,V > V̄,V > V̄,231,252,0,1,0,0,0,0,?,?,1.26,0.43,0.8,1.88,1.08
242,V > V̄ / _ CC,V > V̄ / _ CC,231,252,0,1,0,0,0,0,?,?,1.26,0.47,0.8,2.07,1.27
243,V̄ > V / _CC,V̄ > V / _CC,231,252,0,1,0,0,0,0,?,?,1.49,0.5,0.8,2.22,1.42
244,∗ht > tt,∗ht > tt,231,252,0,1,0,0,0,0,?,?,1.44,0.5,0.8,2.12,1.32
245,∗j > ∅/ # _,∗j > ∅/ # _,231,252,0,1,0,0,0,0,?,?,1.18,0.4,0.8,1.67,0.87
246,w > ∅/ # _,w > ∅/ # _,231,252,0,1,0,0,0,0,?,?,1.29,0.51,0.8,2.07,1.27
247,þ > ∅/ _ l,þ > ∅/ _ l,231,252,0,1,0,0,0,0,?,?,1.23,0.37,0.8,1.69,0.89
248,"∗z, ∗r > ∗r","∗z, ∗r > ∗r",231,252,0,1,0,0,0,0,0,0,1.1,0.41,0.8,1.66,0.86
249,"∗kj, ∗gj > kkj, ggj","∗kj, ∗gj > kkj, ggj",231,252,0,1,0,0,0,0,?,?,1.34,0.5,0.8,2.06,1.26
250,bera,bera,231,252,0,1,0,0,0,0,?,?,1.28,0.51,0.8,2.03,1.23
251,∗i > ∗e,∗i > ∗e,231,252,0,1,0,0,0,0,0,0,1.48,0.57,0.8,2.24,1.44
252,"á, ǫ > ǫ","á, ǫ > ǫ",231,253,0,1,0,0,0,0,?,?,1.2,0.39,0.8,1.75,0.95
253,∗d > ð / ∗r _,∗d > ð / ∗r _,231,253,0,1,0,0,0,0,?,?,1.08,0.34,0.8,1.41,0.61
254,"∗zd, ∗zn > dd, nn","∗zd, ∗zn > dd, nn",232,253,0,1,0,0,0,0,?,?,1.17,0.45,0.8,1.93,1.13
255,mn > fn,mn > fn,232,253,0,1,0,0,0,0,?,?,1.19,0.35,0.8,1.56,0.76
256,sá,sá,232,253,0,0,0,0,0,0,?,?,1.12,0.43,0.8,1.6,0.8
257,-r > C / [+alveolar] _,-r > C / [+alveolar] _,232,253,0,1,0,0,0,0,?,?,1.41,0.59,0.8,2.31,1.51
258,∗w > v,∗w > v,232,253,0,1,0,0,0,0,?,?,1.51,0.65,0.8,2.51,1.71
259,ðt > tt,ðt > tt,232,253,0,1,0,0,0,0,?,?,1.52,0.62,0.8,2.58,1.78
260,∅> t,∅> t,232,253,0,1,0,0,0,0,?,?,1.33,0.6,0.8,2.55,1.75
261,berið,berið,232,253,0,1,0,0,0,0,?,?,1.26,0.54,0.8,2.19,1.39
262,∗ī,∗ī,232,253,1,1,0,0,0,0,?,?,1.44,0.49,0.8,2.17,1.37
263,∗hnut > hnot,∗hnut > hnot,232,253,0,1,0,0,0,0,?,?,1.48,0.72,0.8,2.62,1.82
264,"∗sezō, etc.","∗sezō, etc.",232,253,0,1,0,0,0,0,?,?,1.35,0.5,0.8,2.09,1.29
265,∗-nnz > -ðr,∗-nnz > -ðr,232,253,0,1,0,0,0,0,?,?,1.24,0.52,0.8,2.18,1.38
266,"3sg., 2sg. > 2sg.","3sg., 2sg. > 2sg.",232,253,0,1,0,0,0,0,?,?,1.45,0.58,0.8,2.41,1.61
267,∗-usi/∗-isi > -r,∗-usi/∗-isi > -r,232,253,0,1,0,0,0,0,?,?,1.27,0.45,0.8,1.83,1.03
268,góðir,góðir,232,253,0,1,0,0,0,0,?,?,1.18,0.44,0.8,1.84,1.04
269,koma,koma,232,253,0,1,0,0,0,0,?,?,1.33,0.55,0.8,2.27,1.47
270,cl. IV weak verbs > cl. II,cl. IV weak verbs > cl. II,232,253,0,1,0,0,0,0,?,?,1.29,0.47,0.8,1.93,1.13
271,-u(-),-u(-),232,253,0,1,0,0,0,0,?,?,1.26,0.57,0.8,2.5,1.7
272,-ar,-ar,232,253,0,1,0,0,0,0,?,?,1.3,0.59,0.8,2.37,1.57
273,-inn,-inn,232,253,0,1,0,0,0,0,?,?,1.28,0.48,0.8,1.97,1.17
274,-sk,-sk,232,253,0,1,0,0,0,0,?,?,1.35,0.63,0.8,2.59,1.79
275,a-stems,a-stems,232,254,0,1,0,0,0,0,?,?,1.18,0.43,0.8,1.77,0.97
276,i-stems,i-stems,232,254,0,1,0,0,0,0,?,?,1.5,0.62,0.8,2.49,1.69
277,Cons. stems,Cons. stems,233,254,0,1,0,0,0,0,?,?,1.34,0.46,0.8,1.93,1.13
278,an-stems,an-stems,233,254,0,1,0,0,0,0,?,?,1.3,0.56,0.8,2.42,1.62
279,muga,muga,233,254,0,1,0,0,0,0,?,?,1.2,0.43,0.8,1.55,0.75
280,"nafn, vatn","nafn, vatn",233,254,0,1,0,0,0,0,?,?,1.21,0.45,0.8,1.98,1.18
281,lifa,lifa,233,254,0,1,0,0,0,0,?,?,1.39,0.52,0.8,2.19,1.39
282,þrettán,þrettán,233,254,0,1,1,0,0,1,?,?,1.72,0.68,0.94,2.78,1.84
283,þér,þér,233,254,0,1,0,0,0,0,?,?,1.41,0.55,0.8,2.35,1.55
284,vega,vega,233,254,0,1,0,0,0,0,?,?,1.29,0.57,0.8,2.17,1.37
285,sé,sé,233,254,0,1,1,0,0,1,?,?,1.82,0.58,0.8,2.6,1.8
286,hann,hann,233,254,0,1,0,0,0,0,?,?,1.24,0.45,0.8,1.76,0.96
287,nǫkkurr,nǫkkurr,233,254,0,1,0,0,0,0,?,?,1.27,0.5,0.8,1.92,1.12
288,gøra,gøra,233,254,0,1,0,0,0,0,?,?,1.29,0.47,0.8,1.9,1.1
289,ugga,ugga,233,254,0,1,0,0,0,0,?,?,1.18,0.43,0.8,1.66,0.86
290,gamall,gamall,233,254,0,1,0,0,0,0,?,?,1.3,0.43,0.8,1.92,1.12
291,karl,karl,233,254,0,1,0,0,0,0,?,?,1.51,0.61,0.8,2.39,1.59
292,eigi,eigi,233,254,0,1,0,0,0,0,?,?,1.43,0.49,0.8,2.23,1.43
293,kjǫt,kjǫt,233,254,0,1,0,0,0,0,?,?,1.4,0.57,0.8,2.42,1.62
294,eldr,eldr,233,254,0,1,0,0,0,0,?,?,1.46,0.59,0.8,2.4,1.6
295,margr,margr,233,254,0,1,0,0,0,0,?,?,1.35,0.51,0.8,2.14,1.34
296,"p, ∗t, ∗k > pf, ʒ, hh","∗p, ∗t, ∗k > pf, ʒ, hh",233,254,0,0,0,0,0,3,0,0,1.25,0.52,0.8,2.23,1.43
297,"∗w > ∅/ _ r, l","∗w > ∅/ _ r, l",233,254,0,0,0,0,0,1,?,?,1.53,0.55,0.8,2.31,1.51
298,joh,joh,233,255,0,0,0,0,0,1,0,?,1.22,0.41,0.8,1.77,0.97
299,∗e > i / _ u,∗e > i / _ u,233,255,0,0,0,0,0,1,1,?,1.44,0.54,0.8,2.18,1.38
300,∗CC > C,∗CC > C,234,255,0,0,0,0,0,1,?,?,1.38,0.42,0.8,2.03,1.23
301,∗h- > ∅/ # _ C,∗h- > ∅/ # _ C,234,255,0,0,0,0,0,1,?,0,1.13,0.34,0.8,1.57,0.77
302,"∗-hw-, ∗-h- > -h-","∗-hw-, ∗-h- > -h-",234,255,1,0,0,0,0,1,?,?,1.35,0.41,0.8,1.88,1.08
303,∗-i- > ∅,∗-i- > ∅,234,255,0,0,0,0,0,1,?,?,1.33,0.49,0.8,2.07,1.27
304,∅> -h-,∅> -h-,234,255,0,0,0,0,0,1,?,?,1.17,0.45,0.8,1.84,1.04
305,i-umlaut,i-umlaut,234,255,0,0,0,0,0,1,0,0,1.19,0.38,0.8,1.67,0.87
306,∗ē > ie,∗ē > ie,234,255,0,0,0,0,0,1,0,0,1.13,0.4,0.8,1.74,0.94
307,"-e > -ea, -ia > -a","-e > -ea, -ia > -a",234,255,0,0,0,0,0,1,?,?,1.14,0.41,0.8,1.61,0.81
308,∗au > ou; ∗ai > ei; ∗eu > iu,∗au > ou; ∗ai > ei; ∗eu > iu,234,255,0,0,0,0,0,1,0,0,1.2,0.4,0.8,1.8,1
309,∗ō > uo,∗ō > uo,234,255,0,0,0,0,0,1,0,0,1.34,0.54,0.8,2.1,1.3
310,∗au > ō,∗au > ō,234,255,1,1,0,0,1,1,0,0,1.72,0.53,0.8,2.5,1.7
311,V > ∅/ _(C)#,V > ∅/ _(C)#,234,255,0,0,0,0,0,1,?,?,1.26,0.42,0.8,1.96,1.16
312,-w > -o,-w > -o,234,255,0,0,0,0,0,1,?,?,1.43,0.59,0.8,2.29,1.49
313,ao > ō,ao > ō,234,255,0,0,0,0,1,1,?,?,1.41,0.51,0.8,2.16,1.36
314,CR# > CVR#,CR# > CVR#,234,255,0,0,0,0,1,1,?,?,1.29,0.5,0.8,2.12,1.32
315,∅> V / l/r _ h/w,∅> V / l/r _ h/w,234,255,0,0,0,0,0,1,?,?,1.37,0.54,0.8,2.21,1.41
316,ga- > gi-,ga- > gi-,234,255,0,0,0,0,0,1,?,?,1.49,0.55,0.82,2.28,1.46
317,"∗i > ∗e / _ [+lab./+vel.] [+voc., -hi]","∗i > ∗e / _ [+lab./+vel.] [+voc., -hi]",234,255,0,0,0,0,0,1,?,?,1.39,0.55,0.8,2.14,1.34
318,V1> V2 / _ CV2(C),V1 > V2 / _ CV2(C),234,255,0,0,0,0,0,1,?,?,1.38,0.48,0.8,2,1.2
319,∗i > e / [-high] C0,∗i > e / [-high] C0 _,234,255,0,0,0,0,0,1,?,?,1.41,0.56,0.8,2.31,1.51
320,∗-ō > -u,∗-ō > -u,234,255,0,0,0,0,0,1,?,?,1.4,0.57,0.8,2.32,1.52
321,eo > io,eo > io,234,256,0,0,0,0,0,1,?,?,1.43,0.48,0.82,2,1.18
322,-m > -n,-m > -n,234,256,0,0,0,0,0,1,?,?,1.28,0.46,0.8,1.92,1.12
323,iu > [ӯ],iu > [yː],235,256,0,0,0,0,0,1,?,?,1.13,0.41,0.8,1.74,0.94
324,sk,sk,235,256,0,0,0,0,0,1,0,0,1.5,0.57,0.8,2.48,1.68
325,-V > -e,-V > -e,235,256,0,0,0,0,0,1,?,?,1.14,0.35,0.8,1.61,0.81
326,∗þ > [t],∗Þ > [t],235,256,0,0,0,0,0,1,?,?,1.4,0.55,0.8,2.28,1.48
327,∗-dē > ∗-dō,∗-dē > ∗-dō,235,256,0,0,0,0,0,1,?,?,1.43,0.49,0.8,2.24,1.44
328,"∗-dum > ∗-dōm, etc.","∗-dum > ∗-dōm, etc.",235,256,0,0,0,0,0,1,?,?,1.27,0.49,0.8,1.94,1.14
329,∗-anu,∗-anu,235,256,0,0,1,1,1,1,?,?,1.73,0.61,0.87,2.57,1.7
330,-īs,-īs,235,256,0,0,0,0,1,1,?,?,1.4,0.5,0.8,2.25,1.45
331,1g. -m,1sg. -m,235,256,0,0,0,0,0,1,?,?,1.21,0.4,0.8,1.81,1.01
332,∗-zz- > -zt-,∗-zz- > -zt-,235,256,0,0,0,0,0,1,?,?,1.45,0.61,0.8,2.32,1.52
333,-amu ~ -emu,-amu ~ -emu,235,256,0,0,0,0,0,1,?,?,1.32,0.54,0.8,2.07,1.27
334,∗-u > ∅/ [+light] _,∗-u > ∅/ [+light] _,235,256,0,0,0,0,1,1,?,?,1.47,0.55,0.8,2.46,1.66
335,∅> -u / [+heavy] _,∅> -u / [+heavy] _,235,256,0,0,0,0,1,1,?,?,1.37,0.55,0.8,2.2,1.4
336,zi ērist,zi ērist,235,256,0,0,0,0,0,1,?,?,1.25,0.44,0.8,1.83,1.03
337,Abstracts in -ī,Abstracts in -ī,235,256,0,0,0,0,0,1,?,?,1.3,0.52,0.8,2.26,1.46
338,habēta,habēta,235,256,0,0,0,0,0,1,?,?,1.41,0.6,0.8,2.38,1.58
339,u-stem > i-stem,u-stem > i-stem,235,256,0,0,0,0,0,1,?,?,1.23,0.39,0.8,1.6,0.8
340,-ēs,-ēs,235,256,0,0,0,0,0,1,?,?,1.11,0.37,0.8,1.69,0.89
341,∗þrīz > drī,∗Þ rīz > drī,235,256,0,0,0,0,0,1,?,?,1.57,0.63,0.8,2.55,1.75
342,"-ōnne, -ēnne","-ōnne, -ēnne",235,256,0,0,0,0,0,1,?,?,1.45,0.67,0.8,2.59,1.79
343,∗-ai-,∗-ai-,235,256,0,0,0,0,0,1,?,?,1.25,0.43,0.8,1.85,1.05
344,"nom. pl., acc. pl. > acc. pl.","nom. pl., acc. pl. > acc. pl.",235,257,0,0,0,0,0,1,?,?,1.33,0.56,0.8,2.26,1.46
345,-er-,-er-,235,257,0,0,0,0,0,1,?,?,1.22,0.48,0.8,2.05,1.25
346,-o,-o,236,257,0,0,0,0,0,1,?,?,1.51,0.57,0.8,2.2,1.4
347,"1g., 3sg. indic. > 3sg.","1sg., 3sg. indic. > 3sg.",236,257,0,0,0,0,1,1,?,?,1.5,0.58,0.8,2.34,1.54
348,2sg. -s > -st,2sg. -s > -st,236,257,0,0,0,0,0,1,?,?,1.47,0.57,0.8,2.17,1.37
349,-ōno,-ōno,236,257,0,0,0,0,1,1,?,?,1.4,0.51,0.8,2.05,1.25
350,dual > ∅,dual > ∅,236,257,0,0,0,0,0,1,?,?,1.19,0.43,0.8,1.78,0.98
351,-u > -o,-u > -o,236,257,0,0,0,0,0,1,?,?,1.26,0.53,0.8,2.01,1.21
352,-in > -en,-in > -en,236,257,0,0,0,0,0,1,?,?,1.33,0.46,0.8,1.77,0.97
353,fem. jō-stems ~ ī-stems,fem. jō-stems ~ ī-stems,236,257,0,0,0,0,0,1,?,?,1.46,0.62,0.8,2.38,1.58
354,ō-stems,ō-stems,236,257,0,0,0,0,0,1,?,?,1.6,0.7,0.8,2.62,1.82
355,n-stems,n-stems,236,257,0,0,0,0,0,1,?,?,1.2,0.44,0.8,1.79,0.99
356,∗CReC- > class IV,∗CReC- > class IV,236,257,0,0,0,0,0,1,?,?,1.42,0.57,0.8,2.33,1.53
357,-ta,-ta,236,257,0,0,0,0,1,1,?,?,1.42,0.52,0.8,2.13,1.33
358,∗þi- ~ ∗þe-,∗þi- ~ ∗þe-,236,257,0,0,0,0,1,1,?,?,1.31,0.47,0.8,2,1.2
359,∗hwi- ~ ∗hwe-,∗hwi- ~ ∗hwe-,236,257,0,0,0,0,1,1,?,?,1.49,0.54,0.8,2.39,1.59
360,sīn,sīn,236,257,0,0,0,0,0,1,?,?,1.24,0.5,0.8,1.99,1.19
361,wellen,wellen,236,257,0,0,0,0,0,1,?,?,1.27,0.51,0.8,2.17,1.37
362,imu,imu,236,257,0,0,0,0,1,1,?,?,1.58,0.65,0.8,2.62,1.82
363,sāhun,sāhun,236,257,0,0,0,0,0,1,?,?,1.22,0.47,0.8,1.8,1
364,"fateres, fatere, etc.","fateres, fatere, etc.",236,257,0,0,0,0,0,1,?,?,1.3,0.54,0.8,1.91,1.11
365,∗drī + o,∗drī + o,236,257,0,0,0,0,0,1,?,?,1.29,0.44,0.8,1.83,1.03
366,zi,zi,236,257,0,0,0,0,0,1,?,?,1.38,0.48,0.8,2.17,1.37
367,ir(-),ir(-),236,258,0,0,0,0,0,1,?,?,1.42,0.58,0.8,2.34,1.54
368,doret,doret,236,258,0,0,0,0,0,1,?,?,1.17,0.46,0.8,1.87,1.07
369,inan > in,inan > in,237,258,0,0,0,0,0,1,?,?,1.43,0.6,0.8,2.55,1.75
370,drīzehan,drīzehan,237,258,0,0,0,0,0,1,?,?,1.32,0.55,0.8,2.09,1.29
371,(h)we-,(h)we-,237,258,0,0,0,0,0,1,?,?,1.2,0.38,0.8,1.67,0.87
372,sī,sī,237,258,0,0,0,0,0,1,?,?,1.23,0.54,0.8,2.19,1.39
373,gitar,gitar,237,258,0,0,0,0,0,1,?,?,1.53,0.5,0.8,2.27,1.47
374,bim,bim,237,258,0,0,0,0,0,1,?,?,1.38,0.56,0.8,2.32,1.52
375,habēt,habēt,237,258,0,0,0,0,1,1,?,?,1.69,0.67,0.8,2.45,1.65
376,gisehan,gisehan,237,258,0,0,0,0,0,1,?,?,1.18,0.42,0.8,1.82,1.02
377,sluog,sluog,237,258,0,0,0,0,0,1,?,?,1.26,0.53,0.8,2.27,1.47
378,"stuont, stuontun, gistantan","stuont, stuontun, gistantan",237,258,0,0,0,0,0,1,?,?,1.41,0.56,0.8,2.21,1.41
379,"werdan, wesan","werdan, wesan",237,258,0,0,0,0,0,1,?,?,1.31,0.53,0.8,2.21,1.41
380,blint man,blint man,237,258,0,0,0,0,0,1,?,?,1.27,0.47,0.8,1.92,1.12
381,V2,V2,237,258,0,1,0,0,1,1,?,?,1.66,0.64,0.8,2.61,1.81
382,∗[awjwj] > ∗[auj],∗[awjwj] > ∗[auj],237,258,0,0,1,0,0,0,?,?,1.43,0.62,0.8,2.4,1.6
383,∗w > ∅/ _ i,∗w > ∅/ _ i,237,258,0,0,1,0,0,0,?,?,1.24,0.41,0.8,1.78,0.98
384,∗a > ∗æ,∗a > ∗æ,237,258,0,0,1,0,0,0,?,?,1.29,0.53,0.8,2.35,1.55
385,∗ai > ā,∗ai > ā,237,258,0,0,1,0,0,0,?,?,1.14,0.36,0.8,1.57,0.77
386,ā > o / [-stress],ā > o / [-stress],237,258,0,0,1,0,0,0,?,?,1.15,0.4,0.8,1.78,0.98
387,∗au > ēa,∗au > ēa,237,258,0,0,1,0,0,0,0,0,1.31,0.5,0.8,2.01,1.21
388,[+front] > V12,[+front] > V1V2,237,258,0,0,1,0,0,0,?,?,1.47,0.63,0.8,2.55,1.75
389,∗hs > x,∗hs > x,237,258,0,0,1,0,0,0,?,?,1.41,0.54,0.8,2.35,1.55
390,"∗k, ∗g > [+palatal]","∗k, ∗g > [+palatal]",237,259,0,0,1,0,0,0,0,0,1.17,0.36,0.8,1.71,0.91
391,∗-kw- > -k-,∗-kw- > -k-,237,259,0,0,1,0,0,0,?,?,1.34,0.44,0.8,2.1,1.3
392,i-umlaut,i-umlaut,238,259,0,0,1,0,0,0,0,0,1.23,0.38,0.8,1.83,1.03
393,"/f, þ, s/ > [v, ð, z] / [+stress]σ _","/f, þ, s/ > [v, ð, z] / [+stress]σ _",238,259,0,0,1,0,0,0,0,0,1.27,0.42,0.8,1.85,1.05
394,∅/ C_C,∅/ C_ C,238,259,0,0,1,0,0,0,?,?,1.41,0.42,0.8,1.97,1.17
395,"∗i, ∗u > ∅/ _ #","∗i, ∗u > ∅/ _ #",238,259,0,0,1,0,0,0,?,?,1.26,0.46,0.8,2.03,1.23
396,∗þs > ∗ss,∗þs > ∗ss,238,259,0,0,1,0,0,0,?,?,1.32,0.53,0.8,2.19,1.39
397,∗b > f / _ #,∗b > f / _ #,238,259,0,0,1,0,0,0,?,?,1.35,0.47,0.8,1.93,1.13
398,∗h > ∅,∗h > ∅,238,259,0,0,1,0,0,0,?,?,1.32,0.44,0.8,2.02,1.22
399,∗æ > a / _ C1[+back],∗æ > a / _ C1 [+back],238,259,0,0,1,0,0,0,?,?,1.19,0.48,0.8,1.83,1.03
400,i > io,i > io,238,259,0,0,1,0,0,0,?,?,1.33,0.49,0.8,2.07,1.27
401,CR# > CVR#,CR# > CVR#,238,259,0,0,1,0,0,0,?,?,1.35,0.55,0.8,2.21,1.41
402,"æ, i > e","æ, i > e",238,259,0,0,1,0,0,0,?,?,1.3,0.43,0.8,1.77,0.97
403,∗-azd- > ∗-ezd-,∗-azd- > ∗-ezd-,238,259,0,0,1,0,0,0,?,?,1.28,0.53,0.8,1.88,1.08
404,∗C(l/r) > ∗CC(l/r),∗C(l/r) > ∗CC(l/r),238,259,0,0,1,0,0,0,?,?,1.39,0.54,0.8,2.26,1.46
405,∗i > ∅/ CV.C _ l,∗i > ∅/ CV.C _ l,238,259,0,0,1,0,0,0,?,?,1.18,0.5,0.8,2.07,1.27
406,V̄ > V / _CC(C),V̄ > V / _ CC(C),238,259,0,0,1,0,0,0,?,?,1.28,0.49,0.8,2.04,1.24
407,a = u,a ū,238,259,0,0,1,0,0,0,?,?,1.2,0.42,0.8,1.78,0.98
408,-sr- > -ss-,-sr- > -ss-,238,259,0,0,1,0,0,0,?,?,1.5,0.58,0.8,2.43,1.63
409,"io, īo > eo, ēo","io, īo > eo, ēo",238,259,0,0,1,0,0,0,?,?,1.25,0.47,0.8,2.01,1.21
410,∗-ēja- > ∗-ejV,∗-ēja- > ∗-ejV,238,259,0,0,1,0,0,0,?,?,1.11,0.39,0.8,1.6,0.8
411,∗-iz,∗-iz,238,259,0,0,1,0,0,0,?,?,1.15,0.42,0.8,1.67,0.87
412,hettend,hettend,238,259,0,0,1,0,0,0,?,?,1.37,0.58,0.8,2.3,1.5
413,"wæter, wæteres","wæter, wæteres",238,260,0,0,1,0,0,0,?,?,1.15,0.42,0.8,1.61,0.81
414,"-CC-, -rġ-","-CC-, -rġ-",238,260,0,0,1,0,0,0,?,?,1.15,0.31,0.8,1.5,0.7
415,"∗haubud, etc.","∗haubud, etc.",239,260,0,0,1,0,0,0,?,?,1.5,0.68,0.81,2.67,1.86
416,þā,þā,239,260,0,0,1,0,0,0,?,?,1.46,0.63,0.8,2.52,1.72
417,Abstracts in ∗-u,Abstracts in ∗-u,239,260,0,0,1,0,0,0,?,?,1.51,0.65,0.8,2.61,1.81
418,-i,-i,239,260,0,0,1,0,0,0,?,?,1.4,0.54,0.8,2.23,1.43
419,"-æs, -æ, -um","-æs, -æ, -um",239,260,0,0,3,0,0,0,?,?,1.28,0.54,0.8,2.25,1.45
420,∗-æ-,∗-æ-,239,260,0,0,1,0,0,0,?,?,1.44,0.64,0.8,2.59,1.79
421,heardra,heardra,239,260,0,0,0,0,0,0,?,?,1.02,0.3,0.8,1.3,0.5
422,∗-z- ~ ∗-s-; ∗-d- ~ ∗-þ-,∗-z- ~ ∗-s-; ∗-d- ~ ∗-þ-,239,260,0,0,3,0,0,0,?,?,1.77,0.72,0.81,2.65,1.84
423,-e,-e,239,260,0,0,1,0,0,0,?,?,1.56,0.55,0.8,2.22,1.42
424,1g. subj.,1sg. subj.,239,260,0,0,1,0,0,0,?,?,1.31,0.46,0.8,1.85,1.05
425,"acc. pl., nom. pl > nom. pl","acc. pl., nom. pl > nom. pl",239,260,0,0,1,0,0,0,?,?,1.19,0.44,0.8,1.78,0.98
426,-u,-u,239,260,0,0,1,0,0,0,?,?,1.28,0.54,0.8,2.06,1.26
427,∗-st,∗-st,239,260,0,0,1,0,0,0,?,?,1.19,0.33,0.8,1.58,0.78
428,hæbbe wē,hæbbe wē,239,260,0,0,1,0,0,0,?,?,1.28,0.45,0.8,2.05,1.25
429,-tl > -ld,-tl > -ld,239,260,0,0,1,0,0,0,?,?,1.33,0.56,0.8,2.36,1.56
430,"hrēaw(-), fēawe","hrēaw(-), fēawe",239,260,0,0,1,0,0,0,?,?,1.34,0.58,0.8,2.34,1.54
431,dohtur,dohtur,239,260,0,0,1,0,0,0,?,?,1.24,0.51,0.8,1.89,1.09
432,u-stems,u-stems,239,260,0,0,1,0,0,0,?,?,1.27,0.39,0.8,1.72,0.92
433,gen. prons.,gen. prons.,239,260,0,0,1,0,0,0,?,?,1.58,0.64,0.8,2.51,1.71
434,-tiġ,-tiġ,239,260,0,0,1,0,0,0,?,?,1.27,0.49,0.8,2.08,1.28
435,þӯ,þӯ,239,260,0,0,1,0,0,0,?,?,1.55,0.66,0.8,2.57,1.77
