entry_id	pdf_page_start	entry_heading	field	flags	sample
1679	659	ursus	pie	contains-laryngeal	*h₂rtko- 'bear'.
1679	659	ursus	ie_cognates	contains-greek;contains-laryngeal	Olr. art [m.] 'bear, hero, warrior', W. arthy OBreL Ard-3 Arth-, Bret arz, GauL Artio [Theonym] < PCL *arto- 'bear', Hit hartokka- [a] 'bear', Skt. fksa- [m.], YAv. arsa-, Khot arra, MoP xirs 'bear' < Ilr. *Hrtca-, Gr. άρκτος 'bear', also 'Ursa maior\ Arm. orj\ Alb. ari [m.] 'bear'. The cluster -rs- must be the result of the PIE constellation *-rtk- that we can reconstruct on the basis of the othe
1680	660	urvum / urbum	pie	contains-greek	*u(o)ru-o-7 The etymology of urvum is disputed. The original meaning may have been 'plough' (thus Rix 1995b, Driessen) or 'furrow5, and it has mostly been compared with Gr. δρος [m.], ούρος (IL), ορρός (Core.), ωρος (Cret., Arg.), όρος (HerakL), Myc. wo-wo /worwos/ 'boundary, term, limit5 < PGr. *uoruo-, which itself can be derived from έρύω 'to draw, tear'. The semantic shift 'drawing' > 'boundar
1682	660	usque	pie	contains-laryngeal	*(H)fid(s) 'up, out'. *w</-, *uds-\ Skt. ucca 'from above, upwards', YAv. usca [adv.] 'above', uskqt [adj.] 'high, high up' < *(H)ud-(s)kwe; Skt. ud, Av. us, uz, OP ud- 'up, out'; OCS Ru. Cz. vy- < PS1. *vy- < *(H)ud-; Go. ut, OE ut, ORG uz, NHG aus 'out' < PGm. *ud, Go. us (uz-, ur-), OIc. or, or-, or-, er-, OE or-, OHG ur, or, ir 'out, out of < *wz < *uds-. The length of the initial vowel is unc
1684	661	uter, utra, utrum	ie_cognates	contains-greek	Skt katara-, Av, katara- 'which of two', YAv. kataras-cit 'each of the two', Gr. πότερος, Lith. katras 'which*, OCS kotorb(i) , koterbi 'which, what*, Ru. kotoryj, Go. foapar 'which', OHG hwedar 4 who, which from two\ MoE whether. Inherited
1685	661	uter, utris	ie_cognates	contains-greek	Oh\ otre 'goatskin bottle', Gr. υδρία 'water-vessel'. EM consider this a possible borrowing from Greek, via Etruscan. They assume this trajectory because of/r, but in our view, tr can have developed regularly within Latin from *dr. In that case, uter may be an inherited word *udri- 'water vessel'.
1686	661	uterus	entry_text	contains-greek	uterus 'belly, womb' [m, ο] (Pl.+; n. uterum Pl.+)
1686	661	uterus	pie	contains-laryngeal	*(H)ud-er-o- 'outer, sticking out'.
1686	661	uterus	ie_cognates	contains-greek;contains-laryngeal	Skt. udara- [n.] 'belly, womb', YAv. udaro£rqsa- 'crawling on the belly (of snakes)', Khot. ura-, ura- 'stomach', Gr. ΰδερος 'dropsy', Hsch. δδερος 'stomach' [with ho- for *A«-], ύστερα [f.] 'womb'; OPr weders 'stomach, belly', Lith. vaderas, vidaras [m.] 'sausage; intestines, stomach, lower abdomen', Latv. [m.] vqdars 'belly', OCS vedro 'barrel', Ru. vedro < PS1. *vedro [n.] bucket' < *(H)ued-ero
1687	662	utor, utl	proto_italic	contains-greek	*oit-e/o- 'to use', *oisso- 'used\ *oit- 'to use* may have developed from 'fetch (in one's own interest)' to 'use5. In that case, it might be cognate to Gr, οισ- < *oiss-, which Tichy explains as a possible Λ-present *oit-s-* This theory is attractive. Melchert 2007b adds Luwian hizza(i)- to the dossier, which was previously translated as 'to bring5, but rather means 'to fetch'.
1687	662	utor, utl	pie	contains-laryngeal	*h₃eit- 'to take along1?
1687	662	utor, utl	ie_cognates	contains-greek;contains-laryngeal	CLuw. hizza(i)- 'to fetch5 < *h₃eit-s-e/o-; Gr. οΐσω, -ομαι Ί will fetch, take along', οιστός 'bearable5. Tichy 2002 argues that
1687	662	utor, utl	bibliography	contains-laryngeal	WH II: 847£, EM 1511, IEW 293-297, Untermann 2000: 790f., LIV ?*h₃eit-.
1688	662	ūva	pie	contains-laryngeal	*hioiH-uh₂- 'kind of tree, probably with berries'?
1688	662	ūva	ie_cognates	contains-greek;contains-laryngeal	Gr. οϊη, 6η, δα 'elderberry tree5 < *oiua; Arm. aygi 'vine'; Gaul, ivo-, Lith. ieva, Latv. ieva 'bird-cherry5; Ru. ίνα 'willow' < PS1. *jwa; PGm. *Twa- 'yew' < hjeiH-uh₂-. We find different tree-names which in Latin, Greek and Armenian go back to *oiwa-, in BSl. and Germ, to *e/wa-. A PIE origin is difficult because of the root ablaut. This, in combination with the semantic field of tree names, ma
1689	662	ūvidus	ie_cognates	contains-greek	Gr. υγρός 'wet' < *ugro- < *ifgʷ-ro-, OIc. vgkr Vet 5 < *uogʷ-o-. The order of attestation suggests that Udus is a recent contraction of uvidus, although Weiss 1995 reckons with the possibility that udus was older, and that uvidus was back-formed to it as a hyperarchaism. Lat. udus might reflect *we/ogʷ-ipo-, *ugʷ-ipo- or *uhripo-. Alternatively, Weiss suggests that uvidus acquired u- from its clo
1690	663	uxor, -oris	bibliography	contains-greek;contains-laryngeal	WH II: 849f, EM 758f, IEW 1118, Giacomelli 1963: 259, Moussy 1980, van Windekens 1984, ν vacca 'cow' [f. a] (Varro+) Has been connected with Skt vasa 'cow' < *uek-eh₂ (if PIE), but Latin would require o-grade, and Schrijver has established that *o > a only occurred in open syllables. Thus, the connection cannot be maintained unless one is prepared to reconstruct WH II: 722, EM 710, IEW 1111, Schri
1692	664	vaco, -are	pie	contains-laryngeal	*hiuh₂-ko-. The forms in voc- are due to a change vac- > voc- in pretonic syllable (Sommer 1914: 110). For Pit., we can reconstruct an adj. *wako- 'empty', on which the verbs *wak-aje-, *wak-e- cto be empty' and the adj. *wako-wo- were built. Nussbaum 1998a reconstructs the root as *hiueh₂~.
1692	664	vaco, -are	bibliography	contains-laryngeal	WH II: 723, EM 710, IEW 345f., Leumann 1977: 50, Schrijver 1991: 307f., Untermann 2000: 11 If., 820f., 825, LIV *hiueh₂-- -»· vanus, vastus
1693	664	vadō, -ere	pie	contains-laryngeal	*ueh₂dʰ- [v.] 'to advance', *uh₂dʰ-o- [nj.
1693	664	vadō, -ere	ie_cognates	contains-greek;contains-laryngeal	W, go-di-wawd< 'overtook' < ^ueh^-y OHG watan, OFn wada, OIc. vada 'to wade' < *uh₂ct-9 OIc. ναό, OE weed [n.] 'water, lake', OE gewced> OHG wat 'ford' < *wada-. Since vadare is rare and evidently denominal to vadum, we must concentrate on vadum and vadere. The short vowel of vadum matches that of the Germanic verbs, whereas the long a of vadere corresponds with Welsh -aw-. This suggests a PIE roo
1696	665	vagina	bibliography	contains-laryngeal	WH II: 725, EM 711, IEW 1110, Schrijver 1991: 146, LIV *ueh₂g-.
1697	665	vagio, -ire	proto_italic	contains-greek;contains-laryngeal	*wag-ije/o-l Panagl/Lindner 1995: 172 posit a derivational chain vagio → vagulus → *vagulare → vagulatio. The etymology is uncertain: Skt. vagnu- 'sound, call', vagvana- 'talkative' may have *-g-, but are connected with the root *uekʷ- by EWAia (II: 491). There is also LitL vograuti 'to weep, cry'. Greek ΐαχε [aor.] 'shouted', ήχη, Dor. άχά 'resounding', Go. ga-swogjan 'to sigh' have a voiced aspi
1697	665	vagio, -ire	bibliography	contains-laryngeal	WH II: 726f., EM 711, IEW 1110, Schrijver 1991: 146, LIV ?*ueh₂(g)h-.
1698	665	vagus	pie	contains-laryngeal	*Huog-o-?
1698	665	vagus	ie_cognates	contains-laryngeal	OIc. vakka, OHG wankon 'to totter, stagger', OHG winkan 'to waver, stagger, wink*, OE wincian 'to nod' <: ^Huo/e-n^g-. The Germanic comparanda could reflect a nasal present *Hu-en-g-. Latin vagus would then continue a PIE form *Huog-o- with *wo~. > *wa- in open syllable. The Celtic forms adduced by WH (Olr. fan 'slope, declivity, hollow', OW guoun [f.], MW gwawn, gweun, OCo. guen, OBret. goen, MBr
1698	665	vagus	bibliography	contains-greek	WH II: 726, EM 7Π, IEW 1120, Schrijver 1991: 463f., LIV ?*ueng-.
1699	666	valeō	italic_cognates	contains-greek	Ο. γάλε, Man. uali, Pael. ualf [2s,ipv.] 'farewell' < *uale (or loanword from Latin); maybe O. ualaemom [nom.acc.sg.n.], valaimas [gen.sg.f ], SPic. velaimes [gen.sg.m.?j 'best' < *ua/elaimo- (< *ua/elaisVmo-7). The appurtenance of Presanx ρόλος [adj?] and ρολαισυμος [sup.?] is unclear.
1699	666	valeō	pie	contains-laryngeal	*h₂ulh r eh r 'to be strong'. *uolH-dʰ-; Go. waldan 'to rule', OHG walten 'to dominate5 < *uol(H)-t/dh-; ToA wal, gen.sg. lant, ToB walo, gen. lante 'king' < *ulH-nt-. *(H)ulhrehr would directly yield *wale- by phonetic development; for the reflex of *(H)ul- in Latin, cf. Schrijver 1991: 76. The root can be reconstructed with final *-h₁ on the strength of Hit. hull·, cf. Kloekhorst 2008: 358ff.
1699	666	valeō	ie_cognates	contains-laryngeal	Olr. fallnaithir* 'to rule' < PCI. *ualna-, W. gwaladr 'ruler' < *ulhretro-9 Olr. flaith 'rule', OW gulat [f.], MW gwlad 'country', Co. gulat, OBret. guletic < PCI. *ulati- 'sovereignty' < *ulffti-, Olr. fal 'rule', Conall [FN], OW Con-gual [FN], Bret Conuual [PN] < *kuno-wafo- < PCI. *ualo- 'prince, chief; Hit. hulle-* / hull· 'to smash, defeat' < ^ul-ne-hrth *h₂ul-n-hrenti\ OPr. weldisnan 'inher
1700	666	valgus	entry_text	contains-laryngeal	valgus 'bow-legged, with x-formed legs' [adj. o/a] (Pl.+) Has been connected with Skt. valgati (AV+) 'to move up and down', Khot valj- 'to go astray, be deceived', OE wealcan *to roll, move to and fro' < *uol(H)g-. Yet the main characteristic of 'bow-legged' is the crookedness of the legs, not 'going up and down' or 'to and fro'. In addition, valgus cannot phonetically continue *wolgr.
1702	667	vallum	pie	contains-laryngeal	*uh₂lso~?
1702	667	vallum	ie_cognates	contains-greek	Gr. ήλος, Dor. αλός 'nail', AeoL γάλλοι (Hsch.) < *uaIs/no-7 Schrijver favours the connection with Greek words for 'nail', which is possible but not compelling-
1703	667	valvae	bibliography	contains-greek	WH 730, EM 712, IEW 1140-44, Schrijver 1991: 297f, 464, LIV 2.*uek → νοίνδ
1705	668	vanus	pie	contains-laryngeal	*hiueh₂-no-, *hiuehrsno~ or *h₁Uh₂-sno-,
1705	668	vanus	ie_cognates	contains-greek	Skt. vayati 'to disappear', nir-vana- 'extinguished, soothed', ΥΑν. frauuaiia- 'to make disappear', Skt una- 'empty', YAv. una- 'deficient', uiiamna- 'being deficient', Gr. έάω 'to let, permit', Go. wans 'missing'. If cognate with vastus 'empty, desolate', vanus could go back to *was-no-; other theoretical options are *wano- and *wasno-.
1705	668	vanus	bibliography	contains-laryngeal	WH II: 73If, EM 713, IEW 345, Schrijver 1991: 146,308, Nussbaum 1998a, LIV *h₁Ueh₂-, → vastus
1706	668	vapor	pie	contains-greek;contains-laryngeal	*k uh₂ep-s- * smoke'. *kʷʰ₂uep-; Go. qf-hjapjan 'to suffocate, extinguish', af-faapnan 'to extinguish' < *γ?αρ-η-* Schrijver revives the comparison with BSL words for 'to smoke' and Gr. καπνός 'smoke5 by means of a PIE root *k(w)uh₂ep- > *kʷeh₂-s- 'to cough'. Beekes (fthc.) rejects PIE origin: the root structure is unusual, and Greek does not prove *ku-.
1706	668	vapor	ie_cognates	contains-greek	Gr. καπνός 'smoke' [m.] < *κραπνός, από ... έκάπυσσεν 'breathed forth', καπύσσων 'breathing out', κάπυς 'breath'; Lith. kvapas 'smoke' < *kʷʰ₂iiop-o→ Ru. hbpot1 'soot, (dial) smoke, dust, hoarfrost', Ukr. kapit 'dust (in the air)', PL kopiec 'soot, fumes' [m.]; Lith. kvipti, 3s. kvepia 'to inhale, breathe in', Latv. kvept 'smoke, smell <
1709	669	varus	ie_cognates	contains-laryngeal	Mir.ferbb [fj 'heat rash, pimple'?; OPr. warsus 'lip'; Lith. viras 'tapeworm larva, pimple', viris [m.] 'tapeworm larva' < *urH-o-, Go. wairilom [dat.pl.], OE weleras Hips', OHG werra 'varicose' < *uerzo(n)-, OHG wema 'varicose' < *uerznon-\ OIc. vgrr [fj 'lip' < *warzo-, OE wear [m,] 'wart, callus < *warza-; ToByoro* 'pustule, boil (?)', ToB went 'blister (?)' (< *uerehrl). Possible protoforms (i
1710	669	varus	entry_text	contains-greek	varus 'bent outwards, bow-legged' [adj. ο/α] (Pl.+)
1710	669	varus	pie	contains-laryngeal	*hiueh₂-ro-? If the original meaning was 'with the legs opened', varus might be compared with vanus and vastus, and reflect *wa-ro- 'going apart, letting go'. In any case, none of the other etymologies proposed seems plausible.
1711	669	vas, vadis	bibliography	contains-greek	WH Π: 353, 355, EM 532, IEW 1109, Leumann 1977: 136, Schrijver 1991: 75,464, LIV *uedʰ-.
1712	669	vas, vasis	bibliography	contains-greek	WH Π: 736, EM 714, Untermann 2000: 826.
1713	670	vastus * empty, desolate'	pie	contains-laryngeal	*h₁u(e)h₂-sto-,
1713	670	vastus * empty, desolate'	ie_cognates	contains-greek	Oh. fas * empty', OHG wuosti, OE wdsti, OE weste 'empty, barren' < PGm. *uosti-. The long vowel is not certain: WH write vas-, EM vera-. Some authors separate vastus 'enormous, wide' from vastus 'empty, desolate'. But the descriptive dictionaries do not make such a distinction, and it cannot be determined by the metre or by Romance reflexes. Puhvel 1992 has proposed a connection with Hit. wasta-11
1713	670	vastus * empty, desolate'	bibliography	contains-laryngeal	WH II: 737, EM 714f., IEW 345f., Schrijver 1991: 146, 308, 464, LIV *hiueh₂-. → vanus
1715	670	vātēs, -is	pie	contains-laryngeal	*(H)ueh₂t-i- *seer\
1715	670	vātēs, -is	ie_cognates	contains-greek	Gaul. pi. ούάτεις twatisl (Strabo), Olr. faith [m.] 'soothsayer, prophet' < PCI *wafi-, Olr.fath [m.] 'prophesy', W. gwawd 'poem, satire' < PCI. *watu-; Go. wods, OIc. odr, OE wdd^ OHG wuot 'raging' < *woda- 'raging' < *-/o-, OIc. odr [m.] * poetry' < *wodu-, OE wop 'singing, sound, poetry' < *wdpo-, OHG wuot 'rage' < PGm. *wod-ifin-\ OIc. Odinn, OE Woden, OHG Wuotan < *wdd-una-.
1716	670	-ve	ie_cognates	contains-greek	Olr, no [cj.] 'or', W. neu, nou id.' < *ne-uey Skt v<5, Av. va [end.] 'or'; Gr. ή *or\ 'as' < ήέ, ηε (ep.) < *ή-ρέ, *ή-ρε. See s.v. ceu 'as, like' for its etymology as *ke + *i(-)we.
1718	672	vegeō	ie_cognates	contains-laryngeal	Skt. vaja- 'contest, reward', vajayati 'impels', Go. -wakjan 'to waken', OHG wahhen 'to be awake'. Lat vegeo died out after the Republic: Lucretius is the last author to use it The meaning 'to be cheerful' is a phantom, cf. EM 716. Since short -e- in non-initial open syllable does not normally occur (except in front of r and in sepetire), vegetus can hardly contain an unweakened vowel; at most, it
1719	673	veho, -ere	ie_cognates	contains-greek;contains-laryngeal	Skt. pr. vahati, s-aor, vaks^ dvat [3s.act], root aor. volham [2du.ipv.act.], pf. uvaha [3s.act], ppp. udha- cto carry, convey', OAv. vaziia- [med,] 'to marry, be led to the wedding', vazdra- 'conveyor5, YAv. vaza- 'to pull, ride', vastar- [m.] 'draught-animal', Oss. wcez/wcezce 'weight, load5; Gr. (PampL). Ρεχέτω [3sipv.] 'to bring', δχος [m,] ccart', Lith. vezti, Is. veiw, OCS vesti, Is. vezq 't
1721	674	vello, -ere	pie	contains-laryngeal	*ul-n(e)-h₃-, aor. *uelh r ho strike'. *h₂ueh,-lo- 'wind*.
1721	674	vello, -ere	ie_cognates	contains-greek;contains-laryngeal	Hit. ualh-zi Ho hit, strike' < *u(e)lh₃-, Gr. άλισκομαι 'to be caught', Thess. ραλίσσκεται, Gr.aor. έαλων < *ή-ραλω- (*ρλω- before consonant and *ραλ- before vowel), ToA wallastar 'dies'. According to Schrijver, veil- reflects *uelc(h)- because this does not meet with any definite obstacles, as do in Schrijver's view the reconstructions *ueln- and *uels-. Yet the argument against a nasal present (
1721	674	vello, -ere	bibliography	contains-greek;contains-laryngeal	WH II: 744f., EM 718, IEW 1144f, Schrijver 1991: 180f, Meiser 2003: 214, LIV *uelh₃-. → lana, volnus νδίβχ νδίβχ 'swift, speedy' [adj. k] (Enn.+) WH Π: 744, EM 718, IEW 11l§-20, Kloekhorst 2008: 366, LIV *h₂uehr. → veles, ventus
1723	674	vena	ie_cognates	contains-greek;contains-laryngeal	Av. vaqhu-tat- 'blood', ναηΗηδβα- [n.] 'bloodshed', vohuna- [m.] 'blood' < *ues-u-\ Skt. vasa, vaso cfat, lard' (hesitantly EWAia II: 533). No agreed etymology. Muller 1926: 531 points to an old belief that the veins may be compared to air pipes (Cato Agr. 157, 7: venae ubi sufflatae sunt ex cibo, non possunt perspirare in toto corpore), and suggests that vena might be derived from *h₂ueh r 'to bl
1723	674	vena	bibliography	contains-greek	WH Π: 746, EM 719, IEW 1134.
1724	675	venenum	entry_text	contains-greek	venenum 'potent herb, poison' [η. ο] (Pl.+)
1724	675	venenum	proto_italic	contains-greek	*wenes-no-. ΪΕ cognates: see s.v. verms. The form suggests *wene$-no-, a derivative of venus 'desire, love' (cf. catena < *kates-na-). WH interpret the original meaning as 'love drink', which would imply that the term arose in the context of sorcery. If the original meaning was a more neutral adj. *wenes-no~ 'poisonous\ it might have developed from 'with desire' via 'addicting' to 'pernicious, poi
1725	675	venia	pie	contains-laryngeal	*uenhrih₂- * desire'.
1726	676	veniō, -īre	proto_italic	contains-greek	*gʷn-je/o- 'to come', *glVto- 'having come', *gv(e)m-ti-, *gʷem-tu- 'the coming'. *gʷn-je/o- and *gʷn-to- with η for
1726	676	veniō, -īre	ie_cognates	contains-greek	Skt pr. gacchati, aor. agan [3s.act.], pf.jagamo [3s.act] 'to move, come', gata- [ppp.], gati- [f] 'going, motion', gantu- [m.] 'wait, road', YAv. jasa- [pr.], OAv. aor. fin [3s.ind.act.], gzmsn [3p.ind.act], YAv. gata- [ppp.]> αιβΐ^αϋΐ- [f.j 'coming towards', Gr. βαίνω 'to go* (< PGr. *βαμ-ϊ-ω), βάσκε [2s.ipv.act.] 'go!', Go. qiman lto come' (< PIE sb. *gʷem-e-\ ToB sman-, ToA smas [sb.] 'will co
1727	676	venor, -an	pie	contains-laryngeal	*(H)uenhr / *(H)unhr 'desire'. *uenhr, *unhr. Probably a denominative verb to an adj. *weno- 'searching, hunting' or a noun *wena- 'hunt', which must themselves be derivatives from a PIE root noun with a long vowel which is also seen (albeit thematized) in Germanic. The PIE root had final *-hi if the Hittite verb is cognate. Kloekhorst 2008: 999f. reconstructs an initial laryngeal, too, on the str
1727	676	venor, -an	ie_cognates	contains-greek	Hit. uen-Ί uuan- 'to copulate' < *hi/3uenhr; Skt. vanate (RV) [3s.med.], vanchati [3s.act.], aor. vanati 'to love, desire', νωπά- 'sweet, precious, noble, beautiful', YAv. vanta- [f] 'beloved one, wife'; (?) Alb. u(n) [m.] (Geg), uri [f.] (Tosk) 'hunger' < *ww-; Go. wens 'hope' [i] , OIc. van, OE wan 'supposition, opinion' < *wen//-; OHG wunscen 'to wish'; Go. winnan 'to suffer', OIc. vinna 'to la
1728	676	venter, -tris	pie	contains-laryngeal	"*(H)ued-ro- 'belonging to the belly'. Possible preforms include *wentri- and *wendri~. Hamp 1978: 190 suggests that it is originally the same word as uterus < *(H)u(e)d-er-o- ""sticking out, belly'. Semantically, this is of course attractive; and formally, especially BSL *{?)ued-ero- * (belonging to the) belly' is close to venter, Hamp explains the internal nasal as analogical from vesica 'bladder'"
1729	677	ventus	pie	contains-laryngeal	*h₂uehrnt-o- 'wind'. *h₂uehrnt-o- has first yielded pre-Italic *uento-, whence with Osthoffs shortening *wento-. According to Schrijver, the development might also have been of *h₂ueht-nt-o- to pre-Italic *HiieHento-9 with syllabification of the nasal, and then contraction of *-eHe- > *-e-. This would match the Ilr. development of 'wind'. Yet since Germanic and Celtic unambiguously show the retent
1729	677	ventus	ie_cognates	contains-greek;contains-laryngeal	W. gwynt 'wind', Hit. huuont- [c] 'wind' < *h₂uhrent~, Skt. vdta- [m.] 'wind, god of wind' (several times disyllabic in the RV), OAv. vdta- /va?ata-/ [m.] 'wind', YAv, vata-, Gr. αησι 'to blow', Go. winds, OHG wint, ToBj^nte [n.f.], ToA want (~ want) 'wind'. A derivative of the original pr.ptc.act. of *h₂ueh r 'to blow (of the wind)' (nom.sg, *h₂uehrnt-s, acc.sg. *h₂uhrent-m, gen.sg. *h₂uhi-nt-os)
1730	677	venus/m	ie_cognates	contains-greek	Hit usniie/a- 'to put up for sale' < *us-n-ie/o-, Skt. vasna- [n.] 'price, value', MP wahag 'trade', Gr. ώνος [n.] 'price' (denom. ώνέομαι Ί buy') < *ρόσνος, Arm. gin 'bride-price?' (< *uesno~). The verb venire 'to be sold' reflects earlier *vemtm ire 'to go on sale', whereas vendere is a syncopated variant of * venum dare 'to give for sale'. Kloekhorst (2008: 930f.) assumes that Hit. *usn-ie/o- s
1731	677	venus, -eris * goddess Venus, love, charm'	italic_cognates	contains-greek	Ο. γενζ(\ι [dat.sg.] f, borrowed from Latin.
1732	678	ver	pie	contains-laryngeal	*ues-r/n- [n.j 'spring'. *h₂ues- 'to spend the night; dawn' because of the initial laryngeal. Skt. vasar-ha (RV), of the wind (meaning uncertain), and vasara- 'of the morning' may belong here too, their meaning having been influenced by usra- 'matutinal7, usara 'at dawn* (Alexander Lubotsky, p.c).
1732	678	ver	ie_cognates	contains-greek	Skt. vasanta-, Av. varjri [loc.sg.], Gr. tap [n„] 'spring', ειαρινός 'belonging to spring', Arm. garown 'spring', Lith. vasara, vasara 'summer', OCS vesna 'spring', OIc. var 'spring'. An original paradigm *i/asr, *uesno$ would yield Latin *veror (since the vocalization of *r to *or was Proto-Italic), gen.sg, *venos. The gen.sg. was replaced by *veras, and subsequently, long e has been introduced i
1734	679	verbum	ie_cognates	contains-greek	Hit. uerite-\ uerit- 'to fear, be frightened' < *u(e)rhri- + *d h eh r 'to place a call' (?; Kloekhorst 2008: 1003f.); OPr. wirds, Lith. vafdas^ Latv. vards\ Go. waurd, OHG wort 'word1 < *wf-</o-; Hit. uerije/a- 'to call, name, summon', ptc. uerantr < *uerhr(ie/o-), Hit. -ua(r)- (particle of direct speech), Pal. -uar-, CLuw. -uo- (sentence initial particle), HLuw. -wo, Lye. -we- < PAnat. *uor, Skt
1735	679	vereor	pie	contains-greek	*u(e)r-ehr 'to note, sense'. *wer-; ToA wras-y ToB wars- 'to pity' < PT. *wars- or *wrds- < *wer-s-\ ToB were, ToA war 'smell' < *woro-. Disputed: Gr. όράω 'to look, perceive, see', ούρος [m.] 'watcher, guardian' < *wer- or *ser-. WH and EM suggest that veretrum 'penis' (Varro+) belongs here, but Serhat 1975: 332f. is much more sceptical. I regard its etymology as unknown.
1736	679	vergō, -ere	pie	contains-laryngeal	*h₂uerg- 'to turn',
1736	679	vergō, -ere	ie_cognates	contains-laryngeal	Hit hurki- 'wheel' < *h₂urg-i-; Skt. vpiakti 'to turn (around), ward off, OP hauma-varga- [name of a Scythic tribe] laying Haoma-plants around the fire', OE wrencan 'to turn, wring'. The noun vermina suggests a sg. *werg-mn 'turning, contraction' (of the belly). It was secondarily associated with vermis 'worm' by the Romans.
1736	679	vergō, -ere	bibliography	contains-laryngeal	WH II: 758-760, EM 723f, IEW 1154, Leumann 1977: 218, Schrijver 1991: 75f., LIV *h₂uerg-.
1738	680	verres, -is	pie	contains-laryngeal	*h₂iffs-en- cmale\
1738	680	verres, -is	ie_cognates	contains-greek	Skt vfsan- [adj./m.] cmanly, powerful; male animal (bull, stallion)', vfsabha- [adj./m.] 'manly, powerful; bull, boar, husband, ruler', YAv. varvsna- 'manly', varsno- [m. PN], varsni- [m. PN] cram'; Gr. δρσην [adj.] 'manly'; Lith. vefsis cbull, ox, ox calf ♦ Verres must be a recharacterization of *verre9 the expected(?) outcome of a nom.sg. *werren. The PIE root might be *uers- cto rise', cf Kumme
1739	680	ve/orro, -ere	entry_text	contains-greek	ve/orro, -ere 'to sweep clean' [v. ΙΠ; ppp. vo/ersum] (Pl.+; PL vor-9 pf. -vorn, elsewhere verr-)
1741	682	vertō, -ere 'to turn'	entry_text	contains-greek	ve/ort5, -ere cto turn' [v. ΙΠ; pf vo/ertj, ppp, vo/ersum] (Pl.+)
1741	682	vertō, -ere 'to turn'	italic_cognates	contains-greek	Ο. ρερσορει [dat.sg.] epithet of luppiter, probably 'who averts' < *uert-tor-; U. trahuorfi [adv.] probably 'placed across' < *trans-uorssed [abLsg.]; U. vurtus [3s.fut.pf.], kuvertu, couertu [3s.ipv.], kuvurtus, couortus, courtust [3s.fut.pf.], couortuso [3s.fut.II.ps.?] 'to turn' < *wer/-e-, *urt-us-.
1742	682	veru, -us	pie	contains-laryngeal	*gʷer(H>u- 'spit'. *gʷerh₂-u- 'the heavy one', from which it is not inconceivable that a meaning 'pole, spit' would derive. Nor is it compelling, of course. The Go. word qairu n. 'pole, sting1 must be read as pairu (see Ebbinghaus 1977: 188f.) and does not belong here.
1743	682	O. veru	pie	contains-laryngeal	*Huer-o- * cover, protection'.
1743	682	O. veru	ie_cognates	contains-laryngeal	"Skt. vala- [m.] 'cave, enclosure"", Av. vara- [m.] 'fenced place, artificial cave' < Ilr. *Huara-, ORu. obora 'area for cattle', Cz. obora 'game preserve', SCr. obor 'courtyard* < ob + *Huor-h₂-."
1743	682	O. veru	bibliography	contains-laryngeal	IEW 1160-62, Untermann 2000: 8451, LIV l.*uer-, *Huer-. → aperio, operid
1744	682	verus	ie_cognates	contains-greek	OIr.^/% W. gwir < PCI. *vw*o~; OCS vera, R u vera, Po. wiara 'faith, belief < PS1. *νέτα [f,], OHG war 'true'. Possibly also Gr. ήρα in (em) ήρα φέρειν 'to please somebody' [ace. sg. (pi. n.?)] if from *z/er-. The appurtenance of veratrum here is uncertain. It would suppose that it was derived from verare, in the sense that hellebore was used to restore mental health in patients (this was Isidores
1745	683	vervex, -ecfo	pie	contains-greek	*ueru-? *urh r en- 'lamb' (to Skt iiran- [m.] 'Iamb' < Ilr. *urH-an-, Sogd. wr'n 'lamb' < Pin *varan-am, Gr. άρήν [m.], Kret. j/αρην 'Iamb', Gr. πολύ-ρρην-ες 'possessing many lambs5, Arm. garn Mamb*), but it is hard to think of a derivational scenario by which this could have happened: *uerh r u- > *ueru- + *-e- (on the model of verres) » *-efc- is conceivable, but all other IE languages have the 
1745	683	vervex, -ecfo	ie_cognates	contains-greek	Gr. είρος [n.] 'wool' < *ueruos-, Myc. /werwes-ieia/ 'women who work the wool5, Att. ευ-ερος 'with beautiful wool9, έπ-ερος 'sheep'. Has been connected with
1746	683	vescor, vesci	ie_cognates	contains-laryngeal	OIn fess 'food' < *tfes-th₂-, Hit. uesi- /uesai- [c] 'pasture' (< *ues-(e)i-\ Skt svasara- 'pasture, meadow' (< *su-uas-ra-)9 Av. vastra- [n.] 'pasture', vastar- 'herd', OIc. fist 'nourishment' < *}'esti-, ToA wasri 'pasture' < *uesri-. WH's derivaton from *ve-escor 'to eat off is unconvincing because of the semantic gap with 'to enjoy', and because of the passive conjugation of vescor. Muller 192
1748	684	vespa	proto_italic	contains-laryngeal	*we/op-s-h₂- 'wasp'.
1748	684	vespa	pie	contains-laryngeal	*(hi)uobh-s-h₂- 'wasp'. *(hi)uebh- 'to weave', since wasps are not typically known for 'weaving'. On the other hand, the way in which they build their nests from paper pulp could be described as 'weaving', or its appearance as a net.
