index_section,index_term,page_refs,pdf_page,printed_page,raw_chunk,flags
Latin,nerio,406,762,748,nerio 406,
Latin,Nerienis,406,762,748,Nerienis 406,
Latin,neriosus,406,762,748,neriosus 406,
Latin,Ner,6 406,762,748,Ner6 406,
Latin,nervia,407,762,748,nervia 407,
Latin,Nervolaria,407,762,748,Nervolaria 407,
Latin,nervus,407,762,748,nervus 407,
Latin,nescire,545,762,748,nescire 545,
Latin,nescius,545,762,748,nescius 545,
Latin,neu,403 656,762,748,neu 403 656,
Latin,neuter,647,762,748,neuter 647,
Latin,neutrubi,647,762,748,neutrubi 647,
Latin,neve,403 656,762,748,neve 403 656,
Latin,nex,407,762,748,nex 407,
Latin,nexere,404,762,748,nexere 404,
Latin,nexilis,404,762,748,nexilis 404,
Latin,nexus,404,762,748,nexus 404,
Latin,ηϊ,408,762,748,ηϊ408,contains-greek
Latin,nictare,130,762,748,nictare 130,
Latin,nictus,130,762,748,nictus 130,
Latin,mdamenta,408,762,748,mdamenta 408,
Latin,mdor,408,762,748,mdor 408,
Latin,mdoricupius,408,762,748,mdoricupius 408,
Latin,nidulari,408,762,748,nidulari 408,
Latin,nidus,408,762,748,nidus 408,
Latin,nigellus,409,762,748,nigellus 409,
Latin,niger,409,762,748,niger 409,
Latin,nigrare,409,762,748,nigrare 409,
Latin,nigrere,409,762,748,nigrere 409,
Latin,nigricolus,409,762,748,nigricolus 409,
Latin,nigritia,409,762,748,nigritia 409,
Latin,nigror,409,762,748,nigror 409,
Latin,nihil,285,762,748,nihil 285,
Latin,nihilum,285,762,748,nihilum 285,
Latin,nil,285,762,748,nil 285,
Latin,nilum,285,762,748,nilum 285,
Latin,nimbatus,409,762,748,nimbatus 409,
Latin,nimbus,409,762,748,nimbus 409,
Latin,nimis,409,762,748,nimis 409,
Latin,nimium/s,409,762,748,nimium/s 409,
Latin,ningit -ere,409,762,748,ningit -ere 409,
Latin,ninguis,409,762,748,ninguis 409,
Latin,nisi,408 561,762,748,nisi 408 561,
Latin,nisus,410,762,748,nisus 410,
Latin,nitedula,410,762,748,nitedula410,
Latin,nitela,410,762,748,nitela 410,
Latin,niteo,410,762,748,niteo410,
Latin,nitescere,410,762,748,nitescere410,
Latin,nit i dare,410,762,748,nit i dare 410,
Latin,nitiditas,410,762,748,nitiditas 410,
Latin,nitidiusculus,410,762,748,nitidiusculus 410,
Latin,nitidus,410,762,748,nitidus410,
Latin,nitor,410,762,748,nitor410,
Latin,nltor-t4l,0,762,748,nltor-t4l0,
Latin,nlve,408,762,748,nlve 408,
Latin,niveus,409,762,748,niveus 409,
Latin,nivis,409,762,748,nivis 409,
Latin,nix,409,762,748,nix 409,
Latin,nixari4l,0,762,748,nixari4l0,
Latin,nixus4l,0,762,748,nixus4l0,
Latin,no nare,411,762,748,no nare 411,
Latin,nobilitare,413,762,748,nobilitare 413,
Latin,nobilitas,413,762,748,nobilitas413,
Latin,noceo,411,762,748,noceo411,
Latin,noctieolor,416,762,748,noctieolor416,
Latin,noctiluca,416,762,748,noctiluca416,
Latin,noctipuga,416,762,748,noctipuga416,
Latin,noctivagus,416,762,748,noctivagus 416,
Latin,noctu,172 416,762,748,noctu 172 416,
Latin,noctua,416,762,748,noctua416,
Latin,noctuinus,416,762,748,noctuinus 416,
Latin,noctumus,416,762,748,noctumus 416,
Latin,noctuvigilus,416,762,748,noctuvigilus 416,
Latin,nodare,412,762,748,nodare412,
Latin,nodus,412,762,748,nodus 412,
Latin,noenum,403,762,748,noenum 403,
Latin,nolle,687,762,748,nolle 687,
Latin,nomen,412,762,748,nomen 412,
Latin,nomenclator,84,762,748,nomenclator 84,
Latin,nominalis,412,762,748,nominalis412,
Latin,nominare,412,762,748,nominare412,
Latin,nominatim,412,762,748,nominatim412,
Latin,n6minativus,412,762,748,n6minativus412,
Latin,n5minitare,412,762,748,n5minitare412,
Latin,non,403,762,748,non 403,
Latin,N6nae,415,762,748,N6nae415,
Latin,nonagesimus,262,762,748,nonagesimus 262,
Latin,nonaginta,415,762,748,nonaginta415,
Latin,nonalis4l,5,762,748,nonalis4l5,
Latin,nongenti,107,762,748,nongenti 107,
Latin,nonnullus,642,762,748,nonnullus 642,
Latin,nonnus,413,762,748,nonnus413,
Latin,nonus,415,762,748,nonus415,
Latin,nonussis,57 415,762,748,nonussis 57 415,
Latin,n6s,413,762,748,n6s413,
Latin,noscitare,413,762,748,noscitare413,
Latin,nosc6-ere,413,762,748,nosc6-ere413,
Latin,noster,413,762,748,noster 413,
Latin,nostras,413,762,748,nostras 413,
Latin,nostratim,413,762,748,nostratim413,
Latin,nota,414,762,748,nota414,
Latin,notare4l,4,762,748,notare4l4,
Latin,notio,413,762,748,notio413,
Latin,n6titia,413,762,748,n6titia413,
Latin,notities,413,762,748,notities 413,
Latin,novacula,414,762,748,novacula414,
Latin,novalis4l,6,762,748,novalis4l6,
Latin,novare,416,762,748,novare416,
Latin,novellus,416,762,748,novellus416,
Latin,novem,415,762,748,novem415,
Latin,november,415,763,749,november415,
Latin,novenarius,415,763,749,novenarius415,
Latin,novendialis,170,763,749,novendialis 170,
Latin,novenI,415,763,749,novenI415,
Latin,novensides,416,763,749,novensides416,
Latin,TK>verca4l,6,763,749,TK>verca4l6,
Latin,novicius,416,763,749,novicius416,
Latin,novie(n)s,415,763,749,novie(n)s415,
Latin,novitas4l,6,763,749,novitas4l6,
Latin,novus,416,763,749,novus416,
Latin,nox,416,763,749,nox416,
Latin,noxa,411,763,749,noxa 411,
Latin,noxia,411,763,749,noxia411,
Latin,noxitud,5 411,763,749,noxitud5 411,
Latin,noxius,411,763,749,noxius 411,
Latin,nubes4l,7,763,749,nubes4l7,
Latin,nubilare/i,417,763,749,nubilare/i417,
Latin,nubilarium,417,763,749,nubilarium417,
Latin,nubilus,417,763,749,nubilus 417,
Latin,nubo-ere,417,763,749,nubo-ere417,
Latin,nuc(ii)leus,420,763,749,nuc(ii)leus 420,
Latin,nuceus,420,763,749,nuceus 420,
Latin,nucifrangibulum,420,763,749,nucifrangibulum 420,
Latin,nudare,417,763,749,nudare417,
Latin,nudifistertius,172,763,749,nudifistertius 172,
Latin,nudus,417,763,749,nudus417,
Latin,nugae,418,763,749,nugae418,
Latin,nugari,418,763,749,nugari418,
Latin,nugator4l,8,763,749,nugator4l8,
Latin,nugatorius,418,763,749,nugatorius418,
Latin,niigax,418,763,749,niigax418,
Latin,nugigerulus,418,763,749,nugigerulus418,
Latin,nullus,642,763,749,nullus 642,
Latin,num,418,763,749,num418,
Latin,numen,419,763,749,numen419,
Latin,numerare,419,763,749,numerare419,
Latin,Numeria,419,763,749,Numeria419,
Latin,numerus,419,763,749,numerus419,
Latin,numnam,399,763,749,numnam 399,
Latin,nunc,418,763,749,nunc 418,
Latin,nunciam,418,763,749,nunciam418,
Latin,nuncubi,636,763,749,nuncubi 636,
Latin,nuncupate,89 412,763,749,nuncupate 89 412,
Latin,nundinae,415,763,749,nundinae415,
Latin,nundinalis,415,763,749,nundinalis415,
Latin,nunquam,640,763,749,nunquam 640,
Latin,nuntiare,419,763,749,nuntiare419,
Latin,nuntium,419,763,749,nuntium 419,
Latin,nuntius,419,763,749,nuntius419,
Latin,~nuo-ere,419,763,749,~nuo-ere419,
Latin,nuper,418 459,763,749,nuper418 459,
Latin,nuperus4l,8,763,749,nuperus4l8,
Latin,nupta,417,763,749,nupta417,
Latin,nuptiae,417,763,749,nuptiae417,
Latin,nuptialis,417,763,749,nuptialis417,
Latin,nuptula4l,7,763,749,nuptula4l7,
Latin,nurus,420,763,749,nurus 420,
Latin,nusquam,646,763,749,nusquam 646,
Latin,nutare,419,763,749,nutare419,
Latin,nutncare,420,763,749,nutncare 420,
Latin,nutricatio,420,763,749,nutricatio 420,
Latin,nutncius,420,763,749,nutncius 420,
Latin,nutncula,420,763,749,nutncula 420,
Latin,nutnre,420,763,749,nutnre 420,
Latin,nutrix,420,763,749,nutrix 420,
Latin,nutus4l,9,763,749,nutus4l9,
Latin,nux,420,763,749,nux 420,
Latin,ob,421,763,749,ob421,
Latin,obambulare,38,763,749,obambulare 38,
Latin,obbrutesco,76,763,749,obbrutesco 76,
Latin,obcallescere,84,763,749,obcallescere 84,
Latin,obdormlre,179,763,749,obdormlre 179,
Latin,obducere,181,763,749,obducere 181,
Latin,obductare,181,763,749,obductare 181,
Latin,obdurare,184,763,749,obdurare 184,
Latin,obdurescere,184,763,749,obdurescere 184,
Latin,obesse,599,763,749,obesse 599,
Latin,obesus,186,763,749,obesus 186,
Latin,obex,293,763,749,obex 293,
Latin,obhaerescere,278,763,749,obhaerescere 278,
Latin,obiacere,293,763,749,obiacere 293,
Latin,obicere,293,763,749,obicere 293,
Latin,obiectare,293,763,749,obiectare 293,
Latin,obire,191,763,749,obire 191,
Latin,obiur(i)gare,316,763,749,obiur(i)gare316,
Latin,oblatratnx,324,763,749,oblatratnx 324,
Latin,obiectare,321,763,749,obiectare 321,
Latin,obligare,341,763,749,obligare341,
Latin,oblinere,344,763,749,oblinere 344,
Latin,obliquus,421,763,749,obliquus421,
Latin,oblitescere,329,763,749,oblitescere 329,
Latin,oblivio,422,763,749,oblivio 422,
Latin,obliviosus,422,763,749,obliviosus 422,
Latin,oblTvTscor -T,422,763,749,oblTvTscor -T 422,ocr-risk
Latin,obUvius,422,763,749,obUvius 422,
Latin,obloqm,348,763,749,obloqm 348,
Latin,obludiSre,351,763,749,obludiSre351,
Latin,obmoveie,391,763,749,obmoveie391,
Latin,obmutescere,398,763,749,obmutescere 398,
Latin,obnectere,404,763,749,obnectere 404,
Latin,obiM,410,763,749,obiM410,
Latin,obmxe,410,763,749,obmxe410,
Latin,obnoxiosus,411,763,749,obnoxiosus 411,
Latin,obnoxius,411,763,749,obnoxius411,
Latin,obniibere,417,763,749,obniibere417,
Latin,obnuntiare,419,763,749,obnuntiare419,
Latin,oboedire,61,763,749,oboedire61,
Latin,obolere,426,763,749,obolere 426,
Latin,oboriri,434,763,749,oboriri434,
Latin,obrepere,520,763,749,obrepere520,
Latin,obreptare,520,763,749,obreptare 520,
Latin,obrodere,526,763,749,obrodere 526,
Latin,obruere,530,763,749,obruere 530,
Latin,obscaenus,422,763,749,obscaenus 422,
Latin,obscaevare,541,763,749,obscaevare 541,
Latin,obscurare,422,763,749,obscurare 422,
Latin,obscuridicus,422,763,749,obscuridicus 422,
Latin,obscuritas,422,763,749,obscuritas 422,
Latin,obscurus,422,763,749,obscurus 422,
Latin,obsecra^e,532,763,749,obsecra^e 532,
Latin,obsecula,556,763,749,obsecula 556,
Latin,obsecundare,556,763,749,obsecundare 556,
Latin,obsequella,556,763,749,obsequella 556,
Latin,obsequi,556,763,749,obsequi 556,
Latin,obsequiosus,556,763,749,obsequiosus 556,
Latin,obsequium,556,763,749,obsequium 556,
Latin,obserare,557,763,749,obserare 557,
Latin,obserere,557,763,749,obserere 557,
Latin,observare,559,763,749,observare 559,
Latin,observatio,559,763,749,observatio 559,
Latin,obses,551,763,749,obses551,
Latin,obsessor,552,763,749,obsessor 552,
Latin,obsidere,551,763,749,obsidere551,
Latin,obsidiumi>,51,763,749,obsidiumi>51,
Latin,obsTgnare,563,763,749,obsTgnare563,
Latin,obsipaie,601,763,749,obsipaie 601,
Latin,obsorbere,575,763,749,obsorbere 575,
Latin,obstetnx,589,763,749,obstetnx 589,
Latin,obsrinare,589,763,749,obsrinare 589,
Latin,obstipescere,593,763,749,obstipescere 593,
Latin,obstlpus,588,763,749,obstlpus 588,
Latin,obstrigillare,592,763,749,obstrigillare 592,
Latin,obstrigillator,592,763,749,obstrigillator 592,
Latin,obstringere,592,763,749,obstringere 592,
Latin,obstiipefacere,593,763,749,obstiipefacere 593,
Latin,obstupidus,593,763,749,obstupidus 593,
Latin,obtegere,608,763,749,obtegere 608,
Latin,obtemperare,611,763,749,obtemperare611,
Latin,obterere,616,763,749,obterere 616,
Latin,obtestan,618,763,749,obtestan618,
Latin,obticere,604,763,749,obticere 604,
Latin,obticesceie,604,763,749,obticesceie 604,
Latin,obtinere6l,3,763,749,obtinere6l3,
Latin,obtingere,606,763,749,obtingere 606,
Latin,obtrudere,630,763,749,obtrudere 630,
Latin,obtruncare,631,763,749,obtruncare 631,
Latin,obtu(er)i,632,763,749,obtu(er)i632,
Latin,obtunderc,633,763,749,obtunderc 633,
Latin,obturbare,634,763,749,obturbare 634,
Latin,obturgescere,635,763,749,obturgescere 635,
Latin,obturo -are,423,763,749,obturo -are 423,
Latin,obvagTre,651,763,749,obvagTre651,
Latin,obvagulare,651,763,749,obvagulare 651,
Latin,obvarare,655,763,749,obvarare 655,
Latin,obvenlre,661,763,749,obvenlre661,
Latin,obviam,673,763,749,obviam 673,
Latin,obvigilare,677,763,749,obvigilare677,
Latin,obvius,673,763,749,obvius 673,
Latin,occa,423,763,749,occa 423,
Latin,occare,423,763,749,occare 423,
Latin,occasio,78,763,749,occasio 78,
Latin,occasus,78,763,749,occasus 78,
Latin,occator,423,763,749,occator 423,
Latin,occedere,103,763,749,occedere 103,
Latin,occidere,78,763,749,occidere 78,
Latin,occidere,79,763,749,occidere 79,
Latin,occillare,79 423,763,749,occillare 79 423,
Latin,occipere,89,763,749,occipere 89,
Latin,occipitium,91,763,749,occipitium 91,
Latin,occisor,79,763,749,occisor 79,
Latin,occludere,118,763,749,occludere 118,
Latin,"""Occulo -ere",423,763,749,"""Occulo -ere 423",
Latin,occultare,423,763,749,occultare 423,
Latin,occupare,89,763,749,occupare 89,
Latin,occunere,157,763,749,occunere 157,
Latin,occursare,157,763,749,occursare 157,
Latin,ocellStum,425,763,749,ocellStum 425,
Latin,ocellus,425,763,749,ocellus 425,
Latin,ocior,424,763,749,ocior 424,
Latin,ocissimus,424,763,749,ocissimus 424,
Latin,ocquimscere,131,763,749,ocquimscere 131,
Latin,ocris,424,763,749,ocris 424,
Latin,octavus,424,763,749,octavus 424,
Latin,octingenarius,424,763,749,octingenarius 424,
Latin,octingenfi,107 424,763,749,octingenfi 107 424,
Latin,oct,5 424,763,749,oct5 424,
Latin,October,424,763,749,October 424,
Latin,octogenT,262 424,763,749,octogenT262 424,ocr-risk
Latin,octoginta,424,763,749,octoginta 424,
Latin,octonarius,424,763,749,octonarius 424,
Latin,octom,424,763,749,octom 424,
Latin,oculatus,425,763,749,oculatus 425,
Latin,oculeus,425,763,749,oculeus 425,
Latin,oculissimus,425,763,749,oculissimus 425,
Latin,oculitus,425,763,749,oculitus 425,
Latin,oculus,425,763,749,oculus 425,
Latin,odefacere,426,763,749,odefacere 426,
Latin,odi,425,763,749,odi425,
Latin,odibilis,425,763,749,odibilis 425,
Latin,odiossicus,425,763,749,odiossicus 425,
Latin,odiosus,425,763,749,odiosus 425,
Latin,odium,425,763,749,odium 425,
Latin,odor,425,763,749,odor 425,
Latin,odoran,425,763,749,odoran 425,
Latin,odorisequus,425,763,749,odorisequus 425,
Latin,odorus,425,763,749,odorus 425,
Latin,offensare,210,763,749,offensare210,
Latin,offensi,6 210,763,749,offensi6 210,
Latin,offensus,210,763,749,offensus 210,
Latin,offerre,213,763,749,offerre213,
Latin,offerrumenta,215,763,749,offerrumenta215,
Latin,officiosus,431,763,749,officiosus 431,
Latin,officium,431,763,749,officium 431,
Latin,offlgere,219,763,749,offlgere219,
Latin,offirmare,223,763,749,offirmare 223,
Latin,offivebant,219,763,749,offivebant219,
Latin,offringere,239,764,750,offringere 239,
Latin,offundere,249,764,750,offundere 249,
Latin,ogganmre,254,764,750,ogganmre 254,
Latin,oggerere,259,764,750,oggerere 259,
Latin,ol(e)facere,426,764,750,ol(e)facere 426,
Latin,ol(e)factare,426,764,750,ol(e)factare 426,
Latin,ol(e)factus,426,764,750,ol(e)factus 426,
Latin,olefacere,426,764,750,olefacere 426,
Latin,olere,425,764,750,olere 425,
Latin,olere,425,764,750,olere 425,
Latin,olim,426,764,750,olim 426,
Latin,olle/ollus,426,764,750,olle/ollus426,
Latin,olor,425 427,764,750,olor 425 427,
Latin,omen,427,764,750,omen 427,
Latin,omentum,428,764,750,omentum 428,
Latin,ominari,427,764,750,ominari 427,
Latin,ominator,427,764,750,ominator 427,
Latin,omittere,384,764,750,omittere 384,
Latin,ommentare,362,764,750,ommentare 362,
Latin,ommno,428,764,750,ommno 428,
Latin,omnipotens,428,764,750,omnipotens 428,
Latin,omnis,428,764,750,omnis 428,
Latin,onerare,428,764,750,onerare428,
Latin,ooerarius,428,764,750,ooerarius 428,
Latin,onus,428,764,750,onus 428,
Latin,ooustus,428,764,750,ooustus 428,
Latin,opacare,429,764,750,opacare 429,
Latin,opacus,429,764,750,opacus 429,
Latin,opella,432,764,750,opella 432,
Latin,opera,432,764,750,opera 432,
Latin,operari,432,764,750,operari 432,
Latin,operaria,432,764,750,operaria 432,
Latin,operarius,432,764,750,operarius 432,
Latin,operatus,432,764,750,operatus 432,
Latin,operculum,429,764,750,operculum 429,
Latin,openmentum,429,764,750,openmentum 429,
Latin,operio -tre,429,764,750,operio -tre 429,
Latin,opertare,429,764,750,opertare 429,
Latin,opifex,431,764,750,opifex431,
Latin,opificina,431,764,750,opificina 431,
Latin,opificium,431,764,750,opificium 431,
Latin,opilia,429,764,750,opilia 429,
Latin,opilio,429,764,750,opilio 429,
Latin,opilius,429,764,750,opilius 429,
Latin,opimitas,429,764,750,opimitas 429,
Latin,opimus,429,764,750,opimus 429,
Latin,opinatus,430,764,750,opinatus 430,
Latin,opinio,430,764,750,opinio 430,
Latin,opinor-ari,430,764,750,opinor-ari430,
Latin,opiparus,431 447,764,750,opiparus431 447,
Latin,Opis,431,764,750,Opis431,
Latin,opiter,450,764,750,opiter 450,
Latin,opitulare/i,431 621,764,750,opitulare/i431 621,
Latin,opitulus,431 621,764,750,opitulus431 621,
Latin,oportet,430,764,750,oportet 430,
Latin,oppectere,453,764,750,oppectere 453,
Latin,opperiri,446,764,750,opperiri 446,
Latin,oppetere,464,764,750,oppetere 464,
Latin,oppido,430,764,750,oppido 430,
Latin,oppidum,430,764,750,oppidum 430,
Latin,opponere,479,764,750,opponere 479,
Latin,opportunitas,482,764,750,opportunitas 482,
Latin,opportunus,482,764,750,opportunus 482,
Latin,oppressio,488,764,750,oppressio 488,
Latin,oppressiuncula,488,764,750,oppressiuncula 488,
Latin,oppressus,488,764,750,oppressus 488,
Latin,opprimere,488,764,750,opprimere 488,
Latin,opprobrare,490,764,750,opprobrare 490,
Latin,opprobrium,490,764,750,opprobrium 490,
Latin,oppugnare,499,764,750,oppugnare 499,
Latin,opsopis,431,764,750,opsopis 431,
Latin,optabilis,431,764,750,optabilis 431,
Latin,optimas,421,764,750,optimas421,
Latin,optimus,421,764,750,optimus421,
Latin,opti,6 431,764,750,opti6 431,
Latin,optionatus,431,764,750,optionatus 431,
Latin,opto -are,431,764,750,opto -are 431,
Latin,opulenter,431,764,750,opulenter431,
Latin,opulentitas,431,764,750,opulentitas431,
Latin,opulentus,431,764,750,opulentus 431,
Latin,opulus,432,764,750,opulus 432,
Latin,opus,432,764,750,opus 432,
Latin,oraculum,435,764,750,oraculum 435,
Latin,oratio,435,764,750,oratio 435,
Latin,orator,435,764,750,orator 435,
Latin,oratrix,435,764,750,oratrix 435,
Latin,orbare,433,764,750,orbare 433,
Latin,orbiculatus,432,764,750,orbiculatus 432,
Latin,orbiculus,432,764,750,orbiculus 432,
Latin,orbificare,433,764,750,orbificare 433,
Latin,orbile,432,764,750,orbile 432,
Latin,orbis,432,764,750,orbis 432,
Latin,orbita,432,764,750,orbita 432,
Latin,orbitas,433,764,750,orbitas 433,
Latin,orbitudo,433,764,750,orbitudo 433,
Latin,orbitus,432,764,750,orbitus 432,
Latin,orbus,433,764,750,orbus 433,
Latin,6rdia prima,434,764,750,6rdia prima 434,
Latin,ordinare,434,764,750,ordinare 434,
Latin,ordinarius,434,764,750,ordinarius 434,
Latin,ordior -m,433,764,750,ordior -m 433,
Latin,ordo,434,764,750,ordo 434,
Latin,oreae,436,764,750,oreae 436,
Latin,ongo,434,764,750,ongo 434,
Latin,orior -In,434,764,750,orior -In 434,
Latin,ornamentum,434,764,750,ornamentum 434,
Latin,omare,434,764,750,omare 434,
Latin,ornus,435,764,750,ornus 435,
Latin,oro -are,435,764,750,oro -are 435,
Latin,orsus,434,764,750,orsus 434,
Latin,6s oris,436,764,750,6s oris 436,
Latin,os ossis,436,764,750,os ossis 436,
Latin,oscen,88,764,750,oscen 88,
Latin,oscitare/i,436,764,750,oscitare/i 436,
Latin,osculan,436,764,750,osculan 436,
Latin,osculentia,436,764,750,osculentia 436,
Latin,oscuium,436,764,750,oscuium 436,
Latin,« osseus,436,764,750,« osseus 436,
Latin,ossiculatim,436,764,750,ossiculatim 436,
Latin,ossifraga,436,764,750,ossifraga 436,
Latin,ossua,436,764,750,ossua 436,
Latin,ossum,436,764,750,ossum 436,
Latin,ostendere6l,2,764,750,ostendere6l2,
Latin,ostentare,612,764,750,ostentare612,
Latin,ostentator,612,764,750,ostentator612,
Latin,Ostia,436,764,750,Ostia 436,
Latin,ostiarius,436,764,750,ostiarius 436,
Latin,ostium,436,764,750,ostium 436,
Latin,otiosus,437,764,750,otiosus 437,
Latin,otium,437,764,750,otium 437,
Latin,oviaria,437,764,750,oviaria 437,
Latin,ovile,437,764,750,ovile 437,
Latin,ovillus,437,764,750,ovillus 437,
Latin,ovis,437,764,750,ovis 437,
Latin,ov6-are,438,764,750,ov6-are438,
Latin,ovum,438,764,750,ovum 438,
Latin,oxime,424,764,750,oxime 424,
Latin,pabulan,448,764,750,pabulan 448,
Latin,pabulatio,448,764,750,pabulatio 448,
Latin,pabulum,448,764,750,pabulum 448,
Latin,pacare,452,764,750,pacare 452,
Latin,pacere,452,764,750,pacere 452,
Latin,pacifican,452,764,750,pacifican 452,
Latin,pacio,452,764,750,pacio 452,
Latin,paciscere,452,764,750,paciscere 452,
Latin,pactio,452,764,750,pactio 452,
Latin,pae/enuria,439,764,750,pae/enuria 439,
Latin,paedor,439,764,750,paedor 439,
Latin,paelex,439,764,750,paelex 439,
Latin,paene,439,764,750,paene 439,
Latin,paenitere,439,764,750,paenitere 439,
Latin,paenitudo,439,764,750,paenitudo439,
Latin,paganalia,443,764,750,paganalia 443,
Latin,paganicus,443,764,750,paganicus 443,
Latin,pagi,443,764,750,pagi443,
Latin,pagina,443,764,750,pagina 443,
Latin,pagus,443,764,750,pagus 443,
Latin,pala,443,764,750,pala 443,
Latin,palam,439,764,750,palam 439,
Latin,Palatmus,440,764,750,Palatmus 440,
Latin,Palatium,440,764,750,Palatium 440,
Latin,Palatua,440,764,750,Palatua 440,
Latin,Palatualis,440,764,750,Palatualis 440,
Latin,palatum,440,764,750,palatum 440,
Latin,pal ea,440,764,750,pal ea 440,
Latin,palear,440,764,750,palear 440,
Latin,pal)a,440,764,750,pal)a 440,
Latin,palleo,440,764,750,palleo 440,
Latin,pallescere,440,764,750,pallescere 440,
Latin,palliatus,440,764,750,palliatus 440,
Latin,pallidus,440,764,750,pallidus 440,
Latin,palliolatim,440,764,750,palliolatim 440,
Latin,palUolum,440,764,750,palUolum 440,
Latin,pallium,440,764,750,pallium 440,
Latin,pallor,440,764,750,pallor 440,
Latin,pallula,440,764,750,pallula440,
Latin,palma,441,764,750,palma441,
Latin,palmarium,441,764,750,palmarium441,
Latin,palmipedalis,441,764,750,palmipedalis441,
Latin,palmus,441,764,750,palmus 441,
Latin,palor-ari,441,764,750,palor-ari441,
Latin,palpatio,441,764,750,palpatio 441,
Latin,palpebra,441,764,750,palpebra441,
Latin,palpitare,441,764,750,palpitare441,
Latin,palpo-are,441,764,750,palpo-are441,
Latin,palpus,441,764,750,palpus 441,
Latin,palumbes,442,764,750,palumbes 442,
Latin,pSlus,443,764,750,pSlus 443,
Latin,palus,442,764,750,palus442,
Latin,paliister,442,764,750,paliister 442,
Latin,panarium,443,764,750,panarium 443,
Latin,Panda,442,764,750,Panda 442,
Latin,pandiculan,442,764,750,pandiculan 442,
Latin,pando,442,764,750,pando 442,
Latin,pandus,442,764,750,pandus 442,
Latin,pango,442,764,750,pango 442,
Latin,panicula,444,764,750,panicula 444,
Latin,panic!,443,764,750,panic! 443,
Latin,panicum,443,764,750,panicum 443,
Latin,panificium,443,764,750,panificium 443,
Latin,panis,443,764,750,panis 443,
Latin,pannus,443,764,750,pannus 443,
Latin,panus,444,764,750,panus 444,
Latin,papilio,444,764,750,papilio 444,
Latin,par,444,764,750,par 444,
Latin,paratio,446,764,750,paratio 446,
Latin,parciter,445,764,750,parciter 445,
Latin,parco -ere,445,764,750,parco -ere 445,
Latin,parous,445,764,750,parous 445,
Latin,parens,445,764,750,parens 445,
Latin,parentare,445,764,750,parentare 445,
Latin,parentatio,446,764,750,parentatio 446,
Latin,parenticide,445,764,750,parenticide 445,
Latin,pareo,445,764,750,pareo 445,
Latin,paret,445,764,750,paret445,
Latin,paricida,79,764,750,paricida 79,
Latin,paries,445,764,750,paries 445,
Latin,parilis,444,764,750,parilis 444,
Latin,pario -ere,445,764,750,pario -ere 445,
Latin,paritare,446,764,750,paritare 446,
Latin,paro -are,446,764,750,paro -are 446,
Latin,parra,447,764,750,parra447,
Latin,parricida,447,764,750,parricida 447,
Latin,parricidium,447,764,750,parricidium 447,
Latin,pars,448,764,750,pars 448,
Latin,parsimGnia,445,764,750,parsimGnia 445,
Latin,particeps,448,764,750,particeps 448,
Latin,participalis,448,765,751,participalis 448,
Latin,participare,448,765,751,participare 448,
Latin,participium,108 448,765,751,participium 108 448,
Latin,particula,448,765,751,particula 448,
Latin,particuiatim,448,765,751,particuiatim 448,
Latin,particulo,448,765,751,particulo 448,
Latin,partim,448,765,751,partim 448,
Latin,partio,446,765,751,partio446,
Latin,partire/i,448,765,751,partire/i448,
Latin,partitiido,446,765,751,partitiido 446,
Latin,partura,446,765,751,partura 446,
Latin,partuiire,446,765,751,partuiire 446,
Latin,parum,448,765,751,parum 448,
Latin,parumper,448 459,765,751,parumper 448 459,
Latin,parvulus,448,765,751,parvulus 448,
Latin,parvus,448,765,751,parvus 448,
Latin,pascalis,448,765,751,pascalis 448,
Latin,pasco -ere,448,765,751,pasco -ere 448,
Latin,pascuus,448,765,751,pascuus 448,
Latin,passer,449,765,751,passer 449,
Latin,passerculus,449,765,751,passerculus 449,
Latin,passennus,449,765,751,passennus 449,
Latin,passim,442,765,751,passim 442,
Latin,passio,450,765,751,passio 450,
Latin,passus,442,765,751,passus 442,
Latin,pastillum,443,765,751,pastillum 443,
Latin,pastillus,443,765,751,pastillus 443,
Latin,pastio,448,765,751,pastio 448,
Latin,pSstor,448,765,751,pSstor 448,
Latin,pastoralis,448,765,751,pastoralis 448,
Latin,pastoricius,448,765,751,pastoricius 448,
Latin,pastus,448,765,751,pastus 448,
Latin,patefacere,449,765,751,patefacere 449,
Latin,pateo,449,765,751,pateo449,
Latin,pater,449,765,751,pater 449,
Latin,patera,449,765,751,patera 449,
Latin,patemus,449,765,751,patemus 449,
Latin,patescere,449,765,751,patescere 449,
Latin,patibulum,449 1,765,751,patibulum 449 1,
Latin,patientia,450,765,751,patientia 450,
Latin,patior pati,450,765,751,patior pati 450,
Latin,patrare,449,765,751,patrare 449,
Latin,patria,449,765,751,patria 449,
Latin,patrice,449,765,751,patrice 449,
Latin,patricius,449,765,751,patricius 449,
Latin,patrimonium,450,765,751,patrimonium 450,
Latin,patntus,449,765,751,patntus 449,
Latin,patrius,449,765,751,patrius 449,
Latin,patrocinan,450,765,751,patrocinan450,
Latin,patrona,450,765,751,patrona 450,
Latin,patronus,450,765,751,patronus 450,
Latin,patruelis,450,765,751,patruelis 450,
Latin,patruus,450,765,751,patruus 450,
Latin,patulus,449,765,751,patulus 449,
Latin,pauciens,450,765,751,pauciens 450,
Latin,pauci]oquium,451,765,751,pauci]oquium451,
