index_section,index_term,page_refs,pdf_page,printed_page,raw_chunk,flags
Latvian,.,1,737,,.1,
Latin,abl,947,739,725,abl947,
Latin,abarcere,51,739,725,abarcere 51,
Latin,abdicare,169,739,725,abdicare 169,
Latin,abdomen,20,739,725,abdomen 20,
Latin,abducere,181,739,725,abducere 181,
Latin,Abella,20,739,725,Abella 20,
Latin,abellanus,20,739,725,abellanus 20,
Latin,aberrare,194,739,725,aberrare 194,
Latin,abesse,599,739,725,abesse 599,
Latin,abhibere,277,739,725,abhibere 277,
Latin,abhorrere,290,739,725,abhorrere 290,
Latin,abicere,293,739,725,abicere 293,
Latin,abiectum,293,739,725,abiectum 293,
Latin,abies,20,739,725,abies 20,
Latin,abigere,30,739,725,abigere 30,
Latin,abire,191,739,725,abire 191,
Latin,abitio,191,739,725,abitio 191,
Latin,abitus,191,739,725,abitus 191,
Latin,abiugare,314,739,725,abiugare314,
Latin,abiurare,316,739,725,abiurare316,
Latin,ablaqueare,327,739,725,ablaqueare 327,
Latin,ablegare,337,739,725,ablegare 337,
Latin,ablegmina,332,739,725,ablegmina 332,
Latin,abluere,330,739,725,abluere 330,
Latin,ablm,330,739,725,ablm330,
Latin,ablutum,330,739,725,ablutum 330,
Latin,abluvium,330,739,725,abluvium 330,
Latin,abnuere,419,739,725,abnuere419,
Latin,abnuere,419,739,725,abnuere419,
Latin,abnutare,419,739,725,abnutare419,
Latin,aboleS,21,739,725,aboleS21,ocr-risk
Latin,aborigines,434,739,725,aborigines 434,
Latin,aborin,434,739,725,aborin434,
Latin,aborTscere,434,739,725,aborTscere 434,
Latin,abortare,434,739,725,abortare 434,
Latin,abortio,434,739,725,abortio 434,
Latin,abortus,434,739,725,abortus 434,
Latin,abradere,512,739,725,abradere512,
Latin,abripere,513,739,725,abripere513,
Latin,aWodere,526,739,725,aWodere 526,
Latin,abrogate,526,739,725,abrogate 526,
Latin,abrumpere,529,739,725,abrumpere 529,
Latin,dere,103,739,725,dere 103,
Latin,idere,79,739,725,idere 79,
Latin,absens,599,739,725,absens 599,
Latin,absilTre,535,739,725,absilTre 535,
Latin,absolvere,573,739,725,absolvere 573,
Latin,absoibere,575,739,725,absoibere 575,
Latin,abstare,589,739,725,abstare 589,
Latin,abstemius,609,739,725,abstemius 609,
Latin,abstergere,614,739,725,abstergere614,
Latin,absterrere,617,739,725,absterrere617,
Latin,abstulas,621,739,725,abstulas621,
Latin,absumedo,188,739,725,absumedo 188,
Latin,absumere,188,739,725,absumere 188,
Latin,absurdus,602,739,725,absurdus 602,
Latin,abundare,641,739,725,abundare 641,
Latin,abut!,648,739,725,abut! 648,
Latin,ac,59,739,725,ac59,
Latin,accedere,103,739,725,accedere 103,
Latin,accelerare,104,739,725,accelerare 104,
Latin,accendere,106,739,725,accendere 106,
Latin,accensus,107,739,725,accensus 107,
Latin,accessio,103,739,725,accessio 103,
Latin,accessitare,103,739,725,accessitare 103,
Latin,accidere,78,739,725,accidere 78,
Latin,accingere,114,739,725,accingere 114,
Latin,accipere ξ,9,739,725,accipere ξ9,contains-greek
Latin,ace ip iter,21,739,725,ace ip iter 21,
Latin,accire,113,739,725,accire 113,
Latin,acclfvis,122,739,725,acclfvis 122,
Latin,accola,125,739,725,accola 125,
Latin,accolere,125,739,725,accolere 125,
Latin,accomodare,384,739,725,accomodare 384,
Latin,accredere,141,739,725,accredere 141,
Latin,accrescere,144,739,725,accrescere 144,
Latin,accubare,152,739,725,accubare 152,
Latin,accudere,149,739,725,accudere 149,
Latin,accumbere,152,739,725,accumbere 152,
Latin,accumulare,152,739,725,accumulare 152,
Latin,accurare,156,739,725,accurare 156,
Latin,accunere,157,739,725,accunere 157,
Latin,accusare,100,739,725,accusare 100,
Latin,accusator,100,739,725,accusator 100,
Latin,aceo,21,739,725,aceo 21,
Latin,acer,21,739,725,acer21,
Latin,acer,22,739,725,acer22,
Latin,acerbus,22,739,725,acerbus 22,
Latin,acernus,21,739,725,acernus 21,
Latin,acerosus,23,739,725,acerosus 23,
Latin,acerra,22,739,725,acerra22,
Latin,acervus,22,739,725,acervus 22,
Latin,acetabulum,21,739,725,acetabulum 21,
Latin,acetum,21,739,725,acetum 21,
Latin,acia,23,739,725,acia 23,
Latin,acidus,21,739,725,acidus 21,
Latin,acies,21,739,725,acies21,
Latin,acinus,23,739,725,acinus 23,
Latin,acipenser,23,739,725,acipenser 23,
Latin,acor,21,739,725,acor21,
Latin,acquiescere,508,739,725,acquiescere 508,
Latin,aciimonia,22,739,725,aciimonia 22,
Latin,acritas,22,739,725,acritas 22,
Latin,acritudo,22,739,725,acritudo 22,
Latin,acrufolius,22,739,725,acrufolius 22,
Latin,actio,30,739,725,actio 30,
Latin,actor,30,739,725,actor 30,
Latin,actus,30,739,725,actus 30,
Latin,actutum,30,739,725,actutum 30,
Latin,acu-,23,739,725,acu-23,
Latin,acuere,23,739,725,acuere 23,
Latin,aculeus,23,739,725,aculeus 23,
Latin,acumen,23,739,725,acumen 23,
Latin,acupedius,23,739,725,acupedius 23,
Latin,acupenser,23,739,725,acupenser 23,
Latin,acus,23,739,725,acus23,
Latin,ad fatim,204,739,725,ad fatim 204,
Latin,ad( )amussim,40,739,725,ad( )amussim 40,
Latin,ad(i)icere,293,739,725,ad(i)icere 293,
Latin,adaeque,27,739,725,adaeque 27,
Latin,adapenre,429,739,725,adapenre 429,
Latin,adarescere,53,739,725,adarescere 53,
Latin,adbibere,71,739,725,adbibere 71,
Latin,adbrtere,68,739,725,adbrtere 68,
Latin,addicere,169,739,725,addicere 169,
Latin,add ictus,169,739,725,add ictus 169,
Latin,additio,175,739,725,additio 175,
Latin,addubanum,180,739,725,addubanum 180,
Latin,adducere,181,739,725,adducere 181,
Latin,adeps,24,739,725,adeps 24,
Latin,adeptus,47,739,725,adeptus 47,
Latin,adesse,599,739,725,adesse599,
Latin,adesse,185,739,725,adesse 185,
Latin,adhaerere,278,739,725,adhaerere 278,
Latin,adhaerescere,278,739,725,adhaerescere 278,
Latin,adhaesus,278,739,725,adhaesus 278,
Latin,adbibere,277,739,725,adbibere 277,
Latin,adhortari,289,739,725,adhortari 289,
Latin,adiacens,293,739,725,adiacens 293,
Latin,adigere,30,739,725,adigere 30,
Latin,adimere,188,739,725,adimere 188,
Latin,adipatus,24,739,725,adipatus 24,
Latin,adipiscor,47,739,725,adipiscor 47,
Latin,adire,191,739,725,adire 191,
Latin,aditare,191,739,725,aditare 191,
Latin,aditio,191,739,725,aditio 191,
Latin,aditus,191,739,725,aditus 191,
Latin,adiugare,314,739,725,adiugare314,
Latin,adiumentum,314,739,725,adiumentum 314,
Latin,adiungere,314,739,725,adiungere314,
Latin,admraie,316,739,725,admraie316,
Latin,adiutabiiis,318,739,725,adiutabiiis318,
Latin,adiutare,318,739,725,adiutare318,
Latin,adiutor,318,739,725,adiutor318,
Latin,adiutnx,318,739,725,adiutnx318,
Latin,adiuvare,318,739,725,adiuvare318,
Latin,admetM,377,739,725,admetM 377,
Latin,admigrare,379,739,725,admigrare 379,
Latin,adminiculate,24,739,725,adminiculate 24,
Latin,adminiculum,24,739,725,adminiculum 24,
Latin,administer,381,739,725,administer 381,
Latin,administra,381,739,725,administra 381,
Latin,administrate,381,739,725,administrate 381,
Latin,admirari,382,739,725,admirari382,
Latin,admiscere,382,739,725,admiscere 382,
Latin,admissarius,384,739,725,admissarius 384,
Latin,admissio,384,739,725,admissio 384,
Latin,admissum,384,739,725,admissum 384,
Latin,admissura,384,739,725,admissura 384,
Latin,admittere,384,739,725,admittere 384,
Latin,admixtio,382,739,725,admixtio 382,
Latin,admoderan,384,739,725,admoderan 384,
Latin,admodum,384,739,725,admodum 384,
Latin,admoeoire,385,739,725,admoeoire 385,
Latin,admofin,386,739,725,admofin386,
Latin,admonere,387,739,725,admonere 387,
Latin,admordere,389,739,725,admordere 389,
Latin,admovere,391,739,725,admovere391,
Latin,adrnutilare,397,739,725,adrnutilare 397,
Latin,adnectere,404,739,725,adnectere 404,
Latin,adnictare,130,739,725,adnictare 130,
Latin,adnitI,410,739,725,adnitI410,
Latin,adnuere,419,739,725,adnuere 419,
Latin,adnumerare,419,739,725,adnumerare 419,
Latin,adnutare,419,739,725,adnutare419,
Latin,adoleo,24,739,725,adoleo 24,
Latin,adolescere,35,739,725,adolescere35,
Latin,adolevr,35,739,725,adolevr35,
Latin,adoplnari,430,739,725,adoplnari430,
Latin,adoptare,431,739,725,adoptare 431,
Latin,adoptaticius,431,739,725,adoptaticius431,
Latin,ador,25,739,725,ador25,
Latin,adorare,435,739,725,adorare 435,
Latin,adoreus,25,739,725,adoreus 25,
Latin,adonn,434,739,725,adonn 434,
Latin,adomare,434,739,725,adomare 434,
Latin,adpnrnus,489,740,726,adpnrnus 489,
Latin,adrepere,520,740,726,adrepere 520,
Latin,adridere,522,740,726,adridere 522,
Latin,a(d)scnbere,546,740,726,a(d)scnbere 546,
Latin,a(d)spergeie,578,740,726,a(d)spergeie 578,
Latin,a(d)stare,589,740,726,a(d)stare 589,
Latin,a(d)stituere,589,740,726,a(d)stituere 589,
Latin,adstringere,592,740,726,adstringere 592,
Latin,adulescens,35,740,726,adulescens 35,
Latin,adulescentia,35,740,726,adulescentia 35,
Latin,adulescentian,35,740,726,adulescentian35,
Latin,adulescentulus,35,740,726,adulescentulus 35,
Latin,adulescenturire,35,740,726,adulescenturire 35,
Latin,adulor,25,740,726,adulor 25,
Latin,adulter,34,740,726,adulter 34,
Latin,adultus,35,740,726,adultus 35,
Latin,aduncus,640,740,726,aduncus 640,
Latin,adurere,645,740,726,adurere 645,
Latin,advectus,658,740,726,advectus 658,
Latin,advehere,658,740,726,advehere 658,
Latin,advena,661,740,726,advena 661,
Latin,adveiure,661,740,726,adveiure661,
Latin,adventare,661,740,726,adventare661,
Latin,advenlicius,661,740,726,advenlicius 661,
Latin,adventor,661,740,726,adventor 661,
Latin,adventus,661,740,726,adventus661,
Latin,adversus,667,740,726,adversus 667,
Latin,advesperascere,670,740,726,advesperascere 670,
Latin,advigilare,677,740,726,advigilare 677,
Latin,advocare,692,740,726,advocare 692,
Latin,advorsus,667,740,726,advorsus 667,
Latin,aedes,25,740,726,aedes 25,
Latin,aedicula,25,740,726,aedicula 25,
Latin,aedificare,25,740,726,aedificare 25,
Latin,aedif icatio,25,740,726,aedif icatio 25,
Latin,aedificator,25,740,726,aedificator 25,
Latin,aedificium,25,740,726,aedificium 25,
Latin,aedilicius,25,740,726,aedilicius 25,
Latin,aedHis,25,740,726,aedHis 25,
Latin,aedilitas,25,740,726,aedilitas 25,
Latin,aeditimus,25,740,726,aeditimus 25,
Latin,aeger,26,740,726,aeger 26,
Latin,aegrere,26,740,726,aegrere 26,
Latin,aegrescere,26,740,726,aegrescere 26,
Latin,aegrimonia,26,740,726,aegrimonia 26,
Latin,aegritudo,26,740,726,aegritudo 26,
Latin,aegrotare,26,740,726,aegrotare 26,
Latin,aegrotus,26,740,726,aegrotus 26,
Latin,aemidus,26,740,726,aemidus 26,
Latin,aemula,26,740,726,aemula 26,
Latin,aemulan,26,740,726,aemulan 26,
Latin,aemulus,26,740,726,aemulus 26,
Latin,a(h)eneus,27,740,726,a(h)eneus 27,
Latin,a(h)enus,27,740,726,a(h)enus 27,
Latin,aequabiHs,27,740,726,aequabiHs 27,
Latin,aequabilitas,27,740,726,aequabilitas 27,
Latin,aequalis,27,740,726,aequalis 27,
Latin,aequamen,27,740,726,aequamen 27,
Latin,aequare,27,740,726,aequare 27,
Latin,aequinoctialis,416,740,726,aequinoctialis416,
Latin,aequinoctium,416,740,726,aequinoctium416,
Latin,aequiperare,444,740,726,aequiperare 444,
Latin,aequor,27,740,726,aequor 27,
Latin,aequus,27,740,726,aequus 27,
Latin,aerumna,27,740,726,aerumna 27,
Latin,aerusco -are,27,740,726,aerusco -are 27,
Latin,aes aeris,27,740,726,aes aeris 27,
Latin,aesculus,28,740,726,aesculus 28,
Latin,aestas,28,740,726,aestas28,
Latin,aestimo -are,28,740,726,aestimo -are 28,
Latin,aestTvare,28,740,726,aestTvare 28,
Latin,aesfivus,28,740,726,aesfivus28,
Latin,aestus,28,740,726,aestus 28,
Latin,aetas,29,740,726,aetas 29,
Latin,aetemus,29,740,726,aetemus 29,
Latin,aevus,29,740,726,aevus29,
Latin,affabilis,231,740,726,affabilis 231,
Latin,affan,231,740,726,affan231,
Latin,affatim,204,740,726,affatim 204,
Latin,afferre,213,740,726,afferre213,
Latin,affigere,219,740,726,affigere219,
Latin,affingere,221,740,726,affingere221,
Latin,affinis,222,740,726,affinis 222,
Latin,afSnitas,222,740,726,afSnitas 222,
Latin,affirmare,223,740,726,affirmare 223,
Latin,afflare,226,740,726,afflare 226,
Latin,afflatus,226,740,726,afflatus 226,
Latin,afflere,226,740,726,afflere 226,
Latin,afflictare,226,740,726,afflictare 226,
Latin,afflictim,226,740,726,afflictim 226,
Latin,af fligere,226,740,726,af fligere 226,
Latin,affluere,228,740,726,affluere 228,
Latin,afrundere,249,740,726,afrundere 249,
Latin,afluere,228,740,726,afluere 228,
Latin,ager,29,740,726,ager29,
Latin,agger,259,740,726,agger 259,
Latin,aggerere,259,740,726,aggerere 259,
Latin,agglutinare,266,740,726,agglutinare 266,
Latin,aggravescere,272,740,726,aggravescere 272,
Latin,aggredi,269,740,726,aggredi269,
Latin,aggretus,269,740,726,aggretus 269,
Latin,agilis,30,740,726,agilis 30,
Latin,agitare,30,740,726,agitare 30,
Latin,agitator,30,740,726,agitator 30,
Latin,agmen,30,740,726,agmen 30,
Latin,agna,29,740,726,agna29,
Latin,agnascT,400,740,726,agnascT400,ocr-risk
Latin,agnatic,400,740,726,agnatic 400,
Latin,agnatus,401,740,726,agnatus401,
Latin,agnellus,30,740,726,agnellus 30,
Latin,agnoscere4l,3,740,726,agnoscere4l3,
Latin,agnus,30,740,726,agnus 30,
Latin,ago,30,740,726,ago 30,
Latin,agolum,30,740,726,agolum 30,
Latin,agiBrius,29,740,726,agiBrius 29,
Latin,agrestis,29,740,726,agrestis 29,
Latin,agricola,29 125,740,726,agricola 29 125,
Latin,ain,403,740,726,ain403,
Latin,aiO ais,31,740,726,aiO ais 31,ocr-risk
Latin,al(l)ers,55,740,726,al(l)ers 55,
Latin,ala,66,740,726,ala66,
Latin,alacer,32,740,726,alacer 32,
Latin,albere,32,740,726,albere32,
Latin,albescere,32,740,726,albescere 32,
Latin,albicare,32,740,726,albicare 32,
Latin,albulus,32,740,726,albulus 32,
Latin,albus,32,740,726,albus 32,
Latin,alea,33,740,726,alea33,
Latin,aleo,33,740,726,aleo33,
Latin,alescere,35,740,726,alescere 35,
Latin,alga,33,740,726,alga 33,
Latin,algeo,33,740,726,algeo 33,
Latin,algidus,33,740,726,algidus 33,
Latin,algor,33,740,726,algor 33,
Latin,algus,33,740,726,algus 33,
Latin,alica,33,740,726,alica 33,
Latin,alicubi,34 636,740,726,alicubi 34 636,
Latin,alienigena,260,740,726,alienigena 260,
Latin,alienus,34,740,726,alienus 34,
Latin,alimentum,35,740,726,alimentum 35,
Latin,alimonia,35,740,726,alimonia 35,
Latin,aliquanfisper,459,740,726,aliquanfisper 459,
Latin,aliquis,34 510,740,726,aliquis34 510,
Latin,alium,33,740,726,alium 33,
Latin,alius,34 510,740,726,alius 34 510,
Latin,allaudabilis,330,740,726,allaudabilis 330,
Latin,allaudare,330,740,726,allaudare 330,
Latin,allegare,337,740,726,allegare 337,
Latin,allegatus,337,740,726,allegatus 337,
Latin,allicere,321,740,726,allicere321,
Latin,alEdere,323,740,726,alEdere 323,
Latin,alligare,341,740,726,alligare341,
Latin,alloqm,348,740,726,alloqm 348,
Latin,allubescit,338,740,726,allubescit 338,
Latin,allucere,355,740,726,allucere 355,
Latin,alludere,350,740,726,alludere 350,
Latin,alludiare,350,740,726,alludiare 350,
Latin,almus,35,740,726,almus 35,
Latin,alneus,34,740,726,alneus 34,
Latin,alnus,34,740,726,alnus 34,
Latin,alo,35,740,726,alo35,
Latin,altore,24,740,726,altore 24,
Latin,altan,24,740,726,altan 24,
Latin,attaria,24,740,726,attaria 24,
Latin,alter,34,740,726,alter 34,
Latin,altercan,34,740,726,altercan 34,
Latin,alternus,34,740,726,alternus 34,
Latin,altiHs,35,740,726,altiHs 35,
Latin,altitudo,35,740,726,altitudo 35,
Latin,al trim sec us,551,740,726,al trim sec us 551,
Latin,altrinsecus,551,740,726,altrinsecus551,
Latin,altus,35,740,726,altus 35,
Latin,alum/s,36,740,726,alum/s36,
Latin,alumen,36,740,726,alumen 36,
Latin,alumnus,35,740,726,alumnus 35,
Latin,aluta,36,740,726,aluta 36,
Latin,alveus,36,740,726,alveus 36,
Latin,alvus,36,740,726,alvus 36,
Latin,amaritudo,37,740,726,amaritudo 37,
Latin,amaror,37,740,726,amaror 37,
Latin,amarus,37,740,726,amarus 37,
Latin,amascere,39,740,726,amascere 39,
Latin,amasius,39,740,726,amasius 39,
Latin,ambages,30,740,726,ambages 30,
Latin,ambegnus,30,740,726,ambegnus 30,
Latin,ambesse,185,740,726,ambesse 185,
Latin,ambestnx,185,740,726,ambestnx 185,
Latin,ambiegnus,30,740,726,ambiegnus 30,
Latin,ambigere,30,740,726,ambigere 30,
Latin,ambiguus,30,740,726,ambiguus 30,
Latin,ambitio,191,740,726,ambitio 191,
Latin,ambitus,191,740,726,ambitus 191,
Latin,ambo,37,740,726,ambo37,
Latin,ambrices,38,740,726,ambrices 38,
Latin,ambulacrum,38,740,726,ambulacrum 38,
Latin,ambulatio,38,740,726,ambulatio 38,
Latin,ambulator,38,740,726,ambulator 38,
Latin,ambulo,38,740,726,ambulo 38,
Latin,amburere,645,740,726,amburere 645,
Latin,ambustulatus,645,740,726,ambustulatus 645,
Latin,amens,372,740,726,amens 372,
Latin,amentia,372,740,726,amentia 372,
Latin,ames,40,740,726,ames40,
Latin,arnica,39,740,726,arnica 39,
Latin,amiclre,293,740,726,amiclre 293,
Latin,amictum,293,740,726,amictum 293,
Latin,amictus,293,740,726,amictus 293,
Latin,amiculum,293,740,726,amiculum 293,
Latin,amicus,39,740,726,amicus 39,
Latin,amita,38,740,726,amita38,
Latin,amittere,384,740,726,amittere 384,
Latin,amma,38,740,726,amma 38,
Latin,ammentum,30,740,726,ammentum 30,
Latin,amnis,39,740,726,amnis39,
Latin,amo,39,740,726,amo39,
Latin,amoenus,39,740,726,amoenus39,
Latin,amoITrT,386,740,726,amoITrT 386,ocr-risk
Latin,amor,39,740,726,amor 39,
Latin,amovere,391,740,726,amovere391,
Latin,ampla,40,740,726,ampla 40,
Latin,amplectT,471,740,726,amplectT471,ocr-risk
Latin,amplexan,471,740,726,amplexan 471,
Latin,amplexus,471,740,726,amplexus471,
Latin,amploctens,471,740,726,amploctens 471,
Latin,amplus,40,740,726,amplus 40,
Latin,amptruo,40,740,726,amptruo40,
Latin,amputare,502,740,726,amputare 502,
Latin,amussis,40,740,726,amussis 40,
Latin,an,40,741,727,an 40,
Latin,anas,45,741,727,anas 45,
Latin,anas,41,741,727,anas 41,
Latin,anatem,45,741,727,anatem 45,
Latin,anaSnus,41,741,727,anaSnus 41,
Latin,anc(u)lare,41,741,727,anc(u)lare41,
Latin,ancaesa,79,741,727,ancaesa 79,
Latin,anceps,91,741,727,anceps91,
Latin,ancile,79,741,727,ancile 79,
Latin,ancilla,41,741,727,ancilla41,
Latin,ancipes,91,741,727,ancipes 91,
Latin,ancisus,79,741,727,ancisus 79,
Latin,anclabris,41,741,727,anclabris41,
Latin,anculus,41,741,727,anculus 41,
Latin,ancunulentae,304,741,727,ancunulentae 304,
Latin,Ancus,41,741,727,Ancus41,
Latin,anellus,45,741,727,anellus 45,
Latin,angiportum,42 482,741,727,angiportum 42 482,
Latin,angiportus,42,741,727,angiportus 42,
Latin,ango,42,741,727,ango 42,
Latin,angpr,42,741,727,angpr42,
Latin,angulla,42,741,727,angulla 42,
Latin,anguflla,42,741,727,anguflla 42,
Latin,angumus,42,741,727,angumus 42,
Latin,anguis,42,741,727,anguis 42,
Latin,angulus,42,741,727,angulus 42,
Latin,angustus,42,741,727,angustus 42,
Latin,anhelare,43,741,727,anhelare 43,
Latin,anbelus,43,741,727,anbelus 43,
Latin,anicula,45,741,727,anicula 45,
Latin,anima,43,741,727,anima43,
Latin,animal,43,741,727,animal 43,
Latin,animalis,43,741,727,animalis 43,
Latin,animulus,43,741,727,animulus 43,
Latin,animus,43,741,727,animus 43,
Latin,annalis,43,741,727,annalis 43,
Latin,anne,40,741,727,anne 40,
Latin,anniculus,43,741,727,anniculus 43,
Latin,annona,43,741,727,annona 43,
Latin,annosus,43,741,727,annosus 43,
Latin,annus,43,741,727,annus 43,
Latin,annuus,43,741,727,annuus 43,
Latin,ansa,44,741,727,ansa 44,
Latin,ansatus,44,741,727,ansatus 44,
Latin,anser,44,741,727,anser 44,
Latin,ant(e)ire,191,741,727,ant(e)ire 191,
Latin,antae,44,741,727,antae 44,
Latin,ante,45,741,727,ante 45,
Latin,antecellCT^f,05,741,727,antecellCT^f05,ocr-risk
Latin,antepagmentum,442,741,727,antepagmentum 442,
Latin,anteponere,479,741,727,anteponere 479,
Latin,antes,45,741,727,antes 45,
Latin,antestare,589,741,727,antestare 589,
Latin,antestan,618,741,727,antestan 618,
Latin,antevenire,661,741,727,antevenire661,
Latin,antiae,45,741,727,antiae 45,
Latin,anticipate,89,741,727,anticipate 89,
Latin,amicus,45,741,727,amicus 45,
Latin,antidlre,191,741,727,antidlre 191,
Latin,antiquus,45,741,727,antiquus 45,
Latin,anulus,45,741,727,anulus 45,
Latin,anus,45,741,727,anus 45,
Latin,anus,45,741,727,anus 45,
Latin,anxius,42,741,727,anxius 42,
Latin,ap(p)luda,470,741,727,ap(p)luda 470,
Latin,aper,46,741,727,aper46,
Latin,aperio -Ire,46,741,727,aperio -Ire 46,
Latin,apertare,46,741,727,apertare46,
Latin,apertio,46,741,727,apertio 46,
Latin,apex,46,741,727,apex 46,
Latin,apicula,47,741,727,apicula 47,
Latin,apio,46 47,741,727,apio 46 47,
Latin,apis,47,741,727,apis 47,
Latin,apiscor,47,741,727,apiscor 47,
Latin,apor,48,741,727,apor 48,
Latin,apparare,446,741,727,apparare446,
Latin,apparere,445,741,727,apparere 445,
Latin,apparitor,445,741,727,apparitor 445,
Latin,appellSre,456,741,727,appellSre 456,
Latin,appellatio,456,741,727,appellatio 456,
Latin,appellere,455,741,727,appellere 455,
Latin,appendtere,457,741,727,appendtere457,
Latin,appendix,457,741,727,appendix 457,
Latin,appetere,463,741,727,appetere 463,
Latin,appetissere,463,741,727,appetissere 463,
Latin,appeto,463,741,727,appeto 463,
Latin,appingere,465,741,727,appingere 465,
Latin,applaudere,470,741,727,applaudere 470,
Latin,applicSre,472,741,727,applicSre 472,
Latin,apponere,479,741,727,apponere 479,
Latin,apportare,482,741,727,apportare 482,
Latin,appre(he)ndere,487,741,727,appre(he)ndere 487,
Latin,apprimus,489,741,727,apprimus 489,
Latin,approbate,490,741,727,approbate 490,
Latin,approbus,490,741,727,approbus 490,
Latin,apricus,47,741,727,apricus 47,
Latin,aprilis,48,741,727,aprilis 48,
Latin,apnnus,46,741,727,apnnus 46,
Latin,Apro,46,741,727,Apro 46,
Latin,Apronius,46,741,727,Apronius 46,
Latin,aprugnus,46,741,727,aprugnus 46,
Latin,aptare,47,741,727,aptare 47,
Latin,aptus,47,741,727,aptus 47,
Latin,apud,48,741,727,apud48,
Latin,apurf inem,48,741,727,apurf inem 48,
Latin,aqua,48,741,727,aqua 48,
Latin,aqualis,48,741,727,aqualis 48,
Latin,aquarius,48,741,727,aquarius 48,
Latin,aquatilis,48,741,727,aquatilis 48,
Latin,aquatus,48,741,727,aquatus 48,
Latin,aquila,49,741,727,aquila 49,
Latin,aquilex,48,741,727,aquilex 48,
Latin,aquillnus,49,741,727,aquillnus 49,
Latin,aquilo,49,741,727,aquilo 49,
Latin,aquilus,49,741,727,aquilus 49,
Latin,aqnola,48,741,727,aqnola 48,
Latin,aquosns,48,741,727,aquosns 48,
Latin,ara,49,741,727,ara49,
Latin,aranea,49,741,727,aranea49,
Latin,araneus,49,741,727,araneus 49,
Latin,aratio,55,741,727,aratio 55,
Latin,arator,55,741,727,arator 55,
Latin,aratrum,55,741,727,aratrum 55,
Latin,arbiter,50,741,727,arbiter 50,
Latin,arbitrari,50,741,727,arbitrari 50,
Latin,arbitratus,50,741,727,arbitratus 50,
Latin,arbitrium,50,741,727,arbitrium 50,
Latin,arbor,50,741,727,arbor 50,
Latin,arbuscnla,50,741,727,arbuscnla 50,
Latin,arbustum,50,741,727,arbustum 50,
Latin,area,50,741,727,area 50,
Latin,arcamis,50,741,727,arcamis 50,
Latin,arceoSl,476,741,727,arceoSl 476,
Latin,arcera,50,741,727,arcera 50,
Latin,arquitenens,52,741,727,arquitenens 52,
Latin,arcuatus,52,741,727,arcuatus 52,
Latin,ardea,52,741,727,ardea 52,
Latin,arduitas,52,741,727,arduitas 52,
Latin,ardus,53,741,727,ardus 53,
Latin,arduus,52,741,727,arduus 52,
Latin,area,53,741,727,area 53,
Latin,arefacio,53,741,727,arefacio 53,
Latin,areo,53,741,727,areo53,
Latin,arfacio,53,741,727,arfacio 53,
Latin,argenteus,53,741,727,argenteus 53,
Latin,argentum,53,741,727,argentum 53,
Latin,argumentum,53,741,727,argumentum 53,
Latin,arguo,53,741,727,arguo 53,
Latin,argutiae,53,741,727,argutiae 53,
Latin,argutus,53,741,727,argutus 53,
Latin,aridus,53,741,727,aridus53,
Latin,aries,54,741,727,aries54,
Latin,arietare,54,741,727,arietare 54,
Latin,arma,54,741,727,arma54,
Latin,armaie,54,741,727,armaie 54,
Latin,armatus,54,741,727,armatus 54,
Latin,armenta,54,741,727,armenta 54,
Latin,armentum,54,741,727,armentum54,
Latin,armiger,54,741,727,armiger 54,
Latin,armilla,55,741,727,armilla 55,
Latin,armilustrium,354,741,727,armilustrium 354,
Latin,armus,55,741,727,armus 55,
Latin,aro,55,741,727,aro55,
Latin,arquatus,52,741,727,arquatus 52,
Latin,arquites,52,741,727,arquites 52,
Latin,arrigere,517,741,727,arrigere517,
Latin,arripere,513,741,727,arripere513,
Latin,arrogare,526,741,727,arrogare 526,
Latin,arruere,530,741,727,arruere 530,
Latin,ars,55,741,727,ars55,
Latin,artare,55,741,727,artare55,
Latin,arte,55,741,727,arte 55,
Latin,articulus,56,741,727,articulus 56,
Latin,artifex,55,741,727,artifex 55,
Latin,artificium,55,741,727,artificium 55,
Latin,artire,55,741,727,artire 55,
Latin,artufices,55,741,727,artufices 55,
Latin,artus,55,741,727,artus 55,
Latin,artus,56,741,727,artus56,
Latin,aruina,56,741,727,aruina 56,
Latin,aruos,56,741,727,aruos56,
Latin,aruus,56,741,727,aruus 56,
Latin,arva,56,741,727,arva56,
Latin,arvocitat,692,741,727,arvocitat 692,
Latin,arvorsum,667,741,727,arvorsum 667,
Latin,arvum,56,741,727,arvum 56,
Latin,arx arcis,57,741,727,arx arcis 57,
Latin,as,57 457,741,727,as 57 457,
Latin,ascendere,542,741,727,ascendere 542,
Latin,ascensio,542,741,727,ascensio 542,
Latin,ascia,57,741,727,ascia57,
Latin,ascriptivus,546,741,727,ascriptivus 546,
Latin,asellus,57,741,727,asellus 57,
Latin,asflus,57,741,727,asflus 57,
Latin,asina,57,741,727,asina 57,
Latin,asinarius,57,741,727,asinarius 57,
Latin,asinus,57,741,727,asinus 57,
Latin,aspectare,579,741,727,aspectare 579,
Latin,aspectus,579,741,727,aspectus 579,
Latin,aspellere,455,741,727,aspellere 455,
Latin,asper,58,741,727,asper 58,
Latin,asperare,58,741,727,asperare 58,
Latin,aspergo,578,741,727,aspergo 578,
Latin,aspernabitis,579,741,727,aspernabitis 579,
Latin,aspernari,579,741,727,aspernari 579,
